speakerGroups,speaker,theText,pageNumbers,title
0,"Thursday, 24 June 2010 Velopment And Local Government) (10.03","---am)-I move: took the chair at 10.00 am and read prayers. Like no other country, Australia combines the rest of the world. Days and Hours of Meeting The aviation industry is critical to Australia’s economy and our society. It connects the House) (10.01 am)-I move: Australians to each other and to the world. That standing order 31 (Automatic adjournment of the House) and standing order 33 (Limit Airports, in particular, serve as significant on business) be suspended for this sitting. transport and economic hubs, handling over 120 million passenger movements in 2008As Leader of the HouseI shall continue to 09 and generating hundreds of thousands of consult during today with the Manager of jobs, both directly and indirectly. Opposition Business. At this stage it is expected that the other place will sit extra In 2008, almost a century after the birth of hours to deal with some legislation. It is the Australian aviation industry, the Austratherefore anticipated that the House will sit lian government commenced the developthis evening. If it is the case that there is not ment of our first ever national aviation polbusiness ready to be returned to this House, icy. we will have a dinner break. I would propose Comprehensive engagement with the that later this day I would move a motion community and aviation industry stakesuspending the sitting of the House until holders started with the release of the Aviasuch time as the bells ring. I will agree on the tion Issues Paper in April 2008. Submissions time with the Manager of Opposition Busito the issues paper underpinned the develness so that all members can be informed. I opment of the green paper, which was rewill then inform the House as such. leased in December 2008. I put on record my thanks, as I did in the The green paper gave all stakeholders a caucus-where it was not necessarily well further opportunity to have their say on the received-for the cooperation, for the digfuture direction of Australia’s aviation indusnity of the parliament, of the Manager of try. Opposition Business and the Leader of the Over 600 submissions were received to Opposition this morning. the issues paper and the green paper, underQuestion agreed to. scoring the wide interest in aviation and the in the policy development process. First Reading In December 2009, the government reBill and explanatory memorandum presented by Mr Albanese. leased Australia’s first ever national aviation policy white paper, Flight Path to the Future. Bill read a first time. Today, I present to this parliament the Second Reading Airports Amendment Bill 2010 which will for Infrastructure, Transport, Regional Deport planning and development policies that were announced in the white paper.",19,Setup
1,The Speaker ( Mr Harry Jenkins) That This Bill Be Now Read A Second Time.,,19,Airports Amendment Bill 2010 Level Of Community And Industry Engagement
2,Mr Albanese (Grayndler,Leader of,19,Airports Amendment Bill 2010 Level Of Community And Industry Engagement
3,Mr Albanese (Grayndler,"Minister give effect to many of the government’s airThese policies have been subject to extenoperators, airlines, fare-paying passengers, sive consultation with stakeholders in the local communities and businesses. aviation industry and the community, and The current legislative reforms have been also with state, territory and local governdeveloped with this in mind. ments. Furthermore, the amendments contained We have learnt a lot since the original in this bill underscore the objects of the AirAirports Act commenced in 1996. ports Act as enunciated in section 3 of the Significant reforms are needed to get the act, particularly the first three objectives. balance right between the investment in aviaThese are: tion infrastructure, community consultation to promote the sound development of and the integration of airport planning with civil aviation in Australia; local and state planning regimes. to establish a system for the regulation This government is committed to ensuring of airports that has due regard to the in the right regulatory settings are in place to terests of airport users and the general support sustainable growth in aviation, uncommunity; and derpinned by meaningful engagement and consultation with industry and community to promote the efficient and economic stakeholders. development and operation of airports. The government’s aim is to give industry The primary role of the leased federal airthe certainty and incentive to plan and invest ports is to provide aviation infrastructure that for the long term, to maintain and improve serves the Australian community. our excellent aviation safety record, and to The planning framework should above all give clear commitments to travellers, airport facilitate the development of airports as aviausers and the communities affected by aviation infrastructure. It should do this not only tion activity. by encouraging investment in aviation faciliAs airports get busier and our major cities ties but also by enhancing the place of airgrow, airport planning assumes an increased ports as key transport hubs to support our importance. communities, jobs and the economy. It is vital for airports and for the amenity The need to strengthen airport master of surrounding communities that airport deplans was a recurring theme in submissions velopment plans be properly integrated with and meetings during the 20-month consultaland planning around airports. tion and development period for the white paper. The public rightly demands better information and consultation when it comes to The Airports Amendment Bill 2010 will airport development, and especially when it strengthen airport master plans through a comes to the effects of aviation on communinumber of new requirements. ties close to our airports. Better planning is Firstly, airport master plans will need to essential. This government is committed to include a ground transport plan which has better urban planning-and that includes for detailed information on the airport’s road federal leased airports and the areas around network and transport facilities. It will also them. have to show how the airport’s facilities conBetter integration of onand off-airport nect with the road and public transport sysplanning is in everyone’s interests-airport tem outside the airport. Secondly, airport master plans will need to quired to go through the major development include additional detail on proposed use of plan process. This will ensure the community land in the first five years of the plan. As is better consulted on specific developments well as details on aviation infrastructure improposed for an airport site. provements, master plans will have to inThis is an important amendment to imclude detailed information on proposed nonprove community consultation and the overaeronautical developments and other develsight of airport developments. opments not directly related to airport serThe changes to the act which ensure the vices. community is better consulted on proposed Thirdly, airport master plans will need to airport developments are supported by other have information on the number of jobs non-legislative reforms contained in the govlikely to be created, anticipated traffic flows, ernment’s white paper. These include the and the airport’s assessment of the potential requirement for all leased federal airports to impacts on the local and regional economy have community consultation groups with and community. independent chairs, and for capital city airFourthly, airport master plans will need to ports to also have a high level planning foinclude detailed analysis on how they align rum with the state government and my dewith state, territory and local government partment. planning laws, as well as a justification for The bill also supports infrastructure inany inconsistencies. vestment and encourages best practice planFifthly, airport environment strategies will ning. It does this by ensuring that developnow be part of airport master plans. This will ments that are covered in detail in the master ensure the airport and community can focus plan can be considered for a reduced period on a single public consultation and approval of public comment if the development proprocess. Airport environment strategies set posal is consistent with the master plan and, out the operational framework for the envivery importantly, does not raise any issues ronmental management of airport sites. Unthat have an impact on the community. der the amendments, the airport environment In recognition of how important aviation strategy will be part of an airport master plan is to the economy, the bill also allows for the to ensure that planning for an airport site is approval process for aeronautical developcomprehensive and holistic. ments to be streamlined where appropriate Community consultation over major desafeguards are met. velopments at airports is very important, and Together this suite of reforms significantly this bill will add an important extra trigger enhances the exchange of information and for major development plans. the involvement of the community and other The process for major development plans governments in the planning of the federal involves 60 days mandatory public consultaleased airports. tion, after which the plan is submitted for As I indicated earlier, the primary purpose ministerial approval. of an airport is the provision of aeronautical The current triggers for major developservices. There are a range of activities that ment plans will be supplemented by a new are likely to be incompatible with the longrequirement that any proposed development term operation of an airport as an airport. that is likely to have a significant impact on These activities include long-term residential the local or regional community will be redevelopments, residential aged or community care facilities, nursing homes, hospitals This bill gives effect to those planning and and schools. development reforms. It will result in better These incompatible developments will be consultation, improved integration and coorprima facie prohibited unless the airport is dination of onand off-airport planning able to demonstrate to the minister that there schemes whilst continuing to recognise the are exceptional circumstances for taking the importance of continued investment in Ausdevelopment to the next stage. If justified, tralia’s airport infrastructure. developments will then go through a major This bill gets the balance right and demdevelopment plan process which includes 60 onstrates this government’s commitment to days public consultation before the developsupport appropriate and efficient airport serment is submitted to the minister for considvices and facilities for the Australian comeration. munity. Airports are not islands. Their activities I commend the bill to the House. provide a major source of employment for Debate (on motion by Dr Southcott) adthe local communities and contribute signifijourned. cantly to the economic and social outcomes of their host cities and regions. Aviation operations and other activities at the airport site can also have a major impact on surrounding neighbourhoods in terms of aircraft noise First Reading and ground traffic flow. This is why any alBill and explanatory memorandum preteration that changes flight paths or patterns Bill read a first time. of levels of aircraft noise, will be subjected Second Reading to public consultation under a major develGeneral) (10.15 am)-I move: Other minor technical and housekeeping amendments will be made by this bill, inThat this bill be now read a second time. cluding amendments to: Introduction remove certain items that have been This bill restructures the Family Court and made redundant by previous amendthe Federal Magistrates Court to eliminate ments to the act, confusion for litigants and to reduce current inefficiencies and duplication in the adminiupdate the names of a couple of airports; stration of these courts. It does this by and amending the Family Law Act 1975 and the clarify the operation of certain sections Federal Magistrates Act 1999 to merge Fedof the Airports Act. eral Magistrates exercising family law jurisThe government’s aviation white paper diction into a lower level division of the was Australia’s first ever national blueprint Family Court of Australia, whilst maintainfor aviation. It contained a balanced set of ing their existing terms and conditions. planning and development reforms to imThis bill, along with the Military Court of prove planning at Australia’s leased federal Australia Bill 2010, which I will shortly airports. move this day, sets out the future shape for the federal courts system. These bills, to-",19,Airports Amendment Bill 2010 Level Of Community And Industry Engagement
4,"Teration Of A Runway, Including A Runway Al",sented by Mr McClelland.,22,Measures Bill 2010
5,Opment Plan Approval Process. Mr Mcclelland (Barton,"Attorneygether, ensure the most appropriate outcomes law jurisdiction to support the delivery of for parties who need the assistance of the judicial determination in the best interests of federal courts can be obtained. the child. It will ensure a proper assessment The measures in the bill reflect recomof the needs of each case and a coordinated mendations made in the report, Future govreferral to the appropriate decision maker. ernance options for federal family law courts As one of the most important justice instiin Australia-striking the right balance, tutions in Australia, the courts play a central which was released in November 2008. The role in ensuring fair, simple, affordable and report found that current arrangements for accessible justice and as such need to be delivering federal family law services have available to all Australians. led to confusion among litigants, conflicts The Access to Justice Taskforce report, A over resources, administrative inefficiencies, strategic framework for access to justice in are financially unsustainable and impede the federal civil justice system, which was access to justice and the efficient delivery of released in September last year, outlined the family law services by the family law courts. need to improve access to justice in the fedOne of the principal recommendations of eral courts by requiring the change of culture the report was that Federal Magistrates exerwithin the federal court system towards a cising family law jurisdiction should be system where effort and resources are dimerged with the Family Court of Australia. rected at resolving disputes at the earliest Nearly all submissions in the public conpossible stage and by the simplest means sultation process on the report’s recommenpossible. A key part of the government’s dations supported merging Federal Magisagenda is to improve access to justice and trates exercising family law jurisdiction into this bill is vital to the achievement of that the Family Court. goal. The Australian Institute of Family Studies’ A single federal Family Court findings in the Evaluation of the 2006 family The bill creates a single Family Court law reforms, which was released in January comprising two divisions, the Appellate and this year, are consistent with this restructure Superior Division and the General Division. of the Family Court. In particular, the report The Chief Justice of the Family Court will be noted concerns that the parallel operation of responsible for ensuring the effective, orthe family law jurisdiction in the Federal derly and expeditious discharge of the busiMagistrates Court and the Family Court has ness of the Family Court as a whole, assisted implications for fairness due to the differby an administrative head in each division. ences in court processes. Concerns were also The Appellate and Superior Division will expressed about the operation of transfers handle complex first instance family law and between courts. child support cases and appeals. All existing The simplification of the federal family Family Court judges will become members law system was also recommended in the of that division. Existing members of the House of Representatives Standing Commitappeal division of the Family Court will betee on Family and Community Affairs’ recome appellate judges within the Appellate port, Every picture tells a story: inquiry into and Superior Division and will continue to child custody arrangements in the event of exercise the functions they had as members family separation. These reforms will ensure of the appeal division. that there is one federal court with family The General Division will deal with less more effective use of family consultants and complex family law and child support cases organisation of circuit work to rural and reand will have the same family law jurisdicgional Australia. tion as the Federal Magistrates Court curRetaining the Federal Magistrates Court rently has. This will ensure that family law to hear general federal law matters disputes continue to be handled at the lowest The Federal Magistrates Court will be reappropriate level. tained to hear general federal law matters Federal Magistrates handling family law and provide an appropriate pool of judicial matters will be offered appointment to the officers from which commissions to the new Family Court as judges in the General DiviMilitary Court of Australia could be made. sion. The Federal Magistrates Court will exercise The bill provides that new judicial apgeneral federal law jurisdiction. pointments made to the Family Court must A single administration be assigned to the Appellate and Superior The restructured Family Court will ensure Division or the General Division. Judges of a single administration for family law matthe General Division will have the same ters. A single court, and a single administrastatutory terms and conditions of appointtion, will eliminate the conflicts over rement as existing Federal Magistrates. sources that have occurred in the past. First instance matters will be able to be The bill will also create efficiencies by fatransferred between the two divisions to encilitating the administration of the Federal sure that matters are heard at the lowest posMagistrates Court by the Federal Court. This sible level. is consistent with the government’s objective The bill will facilitate the retention of the of delivering cost-effective services and exsuccessful culture of the Federal Magistrates amining shared service initiatives with reCourt in the Family Court. The bill transports spect to departments and agencies. a number of procedural processes currently Jurisdiction of the Federal Magistrates found in the Federal Magistrates Court to the Court General Division of the Family Court. In addition, a number of provisions are also The bill removes family law and most included in the Family Law Act to ensure child support jurisdiction from the Federal more active case management across the Magistrates Court. This jurisdiction will now whole court. be exercised by judges in the General Division of the Family Court. The Federal MagisCommon rules of court are to be made by trates Court will, however, continue to hear a majority of each division and each division (1) matters before the court that have been may make rules in relation to the specific part heard but not concluded before the day case management procedures of that particuon which the bill comes into effect, as well lar division. as (2) proceedings transferred to the court by The restructure will also make it easier to the Family Court on or after that day. transfer matters between judges. This will Other amendments enable judges to help fellow judges with their workload. The bill repeals the office of judicial registrar as there is no intention to appoint future In addition to financial and management judicial registrars. However it preserves the efficiencies, the restructure will also achieve office and entitlements of the two serving judicial registrars and provides that they will Debate (on motion by Dr Southcott) adcontinue to perform the same functions and journed. exercise the same powers as they do now. TRADE PRACTICES AMENDMENT The bill amends the Judges’ Pensions Act (AUSTRALIAN CONSUMER LAW) 1968 to make clear that judges of the general BILL (No. 2) 2010 division of the Family Court are not entitled Report from Main Committee to pensions under that act. Bill returned from Main Committee withThe bill also removes redundant offices out amendment; certified copy of the bill from the Family Law Act and other legislapresented. tion and will change some titles to reflect the Ordered that this bill be considered immenames used in the Federal Court. diately. AAT Amendment Bill agreed to. The bill also makes a minor amendment to Third Reading the Administrative Appeals Tribunal Act to allow the AAT the discretion to impose a General) (10.26 am)-by leave-I move: fee on decision-making agencies where the That this bill be now read a third time. AAT makes a determination which is not in Question agreed to. their favour after a full hearing. The amendBill read a third time. ment implements recommendation 10.5 of the access to justice task force report, to COMPETITION AND CONSUMER which I have referred. LEGISLATION AMENDMENT BILL 2010 Conclusion Report from Main Committee In conclusion, I would also like to acknowledge the outstanding work of officers Bill returned from Main Committee withof the Attorney-General’s Department, and out amendment; certified copy of the bill the government’s legal advisers, who have presented. worked hard to develop this legislation. I Ordered that this bill be considered immethank them for this work. diately. This bill is a major step in achieving the Bill agreed to. government’s goal of improving access to Third Reading friendly for all Australians. It will provide a General) (10.27 am)-by leave-I move: one-stop shop for family law litigation and, That this bill be now read a third time. importantly, ensure that people can appropriately access assistance. Further, it will make Question agreed to. better use of public resources provided to the Bill read a third time. courts and will result in the elimination of MILITARY COURT OF AUSTRALIA administrative duplication and reduction in BILL 2010 inefficiencies and enable the seamless hanFirst Reading dling of family law matters. I commend the bill. Bill and explanatory memorandum pre-",22,Measures Bill 2010
6,1975 To Expand The Regulation,making power Mr McCLELLAND (Barton-Attorney,25,Measures Bill 2010
7,Justice And Making The Federal Courts User Mr Mcclelland (Barton,Attorney,25,Measures Bill 2010
8,Sented By Mr Mcclelland.,"Bill read a first time. Less serious offences will continue to be Second Reading heard by summary authorities at unit level. General) (10.28 am)-I move: by consequential amendments to the Defence That this bill be now read a second time. Force Discipline Act 1982 and other legislation, contained in the Military Court of AusThis bill establishes the Military Court of tralia (Consequential Amendments) Bill Australia in accordance with chapter III of 2010, which the government will introduce the Constitution of the Commonwealth of in the next sitting of parliament. Australia. The Military Court will be created to try all serious service offences under the Discipline is an essential component of Defence Force Discipline Act 1982, taking command within the Australian Defence into account the important role that disciForce. Morale and discipline are diminished pline has in supporting the operational effecif those who are required to abide by strintiveness of the Australian Defence Force. gent rules see others disregard or fail to follow them and not be held accountable. This bill, along with the Access to Justice Commanders and service personnel must (Family Court Restructure and Other Meashave confidence in the utility, fairness and ures) Bill 2010, sets out the future shape for credibility of the Defence Force discipline the federal courts system. These bills, tosystem. gether, ensure the most appropriate outcomes for parties who need the assistance of the The Military Court of Australia will be a federal courts. separate and uniquely identifiable federal court. The credibility that comes with a speThe new Military Court will replace the cialist court for Defence Force discipline will interim measure put in place by the governstrengthen morale and operational effectivement to re-establish the pre-2007 system of ness in the Australian Defence Force. courts martial and Defence Force magistrates. The interim system was necessary The right to a fair trial for Australian Defollowing the High Court of Australia’s decifence Force members, like all other members sion in the case of Lane and Morrison in Auof the community, is a cornerstone of Austragust last year. In Lane and Morrison, the lia’s federal justice system. Timely and fair High Court found the provisions of the Detrials in the Military Court will enhance Defence Force Discipline Act 1982 that created fence Force personnel’s access to justice. the Australian Military Court, established by The bill will provide the Military Court the previous government, to be invalid under with the necessary independence and constithe Constitution. tutional protections for an impartial judiciThis bill will ensure that serious service ary. To ensure that the Military Court has the offences are tried by an independent and imnecessary understanding of the importance of partial court, the Military Court of Australia, discipline to the operational effectiveness of lawfully constituted under chapter III of the the defence forces, all judicial officers apAustralian Constitution. pointed to the court must have experience or knowledge of the nature of service in the The Military Court will provide a longAustralian Defence Force. This will be in term solution to the delivery of justice in a addition to the usual criteria for appointment manner that takes into account military serto other federal courts. Judicial officers may vice and is transparent and accountable. not, however, be serving Australian Defence",25,Measures Bill 2010
9,Mr Mcclelland (Barton,"AttorneyThe enactment of this bill will be followedForce members or members of the reserves. inability of the witnesses to give evidence in This will ensure the independence of the Australia. court. Where the interests of justice require the Judicial officers will be appointed to the trial to be heard overseas but the Military Military Court of Australia in accordance Court is unable to deploy, a court martial or with the government’s policy on transparent Defence Force magistrate will be convened and merit based appointment of judicial offito conduct the trial overseas. cers. The Attorney-General will also consult The Military Court will consist of two diwith the Minister for Defence before an apvisions: the General Division and the Appelpointment is made. late and Superior Division. The General DiJudicial officers in the Military Court may vision will comprise judicial officers at the hold dual commissions in other federal level of Federal Magistrate who will hear courts on the same terms and conditions. serious service offences at first instance. The Consistent with all other federal courts, judiGeneral Division may also try less serious cial officers in the Military Court will have service offences that would usually be heard tenure to the age of 70 years. by a summary authority. This may occur The Military Court will maintain a sepawhere the accused elects to be tried by the rate distinct identity from the Federal Court. Military Court rather than a summary authorHowever, it will utilise, to the greatest extent ity or where the summary authority refers the practicable, the existing administration and matter to the Military Court. This will enregistry services of the Federal Court of Aushance the Defence Force members’ access to tralia to eliminate duplication. justice by allowing prosecutions to be heard at the most appropriate level in each case. The presence of some members of the Australian Defence Force working in the The Chief Justice will also be able to diMilitary Court will provide a visible means rect that a matter which would normally be of promoting the service nature and identity tried by the General Division at first instance of the court and will be under the direction be tried by the Appellate and Superior Diviand control of the court and not subject to the sion. military chain of command. This, again, will Very serious service offences will be tried ensure the independence of the court. in the Appellate and Superior Division of the The Military Court will be expected to try Military Court by judicial officers at the service offences in Australia as often as is level of Federal Court Judge at first instance. practicable and regardless of where the ofVery serious service offences are prescribed fence is committed. Where it is necessary for in the bill and comprise offences that go to a trial to be conducted overseas, the Military the very core of maintaining discipline and Court will be able to deploy, provided that morale in the Australian Defence Force. Very the deployment and any conditions required serious service offences also include those so by Australia are acceptable to the host naserious in nature that they require the Comtion. In deciding whether to sit overseas, the monwealth Director of Public Prosecution’s court will be required to consider, among consent for prosecution in the military justice other things, whether doing so is in the intersystem. These include offences such as murests of justice. The court will have to take der and sexual assault. into account where the offence occurred, the The Appellate and Superior Division will location of the accused or witnesses and the also hear appeals from decisions at first instance of both divisions of the Military will provide a robust framework for military Court. Appeals from a decision of a court justice. I commend the bill to the House. martial or Defence Force magistrate deDebate (on motion by Dr Southcott) adployed overseas will also be heard by the journed. Appellate and Superior Division. This jurisSEX DISCRIMINATION AMENDMENT diction will be exercised by a full court. BILL 2010 All matters in the Military Court will be First Reading tried other than on indictment. This is consistent with the current court martial system, Bill and explanatory memorandum preHigh Court has repeatedly held that the preBill read a first time. rogative of parliament is not limited or conSecond Reading strained in its legislative determination of which offences are or are not to be tried on General) (10.38 am)-I move: indictment. There are strong policy reasons for not having a civilian jury to determine That this bill be now read a second time. service offences for the Military Court. For Introduction example, where there is a need to try a serThe Sex Discrimination Act has now been vice offence overseas, a requirement to emin place for over 25 years, and has proven to panel a civilian jury would be a practical be an important tool in addressing discrimibarrier to the efficiency and effectiveness of nation and changing attitudes about the parprosecutions. ticipation of women and men in a range of I take this opportunity again to acknowlareas of public life. edge the hard work of the Attorney-General’s Progress has been made in the commuDepartment, the Department of Defence and nity’s awareness of the importance of gender the government’s legal advisers in developequality in all areas of public life. However, ing the new Military Court. They have done the Sex Discrimination Amendment Bill tremendous work, and I thank them. I also 2010 implements amendments to enhance acknowledge the efforts of my colleague the protections under the legislation to: Minister for Defence in this regard. ensure protections from sex discriminaA specialist court to address military distion apply equally to women and men, cipline reflects the unique nature of military extend existing protections from disservice and the distinct role of the Australian crimination on the ground of family redefence forces. An impartial arbiter for Desponsibilities to both women and men in fence Force discipline reflects the imporall areas of work, tance of fair trials for Australian Defence Force members and access to justice in matestablish breastfeeding as a separate ters of military discipline. The court will be ground of discrimination, and clearly identifiable to Defence Force memprovide greater protection from sexual bers and the wider community as being judiharassment for students and workers. cially independent and having a singular These amendments form part of the govmilitary justice focus. The government is ernment’s response to the report of the Senconfident that the Military Court of Australia ate Standing Committee on Legal and Constitutional Affairs on the effectiveness of the",26,Measures Bill 2010
