speakerGroups,speaker,theText,pageNumbers,title
0,"Tuesday, 29 August 1989 Mention Two Areas Of His Service. First,. I Refer To His Service On The House Of Repre","sentatives Standing Committee on ExpendiThe House met at 2 p.m. ture, a committee on which the honourable and 1986. He was that Committee's Deputy following communication from His Excelman from 1983 to 1986. Secondly, the lency the Governor General has been rehonourable member for Grayndler has served ceived: this House as its Chairman of Committees I desire to inform the House of Representatives and Deputy Speaker from February 1986. that I have received a letter dated 28 August 1989 from the Honourable Joan Child, MP, tendering her The position of Speaker demands a thorresignation as Speaker of the House of Representaough knowledge of the Standing Orders, the tives, and that I have accepted her resignation. rules and procedures of this House. The Accordingly, I invite the House to elect a new honourable member for Grayndler' has demSpeaker. onstrated a sound record in this area. On the Bill Hayden, Governor General. occasions when he has occupied the chair as the Deputy Speaker and as Acting Speaker, House is the election of a Speaker. tive ability. Along with the President, the Parliament. On the occasions on which he That the honourable member for Grayndler do has acted in that role, the honourable memtake the chair of this House as Speaker. ber for Grayndler has performed those duties nomination. The position of Speaker requires represenfor Grayndler accept the nomination? occasions on which the honourable member Mr Leo McLeay-1 do. . for Grayndler has represented the Parliaformed that role with diligence and Opposition)-I move: quires a commitment to the committee sysThat the honourable member for Curtin do take tem of this House. I have mentioned the the chair of this House as Speaker. service of the honourable member for inquiries have been relevant to the needs of The time for further proposals having important inquiries. I mention just one-the expired. inquiry into nursing homes. The report of ing the Prime Minister( Mr Hawke), in payat Home. That inquiry led to the establishing tribute to the honourable member for ment of the Government's home and comHenty( Mrs Child), said that she had made munity care program. Under the history, and made history well. It is my honchairmanship of the honourable member for our this afternoon to nominate as her sucGrayndler that Committee was truly an excessor the person who has been at her right ercise in taking the Parliament to the people. hand for the past 3t years, the honourable In 1987 the honourable member for ,member for Grayndler ( Mr Leo McLeay). Grayndler was also responsible for the deSince his election in June 1979, the honourvelopment of the first comprehensive comable member for Grayndler has made. an mittee system for the House of outstanding contribution to this House. I will Representatives. That committee system",11,Setup
1,The Clerk,I have to announce that the Chairman from 1981 to 1983 and its Chair,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
2,The Clerk,The next business of the The position also requires sound administra,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
3,Mr Free (Lindsay),I move: Speaker is responsible for the running of the,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
4,Mr Lee,I have pleasure in seconding the well.,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
5,The Clerk,Does the honourable member tational skills of a high order. On the many,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
6,The Clerk,Is there any further proposal? ment both here and overseas he has per,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
7,Mr Peacock (Kooyong,Leader of the distinction. The position of Speaker also re,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
8,Mr Blunt,I sec-nd the nomination. Grayndler on the Expenditure Committee.,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
9,Mr Rocher,"I accept the nomination. Certainly, during his period as Chairman, the",11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
10,The Clerk,Is there any further proposal? contemporary Australia. There have also been,11,Election Of Speaker He Has Applied The Rules Fairly And Firmly
