speakerGroups,speaker,theText,pageNumbers,title
0,(First Session,"SECOND PERIOD.) A IR FORCE ACT 1956 (ACT No. 73 OF 1956)An Act to amend the Air Force Act 1923-1952. An Act to amend the Aluminium Industry Act 1944-1954 in relation to the Employment of Persons by the Australian Aluminium Production Commission. An Act to grant and apply out of the Consolidated Revenue Fund a sum for the service of the year ending the thirtieth day of June, One thousand nine hundred and fifty-seven, and to appropriate the Supplies granted by the Parliament for that year. An Act to grant and apply out of the Consolidated Revenue Fund a sum for the service of the year ending the thirtieth day of June, One thousand nine hundred and fifty-seven, for the purposes of Additions, New Works and other Services involving Capital Expenditure and to appropriate the Supplies granted by the Parliament for that year. An Act to amend the Australian National Airlines Act 1945-1952 in relation to the Employment of Persons by the Australian National Airlines Commission. An Act relating to the Australian Security Intelligence Organization. An Act to amend the Broadcasting Act 1942-1954, as amended by the Broadcasting and Television Act 1956, and for other purposes. An Act to amend the Law relating to Broadcasting and Television in consequence of the enactment of the Repatriation (Far East Strategic Reserve) Act 1956. An Act to amend the Canned Fruits Export Control Act 1926-1953. Cocos (KEELING) ISLANDS ACT 1956 (ACT No. 89 OF 1956)An Act to amend the Cocos (Keeling) Islands Act 1955. An Act to amend section four A of the Commonwealth Employees' Compensation Act 1930-1954 in consequence of the enactment of the Repatriation (Far East Strategic Reserve) Act 1956. An Act to amend the Commonwealth Railways Act 1917-1955. An Act to amend the Law relating to Conciliation and Arbitration. An Act relating to Duties of Customs. An Act relating to Duties of Customs. An Act relating to Duties of Customs. An Act to amend the Customs Tariff (Canadian Preference) 1934-1954. An Act relating to Duties of Customs on Goods the Produce or Manufacture of the Federation of Rhodesia and Nyasaland. An Act to amend the Customs Tariff (Industries Preservation) Act 1921-1936. An Act to amend the Customs Tariff (Papua and New Guinea Preference) 1936-1950. An Act to provide for the Validation of Collections of Duties of Customs under Customs Tariff Proposals. An Act to amend the Defence Act 1903-1953. An Act to amend the Distillation Act 1901-1954. An Act to amend section nine of the Estate Duty Assesvnrnt AM ioid i o « enactment of the Repatriation (Far East SM ^ ^ AC , ^ An Act relating to Duties of Excise. An Act relating to Duties of Excise. HOME NURSING SUBSIDY ACT 1956 (AC T No. 84 OF 1956)^ l N C °AnI c r to i m p o s e a T a t p ^ A of trustee. otnerVuS LAND TAX ABOLITION A CT 1956 (ACT NO. 85 OF 1956)An Act to amend the Land Tax Abolition Act 1953. LOAN (HOUSING) ACT 1956 (ACT NO. 76 OF 1956)i„ L e a U t h AnA "" £It£ S ^ e x ^ of those Moneys. An Act to amend the Loans Securities Act 1919. POS T An Ao7f N LEORA P An Act to amend the Post and Telegraph Rates Act 1902-195L * a U An¥X7 a A R B An Act to amend the Law relating to Public Service Arbitration. RE-ESTABLISHMENT AND EMPLOYMENT ACT 1956 (ACT No 96 OF 1956) An Act to amend the Repatriation Act 1920-1955, and for other purposes ATA ^ T ( F A R 5 *^ A "" i V ^ r Z t n ^ ^ ^ c purposes connected therewith! An Act to amend the Social Services Act 1947-1955. An Act to amend the Social Services Art lQd7 i o « „„ in consequence of the enactment o t t h e ^ ^ 3 "" ° C n S e l , U e n C e ° ""»f P d e G r a m ° fS u b S i d i e S 1 0 H ° m e N u r s in * Organizations. X X ^ » « * (ACT No. 101 OF , 9 5 6 ) 0 ACT 1 9 5 6 < AC T No. .02 OF 1956)by the n a n V of l n ^ * »* * ° """"International Wheat Agreement. 1956, and for f ° r i M t h CR a i S in 8 a n d E x p e n d in B of M ° * rat the purposes of Housingn f s , SERV , CE L A T S E ™ ^ ) ACT .956 (ACT NG. 8. OF .936VS n amely F in a n c i a l As s is t a n c e L a n d S e t t l e m = n t . and to authorize the expending ? RATES A C T 1 9 5 6 < A c T No66 OF -1956)™ ™ A N A C T (NO2) 1956 (ACT No. 104 OF 1956)S T « RATEG , C RESERV E > A C T » » * (ACT NO 91 OF 1956) Z : ^ F °™ ^ d «Malaya Commonwealth Far East Strategic Reserve, and for . .. . X Assistance to the States. An Act to amend the Stevedoring Industry Charge Act 1947-1954. S U ° A\.AT™o A v7a^ of Queensland, and for other purposes. An Act to amend the Superannuation Act 1922-1953, as amenaea oy u» v and for other purposes. year ended the thirtieth day of June, One thousand nine hundred and fifty-srx. of Additions, New Works and Other Serv.ccs mvolvmg Capital Expenditure. W ^ „ 7 c \ ^ ^ ^ WOOL PRODUCTS BOUNTY ACT REPEAL ACT 1956 (ACT: NO. 75 OF 1956VAn Act to repeal the Wool ProductsS "" a d e between the Commonwealth and the Sta* Superannuation Act 1956. « a ^ ^ S « ^ N ^ « ^ OFAct Bounty THE SESSION. 1950. Barker Electoral Division Return to Writ Member Sworn ..................................................................................................................1797 QuestionC SERIES INDEX .......................................................................................................................................1797 Question Question Question Question Question Question Question Question Question Question Question Question Question Question Question Question Constitution Review Committee .........................................................................................................................1802 International Labour Conference.........................................................................................................................1802 Committee Of Privileges.....................................................................................................................................1802 Conciliation And Arbitration Bill (No. 2) 1956 ..................................................................................................1802 Public Service Arbitration Bill (No. 2) 1956.......................................................................................................1802 Australian National Airlines Bill 1956................................................................................................................1803 Aluminium Industry Bill 1956 ............................................................................................................................1803 Conciliation And Arbitration Bill (No. 2) 1956 Second Reading............................................................................................................................................1803 Public Service Arbitration Bill (No. 2) 1956 Second Reading............................................................................................................................................1807 Australian National Airlines Bill 1956 Second Reading............................................................................................................................................1807 Aluminium Industry Bill 1956 Second Reading............................................................................................................................................1807 Stevedoring Industry Report ...............................................................................................................................1819 Income Tax And Social Services Contribution Assessment Bill (No. 3) 1956....................................................1820 Income Tax And Social Services Contribution (Individuals) Bill 1956 Second Reading............................................................................................................................................1824 Sugar Agreement Bell 1956 Second Reading............................................................................................................................................1824 Cocos (Keeling) Islands Bill 1956 Second Reading............................................................................................................................................1850 Northern Territory (Administration) Bill (No. 2) 1956 Second Reading............................................................................................................................................1850 Foreign Affairs Committee .................................................................................................................................1867 States Grants Bill 1956 Second Reading............................................................................................................................................1867 Answer To Question Universal Declaration of Human Rights.......................................................................................................1870 Thursday, 25th October, 1956. took the chair at 10.30 a.m., and read prayers. Return to Writ-Membe r Sworn. return to the writ which I issued on l l t h September last for the election of a member to'serve for the electoral division of Barker in the State of South Australia to fill the vacancy caused by the death of the Honourable Archie Galbraith Cameron. By the endorsement on the writ it is certified that Alexander Tames Forbes has been elected. Mr Alexander James Forbes made and in his capacity as Minister in charge of the subscribed the oath of allegiance as member Commonwealth Scientific and Industrial for the division of Barker, South Australia. Research Organization. I should like to C SERIES INDEX. urer a question following upon an inquiry the ravages of Irish blight. This loss I made previously in relation to the unique, could be considered a major factor in the the unprecedented, action of the Acting subsequent high prices. Is the Minister Commonwealth Statistician in issuing two aware of any research work undertaken by sets of figures in respect of the C series the Commonwealth Scientific and Industrial index and, indeed, in making a comment Research Organization in an effort to conwhich would suggest that basic commodities trol Irish blight or to breed suitable such as potatoes and onions are not to be varieties which will resist this serious virus included in the C series index. Can the disease? right honourable gentleman say how that came to be done? What is the result of his colleague the Minister for Defence, who for inquiry of the Acting Commonwealth a few short hours administered the Statistician? Did the action of the Acting Commonwealth Scientific and Industrial Commonwealth Statistician have any supResearch Organization, for the information port from responsible officers in the on which I shall base the answer to this quesTreasury or from any Minister? that any harm has been done by the Acting tion undertook research into the developCommonwealth Statistician in presenting ment of new varieties that would resist alternative figures showing the movement of diseases, particularly Irish blight. The job the C series index, inclusive and exclusive has now been handed over to the State of allowance for an extraordinary comagriculture departments, which are working modity sold at extraordinary prices under in co-operation with the Commonwealth extraordinary conditions. Dr. Evatt -Potatoes are not an extradisease-resistant varieties. ordinary commodity. answering this question? are out of order. answer questions if I am subjected to interjections while endeavouring to do so. If Opposition members want their questions answered they should co-operate. To return to the question, I shall have the matter to which the Leader of the Opposition's criticism is directed inquired into. My own view is that the Acting Commonwealth Statistician was quite within his rights and acted within his jurisdiction in announcing alternative figures, one including and the other excluding allowance for an extraordinary commodity sold at extraordinary prices under extraordinary conditions. Minister for Primary Industry, who is acting for the Minister for External Affairs explain that it has been estimated that approximately 250,000 sacks of potatoes tion. I understand that the Commonwealth Scientific and Industrial Research Organization on the development of better There is a second aspect of the problem. I do not been informed that pathological research is with particular emphasis on ascertaining",7,Setup
1,Mr Speaker (Hon. John Mcleay),,12,Potatoes
2,Mr Sfeakek,I have received a,12,Potatoes
3,Dr. Evatt,I desire to ask the Treaswere lost in Tasmania this season through,12,Potatoes
4,Sir Arthur Fadden,I cannot see Scientific and Industrial Research Organiza,12,Potatoes
5,Sir Arthur Fadden,"Who is wish to be too technical about it, but I have",12,Potatoes
6,Mr Speaker,Order! Interjections being undertaken in relation to potatoes,12,Potatoes
7,Sir Arthur Fadden,I shall not,12,Potatoes
8,Mr Luck,I direct a question to the,12,Potatoes
9,Mr Mcmahon,"I am indebted to myhow they contract diseases, especially Irish blight. Tissue friction is being studied to ascertain what happens when tissues are broken and disease is likely to enter the potato. These investigations are being continued, and 1 shall obtain a full report on the matter and pass it on to the honourable member. I am glad he has raised this question, because it is obvious that as a result of the increase of the price of potatoes owing to shortages everything possible must be done to prevent losses of the magnitude of 250.0C0 bugs such as occurred in Tasmania this year. Mr S. R. FRASER I address a question to the Minister for Primary Industry. I preface it by saying that 1 hope he will recognize my continuing interest in the matter to which it relates as I recognize his ability to give detailed answers on technical questions. What research has been undertaken by the Commonwealth into the causes, incidence, and extent of a disease known variously as mycotic dermatosis or mycotic dermatitis in sheep? Will the results of any such research be disseminated as widely as possible among graziers in the areas in which this disease is prevalent? made a quick inspection of the animal biology laboratory just outside Sydney. Unfortunately, the matter mentioned by the honourable gentleman was not referred to. Frankly, I had not heard of it before this morning. If it involves one of Australia's greatest industries, it is naturally of week she ceases to be eligible for a pension, great interest to the honourable member and to other honourable members. I shall find out what research has been done with respect to this disease and shall let the honourable member know as soon as I can. the Minister acting for the Minister for Trade. The Minister for Trade stated recently that a senior officer of the Department of Trade would visit Western Australia at regular intervals to discuss the local difficulties in connection with import licensing. Can the Minister acting for the Minister for Trade tell me whether any such visit has yet been made, and, if not, when it is proposed that the first of these visits shall take place? gentleman has raised this matter on several occasions. The Minister for Trade has been endeavouring to arrange for such a visit by officers of his department. I am glad to inform the honourable member that a decision was made early this morning to send two officers to Western Australia about the middle of November. I am not quite sure of the date decided upon, but I think it is either 14th or 21st November. I shall ascertain the precise date and let the honourable gentleman know. Services inform me whether a widow without children is entitled to a widow's pension at the age of 49? What means test provisions apply regarding the income or property of a widow without children? children does not qualify for a widow's pension until she attains the age of SO years. A widow with children, on the other hand, who has been receiving an A class widow's pension and whose youngest child has reached the age of sixteen years, becomes eligible, by a recent amendment of the act, to receive a B class widow's pension upon reaching the age of 45 years. A widow may have a permissible income of £3 10s. a week, or property to the value of £200. without prejudice to her pension. If and when her income exceeds £6 17s. 6d. a and if and when her property exceeds £1,750 in value she likewise ceases to be eligible. Minister tell me whether the Government has considered the situation that has arisen in Europe as a consequence of the revolt of the enslaved peoples against Soviet and Communist tyranny? Will the Government immediately send Australian observers to the areas involved, so that they may obtain first-hand information of the events that are occurring there? Is it not a fact that these peoples were subjugated by force of Russian arms, and have not their governments been put and kept in power by a series of blatant electoral frauds and acts",12,Potatoes
10,Mr Mcmahon,Only last week 1,13,Europe
11,Mr Chaney,I address a question to,13,Europe
12,Mr Mcmahon,The honourable,13,Europe
13,Mr Cope,Can the Minister for Social,13,Europe
14,Mr Roberton,A widow without,13,Europe
15,Mr Wentworth,"Can the Primeof provocation perpetrated by the Communists in accordance with their normal practice? Was not this done under the direction of the late Marshal Stalin, whose career as a murderer and criminal has already been admitted by the Soviet authorities in connection with the internal affairs of Russia, but whose even more monstrous international crimes have not yet been repudiated by his successors? In these circumstances, will the Australian Government direct the attention of the United Nations to the acts of constructive aggression that have been and are still being of Civil Aviation will maintain and care committed by the Soviet Government and its Communist agents against these satellite nations, and will it urge that the United Nations should conduct free elections in the nations concerned, as the only way of obtaining for them their freedom, other than by methods that involve bloodshed? description applied to recent events by the honourable member is substantially correct. There is no doubt, according to the information that we have received, that since the denigration of Stalin a very deep cleavage has developed in the Communist ranks, between Stalinists and non-Stalinists. established a committee and appealed for No doubt this has given some encouragement to people who have for so long been enslaved, in effect, by the Soviet Union. From that point of view, 1 think that most of us will have deep sympathy with these movements. As to the particular proposals made by the honourable member, obviously they require thought-no t a casual or quick answer. tor Defence Production say whether the dismissal of men employed on aircraft production at Finsbury, in South Australia, has ceased? What are the prospects of continued employment for the men who have been engaged on that work for so long? two 1 have been engaged with officers of the Department of Defence Production with the object of making myself as well informed as I should be on the details of the department's activities. I cannot give the honourable member an answer to his question at the moment, but I shall give him the best answer possible as soon as I can do so. ""SOUTHERN CROSS"" AIRCRAFT. Minister representing the Minister for Civil Aviation. Before the Minister relinquished the Civil Aviation portfolio, what arrangements did he make for the transfer to Brisbane of Sir Charles Kingsford-Smith's historic aircraft, "" Southern Cross ""? Were arrangements made for the aircraft to be stored at Brisbane or Amberley until such time as a committee was ready to take it over? Will he confirm that the Department for the memorial when it has been completed? Finally, can he give an assurance that there will be no alteration of the arrangements that he made prior to relinquishing the Civil Aviation portfolio as a result of the appointment of a new Minister? Minister for Civil Aviation, arrangements were completed for the removal of "" Southern Cross"" to Brisbane. The honourable member for Lilley has been actively interested in the project. The citizens of Brisbane, headed by the Lord Mayor, funds to house this historic aircraft at Eagle Farm aerodrome. Eagle Farm was chosen, first, because the late Sir Charles Kingsford-Smith was born very close to the entrance gates of the aerodrome, and secondly, because it was the terminal point for his famous trans-Pacific flight. Just before I handed over the Civil Aviation portfolio, I went to the department's store and inspected "" Southern Cross"". Considering that it is a fairly old aircraft, it is in a very good state of preservation. It has been stored carefully and has been well looked after. I made arrangements with the Royal Australian Air Force, which has the facilities, for the transport of the wings and other parts on low-loaders. I have spoken to the new Minister about the matter, and he has the project in hand now. I think that the aircraft will be ready to go to Brisbane within the next few weeks. Arrangements have been made for it to be housed temporarily in a hangar at Amberley, so that it can be renovated and made ready to go to the place at Eagle Farm where it will be housed. The Department of Civil Aviation has made arrangements for a suitable area of land to be reserved at Eagle Farm for the purpose.",13,Europe
16,Mr Menzies,I do not doubt that the,14,Aircraft Production
17,Mr Thompson,Can the Minister,14,Aircraft Production
18,Mr Beale,During the last day or,14,Aircraft Production
19,Mr Wight,I direct a question to the,14,Aircraft Production
