speakerGroups,speaker,theText,pageNumbers,title
0,Commonwealth Prime Ministers I N Honourable Gentleman Is Transgressing The London Was Followed By A Lengthy Comstanding Orders. Munique Which Dealt With Those Matters Which Were Susceptible To Public State,"ments. Probably the main part of the work done at the conference was the development of precise proposals of a financial kind which, as they involve international negotiations, do not lend themable to assure the honourable member that sions of opinion are out of order. The whatever plans were then evolved are Postmaster-General may reply to the first calculated to help this country in common part of the question if he desires to do so. with all other countries in the sterling area. tion to the Postmaster-General. 1 crave facilitate the procurement of medical ibe indulgence of the House to read a part advice and the transfer to hospital of a of a very important letter which I received child who might otherwise have gone this morning from the secretary of the blind. I was not made aware of it prior Leeton Branch of the Far West Children's to the honourable gentleman's question, b u t . Health Scheme. I regret that I am not I should like to say that it is in keeping permitted to mention names. The letter with the tradition of the postal services reads in partLast Friday, a doctor asked me if I would ticularly telephonists, when they are made arrange for tlio immediate treatment of a girl aware of circumstances that necessitate )f eleven years to save her from going blind. immediate aid on their part. I think that I explained this to the telephonist at the Leeton Telephone Exchange. She replied, "" Just one the department's employees will appremoment, please"", and immediately I was ciate, as I , the Postmaster-General, talking to the matron of the Ear West Home certainly appreciate, the fact that the at Manly. I explained the case and, while I was talking to her, she got the eye specialist, honourable gentleman has brought this then the appropriate person at the Children's matter before public notice, because too Hospital, and t was advised to send the girl frequently the employees of the departand her mother to Sydney immediately. Within five minutes of the doctor's original instead, be praised. request to mc he was advised of the arrangements. Tho doctor was greatly relieved, and he expressed his heartfelt thanks. This is not the first time that lives of children in this district have been saved by the immediate action of your telephonists. honourable gentleman's question? tinuesNot only have the parents of the child been of the campaign in that State? greatly moved . by the co-operative spirit of the telephonists, but wo, as members of the four years, the Commonwealth has TSrimch, have been greatly moved, too. question ? General aware of the valiant services vide 600 additional beds at Chermside, in rendered « -[r>5 ] master-General whether he is aware of the valiant services rendered by telephonists in remote localities, and whether he will convey the sentiments expressed in the letter to the appropriate people? Expresgentleman has asked me whether I am aware of the public-spirited response by telephonists at Griffith to requests for I address a quesimmediate action by them in order to and Postal Department employees, parment are criticized when they might, Health to describe the progress that has ment's campaign to eradicate tuberculosis in Queensland. How much has the Commonwealth contributed to the cost managed to provide an additional 400 land. Only a few weeks ago it arranged I s the Postmasteralso for the building of a hospital to proBrisbane, at a cost of approximately",9,Setup
1,Mr Menzies,,9,Tuberculosi S
2,Selves To Public Statements. But I Am ' Mr Speaker,Order!,9,Tuberculosi S
3,Mr Roberton,,9,Tuberculosi S
4,Mr Speaker,Order! What is the been made with the Australian Govern,9,Tuberculosi S
5,Mr Roberton,The letter con,9,Tuberculosi S
6,"Mr Speaker,",Order! What is the beds for tuberculosis patients in Queens,9,Tuberculosi S
7,Mr Roberton,,9,Tuberculosi S
8,,The conference of Mr SPEAKER -Order! I think the,9,Tuberculosi S
9,Mr Roberton,I ask the Post,9,Tuberculosi S
10,Mr Anthony,The honourable,9,Tuberculosi S
11,Mr Drury,I ask the Ministerf o r,9,Tuberculosi S
