speakerGroups,speaker,theText,pageNumbers,title
0,"11)0 Usp Of Kcprrscntatibes. Friday, G August, I0o7. A.m., And Read Prayers. On Log Timber",BUDGE T AND TARIFF the Acting Prime Minister if he will give instructions to have the index to the Customs Tariff prepared in the same form as that of the other little volume which has,14,Setup
1,Mr Speaker Tookthe Chair At 10.30,,14,Tariff Commission S Re
2,Mr Tudor,"I desire to know frombeen distributed to honourable members this morning? I think it might be done with very little trouble. Sir WILLIAM LYNE the matter. No doubt it can be done. able gentleman give instructions for the printing of a schedule showing the old and the new rates of duties in parallel columns ? Sir WILLI AM LYNE last night that I intended to have that done. rates of duties have been largely increased, to impose Excise duties similar to those proposed last year if proper labour conditions are not complied with ? Sir WILLIAM .LYNE -The matter escaped my memory when dealing with the Tariff last night; but I afterwards gave an interview to representatives of the press in regard to it. ""I would not attempt to pass a Tariff without making some provision of the kind, either in the manner followed last year, or in some better or easier way, if one can be discovered. Labour Committee to report? members of that Committee will be able to give me a great deal of assistance, and I shall be glad to have all the information that I can get. I decline 'to say now, definitely, how this matter will be dealt with; but an endeavour will be made to adopt the easiest.and most effective method. present method is tested, it will be found unconstitutional. Sir WILLIAM LYNE -Quite so. When the Bill is brought down, we shall propose the best method of which we are informed. notice of the honourable gentleman that the production of log timber is avery important-native industry? He proposes to admit such timber free of duty, while giving high protection to exotic industries. supposed that any one or two human beings could make a perfect Tariff. The present Minister of Trade and Customs and myself, together with the officers of the Department, have worked very hard in trying to perfect our proposals, but I have no doubt that some anomalies will be discovered. I think, however, that you, Mr Speaker, ruled on [60]2 a previous occasion that the rates of proposed duties could, on the motion of a Minister, be raised or lowered. items in the schedule. item in the schedule. That ruling will give an opportunity, similar to that taken when the right honourable member for Adelaide was in charge of the Tariff, for ths I think I said removal of inequalities. I hope that in Committee honourable members will give us as much information as possible, because I do not desire the continuance of anomalies, nor do I wish to see anything omitted which honourable members think should be ""dealt with. that the reports of the Tariff Commission were made available to honourable members only last night, and that the Budget papers have only just come into their hands, is it the intention of the Government to commence the discussion of the Tariff proposals as early as next Wednesday? Will they not postpone it until a later date? Sir WILLIAM LYNE I am glad that the question has been asked. I have been considering the matter, and I think now that it will be better not to commence the discussion next Wednesday. There are certain measures which I hope to see put out of the way before the consideration of the Tariff is commenced. I hope that nothing will interfere with the Tariff discussion once it is beenn. Mr 'McDONALD,-We should have a week to consider the information which has been put before us. stand that it is not intended to commence the Budget debate next Wednesday? wish to clear off the business-paper other measures whose consideration has been commenced, before proceeding with the Budget and Tariff debates. I hope that, when those debates are commenced, we shall go right on until we finish them, allowing nothing else to intervene. discussion of the Budget will, as far as possible, be kept distinct from the did cussion of the Tariff. Sir WILLI AM LYNE I do not think that we can discuss the Budget witho it discussing the Tariff.",14,Tariff Commission S Re
3,Mr Joseph Cook,Will the honor,15,Tariff Commission S Re
4,Mr Glynn,"I s it intended, where the",15,Tariff Commission S Re
5,Mr Kelly,Why not wait for the,15,Tariff Commission S Re
6,Sir William Lyne,No doubt the,15,Tariff Commission S Re
7,Mr Glynn,"It is possible that, if the",15,Tariff Commission S Re
8,Mr Fisher,Has it escaped the,15,Tariff Commission S Re
9,Sir William Lyne,It is not to be,15,Tariff Commission S Re
