speakerGroups,speaker,theText,pageNumbers,title
0,"2)Ousr Of Keprrscntatfbcs. Thursday, <?","July, igog. and read prayers. to make a personal explanation. Yesterday I referred to certain conduct of the right honourable member for Swan in the following terms. I quote from the Hansard report. Well, do I remember the occasion when the honourable member for Hindmarsh in the course of the debate oa tbe Address-in-Reply, in 1907,",14,Setup
1,"Mr Speaker Took The Chair At 2.30 P.m.,",,14,Personal Explanations
2,Mr Thomas (Barrier) [2.31],"I wishattacked the right honourable gentleman who was then Treasurer in the Deakin Government, and terday, and on other occasions recently, I who, turning to him, said, "" Why do you not have had to draw the attention of honourable pitch into the Prime Minister? He has said more unkind things about your party than I members to the rule that while personal have."" I was sitting close to the right honorexplanations are being made, interruptions able member at the time, and I asked, ""What, are not permissible. clo you want Hutchinson to pitch into a sick who are making such' explanations, and to colleague?"" Sir incident. looked up Hansard to-day always been pitching into me, and have been afraid to attack the Prime Minister. sard, of Sth July, 1907, that the right honourable member for Swan, who was then Treasurer in the Deakin Government, said to the honourable member for Hindmarsh, "" Why does not the honourable member turn his attention to the Prime Minister?"" Sir health had not broken down at that time. He honourable member for Illawarra is now sitwas in the House when the debate on the Address-in-Reply was opened. member for Hindmarsh was speaking. wrong, and is trying to take a mean advantage honourable member for Barrier persists in of me. is; he is absolutely misrepresenting me. I have since had opportunity to refresh my ing his attention to me, on the morning, memory as to dates. The occurrence alof 5th July, 1907, I was summoned luded to above took place on Friday, 5th by the Prime Minister to his room, and July, 1907, and on the following Tuesday, remained there, I believe, during the rest 9th July, the honourable member for Hume of the time that the honourable member was informed the House that the Prime Minspeaking. HadI been present he would no. ister-to our great regret-wa s unable to doubt have devoted much more attention to. attend his place in Parliament, and that he me. I had a long, conversation with the would act for him. The right honourable Prime Minister, and some friendly member for East Sydney, who was then controversy, chiefly in regard to naval leading the Opposition, followed that anproposals, and then returned to thenouncement by sayingOn behalf of those honourable members sitting though I do not remember exactly whenbehind me I desire to express our very great sorthat information was conveyed to me. row at the illness which has overtaken the PrimeI certainly could not have received it when Minister, and our best wishes for his speedy recovery. The Age newspaper, in its account of what took place in this Chamber on Friday, 5th July, the day on which the right honorfor Kalgoorlie seems to have known of the able member for Swan made the interjection Prime Minister's absence four hours beforeto which I referred yesterday, saidIn resuming the debate, Mr Frazer (Western Australia) [10.40], ran amock, politically speaking. He first of all attacked tlie Prime Minister for not addressing the House after attending goorlie was speaking, but I am sure that hesuch an important Conference as that which was occupied a considerable time. recently held in London, but discontinued his rebeen on his feet for some time when hemarks when informed that Mr Deakin had gone commenced criticising me,' my conduct beinghome ill . Several honourable members interjecting, moned by the Prime Minister to his room,. This is due to those the dignity of the House. I hope honorJOHN FORREST I do not remember the able members will keep this rule in mind. for Hindmarsh did not rise to speak on Friday, 5th July, until 18 minutes, past 2 p.m., whereas it was at 40 minutes past 10 a.m. that the honourable member^for Kalgoorlie, then a bitter political opponent of the Prime Minister, refrained from attacking him, because informed that he had gone home ill , so that it was four hours later when the right honourable JOHN FORREST -The Prime Minister's member for Swan, sitting where the ting, tried to egg the honourable member for the conduct to which I took exception last The matter may be put into a. nutshell. Almost at the moment when the honourable member for Kalgoorlie was directchamber. Subsequently I learnt that the Prime Minister had gone home, I made the interjection to which objection has been taken. the right honourable member for Swan intcrjcctc J how long the honourable member for KalHe had then a favourite topic with him. I was sum-",14,Personal Explanations
3,Mr Thomas,Then I am glad that I,15,Personal Explanations
4,Sir John Forrest,The Labour party have,15,Personal Explanations
5,Mr Thomas,"I find, on turning to Han",15,Personal Explanations
6,Mr Thomas,But not when the honourable Hindmarsh on to attack a sick colleague.,15,Personal Explanations
7,Sir John Forrest,The honourable member is surer) [2.37] I am very sorry that the,15,Personal Explanations
8,Mr Thomas,Not at all.,15,Personal Explanations
9,Sir John Forrest,The honourable member night.,15,Personal Explanations
10,Mr Thomas,I know that I am right.,15,Personal Explanations
11,Mr Speaker,"Twice, I think, yes",15,Personal Explanations
12,Mr Thomas,The honourable member,15,Personal Explanations
13,Sir John Forrest (Swan,Trea,15,Personal Explanations
14,Mr Thomas,The honourable member,15,Personal Explanations
