speakerGroups,speaker,theText,pageNumbers,title
0,Ant Force Act 1939 (No. 74 Of 1939),"An Act to amend the Air Force Act 1923, and for other purposes. An Act to grant and apply out of the Consolidated Eevenue Fund a sum for the service of the year ending the tliirtieth day of June One thousand nine hundred and forty and to appropriate the Supplies granted by the Parliament for that. year. An Act to grant and apply a sum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of June One thousand nine hundred and forty for the purposes of Additions, New Works, Buildings, & c , and to appropriate such sum. An Act to provide for the Payment of a Bounty on the Production of Canvas and Duck. An Act to amend Sections fifty and seventy-two of the Commonwealth Public Service Act 1922-1937. An Act relating to Duties of Customs. An Act relating to Duties of Customs. An Act relating to Duties of Customs. An Act relating to Duties of Customs. An Act relating to Duties of Customs. An Act relating to Duties of Customs. An Act to provide for the Validation of Collections of Duties of Customs under Customs Tariff Proposals. An Act to amend the Customs Tariff (Canadian Preference) 1934-1938. An Act to amend the Customs Tariff (Canadian Preference) 1934-1938, as amended by the Customs Tariff (Canadian Preference) 1939. An Act to provide for the Validation of Collections of Duties of Customs under Customs Tariff (Canadian Preference) Proposals. An Act to amend the Customs Tariff (Exchange Adjustment) Act 1933-1938, as amended by the Customs Tariff (Exchange Adjustment) Act 1939. An Act to amend the Customs Tariff (Exchange Adjustment) Act 1933-1938, as amended by the Customs Tariff (Exchange Adjustment) Act 1939, and by the Customs Tariff (Exchange Adjustment) Act (No. 2) 1939. An Act to amend the Customs Tariff (Exchange Adjustment) Act 1933-1938, as amended by the Customs Tariff (Exchange Adjustment) Act 1939, by the Customs Tariff Exchange Adjustment Act (No. 2) 1939, and by the Customs Tariff (Exchange Adjustment) A a (No. 3) 1939. An Act to provide for the Validation of Adjustments in Duties of Customs under Customs Tariff (Exchange Adjustment) Proposals. An Act relating to Duties of Customs. An Act to amend the Defence Act 1903-1939. (FOURTH PERIOD.) An Act to amend Section thirty-one of the .Defence ^c< 1903-1934, as amended by the Defence Act 1939 and the Defence Act {No. 2) 1939. An Act to grant and apply out of the Consolidated Revenue Fund a sum for Defence purposes. An Act relating to Duties of Excise. An Act relating to Dutios of Excise. An Act relating to Duties of Excise. An Act to insert provisions in the Flour Tax (Wheat Industry Assistance) Assessment A a 1938 relating to certain declarations made by the Minister. GOLD TAX ACT (NO. 2) 1939 (No. 52 of 1939)An Aot to impose a Tax upon Gold. GOLD TAX COLLECTION ACT 1939 (No. 51 of 1939)An Act relating to the Imposition and Collection of a Tax upon Gold. An Act to impose a Tax upon Incomes. An Aot to amend the Income Tax Assessment Act 1936-1938. An Aot to amend the Judiciary A a 1903-1937. LOAN ACT 1939 (No. 34 of 1939)An Aet to authorize the Raising and Expending of a certain Sum of Money. LOAN AOT (NO. 2) 1939 (No. 46 of 1939)An Act to authorize the Raising and Expending of a certain Sum of Money. An Act to provide for the Payment of a Bounty on the Production of Motor Vehicle Jinginea. An Act to approve an Agreement made between the Commonwealth of AustraUa of the First Fart, the State of New South Wales of the Second Part, and National Oil Proprietary Limited of the Third Part. An Act to make provisions for the Safety and Defence of the Commonwealth and its Territories during the present state of War. An Act to amend the Newsprinting Paper BountyA a 1938. An Act to amend the Northern Territory (Administration) A a 1910-1933, and for other purposes. An Act to make special Provisions with respect to Patents, Trade Marks, Designs and Copyright in Consequence of the War, and for other purposes. An Act to provide for Special Rates of Postage for Mail Matter addressed to and posted by Members of the Naval, Military and Air Forces of the Commonwealth. RAW COTTON BOUNTY ACT (No. 2) 1939 (No. 68 of 1939)An Act to amend the Raw Cotton Bounty Act 1934-1938. An Act to amend the Rules Publication Act 1903-1934An Act to amend the Sales TaxA a (No. 1) 1930-1938. An Act to amend the Sales Tax Act (No. 2) 1930-1938. An Aot to amend the Sales TaxA a (No. 3) 1930-1938. An Aot to amend the Sales TaxA a (No. 4) 1930-1938. An Act to amend the Sales Tax Act (No. 5) 1930-1938. An Act to amend the Sales TaxA a (No. 6) 1930-1938. An Act to amend the Sales TaxA a (No. 7) 1930-1938. _ . . . An Aot to amend the Sales Tax Aet (No. 8) 1930-1938. An Act to amend the Sales TaxA a (No. 9) 1930-1938. An Act to amend the Sales Tax Assessment A a (No. 5) 1930-1936. An Act to amend the Sales Tax Exemptions A a 1935-1938 to exempt certain Defence Supplies and Plant and Building Materials for use in connection with the manufacture of Defence Supplies. SEAT OF GOVERNMENT (ADMINISTRATION) ACT 1938 (No. 86 of 1939)An Act to amend the Seat of Qovernment Administration A a 1910-1933, and for other purposes. SHIP BOUNTY ACT 1939 (No. 45 of 1939)An Act to provide for the Payment of a Bounty on the Construction of Ships and Parts of Ships. An Act to grant and apply out of the Consolidated Revenue Fund sums for the purposes of Financial -Assistance to the States of South Australia, Western Australia and Tasmania. An Act to provide for the payment of a Bounty on the Production of Sulphur. SiTLPaira^BouNTY ACT (No. 2) 1939 (No. 79 of 1939)An Act to amend the Sulphur BountyA a 1939. An Act to grant and apply a sum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of June One thousand nine hundred and forty. An Act to amend the.Supply and Development A a 1939. An Act to amend Section fifteen of the Supply and Development A a 1939, as amended by the Supply and Development A a (No. 2) 1939. An Aot to provide for the Payment of a Bounty on the Production of Tractors. An Act to amend the Tractor BountyA a 1939. An Act to approve an Agreement between the Government of the Commonwealth of Australia and the Government of the Republic of Brazil. An Act to approve an Agreement between the Government of the Commonwealth of Australia and the Government of Newfoundland in relation to Duties of Customs. An Act relating to Trading with the Enemy. TYRE CORD BOUNTY ACT 1939 (No. 75 of 1939)An Act to provide for the Payment of a Bounty on the Production of Tyre Cord and Tyre Cord Fabric. An Act relating to the Financial Arrangements necessary for carrying out a Scheme for the Regulation and Control of the Wheat Industry during the present War. W INE EXPORT BOUNTY ACT 1939 (No. 44 of 1939)An Act to provide for the Payment of Bounty on the Export of Fortified Wine, and for other purposes. W I RE NETTINO BOUNTY ACT 19,39 (No. 37 of 1939)An Act to provide for the payment of a Bounty on the Production of Wire Netting. W IRE NETTING BOUNTY ACT (NO. 2) 1939 (No. 81 of 1939)An Act to amend the Wire Netting Bounty Act 1939. . -COMMONWEALTH BANK BILL . Initiated in House of Bepresentatives ; second reading. reading. first reading: discharged. -CRIMES BILL . Initiated in Senate. Sent to House of Bepresentatives; first reading. -EXTRADITION BILL . Initiated in Senate. Sent to House of Bepresentatives; first reading. GOLD TAX COLLECTION BILL. Initiated in House of Bepresentatives. Sent to Senate, first reading : discharged. GOLD TAX BILL. Initiated in House of Bepresentatives. Sent to Senate; second reading negatived. -INTER-STATE COMMISSION BIL L. Initiated in Senate. Sent to House of Bepresentatives; second reading. -NATIONAL Bepresentatives; second reading. BAW COTTON BOUNTY BILE. Initiated in House of Bepresentatives: discharged. (FOURTH PERIOD.) Initiated in Senate; second reading. Sot dealt with. Question EMPIRE AIR SCHEME ..............................................................................................................................1836 Sales Tax Exemptions.........................................................................................................................................1836 Question Question Question BOOT CONTRACTS ..................................................................................................................................1837 Commonwealth Railways ...................................................................................................................................1837 Question Question THE A.B.C. WEEKLY ................................................................................................................................1839 Control Of Imports Ministerial Statement ...................................................................................................................................1840 Question Question Question Question Question Question Question Question Question Question Privilege Honourable MembersA Dorothy Dix? .......................................................................................................1846 Question SIR GEORGE PEARCE ..............................................................................................................................1847 Question Question Question Question Question Question Question Question Question Question PORT AUGUSTA TO BROKEN HILL RAILWAY...................................................................................1849 Question Question Question Question Estimates (No. 2) 1939-40 ..................................................................................................................................1850 Financial Statement In Committee of Supply: ..............................................................................................................................1850 The Financial Problem .................................................................................................................................1851 General Financial Policy ..............................................................................................................................1851 Present Economic Situation..........................................................................................................................1851 Immediate Financial Policy..........................................................................................................................1852 Long Term Policy ........................................................................................................................................1852 Credit Expansion..........................................................................................................................................1852 Taxation .......................................................................................................................................................1853 Summary......................................................................................................................................................1854 Plans for 1940-41 .........................................................................................................................................1854 Revised Estimates, 1939-40 .........................................................................................................................1854 Defence and War Expenditure......................................................................................................................1854 Revenue .......................................................................................................................................................1855 Estimated Surplus ........................................................................................................................................1855 New Taxation...............................................................................................................................................1856 Loanexpenditure 1939-40.............................................................................................................................1856 Conclusion ...................................................................................................................................................1856 Tariff Proposals 1939 Customs Tariff Amendment (No. 14) ; Excise Tariff Amendment (No. 7) ..................................................1858 In Committee of Ways and Means: ..............................................................................................................1858 Wartime Activities Of Fighting Services Ministerial Statement ...................................................................................................................................1860 Wine Export Bounty Bill 1939 Second Reading............................................................................................................................................1881 Ship Bounty Bill 1939.........................................................................................................................................1893 Adjournment .......................................................................................................................................................1911 Papers..................................................................................................................................................................1915 Answers To Questions Port Augusta Wharf......................................................................................................................................1915 Australian Broadcasting Commission: Free Tickets for Celebrity Concerts.................................................1915 Cutback Mining Expedition .........................................................................................................................1916 Commonwealth Grants Commission : Remuneration of Sir George Pearce.................................................1916 Northern Territory: Housing ........................................................................................................................1916 House of Representatives. Thursday, SO November, 1939. ihe chair at 2.30 p.m., and read prayers. tioned by the honourable member. I shall EMPIRE AIR SCHEME. Minister in a position to confirm, or. comment on, the statement in to-day's press that Australia's contribution to the EmpireA i r Scheme will he 26,000 pilots and observers and 50,000 ground staff? the statement referred to, although it has Militia will go into camp, and what units been mentioned to me. Any statement are affected? Will he say when the set out in the press at the present time second batch of the Militia is. to go into is completely unauthorized and speculacamp for three months, which units will tive. tions which I made to the Acting Treasurer in regard, to the desire of the Parents and Citizens Association at Cessment on the subject as early as possible. nock to equip school children with certain first-aid appliances, in the event of air raids, I have received from the Acting Treasurer a letter from which I propose to read one paragraph the paragraph is necessary in order to received from a large saw-milling commake the question clear to the Acting pany in Maryborough the following Treasurer, I shall allow it Speaker.. After setting out that certain steamer JSinyera which will seriously interfere articles were exempt from the tax, the ously endeavour. have vessel released as if letter proceededGoods which are' not specifically exempt of both plants having to pay off number of may be obtained free of sales tax under Item employees running into hundreds. Position 74 of the Schedule to the Sales Tax Exempvery desperate. Please do your utmost. tions Act 1935-1938 if they are for use in schools conducted by the New South' WalesI n view of thestatement contained in Department of Public Instruction and are not that telegram, and the serious unemploy-for resale. ' So far ao the equipment for the ment which would result if the vessel be three Roman Catholic schools is concerned, I ain informed by the Commissioner of Taxation requisitioned, as well as' the disabilities that the amount of tax payable is -very small which would be caused, by the non-arrival indeed. As there is no exemption for goods of' timber at northern towns, will the to he used in the schools not conducted by the Minister-for the Army treat the matter New South Wales Department of. Public Instruction, the tax is, therefore, properly seriously and endeavour to have the payable. Will the Minister say whether children attending Roman Catholic schools are to be less provided for in the event of a national emergency than other children ? ceived a letter on the same, subject from give. attention to it, and let the honourable member have a reply later. for the Army relieve the anxiety and uncertainty of members of the Militia and go into camp, and the camps that they will attend? It is now about two months since the Government announced that Militia units were to go into camp. telegram:our timber shipments. Suggest you strenuposition remains unaltered grave possibility decision favourably reviewed with the",7,Setup
1,Mr Speaker (Hon. G. J. Bell) Took Probably The Same Person As That Men,,13,Requisitioning Of S S Binqera
2,Mr Hutchinson,I s the Prime,13,Requisitioning Of S S Binqera
3,Mr Menzies,I have not yot seen their employers by announcing when the,13,Requisitioning Of S S Binqera
4,Mr Jamds,Following representa,13,Requisitioning Of S S Binqera
5,Mr Speaker,If the reading of,13,Requisitioning Of S S Binqera
6,Mr James,"It is necessary, Mr A.US.N, advise Admiralty requisitioning",13,Requisitioning Of S S Binqera
7,Mr Spender,This morning I re,13,Requisitioning Of S S Binqera
8,Mr Francis,Will the Minister,13,Requisitioning Of S S Binqera
9,Mr Speaker,Orde r 1,13,Requisitioning Of S S Binqera
