speakerGroups,speaker,theText,pageNumbers,title
0,Appropriation Act (No.3) 1984,"85 (Act No. 36 of 1985)An Act to appropriate a sum out of the Consolidated Revenue Fund, additional to the sums appropriated by the Appropriation Act (No. I) 1983-84, for the service of the year ending on 30 June 1984. Appropriation Act (No.4) 1984-85 (Act No. 37 of 1985)An Act to appropriate a sum out of the Consolidated Revenue Fund, additional to the sum appropriated by the Appropriation Act (No.2) 1984-85, for certain expenditure in respect of the year ending on 30 June 1985, and for other purposes. Australian Institute of Multicultural Affairs Amendment Act 1985 (Act No. 16 of 1985)An Act to amend the Australian Institute of Multicultural Affairs Act 1979. Australian Land Transport (Financial Assistance) Act 1985 (Act No. 59 of 1985)An Act to establish a Trust Fund for the purposes of the grant of financial assistance for expenditure in relation to land transport, and for related purposes. Australian Meat and Live-stock Legislation (Consequential Amendments and Transitional Provisions) Act 1985 (Act No. 13 of 1985)An Act to make certain amendments and enact certain transitional provisions in consequence of the enactment of the Australian Meat and Live-stock Research and Development Corporation Act 1985, and for related purposes. Australian Meat and Live-stock Research and Development Corporation Act 1985 (Act No. 12 of 1985)An Act to establish an Australian Meat and Live-stock Research and Development Corporation, and for related purposes. Australian Shipping Commission (Additional Capital) Act 1985 (Act No. 57 of 1985)An Act to authorize the payment of additional capital to the Australian Shipping Commission. Australian Sports Commission Act 1985 (Act No. 77 of 1985)An Act to establish the Australian Sports Commission, and for other purposes. Automotive Industry Authority Amendment Act 1985 (Act No. 33 of 1985)An Act to amend the Automotive Industry Authority Act 1984 to promote the development of motor vehicles, and motor vehicle components, of Australia design, and for related purposes. Bankruptcy Amendment Act 1985 (Act No. 21 of 1985)An Act to amend the Bankruptcy Amendment Act 1966. Banks (Shareholding) Amendment Act 1985 (Act No. 25 of 1985)An Act to amend the Banks (Shareholdings) Act 1972, and for related purposes. Bass Strait Freight Adjustment Levy Amendment Act 1985 (Act No. 78 of 1985)An Act to amend the Bass Strait Freight Adjustment Levy Act 1984. Bass Strait Freight Adjustment Trust Fund Amendment Act 1985 (Act No. 79 of 1985)An Act to amend the Bass Strait Freight Adjustment Trust Fund Act 1984. Bounty (Commercial Motor Vehicles) Amendment Act 1985 (Act No. 10 of 1985)An Act to amend the Bounty (Commercial Motor Vehicles) Act 1978. Bounty (Injection-moulding Equipment) Amendment Act 1985 (Act No. 20 of 1985)An Act to amend the Bounty (Injection-moulding Equipment) Act 1979,. and for related purposes. Bounty (Ships) Amendment Act 1985 (Act No. 76 of 1985)An Act to amend the Bounty (Ships) Act 1980, and for related purposes. Broadcasting and Television Amendment Act 1985 (Act No. 66 of 1985)An Act to amend the Broadcasting and Television Act 1942, and for related purposes. Broadcasting and Television (Consequential Amendments) Act 1985 (Act No. 67 of 1985)An Act to make certain amendments in consequence of the enactment of the Broadcasting and Television Amendment Act 1985. Broadcasting Stations Licence Fees Amendment Act 1985 (Act No. 68 bf 1985)An Act to amend the Broadcasting Stations Licence Fees Act 1964. Conciliation and Arbitration (Electricity Industry) Act 1985 (Act No. 50 of 1985)An Act relating to the prevention and settlement of disputes in the .electricity industry. Customs Administration Act 1985 (Act No. 38 of 1985)An Act to establish an Australian Customs Service, and for purposes connected therewith. Customs Administration (Transitional Provisions and Consequential Amendments) Act 1985 (Act No. 39 of 1985)' . d' f An Act to enact certain traditional provisions and make certam amen ments m consequence 0 the enactment of the Customs Administration Act 1985. Customs and Excise Legislation Amendment Act 1985 (Act No. 40 of 1985)An Act to amend the Customs Act 1901, the Excise Act 1901 and certain other Acts, and for related purposes. Customs Tariff Amendment Act 1985 (Act No. 42 of 1985)An Act to amend the Customs Tariff Act 1982. Dairy Produce Market Support Levy Act 1985 (Act No. 51 of 1985)An Act to impose a levy on the milk fat content of certain dairy produce produced in Australia and sold, or otherwise disposed of, by the producer. Defence (Re-establishment) Amendment Act 1985 (Act No. 54 of 1985)An Act to amend the Defence Re-establishment) Act 1965. Director of Public Prosecutions Amendment Act 1985 (Act No. 64 of 1985)An Act to amend the Director of Public Prosecutions Act 1983 to confer additional functions on the Director, and for related purposes. Dried Sultana Production Underwriting Amendment Act 1985 (Act No. 31 of 1985)An Act to amend the Dried Sultana Production Underwriting Act 1982. Dried Vine Fruits Equalization Levy AmendmentAct 1985(Act No. 32 of 1985)An Act to amend the Dried Vine Fruits Equalization Levy Act 1918. Excise Tariff Amendment Act 1985 (Act No.41 of 1985)An Act relating to Duties of Excise. Export Inspection Charge Act 1985 (Act No. 26 of 1985)An Act to impose a charge on the inspection of certain commodities intended for export. Export Inspection Charge Collection Act 1985 (Act No. 21 of 1985)An Act to make provision for the collection of the charges imposed by the Export Inspection Charge Act 1985. Export Inspection Legislation (Consequential Amendments) Act 1985 (Act No. 28 of 1985)An Act to make amendments of certain Acts, and to repeal certain Acts, ill consequence of the enactment of the Export Inspection Charge Act 1985 and the Export InspeCtion Charge Collection Act 1985. Extradition (Commonwealth Countries) Amendment Act 1985 (Act No. 11 of 1985)An Act to amend the Extradition (Commonwealth Countries) Act 1966. Extradition (Foreign States) Amendment Act 1985 (Act No. 18 of 1985)An Act to amend the Extradition (Foreign States) Act 1966. Fertilizers (Subsidy) Amendment Act 1985 (Act No. 14 of 1985)An Act to extend the operation of the Nitrogenous Fertilizers Subsidy Act 1966 and the Phosphate Fertilizers Act 1963. First Home Owners Amendment Act 1985 (Act No. 23 of 1985)An Act to amend the First Home Owners Act 1983, and for related purposes. Fisheries Levy Amendment Act 1985 (Act No. 30 of 1985)An Act to amend the Fisheries Licences Levy Act 1984. Fishing Legislation Amendment Act 1985 (Act No. 29 of 1985)An Act to amend the Fisheries Act 1952 and the Torres Strait Fisheries Act 1984, and for related purposes. Health Legislation Amendment Act 1985 (Act No.'10 of 1985)An Act to amend various laws relating to health, imd for related purposes. Honey Levy Legislation Amendment Act 1985 (Act No.5 of 1985). An Act to amend the Honey Levy Act (No. I) 1962, the Honey Levy Act (No.2) 1962 and the Honey Levy Collection Act 1962. Housing Loanslnsurance Amendment Act 1985 (Act No. j4 of 1985)An Act to amend the Housing Loans Insurance Act 1965, and for related purposes. International DevelopmentAssociation (Special Contribution) Act 1985 (Act No. 11 of 1985)An Act relating to the making by -ustralia of a special contribution' to the International Development Association. Justices (Long Leave Payments) Amendment Act 1985 (Act No. I of 1985)An Act to amend the High Court Justices (Long Leave Payments) Act 1919 and the Judges (Long Leave Payments) Act 1919. Live-stock Export Charge Amendment Act 1985 (Act No. 15 of 1985)An Act to amend the Live-stock Export Charge Act 1977, and for related purposes. Live-stock Slaughter Levy Amendment Act 1985 (Act No. 14 of 1985)An Act to amend the Live-stock Slaughter Levy Act 1964, and for related purposes. Local Government (Personal Income Tax Sharing) Amendment Act 1985 (Act No. 55 of 1985)---: An Act to amend the Local Government (Personal Income Tax Sharing) Act 1976. Marriage Amendment Act 1985 (Act No.7 of 1985)An Act to amend the Marriage Act 1961. Ministers of State Amendment Act 1985 (Act No. 56 of 1985)An Act to amend the Miriisters of State Act 1952. National Health Amendment Act 1985 (Act No. 53 of 1985)An Act to amend the National Health Act 1953; and for related purposes. National Occupational Health and Safety Commission Act 1985 (Act No. 35,of 1985)An Act to establish the National Occupational Health and Safety Commission, and for related purposes. National Welfare Fund Repeal Act 1985 (Act No. 24 of 1985)An Act to repeal the National Welfare Fund Act 1943, and for related purposes. Petroleum (Submerged Lands) Amendment Act 1985 (Act No. 80 of 1985). An Act to amend the Petroleum (Submerged Lands) Act 1967, and for related purposes. Petroleum (Submerged Lands) (Registration Fees) Amendment Act 1985 (Act No. 82 of 1985)An Act to amend the Petroleum (Submerged Lands) (Registration Fees) Act 1967, and for related purposes. Petroleum (Submerged Lands) (Retention Lease Fees) Act 1985 (Act No. 83 of 1985)An Act to provide for the Payment of fees in respect of retention leases under the Petroleum (Submerged Lands) Act 1967. Petroleum (Submerged Lands) (Royalty) Amendment Act 1985 (Act No. 81 of 1985)An Act to amend Petroleum (Submerged Lands) (Royalty) Act 1967. Quarantine Amendment Act 1985 (Act No.2 of 1985)An Act to amend the Quarantine Act 1908. Repatriation Legislation Amendment Act 1985 (Act No. 90 of 1985)An Act relating to repatriation and related matters. Representation Amendment Act 1985 (Act No. 58 of 1985)An Act to amend the Representation Act 1983. Sales Tax Act (No. lOA) 1985 (Act No. 44 of 1985)An Act to impose a tax, being a duty of excise, on the sale value of certain goods. Sales Tax Act (No. lOB) 1985 (Act No. 45 of 1985)An Act to impose a tax, being a duty of excise, on the sale value of certain goods. Sales Tax Act (No. IOC) 1985 (Act No. 46 of 1985)An Act to impose a tax, being neither a duty of excise nor a duty of customs, on the 'sale value of certain goods. Sales Tax Assessment Act (No. 10) 1985 (Act No. 43 of 1985)An Act relating to the imposition, assessment and collection of a tax upon the sale value of certain goods in Australia, and for other purposes. Sales Tax Laws Amendment Act 1985 (Act No. 47 of.l985), An Act to amend the various laws in relatiori to sales tax, and for related purposes. Sales Tax (No.5) Amendment Act 1985 (Act No. 48 of 1985)An Act to amend the Sales Tax Act (No.5) 1930, ,and for-lated purposes. Social Security Legislation Amendment Act 1985 (Act No. 52 of 1985)An Act relating to family allowance and nursing homes assistan-e. Soil Conservation (Financial Assistance) Act 1985 (Act No. 19 of 1985)-, An Act to grant financial assistance in connection with projects relating to soil conservation and to establish a National Soil Conservation Program Fund, and for' related' purp'oses. ' . , I "" , ' ' States and Northern Territory Grants (Rural Adjustment) Act 1985 (Act No. 75 of 1985)An Act relating to an Agreement between the Commonwealth and one Qr more oftheState:s anti the Northern Territory in respect of a scheme to proVide assistance to persons engaged in, rural industries. ' ' States Grants (Education Assistance-Participation and Equity) Amendment Act 1985 (Act No. 62 of 1985)-. . An Act to amend the States Grants (Education Assistance-Participation and Equity) Act 1983. State Grants (Schools Assistance) Legislation Amendment Act 1985 (Act No. 60 of 1985)An Act to amend the States Grants (Schools Assistance) Act 1984 and the States Grants (School Assistance) Act 1983, and for related purposes. States Grants (Tertiary Education Assistance) Amendment Act 1985 (Act No. 61 of 1985)An Act to amend the States Grants (Tertiary Education Assistance) Act 1984. Statute Law (Miscellaneous Provisions) Act (No.1) 1985 (Act No. 65 of 1985) An Act to make various amendments of the Statute Law of the Commonwealth, and for related purposes. Sugar Agreement Act 1985 (Act No.6 of 1985)An Act relating to sugar and certain sugar products. Supply Act (No. I) 1985-86 (Act No. 71 of 1985)An Act to make interim provision for the appropriation of money out of the consolidated Revenue Fund for the service of the year ending on 30 June 1986. Supply Act (No.2) 1985-86 (Act No. 72 of 1985)An Act to make interim provision for the appropriation of money out of the Consolidated Revenue Fund for certain expenditure in respect of the year ending on 30 June 1986, and for other purposes. Supply (Parliamentary Departments) Act 1985-86 (Act No. 73 of 1985)An Act to make interim provision for the appropriation of money out of the Consolidated Revenue Fund for certain expenditure in relation to the Parliamentary Departments, in respect of the year ending on 30 June 1986. Supported Accommodation Assistance Act 1985 (Act No. 22 of 1985)An Act relating to financial assistance to the States and to the Northern Territory in connection with the provision of supported accommodation services and related support services. Taxation Laws Amendment Act 1985 (Act No. 49 of 1985)An Act to amend the law relating to taxation. Telecommunications (Interception) Amendment Act 1985 (Act No.8 of 1985)An act to amend the Telecommunications (Interception) Act 1979. Telecommunications (Interception) Amendment Act (No.2) 1985 (Act No. 63 of 1985)An Act to amend the Telecommunications (Interception) Act 1979, and for related purposes. Television Stations Licence Fees amendment Act 1985 (Act No. 69 of 1985)An Act to amend the Television Stations Licence Fees Act 1964. Trust Recoupment Tax Act 1985 (Act No.3 of 1985)An Act to impose a tax in respect of income of certain trusts. Trust Recoupment Tax Assessment Act 1985 (Act No.9 of 1985)an Act relating to the assessment and collection of a tax in respect of income of certain trusts. Trust Recoupment Tax (Consequential Amendments) Act 1985 (Act No.4 of 1985)An Act to make certain amendments consequent upon the enactment of the Trust Recoupment Tax Assessment Act 1985. Wool Industry Amendment Act 1985 (Act No. 84 of 1985)An Act to amend the Wool Industry Act 1972, and for related purposes. Wool Tax (No. I) Amendment Act 1985 (Act No. 85 of 1985)An Act to amend the Wool Tax Act (No.1) 1964. Wool Tax (No.2) Amendment Act 1985 (Act No. 86 of 1985)An Act to amend the Wool Tax Act (No.2) 1964. Wool Tax (No.3) Amendment Act 1985 (Act No. 87 of 1985)An Act to amend the Wool Tax Act (No.3) 1964. Wool Tax (No.4) Amendment Act 1985 (Act No. 88 of 1985)An Act to amend the Wool Tax Act (no. 4) 1964. Wool Tax (No.5) Amendment Act 1985 (Act No. 89 of 1985)An Act to amend the Wool Tax Act (No.5) 1964. Aboriginal Land Rights (Northern Territory) Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Ashmore and Cartier Islands Acceptance Amendment bill 1985Initiated in the House of Representatives. Third Reading. Australian Dried Fruits Corporation Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Australian Federal Police Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Bills of Exchange Amendment Bill 1985Initiated in the House of Representatives. Second Reading. Broadcasting and Television Legislation Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Cheques Bill 1985Initiated in the House of Representatives. Second Reading. Commonwealth Banks Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Communications Legislation Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Companies Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Companies (Fees) Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Complaints (Australian Federal Police) Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Dairy Industry Stabilization Levy Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Dairy LegislationAmendment Bill 1985Initiated in the House of Representatives. Third Reading. Dairy Produce Market Support Bill 1985Initiated in the House of Representatives. Third Reading. Dividend Recoupment Tax Bill 1985Initiated in the House of Representatives. Third Reading. Flags Act Amendment Bill 1985Initiated in the Senate. Second Reading. Income Tax Assessment Amendment Bill 1985Initiated in the House of Representatives. Second Reading. National Capital Development Commission Amendment Bill 1985Initiated in the House of Representatives. Third Reading. National Crime Authority (Miscellaneous Amendments) Bill 1985Initiated in the House of Representatives. Third Reading. National Parks and Wildlife Conservation Amendment. Bill 1985Initiated in the House of Representatives. Third Reading. Parliament (Powers Privileges and Immunities) Bill 1985Initiated in the House of Representatives. Second Reading. Poultry Industry Assistance Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Poultry Industry Levy Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Public Lending Right Bill 1985Initiated in the House of Representatives. Third Reading. Rural Industries Research Bill 1985Initiated in the House of Representatives. Third Reading. Rural Industries Research (Transitional Provisions and Consequential Amendments) Bill 1985Initiated in the House of Representatives. Third Reading. Snowy Mountains Engineering Corporation Bill 1985Initiated in the House of Representatives. Second Reading. Snowy Mountains Engineering Corporation Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Social Security and Repatriation Legislation Amendment Bill 1985Initiated in the House of Representatives. Third Reading. States Grants (Nurse Education Transfer Assistance Bill 1985Initiated in the House of Representatives. Second Reading. States Grants (Tertiary Education Assistance) Amendment Bill 1985Initiated in the House of Representatives. Second Reading. Statutory Declarations Amendment Bill 1985Initiated in the House of Representatives. First Reading. Stevedoring Industry Levy Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Taxation (Unpaid Company Tax) Assessment Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Tobacco Charge (No. I) Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Tobacco Charge (No.2) Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Tobacco Charge (No.3) Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Wednesday, 20 March 1985 Bill 1985, I intend to move an amendment because of the failure of the Hawke Labor Government to fulfil its commitments to the Australian chair at 10 a.m., and read prayers. shortly, but firstly I wish to deal with some of the INTO THE ACTIVITIES OF THE dustry ( Mr Kerin) in his second reading speech. House) (1O.01)Mr Speaker, for the inforFederal governments and signed on 28 June last mation of honourable members. I table interim reyear. The new agreement commenced on 1 July. port No. 2 of the Royal Commission of Inquiry The agreement has been presented to Parliament into the Activities of the Nugan Hand Group conin line with a practice dating back to the 1920s. In ducted by Mr Justice Stewart. 1923 the first agreement was finalised. By 1927 there was concern over the legal standing of some (1) That this House, in accordance with the provisions embargos, and the agreement was formalised in of the Parliamentary Papers Act 1908, authorises Commonwealth legislation. the publication of Interim Report No.2, dated December 1984, of the'Commissioner appointed to There are several important aspects of the inquire into the activities of the Nugan Hand agreement. The embargo applying to imports of group,and sugar into Australia will be eased for specialty (2) That the report be printed. sugars following consultation with the Motion (by Mr Cohen) proposed: Queensland Government and industry representatives. Specialty sugar imports may now arrive in That the House take note of the paper. packs of up to five kilograms or five litres and in National Party of Australia) (1O.02)Mr litres. This will ease the administrative difficulties Speaker, on a point of clarification, I wonder associated with the former arrangements under whether the Minister will assure the House that the old agreement. In some cases large shipments some opportunity will be provided to debate this were delayed through Customs due to the presmatter; because it is obviously of some ence of perhaps one or two small packs of consequence. specialty sugars in the bottom corner of a shipping House) (10.03)-1 take it that the Leader of the However, I am aware that the sugar industry is National Party has not seen the report. It may be acutely conscious of repercussions that imported that he will not want to debate it. sugar may have on the domestic market when we port if we had received it at 8.30 this morning. production. The industry and the coalition parties will be monitoring the administration of clause 16 able member should not make such accusations. occur due to this change to the embargo' Chair to allow the Minister to answer a question The legislation also indicates that a new pricing of the Leaderofthe National Party does not entimechanism will be used to fix the domestic sugar tle members to debate the issue. I take it that that price. This mechanism has been developed by the was the response of the Leader of the House. industry in consultation with the governments Debate (on motion by Mr N. A. Brown) and should prove acceptable. The other two prinadjourned. cipal aspects relate to the domestic and export sugar rebates. The domestic sugar rebate is disSecond Reading was set at $15 per tonne. The rebate was payable Debate resumed from 28 February, on motion to fruit processors using sugar in the manufacture by Mr Kerin: of certain fruit products. To qualify for the rebate processors had to meet a range of conditions, inThat the Bill be now read,a second time. cluding that they pay not less than specified miniOpposition will not oppose the Sugar Agreement were determined by the Fruit Industry Sugar",7,First Session First Period
1,Mr Speaker (Hon. Harry Jenkins) Took The Sugar Industry. I Will Return To The Amendment,,13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
2,Mr Young,(Port Adelaide-Leader of the agreement reached between the Queensland and,13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
3,Motion (By Mr Young),"by leave-,---agreed to: provisions, especially those relating to trade and",13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
4,Mr Sinclair (New England,Leader of the consignments of up to one tonne or one thousand,13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
5,Mr Young (Port Adelaide,Leader of the container. This was clearly a waste of resources.,13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
6,Mr Peacock,We would have debated the reare exporting about three-quarters of our total,13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
7,Mr Young,That is not true. The honourof the agreement to ensure that abuse does not,13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
8,Mr Speaker,Order! The indulgence of the provisions.,13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
9,Mr Hunt (Gwydir) (L0.04),"Whilst the mum prices for fresh fruit. Those minimum pricesConcession Committee. The rebate was internal first"",:o members of parliament for many years to to the industry. Therefore, its abolition has no imbe InVIted to attend a special session of the full pact on government funds. council of the Queensland Cane Growers CounSecondly, the export sugar rebate is to continue cil. While in BrisbaneI met leaders of the milling although it is subject to review. The rebate is and other organisations within the sugar industry. operated by the Export Sugar Committee, which These discussions confirmed the very urgent need pays a rebate to manufacturing exporters where for the Hawke Labor Government to stop trying the home price is higher than the world price. to fob off the industry and to initiate effective Again, it must be stressed that this rebate is finanaction which will overcome the pending market ced by the sugar industry. Under the new agreed?wnturn. It. is higtime t.his Government recogment Queensland will administer the system nised that pnmary Industnes such as the sugar inthrough the State Sugar Board, with the exception dustry are the starting point for an economic multhat the Committee Chairman will be a representiplier effect which sparks off, new rounds of tative of the Federal Department of Primary activity along a chain of related industries. There Industry. are, for example, about 6,600 sugar cane growers in Australia. They are mostly in Queensland. The These new provisions within the renegotiated industry chain directly supports 20,000 jobs and agreement have been settled by· the two governindirectly supports another 100,000 employees. ments in consultation with the industry and will About 80 per cent of sugar production is now be closely monitored to ensure that each exported. In 1983 the industry grossed $617m in change will be for the betterment of the industry overseas earnings. Two years earlier it grossed as a whole. I turn now to the Opposition's amendmore than $1.1 billion. It is no small industry by ment to the second reading motion and move: any standard. That all words after 'That' be omitted with a view to substituting the following words: The indus-ry, including growers and millers, 'whilst not .declining t? -ive the Bill a second reading, has sought tIme and again to instil within the the House IS of the opInIon that the sugar industry and Hawke Labor Government a sense of urgency the communities dependent on the industry face a over its looming cost-price crisis. The industry has serious economic downturn due to the failure of the predicted that the number one pool price for the Government to· honour its pre-election promiseS to 1984 season will be around $235 a tonne, yet $240 assist the depressed sugar industry'. , is the bare minimum floor price for existence. I have moved this amendment because of the very -reat difficulties now facing the Australian sugar In the 1985 season the pool price is expected to Industry. We cannot underestimate the serious decline further to about $180 a tonne and in 1986 social problems that are starting to emerge, from will have plummeted to around $140 to $160 a Cairns right down the Queensland coast, in most tonne. The industry is being caught between rising of the provincial cities and to a lesser extent in the costs of labour, fuel and other inputs on the one Tweed River district and in Grafton in New hand and depressed export returns on the other. South Wales. The average income per sugar cane farm in 1983-84 was $5,622. I think that demonstrates the I was very pleased to attend the recent annual seriousness of the crisis facing not only. the indusconference of the Queensland Cane Growers try but also the families involved in this industry. Council in Brisbane and to hear first hand of the Many of them today are living in poverty. very great problems that lie ahead over the next two years. At this month's market sugar prices, the net return to the raw sugar industry is about $100 per Among the National Party members of parliatonne of sugar or about $9 per tonne of cane to the ment who accompanied me in Brisbane were the grower. That $9 is about half the price of a tonne of cow manure and a quarter of t-e price of a waite) and the honourable member for Kennedy tonne of firewood in Brisbane. That price absol( Mr Katter). I know also that the honourable utely stinks. It is no wonder that the sugar growers member for Wide Bay( Mr Millar) was very of Queensland are in dire difficulties. Today the much involved and concerned. Indeed, the world prices are at their lowest level, in real terms honourable member for Fairfax( Mr Adermann) in recorded history. To this I would add that conis also very seriously concerned with this problem. sumers in Australia have received a net transfer of The honourable member for Dawson has been a payments from the sugar industry over the past tireless worker on behalf of the sugar industry decade of more than $300m. and, in representing the major centre of Mackay, is very closely involved with its welfare. TheI strongly urge the Hawke Labor Government honourable member for Dawson and I were the to guarantee immediately a minimum average",13,Sugar Agreement Bill 1985 Continued Under The New Agreement In 1983 It
