speakerGroups,speaker,theText,pageNumbers,title
0,"House Of Representatives. Wednesday, Took The Chair At 3 P.m., And Read Prayers. Resignationof Right Honop.abi.k S. M . Tho Following Bills Were Returned From The Senate Without Amendment :","Appropriation (Works and Buildings) Bill 1033-34. Loan Fund Expenditure Bill 1933. Assent to the following bills reported:Supply Bill (Nu. 2) 1933 34. 11 October, 193S. Appropriation (Works and Buildings) Bill 1933-34. Loan Fund Expenditure Bill 1933. I have to announce that I have received from the Right Honourable S. M . Bruce a letter-resigning his seat as member for the electoral division of Flinders iu .the State of Yictoria, to take effect from tbe 6th October, 1933, and that I propose to issue to-morrow u writ for the election of",12,Setup
1,"Mr Speaker (Hon. G, H . Mackay)",,12,Flinde Rs Electoral Division Bruce Issu E Of Wktt
2,Mr Speaker (Hon. G. H . Mackay).,"a member to serve for the said electoral division. The dates in connection with the election will be fixed as follows:-Dat e of issue of writ, 12th October; date of nomination, 30th October; date of polling, l l t h November; return of writ, on or before the 2Sth November, 1933.. Mr XiYONS (Wilmot--Prime Minister and Treasurer) [3.3] -by leave I desire to inform the House that the_Right Honourable S. M. Bruce, C.H., M.C., and Senator the Honourable Sir Walter MassyGreene, KCMG. have ceased to be members of the Ministry. HI GH COMMISSIONER. ter and Treasurer) [3.4] -by leave I desire to inform the House that the Government has decided to appoint the Right Honourable S. M. Bruce as Sigh Commissioner for Australia in the United Kingdom. Tho appointment will take effect immediately. Bruce remained a member of the Ministry, while representing Australia in London, has proved most satisfactory in practice. It is felt, however, 'that such an arrangement, if continued indefinitely in the case of a particular Minister, would involve a departure from the principle of the collective responsibility of Ministers. To this principle the Ministry, collectively, and Mi. Bruce, in1 dividually, attach great constitutional imfrom the date when the act is proclaimed, portance. The question. has, therefore, arisen whether Mr Bruce could better serve the Commonwealth's interests by remaining in London in the capacity of High Commissioner, or by returning to Australia. The Ministry felt that Lt was very important that Mr Bruce, should continue the work that he has been doing in London. While MT. Bruce himself was prepared to serve the Commonwealth in any capacity desired, lie concurred in the view that much important work still remained to be done in Loudon, and that, if ho Tvere to remain there, it was undesirable that he should do so as a member of the Ministry. Accordingly, Mr that and other cities, and whether he is Bruce has agreed to accept the office of High .Commissioner. Unfortunately, he could not be of service as a Minister both here and in London simultaneously. The wide experience and skill in financial matters which Mr Bruce possesses have already borne fruit in the outstanding success of his efforts for tbe conversion of our loans abroad. There was the frankest consultation between us, and Mr Bruce. wa3 at all times entirely free to make bis own choice. For myself, I shall feel keenly the loss of his valuable advice and ripe knowledge in the Cabinet. No leader could have wished for a more loyal colleague. He is an outstanding figure in London, and his distinguished services, not only to Australia, but also to tlic Empire as a whole, are widely appreciated in Great Britain. Australia could not have a better representative in the international sphere. As Mr Bruce has already been absent from Australia for more than a year, he will, at the appropriate time, return to Australia for a short period to renew his contact with local affairs. able the Treasurer consider the payment of the increased pensions rates from a date prior to one 'determined by the passage of the amending legislation? out that 'the increase can take effect only after it has been approved by Parliament. Actually, it will begin to be paid following the assent of the Governor General to it. No time will bo lost in obtaining that assent when the bill has been passed by both Houses of the Parliament'. informed whether the Attorney-General has taken cognizance of the report that efforts are being made to extend the strike in the meat export trade in Melbourne to other branches of the meat industry in",12,Flinde Rs Electoral Division Bruce Issu E Of Wktt
3,Mr Lyons (Wihnoc,-Prime Minis,13,Strike In Meat Export Trade
4,The Arrangement Under Which Mr Pensions.,,13,Strike In Meat Export Trade
5,Mr Makin,Will the right honor-',13,Strike In Meat Export Trade
6,Mr Lyons,I have already pointed,13,Strike In Meat Export Trade
7,Mr Hawker,"I should like to beconsidering the taking of action, either by conciliation commissioners or through other channels, to prevent this hold-up at the peak period of the meat export season ? right honourable the Attorney-General is absent from Canberra, but I shall bring to his notice immediately the matter raised by the honourable member. He may already have given some consideration to it. difficulties that have arisen in connection with the implementing of the report by the Tariff Board on primage and exchange, which are causing considerable delay in connection with the handling of goods, will the Ministry expedite the matter so that relief may be afforded? possible to expedite the matter. A great deal of responsibility will rest with individual members on both sides of the House. If the matter can be disposed of promptly by Parliament itself that will be the most effective way of giving relief. h reached regarding the restoration of the letter delivery by carriers in Queenstown, a matter regarding which representations have been made by myself and others ? matter lms been reconsidered as a result of the representations of the honourable member and other honourable members representing Tasmania, and it has been decided that, after the usual counter delivery has been made following the arrival of the train, the residue of the mail shall be delivered by carrier. plaints from Australiau shipping companies and from the maritime unions regarding the unfair competition of the highly subsidized Matson Shipping Line, "" and in view of the admission of the Minister for Oommerce that he would prefer to be fighting the case for the unions rather than against them, is it the intention of the Government to bring down legislation placing a prohibited surcharge on all passenger tickets and all bills of lading issued by this company when trading between certain specified Australasian ports which are not covered by the navigation laws of Australia and New Zealand? present under consideration by the Government in conjunction with the Government of New Zealand. vernment introduced a customs bill containing two important amendments, and it is still on the notice-paper. Seeing that most honourable members on this' side of the House are pledged to support the principles embodied in those amendments, will the Prime Minister state whether it is the Government's intention to go on with the bill, and, if so, when? poses to go on with the bill, but there are other more important matters to be dealt with first. \ that one of the major oil companies is now breaking verbal agreements entered into' with the smaller independent oil companies which were chiefly responsible for bringing down the price of petrol, will the Prime Minister authorize the royal commission which is inquiring into the petrol industry, to visit Newcastle, where it will be able to obtain some definite information on this subject ? ance that the commission will visit districts other than those already decided upon. Requests have been made that the commission should visit the capitals of the more distant States, and it was agreed that if evidence was offering of a naturo which would justify such action the commission might do so. However, if it goes to Newcastle it may be called upon to visit numerous other towns",13,Strike In Meat Export Trade
8,Mr Lyons,"A t the moment, the",14,Petrol Commission
9,Dr. Earle Page,In view of the,14,Petrol Commission
