speakerGroups,speaker,theText,pageNumbers,title
0,(Second Session,"THIRD PERIOD) Air Accidents (Commonwealth Liability) Act 1971 (Act No. SO of 1971)An Act to amend the Air Accidents (Commonwealth Liability) Act 1963-1970. Anglo-Australian Telescope Agreement Act 1971 (Act No. 51 of 1971)An Act to amend the Anglo-Australian Telescope Agreement Act 1970. Appropriation Act (No. 3) 1970-71 (Act No. 23 of 1971)An Act to appropriate a sum out of the Consolidated Revenue Fund, additional to the sum appropriated by the Appropriation Act (No. 1) 1970-71, for the service of the year ending on the thirtieth day of June, One thousand nine hundred and seventy-one. Appropriation Act (No. 4) 1970-71 (Act No. 24 of 1971VAn Act to appropriate a sum out of the Consolidated Revenue Fund, additional to the sum appropriated by the Appropriation Act (No. 2) 1970-71, for certain expenditure in respect of the year ending on the thirtieth day of June, One thousand nine hundred and seventy-one. Australian Capital Territory Supreme Court Act 1971 (Act No. 13 of 1971)An Act relating to the Judges of the Supreme Court of the Australian Capital Territory. Australian National University Act 1971 (Act No. 1 of 1971VAn Act relating to the Australian National University. Bills of Exchange Act 1971 (Act No. 4 of 1971VAn Act to amend the Bills of Exchange Act 1909-1958. Broadcasting and Television Act 1971 (Act No. 8 of 1971)An Act to amend the Broadcasting and Television Act 1942-1969. Cellulose Acetate Flake Bounty Act 1971 (Act No. 7 of 1971VAn Act relating to the Bounty on Cellulose Acetate Flake. Compensation (Commonwealth Employees) Act 1971 (Act No. 48 of 1971)An Act to make provision for Compensation in respect of Employees of the Commonwealth and certain other Persons by reason of Injury or Disease, or Loss or Destruction of, or Damage to, certain Property, occurring in Circumstances connected with their Employment. Criminology Research Act 1971 (Act No. 15 of 1971VAn Act to make provision for and in relation to the Promotion of Research in connection with Criminology. Customs Act 1971 (Act No. 12 of 1971)An Act to amend the Customs Act 1901-1968 in relation to the manner of Payment of Duties of Customs and in relation to Refunds, Rebates and Remissions of those Duties. Customs Tariff 1971 (Act No. 38 of 1971)An Act relating to Duties of Customs. Customs Tariff Validation Act 1971 (Act No. 45 of 1971)An Act to provide for the Validation of Collections of Duties of Customs under Customs Tariff Proposals. Defence Forces Retirement Benefits Act 1971 (Act No. 47 of 1971)An Act relating to Retirement Benefits for Members of the Defence Force. Defence Pay Act 1971 (Act No. 2 of 1971VAn Act to validate certain Payments made to or in respect of Members of the Defence Force and to Persons employed in a Civil Capacity under the Naval Defence Act 1910-1952 or under that Act as amended. Dried Fruits Levy Act 1971 (Act No. 19 of 1971VAn Act to impose a Levy upon certain Dried Fruits. Dried Fruits Levy Collection Act 1971 (Act No. 20 of 1971)An Act relating to the Collection of Levy under the Dried Fruits Levy Act 1971. Dried Fruits Research Art 1971 (Act No. 21 of 1971)An Act to establish a Dried Fruits Research Trust Account, and for purposes connected therewith. Export Payments Insurance Corporation Act 1971 (Act No. 33 of 1971)An Act relating to certain Contingent Liabilities of the Export Payments Insurance Corporation. Immigration (Education) Act 1971 (Act No. 3 of 1971)An Act relating to the provision of certain Courses of Instruction for Immigrants and certain other Persons. Income Tax Assessment Act 1971 (Act No. 6 of 1971)An Act to amend section 62AA of the Income Tax Assessment Act 1936-1970. Income Tax Assessment Act (No. 2) 1971 (Act No. 54 of 1971VAn Act to amend the Law relating to Income Tax in respect of Interest paid by Companies on Bearer Debentures and in respect of Interest paid to Non-residents. 15379/712 ix Income Tax (Bearer Debentures) Act 1971 (Act No. 55 of 197IVAn Act to impose Income Tax upon Interest paid or credited by Companies in respect of certain Debentures. Income Tax (Withholding Tax Recoupment) Act 1971 (Act No. 56 of 1971VAn Act to impose Income Tax upon certain Interest that has been exempted from Withholding Tax. International Development Association (Further Payment) Act 1971 (Act No. 34 of 1971)An Act to approve the making by Australia of a further Payment to the International Development Association. International Tin Agreement Act 1971 (Act No. 31 of 197IVAn Act to approve the Ratification by Australia of the Fourth International Tin Agreement. International Wheat Agreement Act 1971 (Act No. 39 of 1971VAn Act to approve the Ratification by Australia of the Wheat Trade Convention, 1971 and the Food Aid Convention, 1971 and to repeal certain Acts. Loan Act 1971 (Act No. 36 of 1971)An Act to authorize the Raising and Expending of Moneys for Defence Purposes. Loan (Australian Wheat Board) Act 1971 (Act No. 11 of 1971)An Act to Authorize the Borrowing of Moneys by the Commonwealth and the Lending of those Moneys to the Australian Wheat Board. Loan (Fanners' Debt Adjustment) Act 1971 (Act No. 62 of 1971VAn Act to amend the Loan (farmers' Debt Adjustment) Act 1935-1950. Loans (Qantas Airways Limited) Act 1971 (Act No. 35 of 1971VAn Act to approve the Borrowing by the Commonwealth of Moneys in the Currency of the United States of America to be made available to Qantas Airways Limited, and for purposes connected therewith. Ministers of State Act 1971 (Act No. 43 of 1971VAn Act to amend the Ministers of State Act 1952-1968. Naval Defence Act 1971 (Act No. 14 of 1971)An Act to amend the provisions of the Naval Defence Act 1910-1968 relating to Cadets, and to provide for certain incidental matters. New South Wales Grant (Flood Mitigation) Act 1971 (Act No. 10 of 1971)An Act to grant Financial Assistance to the State of New South Wales for the purpose of Flood Mitigation Works in relation to certain Rivers. Northern Territory Railway Extension Act 1971 (Act No. 25 of 1971VAn Act to provide for the construction of a Railway from Knuckey's Lagoon to East Arm in the Northern Territory of Australia, and for purposes connected therewith. Overseas Telecommunications Act 1971 (Act No. 9 of 1971)An Act to amend the Overseas Telecommunications Act 1946-1968. Papua and New Guinea Act 1971 (Act No. 58 of 1971)An Act to increase the Number of Elected Members of the House of Assembly for the Territory of Papua and New Guinea, and to enact certain Consequential Provisions. Papua and New Guinea Loan (International Bank) Act 1971 (Act No. 27 of 1971)An Act to approve the Guarantee by the Commonwealth of the Discharge of the Obligations of the Administration of the Territory of Papua and New Guinea under a Loan Agreement made with the International Bank for Reconstruction and Development, and for purposes connected therewith. Pig Industry Research Act 1971 (Act No. 30 of 1971VAn Act to establish a Pig Industry Research Trust Account, and for purposes connected therewith. Pig Slaughter Levy Act 1971 (Act No. 28 of 1971)An Act to Impose a Levy on the Slaughter of certain Pigs. Pig Slaughter Levy Collection Act 1971 (Act No. 29 of 1971)An Act relating to the Collection of Levy under the Pig Slaughter Levy Act 1971. Public Order (Protection of Persons and Property) Act 1971 (Act No. 26 of 1971)An Act relating to the Preservation of Public Order in Certain Territories of the Commonwealth and in respect of Commonwealth Premises and the Premises and Personnel of Diplomatic and Special Missions, Consular Posts and International Organizations. Repatriation Act 1971 (Act No. 17 of 1971VAn Act to amend the Repatriation Act 1920-1970 so as to provide for Increases in the Rates of certain Pensions and Allowances payable to certain persons and for purposes connected therewith and to appropriate the Consolidated Revenue Fund for the purpose of certain payments resulting from those amendments. Salaries Act 1971 (Act No. 22 of 1971VAn Act relating to the Salaries payable to the Holders of certain Offices. X Seamen's Compensation Act 1971 (Act No. 52 of 1971)An Act to increase certain Amounts of Compensation payable to, and in respect of, Seamen. Seamen's War Pensions and Allowances Act 1971 (Act No. 18 of 1971)An Act to amend the Seamen's War Pensions and Allowances Act 1940-1970 so as to provide for Increases in the Rates of certain Pensions. Social Services Act 1971 (Act No. 16 of 1971)An Act to amend the Social Services Act 1947-1970. States Grants Act 1971 (Act No. 64 of 1971)An Act to amend the States Grants Act 1970. States Grants (Housing Assistance) Act 1971 (Act No. 40 of 1971)An Act relating to Financial Assistance to the States for the purpose of Housing. States Grants (Pre-school Teachers Colleges) Act 1971 (Act No. 32 of 1971)An Act to amend the States Grants (Preschool Teachers Colleges) Act 1968. States Grants (Rural Reconstruction) Act 1971 (Act No. 61 of 1971)An Act relating to an Agreement between the Commonwealth and one or more of the States in respect of a Scheme to provide Assistance to Persons engaged in Rural Industries. States Grants (Science Laboratories) Act 1971 (Act No. 65 of 1971)An Act to grant Financial Assistance to the States for Science Laboratories and Equipment in Schools. States Grants (Technical Training) Act 1971 (Act No. 37 of 1971)An Act to grant Financial Assistance to the States for Buildings and Equipment for use in Technical Training. States Grants (Universities) Act 1971 (Act No. 44 of 1971)An Act to amend the States Grants (Universities) Act 1969-1970. Stevedoring Industry Charge Act 1971 (Act No. 59 of 1971)An Act to amend the Stevedoring Industry Charge Act 1947-1967. Stevedoring Industry Charge Assessment Act 1971 (Act No. 60 of 1971)An Act to amend the Stevedoring Industry Charge Assessment Act 1947-1967. Sugar Agreement Act 1971 (Act No. 5 of 1971)An Act to approve an Agreement relating to Sugar, and certain Sugar Products, made between the Commonwealth and the State of Queensland, and for other purposes. Superannuation Act 1971 (Act No. 46 of 1971)An Act relating to Superannuation. Supply Act (No. 1) 1971-72 (Act No. 41 of 1971)An Act to make interim provision for the appropriation of moneys out of the Consolidated Revenue Fund for the service of the year ending on the thirtieth day of June, One thousand nine hundred and seventy-two. Supply Act (No. 2) 1971-72 (Act No. 42 of 1971)An Act to make interim provision for the appropriation of moneys out of the Consolidated Revenue Fund for certain expenditure in respect of the year ending on the thirtieth day of June, One thousand nine hundred and seventy-two. Trade Practices Act 1971 (Act No. 57 of 1971)An Act to amend the Trade Practices Act 1965-1969 in relation to Resale Price Maintenance and to amend sections 11 and 24 of that Act. United States Naval Communication Station (Civilian Employees) Act 1971 (Act No. 49 of 1971) An Act to provide Rights in respect of the Injury, Disease or Death, or the Loss or Destruction of, or Damage to, certain Property, of certain Civilian Employees employed in connection with the United States Naval Communication Station in Australia. Victoria Grant (Shepparton Preserving Company Limited) Act 1971 (Act No. 63 of 1971)An Act relating to the Grant of Financial Assistance to the State of Victoria to enable that State to make Loans to Shepparton Preserving Company Limited. Wool Industry Act 1971 (Act No. 53 of 1971)An Act to empower the Commonwealth to Guarantee the Repayment of Loans to the Australian Wool Board in connection with Wool-selling Centres. xi (SECOND SESSION-THIR D PERIOD) Adulthood Bill 1970Initiated in the House of Representatives. Second Reading. Air Navigation Bill 1971Initiated in the Senate. First Reading. Audit Bill 1970Initiated in the House of Representatives. First Reading. Banks (Shareholding) Bill 1971Initiated in the House of Representatives. Second Reading. Commonwealth Electoral Bill 1971Initiated in the House of Representatives. Second Reading. Commonwealth Electoral Bill (No. 2) 1971Initiated in the House of Representatives. Second Reading. Continental Shelf (Living Natural Resources) Bill 1971Initiated in the House of Representatives. Second Reading. Fisheries Bill 1971Initiated in the House of Representatives. Second Reading. House of Representatives (Quorum) Bill 1971Initiated in the House of Representatives. Second Reading. Mapping Surveys Bill 1971Initiated in the House of Representatives. Transmitted to Senate. Discharged. Referendum (Constitution Alteration) Bill 1971Initiated in the House of Representatives. Second Reading. Senate Elections Bill 1971Initiated in the House of Representatives. Second Reading. Territorial Sea and Continental Shelf Bill 1970Initiated in the House of Representatives. Second Reading. Territory Senators Bill 1970Initiated in the House of Representatives. Second Reading. xii Petitions Kangaroos ....................................................................................................................................................1455 Education .....................................................................................................................................................1455 Question Question Question Question Question WAR GRAVES ...........................................................................................................................................1458 Question Question Question Question Question Question Question Question Question Question SALE OF WHEAT TO CHINA...................................................................................................................1462 Question Question Personal Explanation...........................................................................................................................................1463 Assent To Bills....................................................................................................................................................1463 Commonwealth, State And Regional Finances And Functions Discussion of Matter of Public Importance ..................................................................................................1463 Appropriation Bill (No. 3) 1970-71 Second Reading............................................................................................................................................1480 Appropriation Bill (No. 4) 1970-71 Second Reading............................................................................................................................................1481 Question Teaching Of Asian Languages And Cultures In Australia Ministerial Statement ...................................................................................................................................1482 Suspension Of Standing Orders ..........................................................................................................................1482 City Area Leases Ordinance And Leases (Special Purposes) Ordinance Motion to Disallow Ordinances....................................................................................................................1482 Question Question CITY AREA LEASES ORDINANCE AND LEASES (SPECIAL PURPOSES) ORDINANCE ................1497 Publications Committee ......................................................................................................................................1509 Business Of The House.......................................................................................................................................1509 Productivity And The Community Ministerial Statement ...................................................................................................................................1510 Papua and New Guinea: Leases (Question No. 2386) ..................................................................................1527 Papua and New Guinea: Workers&#39; Compensation (Question No. 2947)..............................................1527 Export of Merino Rams (Question No. 2688) ..............................................................................................1528 Fill Aircraft (Question No. 2725) .................................................................................................................1528 Australian Institute of Marine Science (Question No. 2917)........................................................................1528 Army Cadet Units (Question No. 2846) .......................................................................................................1530 War Service Homes (Question No. 2447) ....................................................................................................1533 Tariff Board (Question No. 1968) ................................................................................................................1533 Railway Reconstruction and Standardisation (Question No. 2462) ..............................................................1538 Electoral (Question No. 2601)......................................................................................................................1539 Housing (Question No. 2731).......................................................................................................................1539 Motor Vehicles: Safety Belts &#91; (Question No. 2749) ...........................................................................1539 Motor Vehicles: Safety Belts (Question No. 2755) ......................................................................................1539 Northern Territory: Director of Social Services (Question No. 2804)..........................................................1540 Australian Capital Territory: Police Force (Question No. 2822) ..................................................................1540 Northern Territory: Police Force (Question No. 2824).................................................................................1541 Tariff Hoard (Question No. 2865)................................................................................................................1541 National Development Committees (Question No. 2873) ............................................................................1542 Shipping Freights (Question No. 2906)........................................................................................................1542 Road Safety Research (Question No. 2923) .................................................................................................1542 Australian Capital Territory: Road Accidents (Question No. 2931) .............................................................1542 Interdepartmental Committee: Commercial Dry Docking Facilities (Question No. 2940) ...........................1543 Unemployment: Gosford District (Question No. 2964)................................................................................1543 Australian Broadcasting Commission: Commentators (Question No. 2560)................................................1543 Home Loans: Interest Liability (Question No. 1564) ...................................................................................1546 Tuesday, 6 A p r i l 1971 took the chair at 2.30 p.m., ancl read prayers. Kangaroos Ivir peiition: To ihe Honourable thc Speaker and Menibers of the House of Representatives in Parliament assembled. The humble peiition of residents of the State of Victoria respectfully sheweth: That because of uncontrolled shooting for commercial purposes, the population of kangaroos, particularly the big red species is now so low, that they may become extinct. There are insufficient wardens in any State of thc Commonwealth lo detect or apprehend those who break the inadequate laws which exist. As a tourist attraction, the kangaroo is a permanent source of revenue to this country. 11 is an indisputable fact that no species can withstand hunting on such a scale, when there is no provision being marie for its future. We your petitioners, therefore humbly pray, that: The export of kangaroo products be banned immediately, and the Commonwealth Government take the necessary steps to have all wildlife in Australia brought under its control. Only a complete cessation of killing for commercial purposes can save surviving kangaroos. And your petitioners, therefore, as in duty bound will ever pray. Petition received. Kangaroos ition : To the llomitinible the Speaker, and Members of the House of Representalives in Parliament assembled. The humble petition of residents of Victoria respectfully sheweth: The red kangaroo, largest marsupial in the world, has through shooting for commerce become extinct or rare in many areas of Australia where it was once prolific. All scienlific evidence points to this decimation of numbers, which is clear evidence that State Governments are unable to control commercial shooting within their boundaries. We, rhe people of Australia, feel strong repugnance to the fact that industries should be allowed to operate, wbich in the past have decimated the koala to extinction over vast areas of this land, and which have now similarly exploited ihe kangaroo. We feel that the taxpayer should not have the heavy burden of having to pay for the control of an industry which benefits but a few people in this country, and that live kangaroos through their value as tourist attractions are economically far more profitable to our economy and to us aesthetically. 12669/71-155 ] We your petitioners, therefore humbly pray that you will: 1. Immediately ban the export of products made from kangaroos. 2. Strongly insist that State Governments prohibit the commercial shooting of kangaroo;. 3. Enact legislation to give the Commonwealth Government control of all native wildlife throughout Australia. and your Petitioners as in duly bound, will ever FOX 1 present the following pray. Petition received. Education lowing petition: To the Honourable the Speaker and Members tif the House of Representatives in Parliament assembled. The humble peiition of the undersigned citizens of Australia respectfully sheweth: (a) That the Australian Education Council's report on the needs of Slate education services has established serious deficiencies in education. (b) That these can be summarised as lack of classroom accommodation, desperate teacher shortage, oversized classes and inadequate teaching aids. (c) That the additional sum fif one thousand million dollars is required over the next five years by the States for those needs. (d) That without massive additional Fedural finance the Slate school system will disintegrate. (e) That the provisions of the Handicapped Children's Assistance Act 1970 should be amended to include all the country's physically and mentally handicapped children. Your petitioners most humbly pray lhat the House of Representatives in Parliament assembled will take immediate steps toEnsure that emergency finance from ihe Commonwealth will be given to the States for their public education services which provide schooling for seventy-eight per cent of Australia's children. And your petitioners, as in duty bound, will ever pray. Petition received. ter a question. W ill the right honourable gentleman back up his expressions of a fortnight ago on his Government's abhorrence of racism by informing the Australian Cricket Board of Control that his Government does not approve of a visit of a cricket team from SouthA f r i c a since the Government of that country has rejected a request by the SouthA f r i c an Cricket Association that 2 non-white menibers be included in the team?",8,Setup
1,Mr Speaker ( H O N . Sir Willia M Aston),,14,South Africa
2,Mr Chipp,I present thc following pet,14,South Africa
3,Mr Les Johnson,1 . present the f o l,14,South Africa
4,Mr Whitlam,"f ask the Prime Minisboth I and other members of the Government have expressed our abhorrence of separatism or apartheid, and I am sure that most members of the House will have heard with bitter disappointment and regret that the South African Government had refused a request of the South African Cricket Association to permit 2 native South Africans to come to Australia with their cricket team. But I also want to make clear to the honourable gentleman that there are some principles which we have consistently observed and will continue to observe. The first one is that we do not believe in interference in the internal affairs of otber countries. Dr. J. F. Cairns-What about Vietnam? So if you want to keep on interfering, you keep on and get your just deserts. At the recent Prime Ministers Conference the question of British supply of arms to South Africa was raised, and we there took the point of view that this was a matter for the British Government itself to decide. In other words, all of the countries which were there finally accepted the principle that they should not interfere in the internal affairs of the United Kingdom Government, and this principle we will religiously observe. It is consistent with our not denied-that he is in the forefront of policy relating to New Guinea. If we hear of other countries telling us, outside the Trusteeship Council, how we should spend our money in the development of New Guinea and the decisions we should make in our right to assist the people of that country to self-determination, we usually tell them to mind their own business. This is a matter for the people themselves and the Australian Government. now. There is a third point that I wish to make relating to the necessity to divorce our politics from our other international relationships. We divorce our politics from our trade relations. If we did not do so we would not trade with the Union of Soviet Socialist Republics. Neither would we trade with the People's Republic of China. Equally, we believe that sport should be left to the sporting associations themselves. It seems a strange thing to me that members of a sporting association that has exactly the same views as we have on apartheid, which believes that separatism should not be associated with sporting activities and whose members have shown their dislike of apartheid on the sporting field, should be prevented from coming to this country and participating in sporting activities with our people. There is one other point which 1 wish to make to the House. When the South African surf life saving team came to Aus-' tralia recently many Australians not only resented the activities of the anti-apartheid demonstrators but also showed their approval of the visit by the South Africans. I have taken action on 2 fronts since I have been Prime Minister. I have already communicated to the South African Government the disappointment and regret felt by a great number of Australians that native Africans should be prevented from coming here to participate in a sporting event. I also have advised the secretary of the Australian Cricket Board of Control that we do not think that any objection should be taken by the Government to the visit by the South African cricket team. I make only one other comment. I hope that every sporting association will remember the statement alleged to have been made by the Leader of the Opposition yesterday-and anti-apartheid activities and that he will resist the visit to Australia of sportsmen from South Africa. Minister seen an article in today's issue of the 'Australian Financial Review' which speculates that the legislation that the Government proposes to introduce to control the practice of resale price maintenance will provide an opportunity for particular instances of the practice to be justified, but on the basis that the onus of proving such justification will be placed squarely at the feet of industry? In view of the considerable public interest in the proposed legislation, will the Prime Minister indicate to the House the nature of the provisions, if any, the Government has in mind with respect to permitting the practice to continue where it is justifiable? decided on the basic concepts that will be",14,South Africa
5,Mr Mcmahon,On several occasions,15,Resale Price Maintenance
6,Mr Mcmahon,"You do, we do not.",15,Resale Price Maintenance
7,Mr Cope,That is not cricket.,15,Resale Price Maintenance
8,Mr Mcmahon,We are not playing it,15,Resale Price Maintenance
9,Sir John Cramer,Has the Prime,15,Resale Price Maintenance
