speakerGroups,speaker,theText,pageNumbers,title
0,Aged Persons Homes Act 1967 (Act No. 83 Of 1967),"An Act to amend the Aged Persons Homes Act 1954-1957. Air Navigation (Charges) Act 1967 (Act No. 79 of 1967)An Act relating to Charges in respect of Commonwealth Air Navigation Facilities and Services Appropriation Act (No. 1) 1967-68 (Act No. 66 of 1967)An Act to appropriate a sum out of the Consolidated Revenue Fund for the service of the year ending on the thirtieth day of June, One thousand nine hundred and sixty-eight. Appropriation Act (No. 2) 1967-68 (Act No. 67 of 1967)An Act to appropriate a sum out of the Consolidated Revenue Fund for certain expenditure in respect of the year ending on the thirtieth day of June, One thousand nine hundred and sixty-eight. Australian National University Act 1967 (Act No. 65 of 1967)An Act to amend the Australian National University Act 1946-1966 to provide for Exemption from the Payment of Fees in certain cases. Banking Act 1967 (Act No. 84 of 1967)An Act relating to the Papua and New Guinea Development Bank and to the Australian Resources Development Bank Limited. Bankruptcy (Validation) Act 1967 (Act No. 75 of 1967)An Act relating to the Validation of certain Sequestration Orders. Canberra College of Advanced Education Act 1967 (Act No. 104 of 1967)An Act to establish a College of Advanced Education in the Australian Capital Territory. Commonwealth Employees' Compensation Act 1967 (Act No. 96 of 1967)An Act to increase certain amounts of Compensation payable to Employees of the Commonwealth and to amend the Commonwealth Employees' Compensation Act 1930-1964 in relation to Decimal Currency. Commonwealth Employees' Furlough Act 1967 (Act No. 114 of 1967)An Act to amend the Commonwealth Employees' Furlough Act 1943-1959. Commonwealth Prisoners Act 1967 (Act No. 58 of 1967)An Act relating to Sentences of Imprisonment imposed on, and the Release on Parole ot, certain persons convicted of Offences against Laws of the Commonwealth. Conciliation and Arbitration Act 1967 (Act No. 101 of 1967)An Act to amend the Conciliation and Arbitration Act 1904-1966 in relation to Industrial Matters affecting Flight Crew Officers, and to alter the Title of that Act. Customs Tariff (No. 3) 1967 (Act No. 68 of 1967)An Act relating to Duties of Customs. Customs Tariff (No. 4) 1967 (Act No. 69 of 1967)An Act relating to Duties of Customs. Customs Tariff (No. 5) 1967 (Act No. 70 of 1967)An Act relating to Duties of Customs. Customs Tariff Validation Act (No. 2) 1967 (Act No. 99 of 1967)An Art to provide for the Validation of Collections of Duties of Customs under Customs Tariff Proposals. Defence Force Protection Act 1967 (Act No. 57 of 1967)An Act for the Protection of the Defence Force in respect of its Operations in or near Viet-Nam. Defence Forces Retirement Benefits (Pension Increases) Act 1967 (Act No. 91 of 1967)An Act to provide for Increases in certain Defence Forces Retirement Pensions. Defence (Re-establishment) Act 1967 (Act No. 89 of 1967)An Act to amend the Defence (Re-establishment) Act 1965-1966 in relation to Re-establishment Loans. Designs Act 1967 (Act No. 108 of 1967)An Act to amend the Designs Act 1906-1966 in relation to Infringement of Copyright in Designs. Excise Tariff (No. 2) 1967 (Act No. 82 of 1967)An Act to vary the Rates of Excise Duty on Canned Fruit. Fisheries Act 1967 (Act No. 116 of 1967)An Act to amend the Fisheries Act 1952-1966. Income Tax Assessment Act (No. 3) 1967 (Act No. 76 of 1967)An Act to amend the law relating to Income Tax. Income Tax Assessment Act (No. 4) 1967 (Act No. 85 of 1967)An Act to amend the Law relating to Income Tax. Income Tax Act 1967 (Act No. 77 of 1967)An Act to impose a Tax upon Incomes. 11268/682 (SECOND PERIOD) ., * . , _,. . . ...... ix Income Tax (International Agreements) Act (No. 2) 1967 (Act No. 86 of 1967)An Act to amend the Income Tax (International Agreements) Act 1953-1966, as amended by the Income Tax (International Agreements) Act 1967, in relation to Withholding Tax. Income Tax (Non-resident Dividends and Interest) Act 1967 (Act No. 87 of 1967)An Act to impose Income Tax upon certain Dividends and Interest derived by Non-residents. Income Tax (Partnerships and Trusts) Act 1967 (Act No. 78 of 1967)An Act to impose a Tax upon certain Income derived from Partnerships and Trusts. International Grains Arrangement Act 1967 (Act No. 93 of 1967) An Act to approve the Signature and Acceptance by Australia of the International Grains Arrangement, International Wheat Agreement (Extension) Act 1967 (Act No. 94 of 1967)An Act to approve the Signature and Acceptance by Australia of the 1967 Protocol to the International Wheat Agreement, 1962. Loan (Airlines Equipment) Act 1967 (Act No. 113 of 1967)An Act to approve the raising by way of Loan of Moneys in the Currency of Canada to be lent to the Australian National Airlines Commission, and for purposes connected therewith. Loan Act 1967 (Act No. 72 of 1967)An Act to Authorize the Raising and Expending of Moneys for Defence Purposes. Loan (Housing) Act 1967 (Act No. 81 of 1967)An Act to Authorize the Raising and Expending of Moneys for the purposes of Housing. Loan (Qantas Airways Limited) Act 1967 (Act No. 112 of 1967)An Act to approve the raising by way of Loan of Moneys in the Currency of the United States of America to be lent to Qantas Airways Limited, and for purposes connected therewith. National Health Act (No. 2) 1967 (Act No. 100 of 1967)An Act to amend the National Health Act 1953-1966, as amended by the National Health Act 1967 in relation to Medical Services in respect of which Commonwealth Benefits are Payable and in relation to the Provision of Hearing Aids. Natural Gas Pipeline (South Australia) Agreement Act 1967 (Act No. 56 of 1967)An Act relating to an Agreement between the Commonwealth and the State of South Australia with respect to a Natural Gas Pipeline from Gidgealpa to Adelaide. Nauru Independence Act 1967 (Act No. 103 of 1967)An Act relating to Nauru. Navigation Act 1967 (Act No. 60 of 1967)An Act to amend the Navigation Act 1912-1966. Parliamentary Retiring Allowances (Increases) Act 1967 (Act No. 92 of 1967)An Act to provide for Increases in certain Parliamentary Retiring Allowances. Pay-roll Tax Assessment Act (No. 2) 1967 (Act No. 88 of 1967)An Act to Exempt from Pay-roll Tax wages paid by the Australian-American Educational Foundation. Petroleum (Ashmore and Cartier Islands) Act 1967 (Act No. 124 of 1967)An Act relating to the Exploration for, and the Exploitation of, the Petroleum Resources of the Territory of Ashmore and Cartier Islands. Petroleum (Submerged Lands) Act 1967 (Act No. 118 of 1967)An Act relating to the Exploration for, and the Exploitation of, the Petroleum Resources, and certain other Resources, of the Continental Shelf of Australia and of certain Territories of the Commonwealth and of certain other Submerged Land. Petroleum (Submerged Lands) (Exploration Permit Fees) Act 1967 (Act No. 120 of 1967)An Act to provide for the payment of Fees in respect of Permits to prospect for Petroleum in Submerged Lands adjacent to the Australian Coast and to the Coasts of certain Territories of the Commonwealth. Petroleum (Submerged Lands) (Pipeline Licence Fees) Act 1967 (Act No. 122 of 1967)An Act to provide for the payment of Fees inrespectof Licences to construct, maintain and operate Pipelines over or under Submerged Lands adjacent to the Australian Coast and to the Coasts of certain Territories of the Commonwealth. Petroleum (Submerged Lands) (Production Licence Fees) Act 1967 (Act No. 121 of 1967An Act to provide for the payment of Fees in respect of Licences to recover Petroleum from Submerged Lands adjacent to the Australian Coast and to the Coasts of certain Territories of the Commonwealth. Petroleum (Submerged Lands) (Registration Fees) Act 1967 (Act No. 123 of 1967)An Act to provide for the payment of Fees in respect of the Registration of certain Instruments under the Petroleum (Submerged Lands) Act 1967. Petroleum (Submerged Lands) (Royalty) Act 1967 (Act No. 119 of 1967)An Act to impose a Royalty upon Petroleum recovered from Submerged Lands adjacent to the Australian Coast or to the Coasts of certain Territories of the Commonwealth. Post and Telegraph Rates Act 1967 (Act No. 62 of 1967)An Act relating to Postal and Telegraphic Charges. Post and Telegraph Regulations Act 1967 (Act No. 63 of 1967)An Act to amend certain Regulations under the Post and Telegraph Act 1901-1966. Public Service Act (No. 2) 1967 (Act No. 115 of 1967)An Act to amend the Law relating to the Public Service with respect to certain Leave. Repatriation Act 1967 (Act No. 64 of 1967)An Act to amend the Repatriation Act 1920-1966 so as to increase the Rates of Pensions payable to Children in the case of death of a Member of the Forces, and to appropriate the Consolidated Revenue Fund for the purpose of certain additional Payments resulting from the Increase. Sales Tax (Exemptions and Classifications) Act (No. 3) 1967 (Act No. 80 of 1967)An Act relating to Sales Tax Exemptions and Classifications. Seamen's Compensation Act 1967 (Act No. 97 of 1967)An Act to increase certain amounts of Compensation payable to Seamen and to amend the Seamen's Compensation Act 1911-1964 in relation to Decimal Currency. Seamen's War Pensions and Allowances Act 1967 (Act No. 102 of 1967)An Act to amend the Seamen's War Pensions and Allowances Act 1940-1966. Social Services Act (No. 2) 1967 (Act No. 61 of 1967)An Act relating to Child Endowment. States Grants (Advanced Education) Act (No. 3) 1967 (Act No. 105 of 1967)An Act to amend the States Grants (Advanced Education) Act 1967. States Grants Act (No. 2) 1967 (Act No. 71 of 1967)An Act relating to the Grant of Financial Assistance to the States. States Grants (Mental Health Institutions) Act 1967 (Act No. 74 of 1967)An Act to amend sections 5, 6 and 8 of the States Grants (Mental Health Institutions) Act 1964. States Grants (Special Assistance) Act 1967 (Act No. 98 of 1967)An Act to Grant Financial Assistance to the States of Western Australia and Tasmania. States Grants (Water Resources Measurement) Act 1967 (Act No. 73 of 1967)An Act to grant Financial Assistant to the States in connection with the Measurement and Investigation of their Water Resources. Stevedoring Industry Charge Assessment Act 1967 (Act No. 111 of 1967)An Act to amend the Stevedoring Industry Charge Assessment Act 1947-1966. Stevdoring Industry Charge Act (No. 2) 1967 (Act No. 110 of 1967)An Act to amend the Stevedoring Industry Charge Act 1947-1966, as amended by the Stevedoring Industry Charge Act 1967. Stevedoring Industry (Temporary Provisions) Act 1967 (Act No. 109 of 1967)An Act relating to the Stevedoring Industry. Sugar Agreement Act 1967 (Act No. 95 of 1967)An Act to approve an Agreement relating to Sugar and certain Sugar Products made between the Commonwealth and the State of Queensland. Sugar Industry Assistance Act 1967 (Act No. 117 of 1967)An Act relating to an Agreement between the Commonwealth and the State of Queensland in respect of Assistance to the Sugar Industry. Superannuation (Pension Increases) Act 1967 (Act No. 90 of 1967)An Act to provide for Increases in certain Superannuation Pensions. Universities (Financial Assistance) Act 1967 (Act No. 106 of 1967)An Act relating to Financial Assistance to States in connection with Universities. Universities (Financial Assistance) Act (No. 2) 1967 (Act No. 107 of 1967)An Act to amend the Universities (Financial Assistance) Act 1966 with respect to Approved Rates of Remuneration for Academic Staff of Universities and to the Amounts of Grants to the States in connection with the Recurrent Expenditure of Universities. Wireless Telegraphy Act 1967 (Act No. 59 of 1967)An Act to amend the Wireless Telegraphy Act 1905-1966 inrelationto Broadcasts from Ships in Waters adjacent to Australia. Aged Persons Homes Bill 1967Initiated in the House of Representatives. Amended by the Senate. Returned to the House of Representatives. Copyright Bill 1967Initiated in the House of Representatives. Second reading. Evidence Bill 1967Initiated in the House of Representatives. Second reading. Naval Defence Bill 1967Initiated in the House of Representatives. Second reading. New South Wales Grant (Flood Mitigation) Bill 1967Initiated in the House of Representatives. Second reading. Patents Bill 1967Initiated in the House of Representatives. Second reading. (SECOND PERIOD) xii Death Of Senator D. C. Hannaford .....................................................................................................................2211 Petitions Social Services .............................................................................................................................................2213 Question VIP AIRCRAFT ..........................................................................................................................................2213 Question Question Question OIL AND NATURAL GAS.........................................................................................................................2214 Question Question Question Question Question Question Question OIL AND NATURAL GAS.........................................................................................................................2218 Question Question Question Question Australian National University Bill 1967............................................................................................................2220 Rockhampton Airport Approval of Work Public Works Committee Act ......................................................................................2220 States Grants (Special Assistance) Bill 1967 Second Reading............................................................................................................................................2221 Third Reading ..............................................................................................................................................2231 Income Tax Assessment Bill Second Reading............................................................................................................................................2231 Third Reading ..............................................................................................................................................2239 Income Tax (International Agreements) Bill (No. 2) 1967 Second Reading............................................................................................................................................2239 Third Reading ..............................................................................................................................................2239 Income Tax (Non-resident Dividends And Interest) Bill 1967 Second Reading............................................................................................................................................2239 Third Reading ..............................................................................................................................................2239 Pay-roll Tax Assessment Bill (No. 2) 1967 Second Reading............................................................................................................................................2239 Third Reading ..............................................................................................................................................2239 International Grains Arrangement Bill 1967 Second Reading............................................................................................................................................2239 Sugar Industry Assistance Bill 1967 Second Reading............................................................................................................................................2248 New South Wales Grant (Flood Mitigation) Bill 1967 Second Reading............................................................................................................................................2249 International Grains Arrangement Bill 1967 Second Reading............................................................................................................................................2250 Third Reading ..............................................................................................................................................2255 International Wheat Agreement (Extension) Bill 1967 Second Reading............................................................................................................................................2255 Third Reading ..............................................................................................................................................2276 New And Permanent Parliament House ..............................................................................................................2276 Defence (Re-establishment) Bill 1967 Second Reading............................................................................................................................................2276 Third Reading ..............................................................................................................................................2280 Commonwealth Employees&#39; Furlough Bill 1967 Second Reading............................................................................................................................................2280 Third Reading ..............................................................................................................................................2293 Third Reading ..............................................................................................................................................2294 Royal Australian Air Force Vip Flight ................................................................................................................2294 Answers To Questions Upon Notice Aboriginals Mortality Rate (Question No. 452) .........................................................................................2295 Sugar (Question No. 454).............................................................................................................................2295 Indigenous Students At Secondary Level In Australia Under Administration Sponsorship Education: Teacher Training (Question No. 620).........................................................................................2297 New South Wales................................................................................................................................................2297 Victoria ...............................................................................................................................................................2298 Queensland .........................................................................................................................................................2298 South Australia ...................................................................................................................................................2298 Western Australia................................................................................................................................................2299 Tasmania Colleges of Advanced Education (Question No. 627) ..................................................................................2299 VIP Aircraft (Question No. 668) ..................................................................................................................2300 Wednesday, 25 October 1967 the chair at 2.30 p.m., and read prayers. Minister)Mr Speaker, yesterday I took connection with his colleagues on this side the first opportunity available to me to inof the House. It must have been a great form the House with regret of the sudden wrench for him. I repeat: We respect the death of Senator Hannaford and I indicated moral courage and the deep conviction then that today I would be submitting a which led him to that decision. This really motion of condolence in this chamber to the is the kind of courage and earnestness wife and family of the late senator. Senator which makes democracy function as it Hannaford had been a member of the should, with people being willing to stand Senate for the State of South Australia for up for what they believe in regardless of 18 years. He had served continuously since the consequences. his election in 1949. During his time in this Parliament, which was spread over a long period of years, he was a member of the Parliament there are people who have Committee of Disputed Returns and displayed that courage-no t always, I am Qualifications from 1950 until 1965, of the glad to say, in a manner which has led Printing Committee from 1950 until 1960 them to sever their connection with the and of the Senate Select Committee on the Party which itself holds dearly to certain Development of Canberra during 1954-55. principles-o n a matter that touches them He was a member of the House Committee so vitally that they feel they can no longer from 1960 until 1965 and of the Joint loyally go along with the leadership or Committee on tbe Australian Capital Territhe policies of the party they have been tory from April 1965 until November elected to serve. They have decided to 1966. He was a member of the Australian take another course. Senator Hannaford delegation to the Hth Session of the will be remembered for his friendliness General Assembly of the United Nations at of personality and for the character which New York in 1959. Clive Hannaford was born in Riverton, with him on some of the policy attitudes South Australia, and lived most of his life that he adopted. He had already indicated as a sheep and cereals farmer in the his intention hot to seek re-election at the Riverton district. He came from an old and end of his current term in the Senate. It respected South Australian family. Polidcs is a matter of deep regret that he was not were in his blood because his father had spared to enjoy some period of retirement been a member of the South Australian with his wife and family after so long a Legislative Council for 29 years. Honourperiod of service in the Parliament. I know able members who have been in this place that Senator Hannaford had been in poor for some time wiU recall the late senator health for some time and this made his as a quiet, earnest, sincere and conscientious continued service all the more creditable. man. He was respected for his strength of I am sure that the sympathy of all memconviction. Senator Hannaford displayed great moral family in their sad loss. I move: courage in the decision he took to sever his connection with political associates and the death on 24th October 1967 of Douglas Clive with a party organisation which had had Hannaford, a senator for the State of South his enduring loyalty and service for the his best part of 40 years. The Liberal Party tenders its profound sympathy to his widow and itself had not been in existence for that family in their bereavement length of time but he had given a political service to the principles which were basically those of the Party which he later served not agree with the viewpoint he finally adopted in respect of one vital matter of policy, we respected his courage and his earnestness in the decision that he took. We can imagine the anxiety of mind which led In various parts of the two Houses of I believe brought him the regard of those who might fundamentally have disagreed bers of the House go to his widow and That this House expresses its deep regret at Australia, places on record its appreciation of long and meritorious public service and",8,Setup
1,Mr Speaker (Hon. W. J. Aston) Took For So Many Years. While We Did,,14,Death Of Senator D C Hannaford
2,Mr Harold Holt (Higgins,"Prime him finally to a decision which severed histhe Opposition)I support the motion submitted by the Prime Minister. I admire the terms in which he spoke. Senator Hannaford and his father gave their State much service for many decades. They were very loyal and effective representatives of their party. Senator Hannaford was one of the two members of the Parliament who had, in the past 18 months because of crisis of conscience, left the political parties to which they had given a very long and effective period of service. Each was a man of singular courage and integrity. The decision they made must have been one of the most difficult for any person to make, particularly in sucb a public place as the Parliament. Senator Hannaford had made his attitude known to his party last June. He made it known to the Parliament when it assembled earlier this year. As recently as this month he bad spoken and voted in the Parliament in accordance with the principles in which he believed. We fear that his death may have been hastened by the exertion and excitement of the events of the last weekend in which be participated. My colleagues feel his passing deeply. At the meeting of the Parliamentary Labor Party this morning it was resolved that we should be repreenjoyable retirement after his many years sented at the funeral in Adelaide on Friday. of service to the nation. He was due to I use no mere form of words in joining with the Prime Minister in paying tribute to a fine man; a man with whom most of the members of the Parliament at one time or another would have disagreed but for whom they, without exception, had great respect, and for whom they will have an enduring affection. for Primary Industry)Mr Speaker, the Leader of the Australian Country Party is unavoidably detained this afternoon but he has asked me to speak on his behalf and on behalf of the Party in support of the motion proposed by the Prime Minister and supported by the Leader of the Opposition. Condolence motions in this House are always sad, but I think we are all moved -more deeply when the death of one of our fellow members has taken place within the Parliament itself. Senator Hannaford passed away yesterday in another place. He was a kindly person who went about his work in a steadfast, quiet way in the interests of the nation and particularly in the interests of the people of South Australia. I can well remember bim in my earlier years in Parliament. He often came to me and spoke to me in a fatherly sort of way, giving me advice on what I should do and should not do and also to talk about rural activities. He was a man who had quite a rural background in South Australia. Senator Hannaford became better known when he resigned from the Government parties over the Vietnam war issue. This was the action of a brave man who was prepared to stand up for his convictions. It was a decision which must have caused him the greatest heart searching and conscience searching. Whilst many of us in this place could not agree with the views that the honourable senator held, and which prompted him to leave the Government parties, I think all of us are united in admiring the loyalty that he had to his own conviction. Senator Hannaford was a man who was without guilt of deception. We respect him for the work he did in the Parliament for his State and for the nation. We feel sad that he was robbed of an retire on 30th June next year. On behalf of the Leader of my Party and the members of my PartyI tender our sympathy to his widow and to his family. Dr FORBES (Barker-Minister for Health)Mr Speaker, I would like to say a few words in support of this motion on behalf of my South Australian colleagues on this side of the House. Perhaps inevitably we were closely associated with Senator Hannaford in the normal round of our political life in South Australia for most of the period of his service in the Senate. I am sure we all agree with the sentiments expressed by the Prime Minister, the Leader of the Opposition and the Deputy Leader of the Country Party. Senator Hannaford took his responsibilities as a South Australian senator very seriously indeed. He travelled widely and continuously throughout the State during the whole of his period in the Senate. As has been mentioned, he sprang from the land and the interests of those working",14,Death Of Senator D C Hannaford
3,Mr Whitlam (Werriwa,Leader of,15,Death Of Senator D C Hannaford
4,Mr Anthony (Richmond,"Ministe rin the great primary industries were always his principal preoccupation. He was I think, one of s long line of senators, if I may say so, which South Australia has sent to this Parliament who because of their background have an instinctive feeling for the problems of the vast rural areas of this continent. I believe that he added distinction to that line, and by the work that he did in this Parliament played an important part in the vital task of bringing the problems of the non-metropolitan areas of this great continent to the attention of the Parliament. I believe that all of us from South Australia would want to make mention of Mrs Hannaford whom we all know well and to extend to her our deepest sympathy. We know her as a constant, loyal, hard working, yet self-effacing supporter of her husband through all the vicissitudes of political life. I support the motion. Mr J. R. FRASER (Australian Capital Territory)I would like to speak only briefly. I was privileged to sit beside Senator Hannaford on two of the committees of this Parliament. I know something of the value of the work that he did for those committees. He had a keen and probing mind. He was one who could never be fobbed off with an answer that he considered inadequate to the question he had posed. He was able to assess a situation, to reach a decision and to stand by the decision that he had made. His service to the Standing House Committee, as you, Mr Speaker, yourself would have known, and to the Joint Committee on the Australian Capital Territory was extremely valuable. He was a regular attender. He was a man who took pains to understand the questions that were being considered by the Committee and to make himself au fait with all aspects of matters to be decided. His politics were never obtrusive, and above all, he was an extremely likeable man. myself, recall pleasant associations with Senator Hannaford and the valuable work that he did on the Rail Standardisation Committee, I would not like this to be unrecorded in the annals of this House. Question resolved in the affirmative, honourable members standing in their places. Aid to Developing Countries certain citizens of Australia praying that the Australian Government set 1% of the gross national product as a target for the annual allocation of aid to the developing countries. Petition received and read. Social Services certain electors of the Commonwealth praying that this House improve the well being of the aged, the infirm, the widowed, the deserted wives and dependent children and the service pensioner to parity with the national general living standard of the Australian people that they may enjoy nourishing food, warmth, clothing and shelter, and that they may live in comfort and with dignity in this land of plenty. Petition received. VIP AIRCRAFT is addressed to the Treasurer. Has he any explanation to offer for the fact that out of a total of 422 VIP flights during the period January to August 1967, the number of such flights ordered for air training, defence personnel and all the defence chiefs put together totalled only 29, compared with the 48 VIP flights ordered by the right honourable gentleman for his use alone? This excludes the six additional flights on which he was accompanied by another Minister. As thirty-eight of these flights were from Sydney to Canberra or from Canberra to Sydney, as the average number of passengers, including himself, on such flights was only four persons, and as there are thirty-four commercial SydneyCanberra-Sydney flights each week day, can the Treasurer state why it was necessary for him to order a VIP flight on each of the occasions referred to? little too much to require me to give an account here and now of the details of each of these flights. During the time that I have been Treasurer of the CommonwealthI state with great pleasure the fact that I am Treasurer of the Commonwealth I have devoted very nearly the whole of my attention to the work of the Treasury.",15,Death Of Senator D C Hannaford
5,Mr Wentworth (Mackellar),"As I ,",16,Petjttions
6,Mr Whitlam Presented A Petition From,,16,Petjttions
7,Mr Clark Presented A Petition From,,16,Petjttions
8,Mr Clyde Cameron,My question,16,Petjttions
9,Mr Mcmahoni Think It Is Asking A,"I use VIP flights to get to Canberra so that I can do ray job effectively and to the best of my capacity. Frequently, too, I use VIP flights so that officials can come with me in order that I may discuss with them matters that require my immediate attention. During the course of meetings of the Australian Loan Council, Premiers Conferences and the Budget discussions, I very nearly live in Canberra. In fact, I am prepared to say that if the amount of time that I spend in Canberra is analysed, it will be found that since I have been Treasurer, excluding only the weekends, I have spent about four days each week in Canberra doing the job that I am appointed by the Prime Minister to do. to the Prime Mmister. Last weekend many method to that used in the Senate elections'. demonstrations took place in several counI also acknowledge the television protries throughout the world. Will the right grammes which are to be shown before the honourable gentleman indicate to the House Senate election to explain the Senate voting whether he considers that these demonstrasystem. In view, however, of the fact that tions were spontaneous? Do they suggest the many of the persons likely to cast informal growing anxiety of those in Australia and votes are those least likely to own telein other nations who know that the United vision sets, will the Minister have an States of America and her allies are purexplanatory pamphlet posted to ali persons suing the Vietnam struggle to a successful on the Senate rolls? and just conclusion and who oppose this course? be straining credulity to believe that demonthink it is rather late to have forms printed strations so highly organised and with the and letters addressed to all electors on the number of people involved could occur in rolls. However, I will have a look at the various countries at the one point of time without some co-ordination and planning detail of the question and will give the between those in the countries concerned honourable member a considered reply. who have tbe same objective in view-to undermine the allied effort in resisting Communist aggression in Vietnam. There is no doubt in my mind-nor , do I believe, would there be doubt in the mind of any expressed in some of the commercial and reasonable man or woman-that a good scientific associations in the oil and natural deal of careful planning and organisation gas industry in Australia. I ask the Minister has gone into this co-ordinated effort. for National Development, in relation to Whether or not this reflects a growing the Petroleum (Submerged Lands) Bill feeling that the allied cause is making 1967 and associated Bills whether it is or progress both in resisting aggression and will be possible for any State which is in releasing more people who have been adjacent to an offshore discovery of under Communist control or terrorism petroleum or natural gas to restrict the use from those evils is a matter of judgment. of that petroleum or natural gas exclusively But as to the facts, on the information to itself. If such a restriction were, available to me the allied effort has been attempted, would it not appear to be making steady progress. No doubt this has been causing concern, and even perturbation, in the ranks of those whose objectives lie in a very different direction. For our part we have experienced some manifestations in Australia. I think most Australians are able to put their own realistic assessment of the proportion of the Australian public which lends itself to this kind of protest and of its motives. to the Minister for the Interior. I applaud his predecessor's implementation of the Australian Capital Territory Advisory Council's suggestion that before the Council elections all the Territory's voters be posted a pamphlet explaining the preferenin implementing the proposal put forOIL AND NATURAL GAS",16,Petjttions
