speakerGroups,speaker,theText,pageNumbers,title
0,"Leous C Of Keprcsentatibeft. Monday, 2 December, 1012. And Read Prayers. Lege, I Desire To Bring Under Notice A Matter; Of Importance To Members Individually As. Well As To The House, As It Affects The Right Of Honourable Members To All Information., Procurable Regarding Public Questions. A. Number Of Those Who Read The Age News","paper are desirous of forming an opinions as to how sincere that newspaper is in regard to its Protectionist professions. ber is now going beyond the question of privilege. mitted to the Clerk notice of a series of questions, which I wish to put to the Minister of Trade and Customs. question of privilege is raised, to conclude with a specific motion. I do not know: whether the honourable member intends to-' do that, or whether he is merely asking .mer a question. tion between us, I shall ask you a question, sir. a copy of which I handed to the Clerk on Friday' last, do hot appear on to-day'snotice-paper:Trade and Customs, with reference to the professed desire of the Age newspaper to re-open? I ask why the following questions,-",14,Setup
1,"Mr Speaker Took The Chair At 3 P.m.,.",,14,Privilege Revision Of Notices Of Questions
2,Mr Kelly,As a question of privi,14,Privilege Revision Of Notices Of Questions
3,Mr Speaker,The honourable mem,14,Privilege Revision Of Notices Of Questions
4,Mr Kelly,"On Friday, last, I sub",14,Privilege Revision Of Notices Of Questions
5,Mr Speaker,"It is usual, when ar",14,Privilege Revision Of Notices Of Questions
6,Mr Kelly,Acting on the conversa,14,Privilege Revision Of Notices Of Questions
7,Mr Kelly,"I wish to aak the Minister o rtbe Tariff, will he have inquiries made with a ^ w to informing the Hou»e whether it be a .fact that:xhe Age and Leader newspapers use im' ' ported ink, although there is a printing ink factory within a few minutes walk of the Age office? a The said newspapers use imported in preference to locally-made composition used on the rollers of printing machines ? -» 'The said newspapers import all their type, and do not buy Australian-made type? 4. The said newspapers import all their printing pajper, even in this respect, is unprofessional. neglecting local industry? s. The said newspaper offices are^ 'furnished with Chinese-made furniture? It would be of great use to have that information. It would be of use during the elections. I ask, therefore, why the questions do not appear? ihe first place, that it is not customary to -use the procedure of the House for electioneering purposes. The questions were -submitted to me, and I came to the conclusion that, were I to permit the honourable member to ask the Minister of Trade and -Custoins questions relating to the action of a private firm and having no relation to legislation now being dealt with, I could -not prevent any other honourable member, from asking similar questions regarding the affairs of private individuals from one end of Bourke-street to the other. I am well fortified with authorities to support the view that such questions should not be permitted to go on the business-paper. -yet received the report of the Sugar Compunished. mission? If he has not received it, when Joes he expect to do so? Will the House ACCOUNTANT, SYDNEY CUSTOMS have an opportunity to consider the report 'before Christmas? ""the report; but, if the press is correct, I shall get it very soon. I hope, not only the papers in connection with the appointment that the House will see it, but that action accountant of will be taken on it before thc session closes. from a constituent a letter stating that the -doctor.who had attended his wife during her confinement had charged ios. 6d. for -filling in .a form certifying to the birth of a message intimating that the Senate had -the child. I wish to .know from the Prime. agreed to certain of the amendments made Minister, whether births can be certified to by the House of Representatives in the in any way which will prevent doctors from charging this fee? complaints of this nature have been received, the fee charged in some instances, though not in many, being one guinea. In each we have communicated with the persons concerned, and asked to be furnished witb an explanation. I shall not give some of the explanations received. If the charge made is only part of the ordinary fee for the case, it is all.right, but, in my opinion, to charge ios. 6d. for filling in a form sent by the Customs Department to exporters of dairy and other produce informing them that in future when action is being taken under Part XV. of the Customs Ac* for breaches of the Commerce Act, .the necessary papers must be signed by the manufacturers concerned, and not, as hitherto, by their agents, unless the exporter is the owner of the goods and not merely the agent for tbem at. the time of exportation. I wish to know from the Minister whether a regulation to that effect has been issued, and if su, whether it is intended to carry it into effect ? a good orie. It will make those who commit breaches of the Commerce Act directlyresponsible, instead of throwing the responsibility on the agent, and instead of one agent being fined, perhaps, fifteen times -for breaches of the Act, the manufacWhether he will lay on the table of the House, Mr George Guild Hill to the position of in the Customs House, Sydney? the papers available for the perusal of the",14,Privilege Revision Of Notices Of Questions
8,Mr Speaker,"I would point out, in",15,Navigation Bill
9,Mr Higgs,-Has the Prime Minister turers who are really at fault will be,15,Navigation Bill
10,Mr Fisher,"I have not yet received Trade and Customs, upon notice",15,Navigation Bill
11,Mr Ryrie,This morning I received honourable member.,15,Navigation Bill
12,Mr Fisher,Quite a number of,15,Navigation Bill
13,Mr Sinclair,A circular has been,15,Navigation Bill
14,Mr Tudor,I think that the mie .»,15,Navigation Bill
15,Mr Ryrie Asked The Minister Of,,15,Navigation Bill
16,Mr Tudor,I shall be glad to make,15,Navigation Bill
17,Mr Speaker Reported The Receipt Of,"Bill, and had agreed to others with amendtation, irrespective of the question of popuments or consequential amendments. following paper :Northern Territory Ordinance No. 9 of 191a. that undemocratic Senate than they have -Early Closing. (TRADE AND COMMERCE) BILL. I submit that the honourable member is not Debate resumed from 29th November ward some proposal for its abolition. (vide page 6212), on motion by Mr That this Bill be now read a second time. [3.12] I know of nothing, that has trans pired since the last referendum, when not done more than others who have pre1 practically the whole of these proposals ceded me have done; I have simply rewere submitted to the people and turned ferred to the basis upon which the Senatedown by a majority of something like is constituted, and to the necessity that250,000 votes, which has rendered it neceswill exist for altering that basis if we takesary to re-submit them. My own impresthese powers. I propose to show that thesion is that if the present Government had House of Representatives also is not on asnot been urged on by a power stronger democratic a basis as it might be. Therethan itself to re-submit these proposals at is in this House a great discrepancy in thea referendum at the next general election, representation of various portions of Austhey would not have proposed any such tralia. For instance, the total population? step,, and. thus have courted a similar rebuff of the Commonwealth in 1911 was set at the hands of the electors. Public down at 4,590,366; so that in a House of opinion, however, is very fickle, and it is seventy-five members each member should,, quite possible that, for some unexplained upon that basis, represent 59,871. Thisreason, and not because of any new dewould give the following representation :velopment, it may veer round, and the New South Wales, twenty-eight members,, people may be induced to accept proposals instead of twenty-seven, as at present; Vicwhich they, for very good reasons, pretoria, twenty-two; Queensland, ten; Soutb viously rejected. I should like to emAustralia, seven; Western Australia, five; phasize the point that, if that eventually and Tasmania, three. At the present time should take place, one of the most urgent one representative of New South Wales in reforms necessary will be the reconstruction this House represents 61,231; one repreof the Senate. If these increased powers sentative of Victoria represents 60,423; are to be embodied in the Constitutionif we are to have a unitary form of go5 >745; Western Australia, 57,361; and, vernment in place of our present Federal in the case of Tasmania, only 38.063. system-it is inconceivable that the Senate Thus a representative of New South Wales can remain upon its existing undemocratic in this House represents 61,231 electors, basis. The honourable member for Parrawhereas a representative of Tasmania rematta, when speaking last week, quoted presents only 38,063. We have, therefore,, some figures which show what an undemoan undemocratic discrepancy in the reprecratic Chamber the Senate really is. We sentation of the people in this House, as know that it was created on its present well as in the Senate. The present Prime basis for the specific purpose of guarding Minister, dealing with the peculiar distrithe rights of the States, and seeing that bution of Federal voting power m the the House of Representatives did not unStates in September, 1909, saidduly encroach upon those rights. It was intended to be primarily a State Rights .Chamber, each State having equal representhe lation. That was the essential reason. Experience has shown,, however, that, so far from that Chamber being the custodian of"" than is this Chamber to surrender those rights. The States have more to fear from from this. House. entitled to reflect upon the Senate as he isdoing, unless he is prepared to bring forhonorable member reflect upon the Senate, but, if he did, he was not in order, and Queensland, 68,261; South Australia, 8 The Constitution is defective. A majority of people cannot carry a referendum. . . , It is undemocratic, if three small States-say', .",15,Navigation Bill
18,"Mr Thomas Laid Upon The Table The The Rights Of The States, It Is More Ready",,16,Hughes
19,Mr W. Elliot Johnson (Lang) Must Not Do So Again.,,16,Hughes
20,Mr Higgs,I rise to a point of order.,16,Hughes
