speakerGroups,speaker,theText,pageNumbers,title
0,"$Ouse Of Isrprrsentatiocs. Wednesday, S June, 191k","p.m., and read prayers. Prime Minister and Minister of Home Affairs) [2.31] -Before -we proceed to the business of the day, I wish to make mention of the' appalling shipping catastrophe, which 'occurred in the St: Lawrence a few days ago, whereby nearly one thousand persons were, without warning, sent to' their long home. Our human relationships are subject to these sudden interruptions, and a heavy toll is levied on the transportation of our commerce across the seas. The. circumstances of the wreck of the Empress of Ireland are peculiarly shocking. Two years ago the world's largest steamer foundered through striking an iceberg during a fog. It was thought in that case that the precaution of slowing down sbould have been taken earlier; the Empress of Ireland met disaster after all the precautions for avoiding injury in a fog which human ingenuity could suggest and prudence dictate had been taken. Again and again after we have made our best arrangements, and enforced the wisest regulations that thought can devise, the element of human error, which seems incalculable, creeps in, and upsets our plans. Now there is recorded another big sea tragedy, nearly one thousand persons of all ranks and degrees of ability and service being swept to a watery grave. These events strike a chord of common feeling. All we can do is to express our sympathy with those near and dear to the victims OF EMPRESS OF",11,Setup
1,Mr Speaker Took The Chair At 2.30,,11,Wkeck Ireland
2,Mr Joseph Oook (Parramatta,"for the irreparable loss -which they have suffered. Yesterday, in obedience to this prompting of our common humanity, the Governor General, on behalf of the Government, despatched to the Governor General of Canada the following cablegram :Will you kindly convey to Canada Australia's deepest sympathy with sinter Dominion and relatives of those who have perished in terrible shipping disaster. There we must leave it, paying our tribute to the bravery of those who did their best to save what was left of the wreck. join' with the Prime Minister in offering sympathy to the relatives and friends of those who have been lost in this sad disaster, the suddenness and magnitude of which must bave appalled the whole world. ' In every continent, and possibly in nearly every country, there are to-day citizens who have been bereaved by this calamity, which is therefore worldwide in its effects. Accidents like this, whether great or small, can be made less liable by the wisdom of the legislators of civilized communities, but when everything has been done, mental failure, unconscious misdirection, or circumstances which human effort cannot control, will still occasionally bring disaster. I agree with the Prime Minister that the greatest sympathy should be shown with the Dominion of Canada, and I am glad that the message which he has read was sent by the Governor General. I have read that in every town of importance in the Dominion there are persons now in mourning. We must express our sorrow with them, and the hope that, iu the future, thero will be fewer of these sensational disasters than there have been in the past. I am sure that whatever this Legislature may do with a view to preventing accidents on the waters surrounding our own coasts will receive the hearty approval and support of the people of Australia. The following papers were presented : Inter-State Commission Act"" TvpothettB ""-Report by the Inter-State House and to the country to know wheCommission upon a combination (known ther the Government propose to give the as Typothetss) between Master Printers Paper Merchants and Suppliers of advice to His Excellency at such a period Printers' Materials in the State of Vicas will enable His Excellency to follow' toria. Ordered to be printed. Defence Act-Military Forces-Financia l and Allowance Begulations Amended (Provisional)-Statutory Rules 1914, No. 52. Lands Acquisition Act and Northern Territory Land Acquisition OrdinanceLand acquired under, atBurra, South Australia-Fo r Defence purposes. Darwin, Northern Territory-Fo r Public Workshops. Queanbeyan, Federal Territory-Fo r Federal Capital purposes. Yeronga, Queensland-Fo r Postal purposes. Naval Defence Act-Financia l and Allowanca Regulations Amended (Provisional)Statutory Rules 1914, No. 50. Public Service ActAppointment of A. E. Taylor and R. A. Turner,' as Draughtsmen, Class F, Electrical Engineer's Branch, New South Wales. Promotion of H . W. Buckley, as Clerk, 4th Class, Land Tax Branch, Central Staff. Rifle Ranges-Return to an Order of the House dated 27th May, 1814. carried in the Senate last Friday disallowing the distinctive uniforms of the national regiments. Inasmuch as the regulation, allowing such uniforms, was framed by the last Government, what steps does this Government intend to take to give effect to it ? Parliament has . power to disallow a regulation. The disallowance by the Senate of the regulation referred to is greatly to be regretted. ' "" . v Prime Minister a question in relation to a position that has arisen through the rejection by the other Chamber of this Legislature of a measure sent up to it by this House, in order to satisfy the conditions of section 57 of the Constitution Act. I wish to ask whether his attention has been drawn to the provisions of the Constitution iu regard to the period during which the power that is given to His Excellency the Governor General to dissolve both Houses runs; because it is a matter of most vital importance to this that advice, if given. The section concerns the privileges of this Parliament,",11,Wkeck Ireland
3,Mr Fisher (Wide Bay) [2.36],I,12,Double Dissolution
4,Mr Livingston,A motion was,12,Double Dissolution
5,Mr Kelly,Eithe r House of the,12,Double Dissolution
6,Mr Hughes,"I wish to ask theand of every member of it , and, in my opinion, the power embraced in it must papers. be immediately exercised, or else it lapses. Does the Prime Minister propose to take that for some time past every effort haa immediate steps to enable His Excellency been made to get the rolls into good conto act in accordance with section 57 ? my honourable friend brings up these unpleasant questions. business; do not joke. business ? be important enough to be dealt with Geelong, are treated as second-class mail seriously. be no debate. member has not been serious since he has been dislodged from this bench, and I am tions have been given to favour one set of afraid he will never be serious again or newspapers against another. happy while be is over there. question. question that was submitted by the honorshall look into the matter for him. able member; it was a deliverance. However, all I have to say, i u reply, is that I hope that the Government know their duty, and will perform it at the proper time. been published that a commission has has been acting here as chief representabeen appointed to sit in London and adtive of the Commonwealth in conjunction judicate on the designs for the House of with the Committee of members apParliament at Canberra. Why has Lonpointed by the States who are acting in don been selected for such an important co-operation with the Commonwealth. work instead of a place in Australia ? cided on as the place for the adjudicaCommissioner representing the Commontion of these designs by this Government wealth at the Panama Exposition has the just as it was by the last; for the reason right to appoint representatives of the that it is most readily accessible to the States, or are such appointments lef t enfour other members of the Committee tirely to the States? over whom the Australian architect will preside. Home Affairs say whether there is any but, of course, in the case of the appointtruth in the rumour that instructions ment of an officer who has to act in close have been given by the Government that relation to members of the Commission, I enrolment under the Electoral Act must consult the Chief Commissioner as to eease within three weeks? of any such order or direction. Adelaide newspapers. dition. bourne newspapers are treated as firstof delivery, while provincial newspapers, matter, and their delivery is delayed in this is a fact, will the Postmaster-General Thei n structions are that all newspapers are to any honourable member will point out appointed as Commissioner representing the Commonwealtb at the Panama Exposition ? A statement has pointed about two months ago, and he L o n d o n has been deExternal Affairs state whether the Chief sioner really makes no appointments. The Commonwealth appointments are made whether such an officer w ill be suitable. I do not know The States, however, appoint their own officers. Each State that has joined in It appeared in the the representation of Australia at the Exposition will send a representative to the",12,Double Dissolution
7,Mr Josephcook,I wonder why,13,Panama Exposition
8,Mr Thomas,We are dealing with,13,Panama Exposition
9,Mr Jose Ph Cook,"Dealing with class mail matter, thereby gaining priority",13,Panama Exposition
10,Mr Thomas,"Certainly . It ought to such as those of Bendigo, Ballarat, and",13,Panama Exposition
11,Mr Speaker,Orde r ! There can comparison with Melbourne papers? If,13,Panama Exposition
12,Mr Joseph Cook,The honourable see that some alteration is made?,13,Panama Exposition
13,Mr Speaker,"Order! This is a be treated as first-class mail matter, but if",13,Panama Exposition
14,Mr Joseph Cook,"It was not a where that rule has not been observed, I",13,Panama Exposition
15,Mr Finlayson,,13,Panama Exposition
16,Mr Kelly,,13,Panama Exposition
17,Mr Poynton,Can the Minister of by me on behalf of the Conunonwealth;,13,Panama Exposition
18,Mr Joseph Cook,,13,Panama Exposition
19,Mr Poynton,,13,Panama Exposition
20,Mr Riley,And in the Sydney news,13,Panama Exposition
21,Mr Jose Ph Cook,Al l I know is.,13,Panama Exposition
22,Mr Arthur,I s it a fact that Mel,13,Panama Exposition
23,Mr Agarwynne,No instruc,13,Panama Exposition
24,Mr Jensen,Has Mr Deakin been,13,Panama Exposition
25,Mr Glynn,Mr Deakin was ap,13,Panama Exposition
26,"Mr Jensen""",Will the Minister of,13,Panama Exposition
27,Mr Glynn,"The Chief CommisCommission, which w ill meet here next week, when I hope all the States w ill be represented. I did notice that Tasmania gave forma l notice of withdrawal, but I think that on reconsideration that State w ill j o in in with the others, especially i u view of the fact that the expenditure is comparatively small. It may be that some details of administration have been overlooked by the State Minister. travelling expenses do the Government propose to allow the Chief Commissioner? Deakin w ill accept no salary. My difficulty is to get h i m to accept even reasonable expenses. I am certain that all I shall be able to induce h i m to accept is such expenses as he w ill incur in doing the Commonwealth work at the Exposition. K ALGOORLIE TO PORT AUGUSTA tion. Teesdale Smith contract w ill not be completed for another six weeks, and if so, ar& any penalties being imposed? the suggestion of the honourable member that it will take six weeks to complete the contract is not correct. I anticipate the completion of the contract any day now. will be enforced. Trade and Customs say whether it is likely that the Navigation Act will be proclaimed and brought into operation during this year? to fix upon any definite date. TheA c t certainly cannot be proclaimed for several months yet. was placed on the Estimates last year for the construction of a railway from Pine Creek to Katherine River, I would like to know how much of the line has been constructed, and how much of the money has been spent? ing the Pine Creek to Katherine River railway has only really been begun withi n the last three or four weeks. The work of construction has been just handed over to the Department of Home Affairs, and therefore I cannot tell at the moment what has been spent on preparatory work, but there has been no delay on the part of the Department of External Affairs. If the work was to be carried out by a single contract a start could not have been made before about A p r i l , but the line is now being built under the method of small contracts that I foreshadowed in the House, and the only delay has been caused by such matters I am certain that Mr as inquiry into any change that may take place in . regard to the rails. I awaited information in this regard fro m the Engineer-in-Chief lately appointed. There has been some expenditure in regard to material, but I am sure that the Assistant Minister of Home Affairs will be only too pleased to supply the honourable member with any informabeing made with the construction of the I s it correct that the line? Is the work being done by day labour or by contract? struction has just about begun. MrM y information is that Davis, the officer in charge of the construction work at Darwin, was to arrive yesterday at that port, and to commence iin mediately the work of construction under the direction of the Engineer-inA n y penalties that are enforceable Chief. The honourable member will find that the construction is being pushed on very expeditiously, and with a view to there being as little delay as possible; also to combine settlement along the line with the engagement of workers for the railway, the constructional policy being a mixed one of small contracts and day labour. strong article in Monday's Anjus dealing roughly with the Opposition, and speaking of the strong policy of the Government. able member is not in order in asking a question founded on a newspaper statement. that the Government have a strong policy, and I think that if the policy was given to the newspapers the Opposition ought also to know what it is.",13,Panama Exposition
28,"Mr Jen/Sen""",What salary and,14,Policy Of Thegovernment
29,"Mr Glynn """,,14,Policy Of Thegovernment
30,,Mr YATES,14,Policy Of Thegovernment
31,Mr Kelly,,14,Policy Of Thegovernment
32,Mr Tudor,Can the Minister of,14,Policy Of Thegovernment
33,Mr Groom,It is impossible for me,14,Policy Of Thegovernment
34,Mr Fenton,"Seeing that £400,000",14,Policy Of Thegovernment
35,Mr Glynn,The work of construct,14,Policy Of Thegovernment
36,Mr Poynton,What progress is,14,Policy Of Thegovernment
37,Mr Glynn,The actual work of con,14,Policy Of Thegovernment
38,Mr Mathews,There was a rather,14,Policy Of Thegovernment
39,Mr Speaker,Orde r ! The honor,14,Policy Of Thegovernment
40,Mr Mathews,It is generally said,14,Policy Of Thegovernment
41,Mr Speaker,"Order!ternal Affairs aware that a strike in connection with the building trade has taken place in London? If so, has that strike interfered w i th the construction of the Commonwealth offices in London? that a strike had taken place. It did for a time delay the building operations, but so f a r as I am aware, no serious inconvenience has been caused. explanation, I desire to draw attention to Premiers' Conference, "" to go nap for a the omission from the Mansard reports of m ill i o n "" with regard to the M u r r ay the pairs arranged in recent divisions. I River Waters Agreement? have had a standing pair with the honourable member for Werriwaf o r some possible. time; but I find that the pairs are omitted from several divisions. I am aware, of course, that pairs are not recorded in the Votes and Proceedings, but it has been a rule throughout the whole of this Parliament to record them in the Hansard reports. from being in the House, and the omistable a copy of the agreement in whicli sion of the pairs from Hansard, implythe Government provided for preference ing my non-participation in the divisions, to unionists on the east-west railway? may be misinterpreted, especially as the voting was close in each case. Therefore, agreement, and consequently it cannot I desire to make it clear that I had paired be laid on the table. I have already in the divisions recorded on pages 1394 explained to the honourable member (closure), 1403 (two divisions) (closure), several times that the agreement with 1404 (clause 1, Government Preference the men is not signed, and the honorProhibition B ill ) , 1414 (closure), 1415 able member knows by this time that (omission of the word "" f a v o r it is m "" ) , the only 1419 (amendment moved by the honorshadowy, for pretending that the agreeable member for Melbourne), 1420 (new ment gives preference to unionists is the clause proposed by the honourable member, fact that an agreement between the union for Cook), 1421-2 (new clauses proposed and the Government is necessarily limited by the honourable member for Capriin its scope to members of the union. cornia), and 1423 (closure). generally rely for their information restead of making voluminous explanagarding pairs on th© pair-book, which is tions, he is prepared to lay on the table placed at the end of the table, and in of the House the d r a f t agreement? which pairs are usually recorded. It appears that on the occasion mentioned by the question-No. the honourable member the pairs had not been recorded in the book, which, however is not official in any way. entered up the pairs on the principal to preference to unionists on the transdivisions. I did not enter up the pairs continental railway. I remind the honfor each separate division, but I assumed orable gentleman tliat he did not answer that Hansard would copy the pairs from the question that I asked a few moments one division to another. BI MONTH LY SCHEDULE. Honorary Minister hope to f u l f i l the promise which he made to me last week in regard to the issue of the bi-monthly schedule of public works. I noticed in the press from the printer to-day. ister say when he proposes to introduce legislation which will enable h i m, as B y way of personal he stated in a speech made after the MrJ . H . CATTS -I s the HonoraryI was unavoidably prevented Minister yet prepared to place on the possible excuse, however Mr J. H . CATTS I wish to ask the LaterMr J. H . CATTS I wish to ask the M a y I explain that I Honorary Minister a question in regard ago. Isi t not a fact that about a",14,Policy Of Thegovernment
42,Mr West,I s the Minister of Ex,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
43,Mr Glynn,,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
44,Mr Mahon,,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
45,Mr Speaker,"The Hansard staff Assistant Minister of Home Affairsi f , in",15,Kalgoorlie Po Rt August A Railway Preference To Unionists
46,Mr Greene,,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
47,Mr Pinlayson,W h e n does the,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
48,Mr Kelly,I hope to get it back,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
49,Mr Higgs,W ill the PrimeM in,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
50,Mr Joseph Cook,As soon as,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
51,Mr Kelly,The r e is no such,15,Kalgoorlie Po Rt August A Railway Preference To Unionists
