speakerGroups,speaker,theText,pageNumbers,title
0,(First Session,"THIRD PERIOD.) Acts Interpretation Act 1963 (Act No. 19 of 1963)An Act to amend the Acts Interpretation Act 1901-1957, and for purposes connected therewith. Air Navigation Act 1963 (Act No. 8 of 1963)An Act to amend the Air Navigation Act 1920-1961. Appropriation Act (No. 2) 1962-63 (Act No. 13 of 1963)An Act to grant and apply an additional sum out of the Consolidated Revenue Fund for the service of the year ending on the thirtieth day of June, One thousand nine hundred and sixty-three, and to appropriate that sum. Appropriation (Works and Services) Act (No. 2) 1962-63 (Act No. 14 of 1963)An Act to grant and apply an additional sum out of the Consolidated Revenue Fund for the service of the year ending on the thirtieth day of June, One thousand nine hundred and sixty-three, for the purposes of Additions, New Works and other Services involving Capital Expenditure and to appropriate that sum. Australian Antarctic Territory Act 1963 (Act No. 20 of 1963)An Act to amend section twelve of the Australian Antarctic Territory Act 1954-1957, and for purposes connected therewith. Australian National University Act 1963 (Act No. 9 of 1963)An Act relating to the Australian National University. Christmas Island Act 1963 (Act No. 21 of 1963)An Act to amend section ten of the Christmas Island Act 1958-1959, and for purposes connected therewith. Cocos (Keeling) Islands Act 1963 (Act No. 22 of 1963)An Act to amend section thirteen of the Cocos (Keeling) Islands Act 1955-1958, and for purposes connected therewith. Commonwealth Inscribed Stock Act 1963 (Act No. 18 of 1963)An Act to amend the Commonwealth Inscribed Stock Act 1911-1946. Copyright Act 1963 (Act No. 7 of 1963)An Act to amend the Copright Act 1912-1950. Customs Tariff 1963 (Act No. 10 of 1963)An Act relating to Duties of Customs. Customs Tariff (Canada Preference) 1963 (Act No. 11 of 1963)An Act to amend the Customs Tariff {Canada Preference) 1920-1962. Customs Tariff (New Zealand Preference) (No. 1) 1963 (Act No. 12 of 1963)An Act to amend the Customs Tariff (New Zealand Preference) 1933-1962. Evidence Act 1963 (Act No. 28 of 1963)An Act to amend the Evidence Act 1905-1956. Heard Island and McDonald Islands Act 1963 (Act No. 23 of 1963)An Act to amend section eleven of the Heard Island and McDonald Islands Act 1953-1957, and for purposes connected therewith. Income Tax and Social Services Contribution Assessment Act 1963 (Act No. 34 of 1963)An Act relating to Income Tax. Insurance Act 1963 (Act No. 17 of 1963)An Act relating to the application of Moneys and Securities deposited with the Treasurer by persons carrying on Insurance Business. Loan (Australian National Airlines Commission) Act 1963 (Act No. 31 of 1963)An Act to approve the raising by way of Loan of Moneys in the Currency of the United States, of America to be lent to the Australian National Airlines Commission, and for purposes, connected therewith. Loan (Housing) Act 1963 (Act No. 6 of 1963)An Act to Authorize the Raising and Expenditure of a sum not exceeding Two million seven hundred and eleven thousand pounds for the purposes of Housing. Loan (Qantas Empire Airways Limited) Act 1963 (Act No. 32 of 1963)An Act to approve the raising by way of Loan of Moneys in the Currency of the United Statesof America to be lent to Qantas Empire Airways Limited, and for purposes connected therewith. Papua and New Guinea Act 1963 (Act No. 27 of 1963)An Act to amend the Papua and New Guinea Act 1949-1960, and for purposes connected therewith. _, »,..,„ Parliamentary Papers Act 1963 (Act No. 29 of 1963)An Act to amend the Parliamentary Papers Act 1908-1946. Pay-roll Tax Assessment Act 1963 (Act No. 33 of 1963)An Act to amend the Pay-roll Tax Assessment Act 1941-1962. Processed Milk Products Bounty Act 1963 (Act No. 16 of 1963)An Act to amend the Processed Milk Products Bounty Act 1962. Public Works Committee Act 1963 (Act No. IS of 1963)An Act relating to the Expenditure in respect of the Allowances of the members of the Parliamentary Standing Committee on Public Works for the financial year ending on the thirtieth day of June, One thousand nine hundred and sixty-three. Seat of Government (Administration) Act 1963 (Act No. 24 of 1963)An Act to amend section twelve of the Seat of Government (Administration) Act 1910-1959, and for purposes connected therewith. States Grants (Additional Assistance) Act 1963 (Act No. 4 of 1963)An Act to amend the Slates Grants (Additional Assistance) Act (No. 2) 1962. States Grants (Universities) Act 1963 (Act No. 5 of 1963)An Act to amend the States Grants (Universities) Act 1960, as amended by the States Grants (Universities) Act 1962. Supply Act 1963-64 (Act No. 25 of 1963)An Act to grant and apply a sum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of June, One thousand nine hundred and sixty-four. Supply (Works and Services) Act 1963-64 (Act No. 26 of 1963)An Act to grant and apply a sum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of June, One thousand nine hundred and sixty-four, for the purposes of Additions, New Works and other Services involving Capital Expenditure. United States Naval Communication Station Agreement Act 1963 (Act No. 30 of 1963)An Act to approve an Agreement between the Government of the Commonwealth of Australia and the Government of the United States of America relating to the establishment of a United States Naval Communication Station in Australia. Wool Tax Assessment Act 1963 (Act No. 1 of 1963)An Act to amend section thirteen of the Wool Tax Assessment Act 1936-1962. Wool Tax Act (No. 1) 1963 (Act No. 2 of 1963)An Act relating to the Tax imposed by the Wool Tax Act (No. 1) 1957-1962. Wool Tax Act (No. 2) 1963 (Act No. 3 of 1963)An Act relating to the Tax imposed by the Wool Tax Act (No. 2) 1957-1962. (FIRST SESSION: Conciliation and Arbitration Bill 1963. Initiated in the House of Representatives. Order of the Day discharged. Disabled Persons Homes Bill 1963. to introduce. International Development Association Bill 1963. Initiated in the House of Representatives. Reading. International Finance Corporation Bill 1963. Reading. International Monetary Agreements Bill 1963. Reading. International Organizations (Privileges and Immunities Bill) Representatives. Second Reading. Service and Execution of Process Bill 1963. from the Senate with amendments. World Health Organization Bill 1963. Initiated in the House of Representatives. F.7181/632 Second Reading. Initiated in the House of Representatives. Motion for leave Second Initiated in the House of Representatives. Second Initiated in the House of Representatives. Second 1963. Initiated in the House of Initiated in the House of Representatives. Returned Second Reading. Disarmament And Nuclear Tests Petition...........................................................................................................................................................951 Question Question Question Question Question Question Question Question Question Question Question Question Question WOOL ...........................................................................................................................................................954 Question Question Question Question Question Question Question Question Question Question Question Question Question Question Question Question Printing Of Cotton Piece Goods Insurance Bill 1963 Second Reading..............................................................................................................................................960 Supply (Grievance Day) Lung Cancer War Service Homes Physically and Mentally Handicapped Persons Pensioner Medical Service Workers&#39; Compensation Assistance for Thalidomide Victims Newstead Post Office Paraplegic Games Education Taxation Monash University Primary Industry Telephone Services ...........................................960 Appropriation Bill (No. 2) 1952-63 Second Reading..............................................................................................................................................973 Objection To Ruling............................................................................................................................................1004 Appropriation Bill (No. 2) 1962-63 Second Reading............................................................................................................................................1012 Adjournment Government Supporters Yes .....................................................................................................................1022 Government Supporters No.......................................................................................................................1022 Answers To Questions Nuclear Tests ...............................................................................................................................................1031 Department of Works Employees.................................................................................................................1032 Social Club, Port Moresby ...........................................................................................................................1032 Restrictive Trade Practices...........................................................................................................................1033 Company Law..............................................................................................................................................1033 Thursday, 2nd May, 1963. took the chair at 10.30 a.m., and read prayers. Petition. certain electors of the Commonwealth of any candidature for Parliament is guilty praying that the Government1. Support the United Nations resoluRussell, the daughter of the late member tion for a nuclear test ban treaty; for Grey, has been threatened or pressurized 2. Ensure that foreign bases are not by three Labour Party members in South permitted on Australian soil; 3. In response to the call of the United the Opposition, will the Minister confer Nations, willingness to enter into an agreean offence has been committed and, if so, ment not to manufacture, test, will he take appropriate action to protect station or acquire nuclear this young lady from intimidation? weapons. Petition received and read. ter whether it is a fact that the hearing of ment. I have seen a report in the press applications for increases in margins by along the lines mentioned by the honourable Commonwealth Public Service organizamember. The person he named stated, tions, including the Amalgamated Postal according to the report, that she would Workers Union of Australia has been deresist all attempts to exert pressure on her. ferred three times, namely from 30th April This is a serious matter. Quite obviously, to 7th May, from 7th May to 14th May no democracy can function if persons or and from 14th May to 28th May. Is one parties in positions of power can prevent of the reasons given for the delay the illthe electors from exercising a free choice ness of Mr Justice Wright? If so, why or prevent candidates from standing for cannot other arrangements be made to Parliament. I therefore agree that it would permit the earliest possible hearing of be quite proper that I should consult with these applications so that Commonwealth the Attorney-General to see whether any public servants may not be deprived of any further action should be taken in this matter. benefits which might accrue from any variation in their awards? I ask the Prime Minister as well: Will he give an undertaking that the Government will not intervene or attempt to influence the determinamay I intervene to say that I did not tion of the applications to the detriment of answer the last part of the question asked the Commonwealth public servants whenby the Leader of the Opposition because I ever the hearing of the applications takes wanted to check up on my memory before place? matters inquired into by the Leader of the Public Service case. Opposition are not within my immediate knowledge. I will ascertain the facts and treat his question as if it were on the notice-paper. the Interior: In view of the fact that section 158 of the Commonwealth Electoral Act 1918-1962 provides that any person who threatens, offers or suggests any loss of the offence of undue influence, and in view of the report that Miss Esme Australia, including the State Leader of declare Australia's with the Attorney-General to see whether ber has correctly stated, there is a section of the Electoral Act which deals with inducements or threats to prevent candidates I doing so. We have decided that the",7,Setup
1,Mr Speaker (Hon. Sir John Mcleay),,11,Industrial Arbitration
2,Mr Cairns Presented A Petition From Or Disadvantage To Induce The Withdrawal,,11,Industrial Arbitration
3,Mr Calwell,I ask the Prime Minisfrom standing for election to the Parlia,11,Industrial Arbitration
4,Sir Robert Menzies,Most of the Government will not itself intervene ia the,11,Industrial Arbitration
5,Mr Wilson,I ask the Minister for,11,Industrial Arbitration
6,Mr Freeth,As the honourable mem,11,Industrial Arbitration
7,Sir Robert Menzies,"Mr Speaker,Attorney-General concerning the action taken by the South Australian Government in the High Court eighteen months ago to compel the Commonwealth to proceed with the standardization of the railway between Port Pirie and Broken Hill under the act sponsored by the Commonwealth Government in 1949. I ask the honourable gentleman: What was the amount of the legal costs which the Commonwealth incurred in successfully resisting the South Australian that the honourable gentleman would not claim in the case in which the South Australian Government was ordered to pay the Commonwealth's costs? Speaker, this is not information which I have by me, but I will ascertain it and communicate it to the honourable gentleman. the Minister for Labour and National Service. It concerns the employment of juveniles. Can the Minister give the House any impression of the number of young people who left school at the end of last year and are now still unemployed, and the numbers that have become employed in the meantime? honourable gentleman all the ngures relating to juveniles in employment, but I can give the figures relating to school-leavers. In the six months period ended 31st March last, a little over 65,000 schoolleavers were registered with the Commonwealth Employment Service. There are now fewer than 11,400 of these on the register. Of the latter perhaps 3,800 or 3,900 are young male school leavers. I think this is a remarkable performance on the part of the Commonwealth Employment Service. There were 82,000 school leavers registered last year, and 65,000 through the Christmas period and up to the end of March. There are now only 3,900 male school-leavers registered as unemployed. I think the Commonwealth Employment Service is doing a remarkably good job, especiaUy in applying its talents to ensuring that school-leavers are placed in employment as quickly as possible. to the Minister for Territories. Is it competent for an aboriginal ward in the Northern Territory to engage legal representation, or does that action require the consent of the Director of Welfare? legal aspect of this matter and I am sure wish me to express a legal opinion. But so far as I know there would be no obstacle to an aboriginal ward obtaining counsel of his own volition. the Minister representing the Minister for National Development. As a statement on the potential of Queensland rivers, made by the Minister for National Development in Cairns recently, indicates that the Australian Water Resources Council has now reached a stage where some results of its studies are available to the public, can the Minister say at this early stage whether it is intended to produce a regular publication of these results for the public use? If it is not so intended, what method will be employed to make the results of the council's work available to a vitally interested community and particularly to those organizations and individuals in the drier inland whose future hinges so much on a well-conceived water policy? which is administered by my colleague, the Minister for National Development. I am afraid I cannot answer the honourable gentleman's question off hand, but I will forward it to the Minister and get a full reply as soon as I can. dressed to the Prime Minister. In view of the widespread support for the establishment of a north Australia authority to promote the rapid development of north",11,Industrial Arbitration
8,Mr Galvin,I direct a question to the,12,Development Of Northern Australia
9,Sir Garfield Barwick,Mr,12,Development Of Northern Australia
