speakerGroups,speaker,theText,pageNumbers,title
0,"Wednesday, 15 June 2011 Ayes Fitzgibbon, Ja Garrett, Pr Gillard, Je Gray, G Took The Chair At 09:00, Made An Grierson, Sj Griffin, Ap Acknowledgement Of Country And Read Hall, Jg (Teller) Hayes, Cp (Teller) Prayers. Husic, En Jones, Sp King, Cf Leigh, Ak Minister For Health And Ageing Macklin, Jl Marles, Rd Mcclelland, Rb Melham, D That So Much Of The Standing And Sessional Neumann, Sk O'connor, Bpj Orders Be Suspended As Would Prevent The O'neill, Dm Owens, J Parke, M Perrett, Gd Member For Dickson From Moving The Following Plibersek, Tj Ripoll, Bf Motion Forthwith: That This House Calls On The Rishworth, Al Roxon, Nl Minister For Health And Ageing To Attend The Rudd, Km Saffin, Ja Chamber And Explain Why Publicly The Minister Shorten, Wr Sidebottom, Ps Has Made Comments Condemning Contact With Smith, Sf Smyth, L And Donations From Tobacco Companies And Yet Snowdon, We Swan, Wm Privately Has Written To Tobacco Company Symon, Ms Thomson, Cr Executives Seeking Their Financial Support. Thomson, Kj Vamvakinou, M Wilkie, Ad Zappia, A This Is A Government That Is All At Sea, Not Just On This Issue But On Every Issue It Takes","NOES the House and Minister for Infrastructure and Andrews, KJ Andrews, KL Baldwin, RC Bandt, AP Transport) (09:01): I move: Billson, BF Bishop, BK That the member be no longer heard. Bishop, JI Briggs, JE Broadbent, RE Buchholz, S Question put. Chester, D Christensen, GR The House divided. [09:06] Ciobo, SM Cobb, JK Coulton, M (teller) Crook, AJ (The SpeakerMr Harry Jenkins) Dutton, PC Entsch, WG Ayes.......................70 Fletcher, PW Forrest, JA Noes.......................74 Frydenberg, JA Gambaro, T Majority .................4 Gash, J Griggs, NL Haase, BW Hartsuyker, L AYES Hawke, AG Hunt, GA Irons, SJ Jensen, DG Adams, DGH Albanese, AN Jones, ET Keenan, M Bird, SL Bowen, CE Kelly, C Laming, A Bradbury, DJ Brodtmann, G Ley, SP Macfarlane, IE Burke, AE Burke, AS Marino, NB Markus, LE Butler, MC Byrne, AM Champion, ND Cheeseman, DL Matheson, RG McCormack, MF Mirabella, S Morrison, SJ Clare, JD Collins, JM Combet, GI Crean, SF Moylan, JE Oakeshott, RJM O'Dowd, KD O'Dwyer, KM Danby, M D'Ath, YM Dreyfus, MA Elliot, MJ Prentice, J Pyne, CM Ramsey, RE Randall, DJ Ellis, KM Emerson, CA Robb, AJ Robert, SR Ferguson, LDT Ferguson, MJ",19,Setup
1,"The Speaker ( Mr Harry Jenkins) Georganas, S Gibbons, Sw",,19,Motions Livermore Kf Lyons Gr
2,Mr Dutton,"I move: Mitchell, RG Murphy, JP",19,Motions Livermore Kf Lyons Gr
3,Mr Albanese (Grayndler,"Leader of Abbott, AJ Alexander, JGNOES AYES Roy, WB Ruddock, PM O'Dowd, KD O'Dwyer, KM Schultz, AJ Scott, BC Prentice, J Pyne, CM Secker, PD (teller) Simpkins, LXL Ramsey, RE Randall, DJ Slipper, PN Smith, ADH Robb, AJ Robert, SR Somlyay, AM Southcott, AJ Roy, WB Ruddock, PM Stone, SN Tehan, DT Schultz, AJ Scott, BC Truss, WE Tudge, AE Secker, PD (teller) Simpkins, LXL Turnbull, MB Van Manen, AJ Slipper, PN Smith, ADH Vasta, RX Washer, MJ Somlyay, AM Southcott, AJ Windsor, AHC Wyatt, KG Stone, SN Tehan, DT Truss, WE Tudge, AE Turnbull, MB Van Manen, AJ Windsor, AHC Wyatt, KG Kelly, MJ Hockey, JB Rowland, MA Neville, PC Question negatived. NOES Bandt, AP Bird, SL That the member for Dickson be granted an Bowen, CE Bradbury, DJ extension of time. Brodtmann, G Burke, AE Question put. Burke, AS Butler, MC Byrne, AM Champion, ND The House divided. [09:13] Cheeseman, DL Clare, JD (The SpeakerMr Harry Jenkins) Collins, JM Combet, GI Crean, SF Danby, M Ayes.......................72 D'Ath, YM Dreyfus, MA Noes.......................72 Elliot, MJ Ellis, KM Majority .................0 Emerson, CA Ferguson, LDT Ferguson, MJ Fitzgibbon, JA AYES Garrett, PR Georganas, S Abbott, AJ Alexander, JG Gibbons, SW Gillard, JE Andrews, KJ Andrews, KL Gray, G Grierson, SJ Baldwin, RC Billson, BF Griffin, AP Hall, JG (teller) Bishop, BK Bishop, JI Hayes, CP (teller) Husic, EN Briggs, JE Broadbent, RE Jones, SP King, CF Buchholz, S Chester, D Leigh, AK Livermore, KF Christensen, GR Ciobo, SM Lyons, GR Macklin, JL Cobb, JK Coulton, M (teller) Marles, RD McClelland, RB Crook, AJ Dutton, PC Melham, D Mitchell, RG Entsch, WG Fletcher, PW Murphy, JP Neumann, SK Forrest, JA Frydenberg, JA Oakeshott, RJM O'Connor, BPJ Gambaro, T Gash, J O'Neill, DM Owens, J Griggs, NL Haase, BW Parke, M Perrett, GD Hartsuyker, L Hawke, AG Plibersek, TJ Ripoll, BF Hunt, GA Irons, SJ Rishworth, AL Roxon, NL Jensen, DG Jones, ET Rudd, KM Saffin, JA Keenan, M Kelly, C Shorten, WR Sidebottom, PS Laming, A Ley, SP Smith, SF Smyth, L Macfarlane, IE Marino, NB Snowdon, WE Swan, WM Markus, LE Matheson, RG Symon, MS Thomson, CR McCormack, MF Mirabella, S Thomson, KJ Vamvakinou, M Morrison, SJ Moylan, JE Wilkie, AD Zappia, A",19,Motions Livermore Kf Lyons Gr
4,Mr Pyne,"I move: Adams, DGH Albanese, ANAYES Hall, JG (teller) Hayes, CP (teller) Hockey, JB Kelly, MJ Husic, EN Jones, SP Neville, PC Rowland, MA King, CF Leigh, AK Macklin, JL Marles, RD of votes, I am required to exercise my McClelland, RB Melham, D casting vote. I take as my guidance, as I have Mitchell, RG Murphy, JP indicated to the House in the past, House of Neumann, SK O'Connor, BPJ Representatives Practice pages 182 to 183. I O'Neill, DM Owens, J exercise my vote with the noes on the basis Parke, M Perrett, GD Plibersek, TJ Ripoll, BF that there is not a majority for the Rishworth, AL Roxon, NL proposition, and by casting my vote for the Rudd, KM Saffin, JA noes it does not stifle further discussion of Shorten, WR Sidebottom, PS the proposition. Smith, SF Smyth, L Snowdon, WE Swan, WM Question negatived. Symon, MS Thomson, CR Wilkie, AD Zappia, A seconded? Dr SOUTHCOTT (Boothby) (09:20): It is seconded, Mr Speaker. Hypocrisy in NOES politics is a toxin, Minister Roxon. She says Abbott, AJ Alexander, JG one thing and does another. Andrews, KJ Andrews, KL Baldwin, RC Bandt, AP That the member be no longer heard. Bishop, JI Briggs, JE Broadbent, RE Buchholz, S Question put. Chester, D Christensen, GR The House divided. [09:24 am] Ciobo, SM Cobb, JK Coulton, M (teller) Crook, AJ (The SpeakerMr Harry Jenkins) Dutton, PC Entsch, WG Ayes.......................70 Fletcher, PW Forrest, JA Noes.......................74 Frydenberg, JA Gambaro, T Majority .................4 Gash, J Griggs, NL Haase, BW Hartsuyker, L AYES Hawke, AG Hunt, GA Irons, SJ Jensen, DG Adams, DGH Albanese, AN Jones, ET Keenan, M Bird, SL Bowen, CE Kelly, C Laming, A Bradbury, DJ Brodtmann, G Ley, SP Macfarlane, IE Burke, AE Burke, AS Marino, NB Markus, LE Butler, MC Byrne, AM Matheson, RG McCormack, MF Champion, ND Cheeseman, DL Mirabella, S Morrison, SJ Clare, JD Collins, JM Moylan, JE Oakeshott, RJM Combet, GI Crean, SF O'Dowd, KD O'Dwyer, KM Danby, M D'Ath, YM Prentice, J Pyne, CM Dreyfus, MA Elliot, MJ Ramsey, RE Randall, DJ Ellis, KM Emerson, CA Robb, AJ Robert, SR Ferguson, LDT Ferguson, MJ Roy, WB Ruddock, PM Fitzgibbon, JA Garrett, PR Schultz, AJ Scott, BC Georganas, S Gibbons, SW Secker, PD (teller) Simpkins, LXL Gillard, JE Gray, G",20,Pairs Vasta Rx Washer Mj
5,The Speaker,"There being an equality Livermore, KF Lyons, GR",21,Pairs Grierson Sj Griffin Ap
6,The Speaker,"Is the motion Thomson, KJ Vamvakinou, M",21,Pairs Grierson Sj Griffin Ap
7,Mr Albanese,"I move: Billson, BF Bishop, BKNOES reject mergers and acquisitions that would Slipper, PN Smith, ADH substantially lessen competition in any local, Somlyay, AM Southcott, AJ regional or national market. Stone, SN Tehan, DT Truss, WE Tudge, AE The bill also enhances and simplifies the Turnbull, MB Van Manen, AJ unconscionable conduct provisions of the Vasta, RX Washer, MJ Australian Consumer Law and the Australian Windsor, AHC Wyatt, KG Securities and Investments Commission Act 2001. are central to the implementation of uniform Kelly, MJ Hockey, JB Rowland, MA Neville, PC consumer laws throughout Australia. They were agreed by the Ministerial Council on Question negatived. Consumer Affairs (now the COAG the debate has concluded. Consumer Affairs) at its meeting in Perth on Competition and Consumer These amendments clarify the parliament's intention as to how the unconscionable Legislation Amendment Bill 2011 conduct law should apply. They will place First Reading the ACCC and the Australian Securities and Bill and explanatory memorandum Investments Commission (ASIC) in a better presented by Mr Bradbury. position to take more effective enforcement Bill read a first time. action. Second ReadingI would like to recognise the valuable work of my predecessor, the former Minister for Competition and Consumer Affairs, the Parliamentary Secretary to the Treasurer) Hon. Dr Craig Emerson MP, in developing (09:31): I move: this bill prior to its previous introduction. That this bill be now read a second time. The government previously introduced Introduction this bill into the parliament on 27 May 2010. The Competition and Consumer The bill was referred to the Senate Legislation Amendment Bill 2011 will give Economics Legislation Committee, which effect to two important reforms to strengthen recommended that the bill be passed. and clarify our competition and consumer The bill passed the House of laws. Representatives on 24 June 2010 and was First, the bill will enact laws to deal with awaiting introduction into the Senate when creeping acquisitions by amending section the 2010 election was called, causing the bill 50 of the Competition and Consumer Act to lapse. 2010 (CCA). Creeping acquisitions The amendments will give greater clarity Creeping acquisitions are a series of to the provisions regulating mergers and small-scale acquisitions that, individually, do acquisitions. They will ensure the Australian not substantially lessen competition in a Competition and Consumer Commission market, but collectively may do so over time. (ACCC) and the courts have the power to",21,Pairs Grierson Sj Griffin Ap
8,The Speaker,The time allotted for Legislative and Governance Forum on,22,Bills 30 April 2010
9,Mr Bradbury (Lindsay,"Concerns about creeping acquisitions that are 'substantial' in a state or territory or were raised in the context of the ACCC's region of Australia. report of the inquiry into the competitiveness The amendment to this subsection will of retail prices for standard groceries. In its provide greater certainty regarding the report, while noting that such acquisitions do current practice of the ACCC of considering not appear to be a significant current concern acquisitions in local markets. The Merger in the supermarket retail sector, the ACCC Guidelines state that the 'substantiality expressed its support for the introduction of a criterion' can be satisfied in many ways, general creeping acquisitions law. including by the number of customers, total Subsequently the government undertook sales or the geographical size of the market. extensive public consultations in 2008 and The Merger Guidelines do not have the 2009 to seek the community's views on force of law. While the interpretation of the possible reform options. Through its ACCC of subsection 50(6) has not been consultations, the government identified two tested by the courts, it was considered by amendments which would clarify the Justice French in his 2003 decision in the operation of section 50 to confirm that the Federal Court in the case of Australian Gas ACCC's current interpretation, as set out in Lighting Companyv ACCC. its November 2008 publication, Merger While expressing no conclusive view, his Guidelines, is correct. Honour left open the possibility that whether The first amendment in the bill will a market is considered 'substantial' under amend subsections 50(1) and (2) of the subsection 50(6) may be determined with Competition and Consumer Act to replace reference to Australia as a whole. If this view references to 'a market' with references to were to become established in law through 'any market'. This amendment will clarify the the accumulated weight of legal precedent ability of the ACCC or a court to consider over time, then it could well preclude multiple markets when assessing mergers acquisitions in geographically confined and acquisitions. markets from being considered under section The amendment will clarify that 50. This would prevent the application of businesses cannot challenge a decision to section 50 to local markets where creeping block a proposed acquisition on the grounds acquisitions have been identified as a that the substantial lessening of competition concern. The bill deletes the word identified was in one or more markets other 'substantial' from subsection 50(6). This than the primary market relevant to the removes the risk highlighted by Justice merger or acquisition. French that a court could in the future adopt The ACCC and the courts will be able to the view that acquisitions in geographically consider the totality of the competitive confined markets may not be considered effects resulting from an acquisition, substantial and therefore not fall within the including impacts in upstream and scope of section 50. downstream markets, not just impacts in 'a The government's amendment to section market'. 50 will remove that possibility, allowing the The bill also amends subsection 50(6) of ACCC or a court to continue to examine the Competition and Consumer Act. That acquisitions in all markets, including in subsection has the effect of limiting the relatively small, local markets. scope of section 50 to acquisitions in markets Together, these amendments will competition and consumer law and strengthen the acquisitions provisions of the distinguished in their professional fieldsCompetition and Consumer Act under agreed to serve on the panel. section 50 by clarifying the scope of the law The government is grateful for the work and increasing certainty around its of the panel-which included many hours on application to markets where creeping top of their already busy schedules. In its acquisitions have been a concern. work, the panel was assisted by officials In addition to these amendments, when from the Treasury and the Department of announcing the way it would respond to Innovation, Industry, Science and Research. concerns about creeping acquisitions, the The government is also grateful to those government also confirmed the power of the who made submissions to both the Senate ACCC to act in relation to the acquisition of committee and to the expert panel. This greenfield sites. helped to ensure the range of perspectives The ACCC already considers it has the that exist in relation to this issue were power to review acquisitions of greenfield understood. sites whether through purchase or lease. The expert panel found that the However, if the ACCC is challenged on this unconscionable conduct provisions have in the future, the government has stated it been regularly enforced since their inception, will not hesitate to confirm this power. and that the case law is still developing. These amendments were agreed with the Having said that, the panel also noted that states and territories under the the provisions are not easily understood and intergovernmental Conduct Code Agreement could be clearer for businesses, consumers, 1995. enforcement agencies and the courts. Unconscionable conduct However, the panel found that a list of The amendments the bill will make to the examples of unconscionable conduct would unconscionable conduct provisions of the not be helpful. Indeed, the panel said such a Australian Consumer Law are the product of list might give rise to misguided expectations a recommendation of the Senate Economics about the scope and application of the law to Legislation Committee, which inquired into specific factual scenarios. the statutory definition of unconscionable Instead, it recommended the inclusion of conduct in 2009. some interpretative principles in the The Senate Economics Committee unconscionable conduct provisions. The recommended that the government set up an government has adopted all of the panel's inquiry process to determine whether recommendations concerning examples or a statement of principles would unconscionable conduct, including the enhance the unconscionable conduct introduction of interpretative principles. provisions of the Australian Consumer Law. The first principle will deal with concerns On5 November 2009, Minister Emerson that the practical application of the equitable convened an expert panel to consider the concept of unconscionable conduct is too issues raised in the Senate Economics narrow when applied to business and Committee inquiry. Professor Bryan consumer relationships. Courts have tended Horrigan, Mr Ray Steinwall and Mr David to stick closely to the traditional equitable Lieberman-all of them experts in concept when applying the statutory prohibitions contained in sections 21 and 22 of the Australian Consumer Law, formerly systemic conduct or patterns of behaviour sections 51AB and 51AC of the former and that there is no need to identify a person Trade Practices Act, and sections 12CB and at a disadvantage in order to attract the 12CC of the ASIC Act. prohibition. For example, the common law required Unconscionable conduct is not limited to victims of unconscionable conduct to individual transactions or events. A pattern establish that they were at a 'special of systemic conduct or patterns of behaviour disadvantage' through factors like infirmity, occurring over a period of time-which age or a difficulty understanding English, might include an accumulation of minor before a court would recognise that incidents-can also amount to unconscionable conduct had occurred. The unconscionable conduct. present statutory prohibitions on This interpretative principle ensures that unconscionable conduct sought to remove conduct, rather than individual transactions limitations such as these on the ability of or events, is the focus of the provisions. people to seek redress when subjected to Further, as the focus is on the conduct unconscionable conduct. rather than the victim, this principle The bill amends the law to make it clear reinforces the point being made in the first that the prohibition is not limited to the interpretative principle that there is no need equitable or common law doctrines of to identify a person who is at a disadvantage unconscionable conduct. The courts should in order to enforce the prohibition. not limit the application of the provisions by Other amendments reference to ancient common-law doctrines that are not part of the statute. The bill will also remove the distinction in the existing provisions between The second interpretative principle will unconscionable conduct that affects clarify that courts can examine the terms and businesses and that which affects consumers. the manner and extent to which the contract is carried out. This principle makes it clear It combines the existing sections 21 and that unconscionable conduct is not limited to 22 of the Australian Consumer Law and the bargaining practices leading to the sections 12CB and 12CC of the ASIC Act, formation of a contract. respectively, into one section and rationalises their drafting to apply a single set of specific Unconscionable conduct can also be factors which the court may consider. apparent in the way in which a party exercises its rights under a contract or in the This amendment will eliminate the way in which a party behaves once a contract potential that the concept of unconscionable is made. It can also apply to the way in conduct in the two existing provisions could which contracts are renewed, renegotiated or diverge, through a false assumption that the terminated. existence of two provisions signals a distinction in policy. Any divergence has the This interpretative principle will ensure potential to lead to confusion, and the that any unconscionable conduct-not just distinction should be removed before any that occurring before contracts are made-is such notion develops. The amendments will subject to the full force of the law. also ensure that a single, cogent body of The final interpretative principle to be legal precedent can develop around the introduced by the bill is that the prohibition statutory concept of unconscionable conduct on unconscionable conduct applies to as it applies to both consumers and without creating market distortions which businesses. would only reduce their competitiveness and The application of the Australian their resilience. Consumer Law as a law of the The amendments will protect consumers Commonwealth and of the states and the by ensuring that competition is protected and territories has many advantages, one of fostered. They will strengthen the prohibition which is that it can be enforced by courts at against conduct that is designed to stifle all levels in a consistent fashion. competition through the imperceptible In some states and territories the courts, development of market dominance or including lower courts and tribunals, will be through unconscionable business conduct. I applying the prohibition on unconscionable commend the bill to the House. conduct for the first time. Providing clarity Debate adjourned. in the interpretation of these provisions will COMMITTEES do much to ensure the consistent application of our new, national consumer law across Economics Committee Australia. Report Ministerial Council for Corporations was (09:47): On behalf of the Standing consulted in relation to the amendments to Committee on Economics I present the the laws in the national corporate regulation committee's report entitled Advisory report scheme, namely the amendments to the on the National Consumer Credit Protection ASIC Act, and they have been approved as Amendment (Home Loans and Credit Cards) required under the Corporations Agreement. Bill 2011 together with the minutes of the I should also note that the bill corrects a proceedings. small number of drafting errors in the Trade Ordered that the report be made a parliaPractices Amendment (Australian Consumer mentary paper. Conclusion am very pleased because this is a unanimous Together the amendments contained in report of the committee, which these days is this bill will bring greater clarity and quite a rare event but one that is worth noting certainty to the application of key provisions and celebrating, almost, in terms of the way of our competition and consumer laws. in which this parliament has worked, where we have tended to see anything that we put The amendments to section 50 will ensure up being opposed just for the sake of that the ACCC and the courts can assess the opposition. I need to place on record my totality of the competitive effects associated thanks to all the committee for working so with acquisitions which occur in constructively together to come up with this geographically confined local markets. unanimous report. The amendments to the unconscionable The National Consumer Credit Protection conduct provisions will ensure there is a Amendment (Home Loans and Credit Cards) much clearer understanding of the conduct Bill 2011 makes a number of reforms to that these provisions have always been lenders' practices for home loans and credit intended to address. The amendments will cards. For example, it requires lenders to protect Australian small businesses, but publish key-facts sheets for both of these",22,Bills 30 April 2010
