speakerGroups,speaker,theText,pageNumbers,title
0,(Second Session,"FOURTH PERIOD.) An Act to giant and apply out of the Consolidated Revenue Fund a sum for the service of the year ending tlie thirtieth day of June, One thousand nine hundred and fifty, and to appropriate the Supplies granted by the Parliament for that year. An Aet to grant and apply out of the Consolidated Revenue Fund a sum for the servioe of the year ending the thirtieth day of June, One thousand nine hundred and fifty, for the purposes of Additions, New Works, and other Services involving Capital Expenditure and to appropriate the Supplies granted by the Parliament for that year. An Aot to authorize the Execution on behalf of the Government of Australia of an Agreement with the Government of New Zealand relating to certain Rights vested in those Governments jointly in connection with Phosphate Deposits on Christmas Island, and for other purposes. COAL EXCISE ACT 1949 (ACT No. 81 OP 1949)An Act relating to Excise on Coal. COAL INDUSTRY (TASMANIA) ACT 1949 (ACT NO . 84 OF 1949)An Act to provide means for Securing and Maintaining adequate Supplies of Coal to assist in meeting the need for that commodity tliroughout Australia and for providing for the Regulation and Improvement of the Coal Industry in the State of Tasmania, and for other purposes. An Act to amend the Commonwealth Aid Roads and Works Act 1947-1948. An Act to declare that the Commonwealth Court of Conciliation and Arbitration is empowered to determine a Basic Wage for Adult Females, and for purposes related thereto. An Act to amend the Commonioealth Electoral Act 1918-1948, as amended by the Commonwealth Electoral Act 1949, and for other purposes. r An Act to amend the Customs Act 1901-1947. An Act relating to Duties of Customs. An Aot relating to Duties of Customs. An Aot to amend the Customs Tariff {New ZealandPreference) 1933-1948. An Act to amend the Defence Act 1903-1948, and for other purposes. An Act to amend the Defence {Transitional Provisions) Act 1946-1948, and for other purposes. An Act to amend the Entertainments Tax Act 1942-1946, as amended by the Entertainments Tax Act 1949. An Act to amend the Excise Act 1901-1947, and for other purposes. An Act relating to Duties of Excise. An Act relating to Duties of Excise. An Act to amend the Income Tax Assessment Act 1936-1948. An Aot to ensure, so far as Commonwealth Legislative Power permits, a just and orderly Sharing of Liquid Fuel amongst the People of Australia while such Fuel is in short supply, and for other purposes. LOAN (Uousmo) ACT 1949 (ACT NO. 73 OF 1949)An Act to authorize the Raising of Moneys to be advanced to the States for the purpose of Housing. An Act to amend the National Health Serines Act 194S. NAVA L DEFENCE ACT 1949 (ACT NO . 72 OF 1949)An Act to amend the Naval Defence Act 1910-1948. An Aet to amend the Northern Territory (Administration) Act 1910-1947. An Aet to authorize the execution by or on behalf of the Commonwealth of an Agreement between the Commonwealth and the State of South Australia, in relation to the Standardization of certain Railways, to approve of the Raising of Loans for Defence Purposes (namely, the Standardization of those Railways), and for other purposes. . An act to amend the Representation Act 1948. An Act to amend the Sales Tax Act (No. 1) 1930-1946. An Aet to amend the Sales Tax Act (No. 2) 1930-1946. An Act to amend the Sales Tax Act (No. 3) 1930-1946. An Act to amend the Sales Tax Act (No. 4) 1930-1946. An Act to amend the Sales Tax Act (No. 5) 1930-1946. An Act to amend the Sales Tax Act (No. 6) 1930-1948. SAI.ES TA X ACT (No. 7) 1949 (ACT NO . 61 OF 1949)An Aot to amend the Sales Tax Act (No 7) 1930-1946. An Act to amend the Sales TaxA a (No. 8) 1930-1946. Ah Act to amend the Sales Tax Act (No. 9) 1930-1946. An Act to amend the Sales Tax (Exemptions and Classifications) Act 1935-1948. An Act to grant and apply out of the Consolidated Revenue Eund sums for the purposes of Financia Assistance to the States of South AustraUa, Western Australia and Tasmania. An Act to make provision for the grant of Einancial Assistance to the States in connection with the administration of Prices, Rents and Land Sales Controls, and for other purposes. An Act to make provision for the Grant of Financial Assistance to the States in respect of the cost of Long Service Leave granted under Industrial Awards to Employees in the Coalmining Industry. An Act to grant and apply out of the Consolidated Revenue Fund a Sumf ir the purpose of Financial Assistance to the States by reason of the losses and costs incurred by the States as a result of the Coal Strike. An Act .to make, provision for the Grant of Fmancial Assistance to the States of Queensland and Western Australia for the purpose of encouraging the Development of Meat Production by the .,Provisiqn An Act to amend the Stevedoring Industry Charge Act 1947. An Aet to approve an Agreement amending the Agreement approved by the Sugar Agreement Act 1946 as amended by the Agreement approved by the Sugar Agreement Act 1947. An Act to establish a Trust Fund of certain Moneys received by the Government of the Commonwealth from the Government of the United Kingdom, being Moneys representing Proceeds, of the Realization of Assets of the Temple Society, of Members of that Society and of certain other persons, and to provide for the Administration and Application of the Fund. An Act to grant and apply out of the ConsoUdated Revenue Fund the sum of Ten million pounds as a Grant to His Majesty's Government in the United Kingdom. .1949)An Act to grantand apply out of the Consolidated Revenue Fund the sum of Five hundred .thousand pounds as a Grant to the United Nations International Children's Emergency Fund, i 1949)of Improved Roads and other .Facilities for the Movement of Livestock. . Question MB. A. A. CALWELL, M.P ..........................................................................................................................896 Question Education Commonwealth Scholarship Scheme .............................................................................................................897 Question Question Question Question Question Question Question Question Question Question Question Question Question States Grants Bill (No. 2) 1949 Second Reading..............................................................................................................................................904 Question WOOL BIOLOGY LABORATORY, PROSPECT, NEW SOUTH WALES ................................................906 Question Government Hostel, Darwin Report of Public Works Committee ...............................................................................................................906 Question Papers....................................................................................................................................................................998 Answers To Questions Goodwill Mission to Malaya Unrra..............................................................................................................998 Petrol..............................................................................................................................................................999 Coat................................................................................................................................................................999 Forestry Students: Transport to Camps ..........................................................................................................999 House of Representatives. Wednesday, 5 October, 1949. took the chair at 10.30 a.m., and read prayers. MB. A. A. OALWELL, M.P. all memhers regret the temporary indisposition of the Minister for Information. Has the attention of the Prime Minister been drawn to a statement in the Melbourne Herald of yesterday that the Minister for Information, who went into the Canberra Community Hospital suffering from strain, was "" very well"" ? Is there anything sinister in the reported statement of the Hospital Superintendent, Dr. L. W. Nott, who, I understand, will be a candidate at the next general election, that the Minister",7,Setup
1,Mr Deputy Sfbaksb ( Mr J. J. Clark),,10,Wednesday 5 October 1949
2,Mr Russell,"I am confident that was merely resting for a couple of days, Post-war Reconstruction of the Governbut that he would like to keep him in ment's intention to establish a permanent hospital longer? Information is, as the honourable member fears have arisen in the minds of for Grey has said, in hospital. On some students who are at present attendMonday, the Minister left Melbourne ing universities under the Government's when he was suffering from a cold civilian assistance scheme. They are or incipient influenza. He developed wondering what their position will be a very high temperature on board under the new scheme. Will they be able the aircraft and, on arrival at Canto continue their studies at the university berra, he was sent to hospital for and continue to receive assistance, or will examination. Dr. Nott told me that the the present scheme be terminated upon Minister had a very high temperature the introduction of the new scheme? Can and I gathered that he thought an the Minister clear up that matter and so attack of influenza was likely. Dr. allay the fears of students who are Nott expected that, with a couple of days receiving benefits under the present rest, the Minister would be all right. Dr. scheme ? Nott later told me that the Minister was much better and that his temperature was down. I saw the Minister yesterday at present receiving benefits under the morning. He showed very great improvecivilian assistance scheme need have no ment. I am afraid that the Opposition fears whatever regarding their future. cannot expect to enjoy his absence from The purpose of the new scheme is to enthe House for long. He will be back large the existing civilian assistance soon fighting fit again. I do not think scheme in the directions that I indicated there is anything sinister about the matter. in my announcement. I am sure that Dr. Nott, despite his present receiving benefits will, after 1951, political opinions, will see that the Minisreceive somewhat more liberal benefits ter is well cared for. External Affairs in a position to give the House any information regarding reports stated to have come from sources outside Germany which indicate that Russia is about to form an East German -Communist-controlled government as a -counter to the new ""West German federal 'government at Bonn? some time that such a move was brewing. The protest by the. Soviet Union against the formation of the federation of Western -Germany, which was made two or three days ago, is regarded as a preliminary to such a move in Eastern Germany. There is no news later than the press >news this morning, but it looks quite -probable that such a move will be made. recent announcement by the Minister for Oommonwealth scholarship scheme at Students at under the new scheme. the Minister for Defence informed the House that he intended to set up a committee to inquire into the payment of prize money to members and ex-members of the Royal Australian Navy. Has that committee been set up? If so, can the Minister inform the House of tbe progress of any inquiries that have been made up to date? honourable member has mentioned was raised on a previous occasion by another -honourable member. The position is that the amount of prize money that will be available has not yet been finally determined. That decision will be made in London, and until such time as the Government receives detailed information of the amount of money that will be available the distribution of prize money cannot be proceeded with in this country.",10,Wednesday 5 October 1949
3,Mr Chifley,"The Minister for university level to commence in 1951,",11,Royal Australian Navy Prize Money Participants
4,Mr Harrison,I s the Minister for,11,Royal Australian Navy Prize Money Participants
5,Dr. Evatt,It has been clear for,11,Royal Australian Navy Prize Money Participants
6,Mr Thompson,Following the,11,Royal Australian Navy Prize Money Participants
7,Mr Dedman,Students who are,11,Royal Australian Navy Prize Money Participants
8,Mr Hamilton,Some time ago,11,Royal Australian Navy Prize Money Participants
9,Mr Dedman,"The matter that theaware tha* the British Overnment is expending the sum of £225,00©,#®0 on the establishment of five mew cities for the purpose of giving effect to its policy of decentralizatioia of industries, particularly industries associated with defence? Does the Australian Government contemplate applying a similar policy either .by direct subsidizaitiom iof imdmstiry <ov im co-operation with the States? If not, will the right homwrahile gentleman oomsider setting up suitable machinery for the selection -of 'towtas as sites for new industrial a-neas away from ibhe coast, and subsidize the establishment of such areas? Will he consider .the advisability ©f commenting .upon schemes of that kind in his policy speech ? plans prepared 'by the British GovernUMursued wery vigorously by .the Governmeirt IPOT the d«ce*mtrali«atioii of industry .jment. in ""fce United Estgdcwn and tihe seMaaag np of in'dusiferial .cities away from lesristimg industrial oentres. Ukdksr -tihatt plan the British -'Go-vernmeitit is -assisting im ithe ithe IPriaaae Miim.iW.p.r by s it in g iin.ex.plajiLaestablishment of' new ntcw8iistiries in .areas tion that the town clerk .of Padkes haswhich can be properly town-planned, and requested that sufficient petrol be made it is also assisting existing major indusavailable for lessenitial services such as tries to move out to 'Other aireas. That miedieal, .ambulaiioe, samitary aaad .garbage principle was recognized by the Ausservmoes. WM. the Priine Minister contralian iGovernment .some years ago when sider making a sjpecial petrol .allocation it set up the Secondary Industries Comso that ismch .essenta-al services -caai hemission, of which MrI . K. Jensen was carried losa. in coumhry towns'? chairman. Our objective in that instance was noi only to encourage existing indusveraimeai't at jwesent has ino ipower -.over tries to (extend <their activities to oountry the -dastrdtafeion iof petrol to essenitia'l or .areas to (the greatest possible degree hut other services. The Go^errameoait has also to encourage the leaders of industry power to determine how -much petrol shall to establish industries away from the he imported, ibut :such petrol, oace it has cities. Some measure of success has been -entered the country, -comes nm-der tthe achieved in that regard. I refer in this tooaubro'l of .oil 'companies, which -may eonnexiioit to the BuafingtoaiL Mails .and 'dteeide to 'whom it shall !be provided, aoxl also to the spintming lOiEganizatLora that -as® iof ithe garage pTiOjprietors, who may moved ©Tit to iRiitherford in .tifane heavy dieeide to whom it shall be sold. I very industry ainea -around Nteweastie .and ranch regret that cir-cumstances hawe Mainland. Wheal the Gevenirnieinit has arisen -which a'lcrw ithe ipreseasrt inequit-been umaHe to 'ohfcain rthe lOMiseiii .of .dma'Me distribution iof petnol to take place. dustria ! leaders to mowe icertaim industries In addition to the essential services men1 to the country areas in .amy one State, it tioned by the honourable member for has endeavoured 'to letaoonira'ge new indusCalane Biaeh -services as 'auxiliary power tries t® move to ibhe less^kkskly popuplants in Western Australia are also lated Slfcates. lit has thereby induced a effected. .Tbe .generat-ors in iRerth ibroke num'ber of imdnastaries to move ito -South down, and although a great -deal <of .petrol Australia. We have succeeded in encouraging some decentralization of industry. The secondary industries division of the Divisioaa of Industrial Development has pursued that policy on behalf of the Government, but there is no power to compel .anybody to do anything. We can only -offer such assistance and advice as is possible. Where possible, Commonwealth owned buildings have been leased to private enterprise .and in some cases an optiora to purchase at a reasonable price has been granted. In addition to that .the Government through the new organization that has heen establislied in association with the Department of Immigration, is asking a mumber of leaders of industry .to be represented on au immi.gratMin coramcilfso .as to enable .an examination to be made of the possibilities of fau'itbier .decentr.alizatioin of industry. The {bjGEiG Mr ble gemtleaaian may rest assured Mir. HOWSE 1 preface a .qn.iestion to' MT. CHIFLEY -The Australian Go-",11,Royal Australian Navy Prize Money Participants
