speakerGroups,speaker,theText,pageNumbers,title
0,"House Of Representatives. Wednesday, 18 October, 19ss. Took The Chair At 3 P.m., And Read Prayers. View With The Victorian Minister For Ter And Treasurer) [3.0]","by leave I desire to inform the House that Senator the Honourable Sir Harry Sutherland Wigh'.mun Lawson, KCMG., has been included in the Cabinet, and was, on the 17th October, 1933, appointed by His Excellency tbe Governor General to be a member of the Federal Executive Council. HUME RESERVOIR. the secretary of the Viotoria-Riverina branch of the Australian Workers Union a letter stating, inter alia, that, owing to the complete exhaustion of the funds available for work at the Mitta Mitta Junction or Hume Reservoir, the services of all the men engaged on that work will be dispensed with in the course of a few days, and that the State Rivers and Water Supply Commission in Victoria has made representations to tlie Federal Government for the advuncu of a sufficient sura to enable it to complete this work. Will the Minister for the Interior consider that request, in order that the dismissal of a number of men may be avoided? already had the consideration of the Government, and has been discussed in this House on two or throe occasions during the last few mouths. The whole position was gone into two or three years ago, when it was decided to bring the work at the Hume Reservoir to a completion when a height sufficient to impound 1,250,000 acre feet had been reached. The original Bcheme provided for the impounding of 2,000,000 acre feet. The work is practically completed to tbe lower height. At. a meeting held recently in Albury, au endeavour was made to induce the four contracting parties, the States of Victoria, New South Wales and South Australia, together with the Commonwealth, to come to an agreement in the regard to this and other works. Unfortunately, however, unanimity cannot be arrived at. Yesterday, while in Melbourne, I had an interWorks and Water Supply, as the result States concerned will shortly visit Canberra, when the matter will again be gone into.",12,Setup
1,Mr Speaker (Hon. 6. H. Mackay),,12,Change Of Wliich He And Ministers From The Other
2,Mr Lyons (Wilmot,Prime Minis,12,Change Of Wliich He And Ministers From The Other
3,Mr Scullin,I have received from,12,Change Of Wliich He And Ministers From The Other
4,Mr Perkins,"This matter hasOosiHrO N W15AI.TK N AVION AL AGREEMENT : COMTKOI. OK ter fov Commerce) [8.4] -6? / leaveThe Government has given the fullest consideration to the prospective position of wheat-growers after the sale of their 1933-34 ""harvest, and has carefully studied the representations that have been made regarding the adverse effects which a continuance of present low prices would have upon the solvency and stability of the industry. The present very low price is, to some extent, due to reaction from the market activity which was evident while restrictions were under consideration, and the unusually violent speculation in North America recently. The Government believes that it is yet too early to determine what the average price next season is likely to bo, and, therefore, what w ill be the measure of tbe need of the industry for financial assistance. It is not unreasonable to anticipate that, for tbe major part oi' the next crop, prices w i ll bo considerably above the present level. In October, .1931, the export price of Australian wheat was 2s. 4.}d. a bushel, approximately the price prevailing to-day. Thereafter the price movement was as follows:-Novem ber, 2s. 10£d. a bushel; December, 3s. 3£d. a bushel. From the last date to the end of the season the price did not f a l l below 3s. 2d. a bushel. In this connection I may mention that every increase of I d . a bushel in the price of wheat would add almost £750,000 to the incomes of Australian farmers from the sale of the forthcoming harvest. The Government, therefore, considers that a postponement of its final decision in the inatter is justified. The position will be closely watched, and after a few weeks the Government w ill be in a position to determine what assistance is necessary. assured that appropriate action w ill be taken in the light of the position us it then appears. Last week I intimated, to honourable members that the Government was caref u l l y considering the measures necessary to ensure that Australia, would comply with its undertaking under the interAsSISTAITOK IlSTKRnational wheat agreement, aud at the same time assure to farmers a ready sale for all wheat produced by them, whether or not its export had to be postponed. Since then l have received the latest estima;.es available of the volume of the forthcoming Australian harvest, and huve had consultations with StateMinisters, and representatives of wheat growers, voluntary pools, flour millers and exporters, and grain exporters. Following upon receipt of the latest crop estimates, and the consultations referred to, tbe Government has considered its policy in regard to the matter, and I am now in a position to indicate the steps which it is proposed io take. The latest estimate of the next harvest is about 185,000,000 bushels, which would be disposed of as follows : -Requirements for home consumption, seed and poultry-50,000,00 0 bushels. Available for export-135,000,00 0 bushels. Australia's export quota for grain and flour for tbe year ending tbe 31st July, 1934, is 105,000,000 bushels. The anticipated exportable Burplus is, therefore, 30,000,000 bushels in excess of the quota. It is desirable that the export of flour be not restricted for tiie following obvious reasons:(a) Flour trade contracts are difficult to maintain, and, once lost, would be difficult to regain. (b) The production of flour provides labour. (c) The production of flour in undiminished quantity is desirable to ensure supplies of offal for poultry and other purposes. (d) It is a matter of indifference to the wheat-grower whether his wheat is exported in the form of grain or of flour. For the above reasons, it is not proThe industry may rest posed to diminish the export quota for flour below tbe export in 1932-33, provided that the Federal Flour Mill-owners' Association is satisfied that the export this year will reach the same proportions as that of last year. The export of flour during 1932-33 was the equivalent of",12,Change Of Wliich He And Ministers From The Other
5,Mr Stewart (Parramatta,"Minis30,000,000 bushels of wheat. This was in which he is entitled to export during the excess of the export during 1930-31 aud year from the 1st August, 1933, to the 1931-32. Allowing 30,000,000 bushels to cover flour exports, tbe total amount of grain on.the 1st August, 1934, of 52,500,000 which may be exported, is 75,000,000 bushels, which is exactly half the export bushels. Export at present is handled by quota. If the exporter elects to hold on voluntary pools in the States of behalf of farmers, he will be required to Victoria, South Australia, and Western make advances to farmers in the usual Australia, and by independent persons proportions in which advances are made and exporters in all States. The anticipated crop surplus of 30,000,000 bushels, and the carry-over from the 1932-33 season as at the 1st exporter to buy wheat for holding, or to August, 1933, must be provided for until hold wheat on farmers' account, will stand the 31st July, 1934, after which it may be so long as farmers are freely offering exported. Arrangements must be made to wheat on the market. If , at any time, ensure that this wheat will be freely purthere is stagnation in"" the movement of chased, if it is freely offered by farmers. wheat, indicating that exporters are not No legislation will be necessary in order acting up to their obligations, the Ministo ensure compliance with the agreement, ter for Commerce will have power to call while at the same time providing for the upon exporters to purchase wheat or hold ready purchase from farmers of the surit on farmers' behalf, for deferred export, plus which cannot be exported till the 31st in the -proportion of one bushel for every July, 1934. The following procedure is two bushels already exported by them. proposed:1. A proclamation will be issued under the Customs Act prohibiting export of exactly as at the present time-by comgrain and flour except under permit. 2. Licences will be issued to all exporters, and quotas will be allotted under wheat will be entirely unrestricted. Any conditions which I shall define. 3. Exporters of flour and grain will be excess of his quota. So long as wheat is required to furnish particulars of theirflowing freely the question of fulfilment exports of these commodities, the flour of the obligations of individual exporters exporters for the year 1932-33, and the will not arise. The Minister's powers are grain exporters for the three years from available for use, however, if at any time August, 1930, to July, 1933; and the perthere is any lag in the movement of centage of the business conducted by them wheat. during that period will be the basis for calculating their quota of the current mined whether the wheat is "" freely year's export. They must give an assuroffering,"" irrespective of the price? ance that they are still actively engaged in the export of wheat or flour, and that they have reasonable anticipations of regarded as freely offering if the farmers being'able to engage in the trade during desire to sell it. the current year to the extent of their hopeful that the upward trend will be allotted quotas. 4. Licences to export will be subject to conditions. Each licensed exporter will be required to undertake to buy from will 'be given assurance that, in the calfarmers, so long as they are freely offerculation of the 1934-35 export quotas, ing wheat for sale, or to hold for farmers the amount of wheat held by them on and make advances in respect thereof, the 31st July, 1934, may be freely one 'bushel of wheat for every two bushels exported after that date, and that the 31st July, 1934, this being necessary to ensure sale for the estimated carry-over by the pools, and under similar conditions. 5. The responsibility of the licensed petition. 6. Competition for the handling of licensed exporter may purchase wheat in Mr 'STEWART -Wheat will be The Government is sueh that the farmers will desire to receive advances rather than sell. 7. Exporters who purchase for holding",13,Export From Australia
6,Mr Nock,What about the price?,14,Export From Australia
7,Mr Stewabt,It will be fixed,14,Export From Australia
8,Mr Scullin,"Ho w will it be detertotal amount of wheat ao held will be will be impossible to determine the meandeducted from the total permitted export ing of the expression "" freely offering for in 1934-35 before quotas for that year sale."" It may be claimed that the farmers are calculated. In other words, there is are not freely offering their wheat, bea big inducement for shippers to purchase cause they are not offering it at the price some of this carry-over wheat, because it submitted to them by the buyers. This will not operate against their quota next arrangement, I fear, will give an opporyear. That has operated tremendously tunity to the buyers to bring down the in favour of the grower. 8. The working of the plan will be factory way to give protection to the subject to review by the Minister from growers is to establish a compulsory time ""to time. various interests will be invited to nomiof the day. If the growers are left at tbe nate representatives to form .a consultamercy of the buyers, they will fare hardly. tive committee, which will meet monthly The present proposal is that the buyers under the chairmanship of the Minister who receive licences shall have the option for Commerce. This consultative comof either buying the wheat offered, or mittee would comprise representatives of holding it and making an advance upon Australian wheat-growers, the voluntary it. pools, the grain exporters, and the flour exporters. I may say that no licensed exporter will have a vested interest in the quota initially allotted to him. The allocation my disposal I could show that there is a of quotas at the outset is necessary to difference in the case of such a pool, but provide a working basis. stances arise which, in the opinion of the Government. The amount of the adthe Minister, justify a revision of the vance will not be the full value of a probasis of allocation, the Minister will take portion of the wheat, calculated on a action accordingly. As a result of my consultations with vernment is taking action to deprive the the various interests concerned, I am growei of his opportunity to sell his crop satisfied that the plan devised will work outright. That will impose a greater pp.tisfactorily, and that finance will disability on a grower the poorer he is, readily be available to the pools and the and, because of this restriction, he must merchants to enable them to observe content himself with having a large protheir obligations to hold wheat, on portion of his crop unsold. Nothing will farmers' account, for subsequent export. be done to ensure to him the money for leave I should not have asked for the operations. I repeat that the obligation privilege of addressing the House at this rests on the Government to finance, stage were it not for the fact that, in my through the Commonwealth Bank, the opinion, at least a warning note should be whole of the carry-over wheat of the struck immediately in the interests of the growers who are refused an opportunity growers. down that if the Government interferes w>*h the free disposal of a commodity proleave-Speaking as Acting Leader of the duced in this country, and forces the Country party, I regret that I have not growers to withhold 'from 30,000,000 to had an opportunity to peruse carefully 50,000.000 bushels of their product, the the long statement made by the Minister. obligation rests on it to finance the canyIt is difficult to express an opinion on over. That, is the first proposition I all the details without a close examinasubmit for the Government's consideration, but the announcement, I am sure, tion. In the second place, I think that it will be most unsatisfactory to the wheatis unsatisfactory that the growers should growers of Australia. The Government be left at the mercy of the buyers. It has a great responsibility in this matter. price early in the season to enable them to make a profit later. The only satisEor this purpose the national pool,financedby the Government pulsory pool would do. If circumI am dealing with the present proposal of conservative basis, to protect the buyer or the pool, as the case may be; the GoThe principle should be laid to sell it-",14,Export From Australia
9,Mr Scullin (Yarra) [3.14],by his wheat to enable him to carry on his,15,Export From Australia
