speakerGroups,speaker,theText,pageNumbers,title
0,Aboriginal And Torres Strait Islander Heritage (Interim Protection) Amendment Act 1986 (Act No. 83 Of 1986),"An Act to amend the Aboriginal and Torres Strait Islander Heritage (Interim Protection) Act 1984. Air Navigation Amendment Act 1986 (Act No. 69 of 1986)An Act to amend the Air Navigation Act 1920. Apple and Pear Export Underwriting Amendment Act 1986 (Act No. 15 of 1986)An Act to amend the Apple and Pear Export Underwriting Act 1981, and for related purposes. Appropriation Act (No.3) 1985-86 (Act No. 30 of 1986)An Act to appropriate a sum out of the Consolidated Revenue Fund, additional to the sums appropriated by the Appropriation Act (No.1) 1985-86, for the service of the year ending on 30 June 1986, and for other purposes. Appropriation Act (No.4) 1985-86 (Act No. 31 of 1986)An Act to appropriate a sum out of the Consolidated Revenue Fund, additional to the sum appropriated by the Appropriation Act (No; 2) 1985-86, for certain expenditure in respect of the year ending on 30 June 1986, and for other purposes. Appropriation (Parliamentary Departments) Act (No.2) 1985-86 (Act No. 32 of 1986)An Act to appropriate certain sums out of the Consolidated Revenue Fund, additional to the sums appropriated by the Appropriation (Parliamentary Departments) Act 1985-86, for certain expenditure, in relation to the Parliamentary Departments, in respect of the year ending on 30 June 1986. Australian Apple and Pear Corporation Amendment Act 1986 (Act No. 16 of 1986)An Act to amend the Australian Apple and Pear Corporation Act 1973, and for related purposes. Australian Citizenship Amendment Act 1986 (Act No. 70 of 1986)An Act to make provision in relation to Australian citizenship. Australian Federal Police Amendment Act 1986 (Act No. 35 of 1986)An Act to amend the Australian Federal Police Act 1979, and for related purposes. Australian Meat and Live-stock Corporation Amendment Act 1986 (Act No. 77 of 1986)An Act to amend the Australian Meat and Live-stock Corporation Act 1977. Australian Wine and Brandy Corporation Amendment Act 1986 (Act No. 60 of 1986)An Act to amend the Australian Wine and Brandy Corporation Act 1980, and for related purposes. Barley Research Levy Amendment Act 1986 (Act No. 21 of 1986)An Act to amend the Barley Research Levy Act 1980. Bounty and Subsidy Legislation Amendment Act 1986 (Act No. 37 of 1986)An Act to amend certain Acts providing for the payment of bounty or subsidy. Broadcasting and Television Legislation Amendment Act 1986 (Act No.2 of 1986)An Act relating to broadcasting and television. Builders Labourers' Federation (Cancellation of Registration) Act 1986 (Act No.6 of 1986)An Act to cancel the registration of The Australian Building Construction Employees' and Builders Labourers' Federation under the Conciliation and Arbitration Act 1904. Builders Labourers' Federation (Cancellation of Registration-Con/equential Provisions) Act 1986 (Act No. 7 of 1986)An Act to enact certain provisions consequential upon the cancellation of the registration under the Conciliation and Arbitration Act 1904 of The Australian Building Construction Employees' and Builders Labourers' Federation, and for related purposes. Commonwealth Tertiary Education Commission Amendment Act 1986 (Act No.3 of 1986)An Act to amend the Commonwealth Tertiary Education Commission Act 1977, and for related purposes. Community Employment Amendment Act 1986 (Act No. 14 of 1986)An Act to amend section 12 of the Community Employment Act 1983. Companies and Securities Legislation Amendment Act 1986 (Act No. 68 of 1986)An Act to amend laws relating to companies and securities. Companies and Securities Legislation Amendment (Futures Industry) Act 1986 (Act No. 74 of 1986)An Act to amend laws relating to companies and securities in consequence of the enactment of the Futures Industry Act 1986. , Copyright Amendment Act 1986 (Act No. 78 of 1986)An Act to amend the law relating to copyright. Customs Administration (Transitional Provisions and Consequential Amendments) Act 1986 (Act No. 10 of 1986)An Act to enact certain transitional provisions and make certain amendments in consequence of the enactment of the Customs Administration Act 1985, and for related purposes. CustOIll.S and Excise Legislation Amendment Act 1986 (Act No. 34 of 1986)An Act to amend the Customs Act 1901, the Excise Act 1901 and certain other Acts. Customs Tariff Amendment Act 1986 (Act No. 36 of 1986)An Act to amend the Customs Tariff Act 1982. Dairy Industry Stabilization Levy (Termination of Levy) Act 1986 (Act No. 57 of 1986)An Act to amend the Dairy Industry Stabilization Levy Act 1977. Dairy Legislation (Transitional Provisions and Consequential Amendments) Act 1986 (Act No. 59 of 1986)An Act to make provision consequent upon the enactment of the Dairy Produce Act 1986 and other related legislation, and for related purposes. Dairy Produce Act 1986 (Act No. 54 of 1986)An Act relating to the Australian Dairy Corporation, the marketing and export of dairy produce and the collection of certain levies imposed in connection with the dairy industry, and for related purposes. Dairy Produce Levy (No. I) Act 1986 (Act No. 55 of 1986)An Act to impose levies upon the milk fat content of certain dairy produce produced in Australia and a levy upon certain dairy products produced in Australia. Dairy Produce Levy (No.2) Act 1986 (Act No. 56 of 1986)An Act to impose levies upon certain dairy products that are imported into Australia. Dairying Industry Research and Promotion Levy Amendment Act 1986 (Act No. 13 of 1986)An Act to amend the Dairying Industry Research and Promotion Levy Act 1972. Dairying Industry Research and Promotion Levy (Termination of Levy) Act 1986 (Act No. 58 of 1986)An Act to amend the Dairying Industry Research and Promotion Levy Act 1972. Departure Tax Collection Amendment Act 1986 (Act No. 38 of 1986)An Act to amend the Departure Tax Collection Act 1978, and for related purposes. Director of Public Prosecutions Amendment Act 1986 (Act No. 88 of 1986)An Act to amend the Director of Public Prosecutions Act 1983. Dried Fruits Levy Amendment Act 1986 (Act No. 22 of 1986)An Act to amend the Dried Fruits Levy Act 1971. Excise Tariff Amendment Act 1986 (Act No. 20 of 1986)An Act to amend the Excise Tariff Act 1921. Federal Airports Corporation Act 1986 (Act No.4 of 1986)An Act to establish a Federal Airports Corporation, and for related purposes. Fertilizers (Subsidy) Amendment Act 1986 (Act No. 87 of 1986)An Act to extend the operation of the Nitrogenous Fertilizers Subsidy Act 1966 and the Phosphate Fertilizers Subsidy Act 1963. Fringe Benefits Tax Act 1986 (Act No. 40 of 1986)An Act to impose a tax in respect of the value of certain fringe benefits provided in respect of the employment of employees. Fringe Benefits Tax (Application to the Commonwealth) Act 1986 (Act No. 42 of 1986)An Act to provide for the notional application of fringe benefits tax in relation to benefits provided in respect of the employment of Commonwealth employees. Fringe Benefits Tax Assessment Act 1986 (Act No. 39 of 1986)An Act relating to the assessment and collection of the tax imposed by the Fringe Benefits Tax Act 1986, and for related purposes. Fringe Benefits Tax (Miscellaneous Provisions) Act 1986 (Act No. 41 of 1986)An Act to make certain amendments consequent upon the enactment of the Fringe Benefits Tax Assessment Act 1986, and for related purposes. Futures Industry Act 1986 (Act No. 72 of 1986)An Act relating to the futures industry in the Australian Capital Territory. Futures Industry (Fees) Act 1986 (Act No. 73 of 1986)An Act relating to fees payable for the purposes of the Futures Industry Act 1986. Grape Research Levy Act 1986 (Act No. 63 of 1986)An Act to impose a levy upon Australian grapes, and Australian grape juice, delivered to processing establishments. Grape Research Levy Collection Act 1986 (Act No. 64 of 1986)An Act relating to the collection of the levy imposed by the Grape Research Levy Act 1986. Health Legislation Amendment Act 1986 (Act No. 75 of 1986)An Act to amend various laws relating to health, and for related purposes. Income Tax Assessment Amendment (Capital Gains) Act 1986 (Act No. 52 of 1986)An Act to amend the law relating to income tax. Income Tax Assessment Amendment (Research and Development) Act 1986 (Act No. 90 of 1986)An Act to provide income tax concessions for expenditure on research and development, and for related purposes. Income Tax (Rates) Amendment (Capital Gains) Act 1986 (Act No. 53 of 1986)An Act to amend the Income Tax (Rates) Act 1982. Income Tax (Securities and Agreements) (Withholding Tax Recoupment) Act 1986 (Act No. 50 of 1986)An Act to impose income tax in respect of avoided withholding tax amounts in relation to certain securities and agreements. Industry Research and Development Act 1986 (Act No. 89 of 1986)An Act relating to financial assistance by the Commonwealth for certain research and development. Judiciary Amendment Act 1986 (Act No. I of 1986)An Act to amend section 69 of the Judiciary Act 1903, and for related purposes. Live-stock Export Charge Amendment Act 1986 (Act No. 12 of 1986)An Act to amend the Live-stock Export Charge Act 1977. Live-stock Slaughter Levy Amendment Act 1986 (Act Np. 23 of 1986)An Act to amend the Live-stock Slaughter Levy Act 1964. Local Government (Financial Assistance) Act 1986 (Act No. 79 of 1986)An Act to provide financial assistance for local government by means of grants to the States and the Northern Territory. Meat Chicken Levy Amendment Act 1986 (Act No. 24 of 1986)An Act to amend the Meat Chicken Levy Act 1969. Migration Amendment Act 1986 (Act No. 71 of 1986)An Act to amend the Migration Act 1958. Ministers of State Amendment Act 1986 (Act No. 26 of 1986)An Act to amend the Ministers of State Act 1952. Oil Companies (Stock Loss Reimbursement) Act 1986 (Act No. 18 of 1986)An Act to reimburse oil companies for losses incurred as a result of those companies having purchased indigenous crude oil at import parity prices during February 1986. Parliamentary Commission of Inquiry Act 1986 (Act No.9 of 1986)An Act to provide for the establishment of a Parliamentary Commission of Inquiry. Pig Slaughter Levy Amendment Act 1986 (Act No. 25 of 1986)An Act to amend the Pig Slaughter Levy Act 1971. Protection of Movable Cultural Heritage Act 1986 (Act No. 11 of 1986)An Act to protect Australia's heritage of movable cultural objects, to support the protection by foreign countries of their heritage of movable cultural objects, and for related purposes. Protection of the Sea (Prevention of Pollution from Ships) Amendment Act 1986 (Act No. 81 of 1986)An Act to amend the Protection of the Sea (Preverition of Pollution from Ships) Act 1983. Social Security Legislation Amendment Act 1986 (Act No. 33 of 1986)An Act relating to welfare benefits and other matters. Social Security (Proportional Portability of Pensions) Amendment Act 1986 (Act No.5) of 1986)An Act relating to Social Security. States Grants (Education Assistance-Participation and Equity) Amendment Act 1986 (Act No. 65 of 1986). An Act to amend the States Grants (Education Assistance-Participation and Equity) Act 1983, and for related purposes. States Grants (Schools Assistance) Amendment Act 1986 (Act No. 66 of 1986)An Act to amend the States Grants (Schools Assistance) Act 1984, and for related purposes. States Grants (Tertiary Education Assistance) Amendment Act 1986 (Act No. 67 of 1986)An Act to amend the States Grants (Tertiary Education 1ssistance) Act 1984, and for related purposes. Statute Law (Miscellaneous Provisions) Act (No. I) 1986 (Act No. 76 of 1986)An Act to make various amendments of the statute law of the Commonwealth, and for related purposes. Superannuation Legislation Amendment Act 1986 (Act No. 80 of 1986)An Act to amend the Superannuation Act 1976 and the Superannuation Act 1922, and for related purposes. Supply Act (No. I) 1986-87 (Act No. 43 of 1986)An Act to make interim provision for the appropriation of money out 9f the Consolidated Revenue Fund for the service of the year ending on 30 June 1987, and for other purposes. Supply Act (No.2) 1986-87 (Act No. 44 of 1986)An Act to make interim provision for the appropriation of money out of the Consolidated Revenue Fund for certain expenditure in respect of the year ending on 30 June 1987, and for other purposes. Supply (Parliamentary Departments) Act 1986-87 (Act No. 45 of 1986)An Act to make interim provision for the appropriation of money out of the Consolidated Revenue Fund for certain expenditure, in relation to the Parliamentary Departments, in respect of the year ending on 30 June 1987. Taxation Boards of Review (Transfer of Jurisdiction) Act 1986 (Act No. 48 of 1986)An Act to make provision in relation to the review of certain decisions relating to taxation, to repeal certain laws relating to taxation, and for related purposes. Taxation (Interest on Underpayments) Act 1986 (Act No. 47 of 1986)An Act to impose an interest charge in respect of underpayments of income tax. Taxation Laws Amendment Act 1986 (Act No. 46 of 1986)An Act to amend the law relating to taxation. Taxation Laws Amendment Act (No.2) 1986 (Act No. 49 of 1986)An Act to amend the law relating to taxation. Taxation Laws Amendment (Foreign Tax Credits) Act 1986 (Act No. 51 of 1986)An Act relating to foreign tax credits. Tobacco Charge (No.1) Amendment Act 1986 (Act No. 84 of 1986)An Act to amend the Tobacco Charge Act (No.1) 1955, and for related purposes. Tobacco Charge (No.2) Amendment Act 1986 (Act No. 85 of 1986)An Act to amend the Tobacco Charge Act (No.2) 1955, and for related purposes. Tobacco Charge (No.3) Amendment Act 1986 (Act No. 86 of 1986)An Act to amend the Tobacco Charge Act (No.3) 1955, and for related purposes. Trade Practices Revision Act 1986 (Act No. 17 of 1986)An Act to make various amendments to the law relating to trade practices. Trade Practices (Transfer of Market Dominance) Amendment Act 1986 (Act No.8 of 1986)An Act to ensure that section 50 of the Trade Practices Act 1974 does not apply to certain acquisitions. Veterans' Entitlements Act 1986 (Act No. 27 of 1986)An Act to provide for the payment of pensions and other benefits to, and to provide medical and other treatment for, veterans and certain other persons, and for other purposes. Veterans' Entitlements (Transitional Provisions and Consequential Amendments) Act 1986 (Act No. 28 of 1986)An Act to make certain transitional provisions and consequential amendments related to the enactment of the Veterans' Entitlements Act 1986. Veterans' Entitlements (Transitional Provisions and Consequential Amendments) Amendment Act 1986 (Act No. 29 of 1986)An Act to amend the Veterans' Entitlements (Transitional Provisions and Consequential Amendments) Act 1986. Wheat Marketing Amendment Act 1986 (Act No. 82 of 1986)An Act relating to the marketing of wheat, and for related purposes. Wine Grapes Levy Amendment Act 1986 (Act No. 61 of 1986)An Act to amend the Wine Grapes Levy Act 1979. Wine Research Repeal Act 1986 (Act No. 62 of 1986)An Act to repeal certain legislation relating to wine research, and for related purposes. Wool Industry Amendment Act 1986 (Act No. 19 of 1986)An Act to make provision in relation to wool research and development, and for other purposes. Aboriginal Land Grant (Jervis Bay Territory) Bill 1986Initiated in the House of Representatives. Third Reading. Affirmative Action (Equal Employment Opportunity for Women) Bill 1986Initiated in the House of Representatives. Third Reading. Australian Bill of Rights Bill 1985Initiated in the House of Representatives. Third Reading. Australian Capital Territory Council Bill 1986Initiated in the House of Representatives. Third Reading. Australian Capital Territory Council (Consequential Provisions) Bill 1986Initiated in the House of Representatives. Third Reading. Australian Dried Fruits Corporation Amendment Bill 1985Initiated in the House of Representatives. Discharged. Australian Institute of Sport Bill 1986Initiated in the House of Representatives. Third Reading. Australian Institute of Sport (Consequential Provisions) Bill 1986Initiated in the House of Representatives. Third Reading. Australian National Maritime Museum Bill 1986Initiated in the House of Representatives. Third Reading. Australian Security Intelligence Organization Amendment Bill 1986Initiated in the House of Representatives. Third Reading. Bills of Exchange Amendment Bill 1985Initiated in the House of Representatives. Third Reading:Bounties Bill 1986Initiated in the House of Representatives. Third Reading. Cheques Bill 1985Initiated in the House of Representatives. Third Reading. Commonwealth Employees (Employment Provisions) Bill 1985Initiated in the House of Representatives. First Reading. Criminology Research Amendment Bill 1986Initiated in the House of Representatives. Third Reading. Dairy Industry Stabilization Levy Amendment Bill 1985Initiated in the House of Representatives. Discharged. Dairy Legislation Amendment Bill 1985Initiated in the House of Representatives. Discharged. Dairy Produce Amendment Bill 1985Initiated in the House of Representatives. Discharged. Dairy Produce Market Support Bill 1985Initiated in the House of Representatives. Discharged. Environment Protection (Impact of Proposals) Amendment Bill 1986Initiated in the House of Representatives. Third Reading. Environment Protection (Sea Dumping) Amendment Bill 1986Initiated in the House of Representatives. Second Reading. Flags Amendment Bill 1985Initiated in the Senate. First Reading. Foreign Takeovers Amendment Bill 1986Initiated in the House of Representatives. Third Reading. Human Rights and Equal Opportunity Commission Bill 1985Initiated in the House of Representatives. Third Reading. Human Rights and Equal Opportunity Commission Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Human Rights and Equal Opportunity Commission (Transitional Provisions) and Consequential Amendments Bill 1985Initiated in the House of Representatives. Third Reading. Inspector-General of Intelligence and Security Bill 1986Initiated in the House of Representatives. Third Reading. Intelligence and Security (Consequential Amendments) Bill 1986Initiated in the House of Representatives. Third Reading. National Capital Development Commission Amendment Bill 1985Initiated in the House of Representatives. Third Reading. Parliament (Powers, Privileges and Immunities) Bill 1985Initiated in the House of Representatives. Second Reading. Prompt Payment of Commonwealth Accounts Bill 1986Initiated in the House of Representatives. Second Reading. Sex Discrimination (Consequential Amendments) Bill 1986Initiated in the House of Representatives. Third Reading. South Pacific Nuclear Free Zone Treaty Bill 1986Initiated in the House of Representatives. Second Reading. Statutory Declarations Amendment Bill 1985Initiated in the House of Representatives. First Reading. Telecommunications (Interception) Amendment Bill 1986Initiated in the House of Representatives. Second Reading. Trade Practices Amendment Bill 1985Initiated in the House of Representatives. Discharged. Trade Union Training Authority Amendment Bill 1986Initiated in the House of Representatives. Third Reading. Wildlife Protection (Regulation of Exports and Imports) Amendment Bill 1986Initiated in the House of Representatives. Third Reading. Friday, 23 May 1986 hours, to deliberate on measures that will affect the lives and livelihoods of thousands of dairy farmers around this nation. The Opposition does Madam SPEAKER (Hon. Joan Child) took not accept that it is necessary to have a guillothe chair at 10 a.m., and read prayers. tine affecting these measures. Suspension of Standing and Sessional Orders demonstrate as much as anything that the Government does not know where it is going. We Motion (by Mr Young) proposed: should understand that this is about the third Thatseparate package that has been presented to us (I) standing order 48A (adjournment of House), as in this area. The industry is still far from happy. amended by sessional order, be suspended for Many people in various States see the Governthis sitting, and ment's intrusion as preventing altogether their (2) in relation to the proceedings on the following opportunity to carryon their business as they Bills, so much of the standing and sessional orwould wish. We are concerned that all the issues ders be suspended as would prevent the Leader relating to the measure should be adequately of the House making one declaration of urgency debated, but with a guillotine it is impossible to and moving one motion for the allotment of time in respect of all the Bills: do so. On that basis the Opposition does not support the motion and will vote against it. Dairy Produce Bill 1986; Dairy Produce Levy (No.1) Bill 1986; Question put: Dairy Produce Levy (No.2) Bill 1986; That the motion ( Mr Young's) be agreed to. Dairying Industry Research and Promotion Levy (Termination of Levy) Bill 1986; The House divided. Dairying Industry Stabilization Levy (Termina(Madam Speaker-Hon. Joan Child) tion of Levy) Bill 1986; and Dairy Legislation (Transitional Provisions and Ayes 69 Consequential Amendments) Bill 1986. Noes 52 Opposition Business) (1O.02)-This is yet another illustration of a country which has run AYES Baldwin, P. J. Keating, P. J. amok, with a Government that does not know Beddall, D. P. Kelly, R. J. where it is going or what it is up to. We began Blanchard, C. A. Kent, L. Blewett, N. Keogh, L. J. the week with the country in disaster, with the Bowen, Lionel Klugman, R. E. banana republic syndrome alive and well. The Brown, Robert Lamb, A. H. bull had well and truly grabbed the Treasurer Brumby. J. M. Charles. D. E. Langmore, J. V. Lee, M. ( Mr Keating) by the tail. This motion today is Charlesworth. R. I. Lindsay. E. J. designed yet again to restrict the opportunities Chynoweth, R. L. McHugh, J. Cleeland, P. R. McLeay, Leo for members to debate issues that are of fundaCross, M. D. Maher. M. J. mental importance. Today we have a package of Cunningham, B. T. (Teller) Martin, S. P. Mayer, H. dairy legislation-not one Bill but six. We will Dawkins. J. S. Dubois, S. G. Mildren. J. B. be allowed only a restricted amount of time to Duffy, M.J. Milton, P. debate them. There will be no opportunity for Duncan, p, Edwards, Ronald Morris, Allan Morris, Peter members who are affected electorally by this Fatin, W. F. Mountford. J. G. measure to give the matter adequate Fitzgibbon, E. J. O'Keefe, N. P. Free, R. V. O'Neil, L. R. T. consideration. Gear, G. Price, L. R. S. Gorman, R. N. J. Punch, G. F. We well understand that the only reason the Grace, E. L. Saunderson, J. motion has been moved is that the Government Griffiths,A.G. Scholes, G. G. D. has not been able to get its act together. For Hand, G. L. Holding, A. C. Scott, J. L. Snow, J. H. example, it is really quite incredible that, over Hollis, C. Staples, P. R. this past week, having had nine months to introHowe,B.L. Theophanous. A. C. Tickner, R. E. Humphreys, B. C. (Teller) duce the legislation on capital gains tax, the Hurford, C. J. Uren, T. Government did not have the explanatory memJacobi, R. West, S.J. Jakobsen, C. A. Wright, K. W. orandum ready to present to the House. Today Jenkins, H. A. Young. M. J. we will be expected, in the course of a few Jones, Barry",8,First Session Third Period
1,Mr Sinclair (New England,"Manager of Majority 17NOES Madam SPEAKER-Order! The honourable Adermann, A, E. Hodges, J. C. member will resume his seat. The question is: Aldred, K. J. Hodgman, W. M. That the Bills be considered urgent Bills. Andrew, J. N. (Teller) Hunt, R. J. D. Blunt, C. W. Jull, D.F. Question resolved in the affirmative. Brown, N. A. Lloyd, B. Burr, M.A. McArthur, F. S. Allotment of Time Cadman, A. G. McGauran, P. J. Cameron, Ewen Cameron, Ian McVeigh, D. T. Miles, C. G. House) (10.13)-1 move: Coleman, W. P. Millar, P.C. That the time allotted in connection with the Bills be Conquest, B. J. Moore, J.C. as followsCowan, D. B. Nehl, G. B. Dobie, J. D. M. Peacock, A. S. Would the honourable member for Moreton Downer, A. J. G. Reith, P. K. Drummond, P. H. Robinson. Ian please listen? Edwards, Harry Rocher, A. C. Everingham, P. A. E. Ruddock, P. M. Madam SPEAKER-If honourable members Fife, W. C. Sharp, J. stop speaking the House will be able to hear. Fischer. Tim Fisher. Peter Shipton, R. F. Sinclair, I. McC. Honourable members have just complained about Good luck, B. J. Slipper, P. N. not being able to hear. Hall, Steele Tuckey, C. W. Hawker, D. P. M. Webster, A. P. Hicks, N. J. (Teller) Wilson, I. B. C. That the time allotted in connection with the Bills be as follows: (I) Dairy Produce Bill 1986; For the remaining stages, Hayden, W. G. Shack, P. D. until 4,00 p,m, this day, Cohen, B. Smith, W. Darling, E. E. Braithwaite, R. A. (2) Dairy Produce Levy (No. I) Bill 1986; For the remaining stages, until 4.05 p.m. this day. Question so resolved in the affirmative, (3) Dairy Produce Levy (No.2) Bill 1986; For the remaining stages, until 4.10 p.m. this day. (4) Dairying Industry Research and Promotion Levy (Termination of Levy) Bill 1986; For the remainDeclaration of Urgency (5) Dairy Industry Stabilization Levy (Termination of Levy) Bill 1986. For the remaining stages, House)-I declare that the following Bills are (6) Dairy Legislation (Transitional Provisions and urgent Bills: Dairy Produce Bill 1986, Dairy Consequential Amendments) Bill 1966; For the Produce Levy (No, 1) Bill 1986, Dairy Produce remaining stages, until 4,25 p,m, this day. Levy (No, 2) Bill 1986, Dairying Industry Research and Promotion Levy (Termination of In so moving, I say that the Opposition and the Levy) Bill 1986, Dairy Industry Stabilization Government members are aware, of course, that Levy (Termination of Levy) Bill 1986 and Dairy the Government has had an additional discipline Legislation (Transitional Provisions and Conseplaced on it in terms of getting the business quential Amendments) Bill 1986. through the House. We are not setting a particularly onerous task in terms of legislation that is Madam SPEAKER-Order! If honourable set down this week and next week is of particmembers drop the level of conversation a bit, ular urgency because the coalition has decided everybody will be able to hear. that it will not deal with any legislation in the Bills; we are very concerned about the dairy Thursday. That is the decision that the Opposiindustry and we want to talk about it. We have tion has to sit with. All the business set down not heard what the Leader of the House has for this week and all the business that is set said. down for next week will have to be completed by next Thursday night because the OpposiMadam SPEAKER-Will the honourable tion-the Liberal Party of Australia and the member resume his seat? We will check about National Party of Australia-have decided to the microphones. break another convention, and that is that the Mr Donald Cameron-On a point of order, Senate will not deal with legislation which passes Madam Speaker: Honourable members have not through the House of Representatives after next heard what they are being asked to-Thursday night. It is a matter of urgency that",14,Adjournment Of The House Dairy Of All The Measures That Have Been Before The Legislation Parliament The Changes Introduced In This Area
2,"Cameron, Donald Mackellar, M. J. R. Mr Young (Port Adelaide",Leader of the,15,Dairy Legislation Ing Stages Until 4 15 P M This Day
3,"Halverson, R. O. Watson, David Mr Young",I move:,15,Dairy Legislation Ing Stages Until 4 15 P M This Day
4,Mr Young (Port Adelaide,Leader of the until 4.20 p.m. this day.,15,Dairy Legislation Ing Stages Until 4 15 P M This Day
5,Mr Cadman,It is impossible to hear. coming before the House. The business we have,15,Dairy Legislation Ing Stages Until 4 15 P M This Day
6,Mr Cowan,"We are very interested in these Senate which the Senate receives after nextthis Government must deal with the legislation marshal his troops. We know that the Prime set down. It may be that in the next session the Minister has lost control. We know that the Opposition will decide that it will deal only with telephone has taken over from the Cabinet table. matters that go through the House of RepresenWe know that no longer are matters of very tatives in the first four weeks of the sitting, in significant public importance being considered in which case we will have to compress all the the way they should be. As far as this House is legislation into the first four weeks. The Oppoconcerned, we are not prepared to take the sition should have realised what it was doing consequences and have guillotines imposed on us when it took the decision, which imposes a new simply because the Government is not doing its restriction on the Government. It will just have job adequately, quickly, or in time. to live with the consequences. The consequences The purpose of this motion is not in any way of its decision are that members of the House of related to the suggestions the Leader of the Representatives will have less time to debate House has put forward; it is entirely related to these Bills than they otherwise would have had. the Government not getting its act together early Opposition Business) (10.16) It had not been the Parliamentary Counsel on time. We are here my intention to respond, but the Leader of the this morning just because the Government could House( Mr Young) has stated an entirely incornot get its act together. Consequently, we have rect version of the facts. It should be understood a motion which will give minimal time for dethat this G;)vernment cannot get its act together. bating a very serious package of Bills. We do All that babble and rabble on the other side who not accept the admonition from the Leader of are temporarily sitting on the Government the House, and we commend the Senate for benches should understand that if those few trying to bring the Government under some sort sitting on the front bench cannot get their legisof disciplinary approach. tees cannot conclude their deliberations ries) (10.19)-Having listened to the Leader of sufficiently early for them to come into this the National Party and Manager of Opposition place and be considered adequately so that they Business( Mr Sinclair), we can understand why can be passed by the Senate in a reasonable those opposite are in opposition. At least he had time, they can expect that restraints such as the common decency to laugh while he was those in the resolution to which the Leader of making that stupid statement. the House referred will continue to be imposed Speaker-The purpose of the Senate resolution is to tell its work done. What the Government is doing is Madam SPEAKER-Order! to undertake a proper and correct basis for toon, son; you are so irrelevant. Madam consideration of serious matters which affect the Speaker-people of Australia. The only way in which the Senate and this place can adequately consider Madam SPEAKER-Order! Is the honouralegislation and get their work done is for memble member for O'Connor speaking to the mobers of the Government, instead of tripping away tion before the Chair? Minister( Mr Hawke) out in the boondocks of Speaker. The Leader of the House( Mr Young) China; I am delighted to see the Minister for has said that debate on these measures will be Immigration and Ethnic Affairs( Mr Hurford) curtailed because of decisions taken in the Senhere today, but he has been away; the Minister ate. These measures are the result of an anfor Foreign Affairs( Mr Hayden) is away. If nouncement in this Parliament on 19 September they do not want to have guillotines, Ministers 1985. Furthermore, you got your instructions should stay in Australia, conclude their work from Bill Kelty on 3 February 1985 when he and give the Parliamentary Counsel instructions. made his speech to the Socialist Forum and he Nobody in this place would then be in the spelt out the tax measures chapter and verse. position of having to have such a ridiculous You have known since 3 February 1985 what guillotine motion as this before them for considyou were going to do, and you still have not got eration. The only reason for the guillotine is that the legislation passed. That is a fact: You got the Leader of the House has not been able to your instructions on 3 February 1985. You can",15,Dairy Legislation Ing Stages Until 4 15 P M This Day
7,Mr Sinclair (New England,"Manager of enough, not getting the legislative instructions to",16,Dairy Legislation Ing Stages Until 4 15 P M This Day
8,"Lative Program Right, If All Those Caucus Commit",Mr SCHOLES (Corio-Minister for Territo,16,Dairy Legislation Ing Stages Until 4 15 P M This Day
9,On Them. Mr Tuckey (O'connor) (10.20),Madam,16,Dairy Legislation Ing Stages Until 4 15 P M This Day
