speakerGroups,speaker,theText,pageNumbers,title
0,(First Sussion : Sixth Period.) An Aot To Amend The Apple And Pear Organization Act 1938,"1948. An Aot to grant and apply an additional sum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of Juno, Ono thousand nine hundred and fiftythree, and to appropriate that sum. An Act to grant and apply an additional sum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of June, One thousand nine hundred and fiftythree, for the purposes of Additions, New Works and other Services involving Capital expenditure and to appropriate that sum. An Act relating to Atomic Energy. An Act to amend the Banking Act 1945. An Act to amend the Canned Fruits Export Control Act 1926-1952. An Act to amend the Commonwealth Bank Act 1945-1951, and for other purposes. An Act to amend the Commonwealth Employees' Furlough Act 1943-1951. An Act to provide foT the Validation of Collections of Duties of Customs under Customs Tariff Proposals. D AIRY PRODUCE EXPORT CONTROL ACT 1953 (ACT NO . 37 OF 1953)An Act to amend the Dairy Produce Export Control Act 1924-1947. An Act to amend the Defence Act 1903-1952. D RI ED FRUITS EXPORT CONTROL ACT 1953 (ACT No. 9 OF 1953)An Act to amend the Dried Fruits Export Control Act 1924-1952. EGG An Act to amend the Egg Export Control Act 1947-1951. An Act to amend the Fisheries A ct 1952. ""FLAX INDUSTRY ACT 1953 (ACT No. 25 OF 1953)An Act to provide for the Establishment of a Flax Commission, and for matters incidental thereto. An Aot to provide for the Government of Heard Island and McDonald Islands. An Act to amend the Income Tax and Social Services Contribution Assessment Act 1936-1952 as amended by the Taxation Administration Act 1953. L ANDTAX ABOLITION ACT 1953 (ACT NO . 2 OF 1953)An Act to repeal the Acts of the Parliament relating to Land Tax, and for purposes connected therewith. LOAN (TEMPORARY REVENUE DEFICITS) ACT 1953 (ACT NO . 21 OF 1953)An Act to make Provision with respect to Temporary Deficits in the Consolidated Revenue Fund. MEAT EXPORT CONTROL ACT 1953 (ACT NO . 18 OF 1953)An Aot to amend the Meat Export Control Act 1935-1950. An Act to amend the National Service Act 1951, and for other purposes. An Aot to amend the Patents, Trade Marks, Designs and Copyright (War Powers) Act 1939-1946. An Act to amend the Pearl Fisheries Act 1952. An Act to amend the Public Service Act 1922-1951. An Act to authorize the Commonwealth to Guarantee the Repayment of certain Loans to be made by the Commonwealth Bank of Australia to the Queensland Tobacco Leaf Marketing Board. An Act relating to the Roval Style and Titles. An Act to amend the Seamen's Compensation Act 191.1-1949, and for other purposes. An Act to appropriate a further sum out of the Consolidated Revenue Fund for the servioe of the year ended the thirtieth day of June, One thousand nine hundred and fifty-two. An Aot to appropriate a further sum out of the Consolidated Revenue Fund for the Service of the year ended the thirtieth day of June, Ono thousand nine hundred and fifty-two, for the purposes of Additions, New Works and Other Services involving Capital Expenditure. An Act to grant and apply a Bum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of June, One thousand nine hundred and fifty-four. An Act to grant and apply a sum out of the Consolidated Revenue Fund for the Service of the year ending the thirtieth day of June, One thousand nine hundred and fifty-four, for the purposes of Additions, New Works and other Services involving Capital Expenditure. An Act to provide for the administration of certain Acts relating to Taxation, and for purposes connected therewith. An Act relating to the provision of Television Services, and matters incidental thereto. An Act to amend the Tractor Bounty Act 1939-1950. WAR An Act to grant and apply out of the Consolidated Revenue Fund a sum for War Pensions. W INE OVERSEAS MARKETING ACT 1953 (ACT NO . 36 OF 1953)An Act to amend the Wine. Overseas Marketing Act 1929-1945. WOOL USE PROMOTION ACT 1953 (ACT No. 23 OF 1953)An Act to make provision for Improving the Production and Increasing the Use of Wool, and for purposes connected therewith. ACTS INTERPRETATION BILL 1951. Initiated in the House of Representatives. Second Reading. , Question Question Question COAL ............................................................................................................................................................571 Question Question The Parliament......................................................................................................................................................572 Question Question Question Question Question Question Question RAIN MAKING, ...........................................................................................................................................575 Question Question Question Question Dairyre Search Laboratory, Highett, Victoria Report of Public Works Committee ...............................................................................................................577 Commonwealth Bank Bill 1953 ............................................................................................................................577 Tariff Proposals 1953 Customs Tariff Amendment (No. 7) ; Customs Tariff (New Zealand Preference) Amendment (No. 2).........611 In Committee of Ways and Means: ................................................................................................................611 Tariff Board Ironing Machines and Washing Machines; ....................................................................................................615 Precision Test Indicators and Micrometers; ...................................................................................................615 Turnbuttons and Snap Fasteners;....................................................................................................................615 Frames for Handbags; ....................................................................................................................................615 Matches and Mechanical Lighters;.................................................................................................................615 Internal Combustion Engines; .......................................................................................................................615 Catches for Ladies&#39; Handbags and Wallets; ..........................................................................................615 Leads for Wooden Pencils;.............................................................................................................................615 Domestic Sewing Machine Heads;.................................................................................................................615 Kit Bab Frames; .............................................................................................................................................615 Flax Canvas and Flax Canvas Fire Hose ........................................................................................................615 Commonwealth Bank Bill 1953 ............................................................................................................................616 Assent To Bills......................................................................................................................................................660 Adjournment Civil Aviation Imported Literature...............................................................................................................660 Papers....................................................................................................................................................................664 House of Representatives. Thursday, 5 March, 1958. MK. SI'EAKEK (Hon. Archie Cameron) took the ohair at 10.30 a.m., and read prayers. number of requests now being made to the Prime Minister by members of this House to supply letters of introduction to various people, will the right honourable gentleman circularize honourable memhers asking them, as nominators, to ensure the bona fides of the people whom they nominate for such letters? From my personal experience, I know that the Prime Minister is good enough to provide those letters on the recommendation of honourable members. that it is well known to honourable members that before they write in asking for -such letters they should satisfy themselves in the matter. I am bound to tell the honourable member that I have no reason to think that that is not done. As he is aware, these letters are supplied as a privilege, ami they ought not to be made available to persons who are not suitably recommended. That is why members of Parliament arc responsible for asking for the letters to be issued. been made to me by quite a number of women's organizations in relation to the International Labour Organization Convention that dealt with the subject of equal remuneration for women workers who perform work of the same value as that performed by males. As the convention was concluded a considerable time ago, will the Minister for Labour and Rational Service inform the House of the action-that has been taken in relation to the matter or the action that it is proposed to take ? prepared, which I shall make available to the Leader qf thc Opposition and other honourable members who may be interested in the matter. in the House? COAL. Minister inform thc House whether the Western Australian Government recently asked the Commonwealth for financial assistance to enable the provision ' of amenities on the Collie coal-fields? 1 remind the right honourable gentleman that last year the Commonwealth paid to New South Wales to provide amenities on the coal-fields, more than 4d. for every ton of coal mined in that State, but that less than l i d . a ton was paid to Western Australia for that purpose. Will the right honourable gentleman assure the House that, if the Government intends to continue subsidizing the provision of amenities on the coal-fields at the expense of thc taxpayers, financial assistance will be provided by the Commonwealth on an equitable basis, so that no particular State shall be favoured? honourable member's question relates to ' policy, I cannot deal with it now. I may say, however, that tbe Western Australian Government has asked for further assistance, and that matter has been the subject of inquiry and correspondence. In fact, thc latest manifestation is now on my desk awaiting my signature. Thc honourable member may be assured that the matter is well in hand. Treasurer concerns the system employed by the Repatriation Department for thc",9,Setup
1,Mr Dean,In view of the increased,12,Bepatriation
2,Mr Menzies,I venture to think,12,Bepatriation
3,Dr. Evatt,Representation s have,12,Bepatriation
4,Mr Holt,I shall have a reply,12,Bepatriation
5,Dr. Evatt,Will it be made available,12,Bepatriation
6,Mr Holt,If desired.,12,Bepatriation
7,Mr Fbeeth,W ill the Prime,12,Bepatriation
8,Mr Menzies,Insofar as the,12,Bepatriation
9,Mr Joshua,"My question to the payment of war pensions. I have received a letter from an aged war pensioner who has great difficulty in calling at his post service homes scheme helps to relieve office each month to collect his pension. He has asked that the department adopt the simple method of posting his monthly cheque to him. Will the Treasurer issue appropriate instructions so that war pensioners may receive their pension cheques by mail in the same way as age pensioners receive paymonts from the Department of Social Services? have the proposal considered/and will let the honourable member know what can be done to meet the request. asked the Minister for Social Services a question in relation to the trend shown by official figures relating to certain catemencement of each day's sitting of this gories of war service homes. I am certain that the honourable gentleman, misunderstood the import of my question. By way of explanation, I point out that the figures that he supplied to me last week show that houses that are semi-constructed by the War Service Homes Division, in the sense that thcy are fully controlled by the division from the beginning of construction, have increased by 2,000,whereas the number of new homes taken over has decreased by 500 and the number of old homes taken over has decreased by 4,000. Is the accent to be further placed in future on control of construction by the War Service Homes Division to the detriment of transactions iu the other two categories? stand thc honourable member yesterday. many such stations have been established I now realize that, when he referred to by thc present Government, and how houses constructed by the War Service many were established during the eight Homes Division, he had in mind houses years of office of the Labour Government ? that are built by private contractors on behalf of the division. The division has prepared for the establishment of about concentrated on a policy of building now fifteen low-powered regional stations on liomes in preference to the financing of the national network to serve, in the what might be termed estate agency main, country areas in which adequate transactions for the purchase of existing radio programmes are not available now. houses. It has done so for a variety of During the life of the previous Governreasons. In the first place, it considers ment, wbich was about eight years, eleven that it can help ex-servicemen and at the of these stations were established. Dursame time improve the general housing ing the last three years, this Government situation byfinancingthe construction of has established six. new houses. In the socond place, the construction of new houses under the war unemployment. Therefore, I think that wo shall continue to concentrate on the building of new houses in preference to the purchase of existing properties. THE PARLIAMENT. Speaker, give consideration to the broadcasting of our national anthem, Advance Australia Fair a matter for comment by honourable members at the moment. the anthem to be broadcast immediately after the reading of prayers at the comHouse? Do you not think that this action would generate national sentiment, would have a beneficial effect, on the outlook of the people, particularly the children, and would increase their appreciation of their magnificent country ? sort I am the servant of the House. If the House sees fit to give me instructions, they will be carried out. Until that stage is reached, the present procedure of this House will not be altered. General say what plans are in hand for the provision of further regional broad-",12,Bepatriation
