speakerGroups,speaker,theText,pageNumbers,title
0,An Aot Relating To The Registration Of Aliens. An Aet Relating To Duties Of Customs. An Act To Amend The Customs Tariff (Exchange Adjustment) Act 1933,"1938. An Act to amend the Defence Act 1903-1934, and for other purposes. An Act to make provision in relation to the Commonwealth or the Defence Force, with respect to the Naval, Military and Air Forces of other parts of His Majesty's Dominions and of Territories administered by His Majesty, with respect to Members of those Forces, and for other purposes. An Act to grant and apply out of the Consolidated Revenue Fund a sum for Invalid and Old-age Pensions. An Act to annul certain Proclamations made under the National Health and Pensions Insurance Act 1938, and under certain Acts with which that Act is incorporated. An Act to provide for the taking of Censuses for the purpose of National Registration, for tbe establishment of a National Register, and for other purposes. An Aet to amend the Science and Industry Research Act 1920-1937. An Act to provide for the payment of Annuities to the Widow and Children of the late the Right Honourable Joseph Aloysius Lyons. An Act to grant and apply out of the Consolidated Revenue Fund a sum for the purposes of Financial Assistance to thu States. An Act to grant and apply a sum out of the ConsoUdated Revenue Fund for the service of the year ending the thirtieth day of June, One thousand nine hundred and forty. An Act relating to the Supply of Munitions and the Survey, Registration and Development of the Resources of Australia, and for other purposes. THE BILLS OF THE SESSION. -COMMONWEALTH BANK BILL . Initiated in House of Representatives; second reading. -CRIMES BILL. Initiated in Senate. Sent to House of Representatives ; first reading. -EXTRADITION BILL . Initiated in Senate. Sent to House of Representatives ; first reading. -INTERSTATE COMMISSION BILL. Initiated in Senate. Sent to House of Representatives; second reading. -NATIONAL Representatives; second reading. Representatives; second reading. -PATENTS BILL . Initiated in House of Representatives; first reading. SEAT OF GOVERNMENT (ADMINISTRATION) BILL . Initiated in Senate. Sent to House of Representatives second reading. Not dealt with during the Third Period. (THIRD PERIOD.) (THIRD PERIOD.) HEAL TH AND PENSIONS INSURANCE BILL (No. 2) 1938. Initiated in House of Question GUBA FLYING BOAT ...............................................................................................................................1926 Internal Loan.......................................................................................................................................................1926 Anglo-russian Negotiations.................................................................................................................................1926 Question Question DAR WIN STRIKE .....................................................................................................................................1928 Question Memorandum On Empire Trade .........................................................................................................................1928 Australia&#39;s Progress In Industry Sydney, Monday ..........................................................................................................................................1928 Question AIR SERVICES...........................................................................................................................................1928 Question Question Question Question Question Question Question Question LOAN ADVERTISING...............................................................................................................................1930 Question Question Question Question Question NEW GUINEA ............................................................................................................................................1931 Question AIR TRAVEL FOR MEMBERS .................................................................................................................1931 Question Question Order Of Business...............................................................................................................................................1932 Supply Bill (No. 1) 1939-40 Second Reading............................................................................................................................................1974 Third Reading ..............................................................................................................................................1988 States Grants (Youth Employment) Bill 1939 Second Reading............................................................................................................................................1989 National Registration Bill 1939...........................................................................................................................2009 Invalid And Old-age Pensions Appropriation Bill 1939......................................................................................2010 Defence Bill 1939 Second Reading............................................................................................................................................2010 Aliens Registration Bill &#34; 1938 Second Reading............................................................................................................................................2014 Adjournment Dear Sir ........................................................................................................................................................2024 Answers To Questions Duke of Windsor..........................................................................................................................................2028 Australian Broadcasting Commission ..........................................................................................................2028 Sydney-Kyogle-South Brisbane Railway Line .............................................................................................2028 House of Representatives. ' Thursday, the chair at 11 a.m., and read prayers. OVBA. FLYING BOAT. for Civil Aviation able to give me any Europe, and in all the circumstances the information concerning the night of. the Commonwealth Government is satisfied gurvey boat Quia and whether it has that it would not prejudice the interests landed at its destination? Ovba, which is' making a trial survey over the initiative of the Government of the the Indian Ocean,' landed at Chagos, United Kingdom, and of the present conbeside HMS'. Manchester at 10.42 a.m. sultations with Soviet. Russia for the yesterday, eastern standard time, which further re-enforcement of tliose arrangewas eighteen' minutes ahead of the time ments, is to ensure European peace. If at which it expected to reach that destinathis object is attained and European tion. . a position to make a statement concerning the internal loan which was floated yesterday ? not do so at the moment as applications in transit still have to be checked. Possibly before the House rises to-day 1 shall be able to make a statement. S » HENRYGULLETT I was asked by the honourable member for West Sydney( Mr Beasley) on the 9th June, whether the Government would indicate its views on Australia's interest in the proposed Anglo-iSoviet agreement in Europe and the relation of such an agreement to the countries bordering the Pacific. From the beginning of the negotiations for the inclusion of Soviet Russia in the European anti-aggression group, it was clear that the effects which an eventual agreement might have on Japan could not be disregarded. This was especially so when a stage was reached which envisaged a direct defensive agreement between the United Kingdom and the Union of Socialist Soviet Republics. As I have already stated, the Commonwealth Government has expressed its support of the efforts of the United Kingdom Government to secure Russian participa15 June, 19S9. tion ou the most effective terms possible, and this support extends to the conclusion of a direct defensive agreement. effective terms Russia would accept! It is not intended that such an agreeof Japan. Tho whole object of the security The flying boat arrangements already made in Europe on relations are restored to a footing on",7,Aliens Registration Aot 1939 No 12 Of 1939
1,Mr Snakes (Hon. 0. J. Bell) Took,,10,Anglo Russi An Negotiation S
2,Mr Scholfield,I s the Minister ment shall have any application outside,10,Anglo Russi An Negotiation S
3,' Mr Fairbairn,,10,Anglo Russi An Negotiation S
4,Mr Curtin,I s the Treasurer in,10,Anglo Russi An Negotiation S
5,Mr Menzies,I regret that 1 can,10,Anglo Russi An Negotiation S
6,Mr Abchie Camebon,On the most,10,Anglo Russi An Negotiation S
7,Sir Henry Gullett,"Not at all.which the settlement of recognized differences by discussion and not by force or under the threat of force is the ruling principle, the political and economic benefit will be felt in every part of t.he world. Out, of such a settlement Japan cannot fail to secure profound general relief. It is certain that Great Britain and France and the countries associated with them in these endeavours will never commit any act of aggression or attempt by any means to offer hostile obstruction to the legitimate aims of any State. It has been emphasized that the present efforts are not an attempt to "" encircle "" any particular country, and allegations to this effect are entirely without foundaJapanese. erected live-wire and bar.bedtion. It is in this light that the Commonwealth Government regards its own relations with the countries bordering the Pacific, in particular, Japan. The objective of the establishment of an enduring peace, the Govermnent is. convinced, is best advanced under conditions of stability and order 'between the great powers. In giving its support to the present efforts in Europe of the Government, of the United Kingdom, the Commonwealth Government feels confident that this will prove the quickest and most effective way to forward its own policy of peace in the Pacific region. the honourable member for Deakin( Mr British Concession, at .Tientsin is not, in Hutchinson) asked me a question concerning Japanese actions in Tientsin. The Commonwealth Government has had no official information regarding recent events there, hut it is clear from press reports that a situation has arisen which threatens a serious clash .between British and Japanese interests. . As the result of the murder last April of a Chinese official in the Japanese-controlled administration, the Japanese military authorities at Tientsin demanded the surrender from the British Concession of four Chinese alleged to be responsible .for the murder. This demand has been refused on the ground that no evidence has been forthcoming against these individuals and that therefore their surrender would create a_ precedent detrimental to British influence in all of the China treaty ports. The Japanese have now announced their intention of instituting a blockade of both the. British and French Concessions.. Tha blockade is said to be intended to bring, to a standstill, external trade, to prevent, exit or entrance except for official purposes, and to cut off. everything except supplies of food. This situation''is the latest example of methods employed by the Japanese military authorities who control Tientsin,which have heen a source of friction from the time the city was first occupied in the course of the present hostilities. It will be recalled that' in February last the wire fences around the British Concession/while for many months British com-, mercial interests at Tientsin have been consistently hampered, Thje Government of the United Kingdom,, ori the necessary occasions, has protested strongly to >the Japanese Government against these measures, and the Secretary of State for Foreign Affairs again declared on the 12th June, that the Government *of the United .Kingdom was not indifferent to such treatmentof ""British interests by the Japanese. He added that, the Govern^ ment could hot forget the rights which had been acquired for -British nationals under .treaty and-could not. accept the Japanese excuse that ,the measures taken were necessary on military .grounds. It can be said that the hostility displayed by the. Japanese against the fact, justified by any action or inaction oh the part of the British authorities. Inhabitants of the' Concession were, indeed, recently reminded by the Municipal Council of their duty to maintain strict neutrality through the present conflict, and the Japanese have not been aible to produce any evidence to support their charges that the Concession is being used as a base for anti-Japanese activities."" I may add that the Commonwealth Government is making inquiries from the Australian Government Trade Commissioner at Shanghai as to the recent developments. It is understood that there are no specific Australian local interests at Tientsin, .but a considerable volume of Australian exports to China, particularly flour, has for some time been passing through the port.'",10,Anglo Russi An Negotiation S
8,Sir Heney Gulljett,"Yesterday.DAEWIN STELKE. General aware that the strike at Darwin has now been continued for five weeks, with the result that important government works are being delayed and serious losses incurred by contractors? Does the right honourable gentleman intend to take any action in regard to it such as, for example, to apply for the de-registration of the union, or in any other way to ensure that the law will be observed so that work may be continued according to schedule? for the honourable member to ask whether the Minister is aware of a certain thing. the rigbt honourable gentleman will.take action such as I have suggested ? tion as to the exact position at the moment, but I shall make inquiries and if possible make a statement on the subject later. ment yet reached a decision concerning the proposal to enlarge the Tariff Board? If so, what is the nature of it? been made. The matter has been considered by the Government but finality has not been reached. MEMOEANDTJM ON EMPIEE tion of the Minister representing the Minister for Commerce to the following report which appeared recently in a section bf the press:No FEARS NOW IN BRITAIN. Sydney, Monday. British confidence in Australia's ability to ment ? advance industrially on sound lines was growing daily,' said Mr Eric Murray, for fourteen years secretary of the British Empire League in London. ' He said to-day that he had submitted a memorandum on Empire trade to the Department of Commerce, Canberra. Has the memorandum referred to been Social Services inform me how many received by the Department of Commerce, approved societies have been registered and, if so, will the Government make it under the national insurance scheme; available to honourable members as it unwhat 'amount-of money has been paid to doubtedly has an important bearing on Australian secondary industries? shall make inquiries to ascertain whether the memorandum is in the office of the department and, if so, whether it is an appropriate document to distribute as suggested. AIE SEEVICES. External Affairs inform me whether it is correctly reported that the K.L.M. airline has been given permission to extend its service to Australia, and, if so, whether it will directly compete with. Imperial Airways and Qantas? to both questions is, "" No "". External Affairs state whether Royal Dutch Airlines have submitted an application to the Commonwealth Government for permission to extend their services to Australia, and if so, what decision has the Government readied on the matter? Sir' HENEY GULLETT -An application on behalf of K.L.M. was submitted, not by the company itself, but by the Government of the Netherlands, but after negotiations, the application was withdrawn for the time being. A further application on behalf of K.N.I.L.M. for permission to charter K.L.M. aircraft, and run them under the existing arrangement, has been received, but no decision in respect of that has yet been reached. Minister for External Affairs whether the withdrawal of the application by the Netherlands East Indies Government on behalf of K.L.M. can be taken as an indication that the agreement under which Dutch airliners now opeTate in Australia is the subject of review by this Governnot so.",11,Japanese Actions In Tientsin
9,Mr Geegoey,"I s "" the Attorney",12,National Insurance
