speakerGroups,speaker,theText,pageNumbers,title
0,"Spouse Of Kepresmtaiibrs. Thursday, 22 October, Igos. P.m., And Read Prayers. From The Women's Christian Temperance Union, Of Tasmania, Praying The House","not to adopt compulsory military training. Petition received. Prime Ministeri f the New Protectionmemorandum is complete. dicated, the short memorandum is prac-:. tically complete, but, on further consideration, it appeared desirable to accompany it with a draft of the . particularamendment of the Constitution which will' be suggested. the memorandum was presented it would be asked for, and that therefore theyshould be presented together. Attorney-General this morning, and confidently expect to present the paper on Tuesday. Minister of Defence further considered the question of holding the .annual cadet encampments in New South W.ales, an'd, if so, to what conclusion has he come ? 'promise to the honourable memberwhen the Estimates were laid on the table, I gaveinstructions that a statement should be sent to the State Commandant, informing him of the amount which Parliament would' probably vote for this purpose. That wasdone about a week ago. I shall make inquiries as to what report he has furnished, NEW PROTECTION. It was thought.that .when I have seen the-",11,Setup
1,Mr Speaker Took The Chair At 2.3c*,,11,Petition
2,"Mr Storrer (Presented, A Petition",,11,Petition
3,Mr Joseph Cook,"I ask"" the",11,Petition
4,,Mr DEAKIN -As I have already in,11,Petition
5,Mr Thomas Brown,Has the,11,Petition
6,Mr Ewing,"In accordance with my--and inform the honourable member when the camps will be held. I do not think that there should be any delay. action yet been taken in the purchase ^or leasing of a suitable site in London for ""Commonwealth offices? formed immediately a tentative arrange-ment has been arrived at. POST AND TELEGRAPH -BACCHU S MARSH TELEPHONE RATE-questions was given, I have learned that a and am having inquiries made by wire. The permanent Deputy Postmaster-General for further action to be taken in the matter will be Victoria has been appointed; but, neverindicated on receipt of a reply. theless, as I desire the information, I ask the Postmaster-General, upon notice1. How long is it since there has been a permanent Deputy Postmaster-General in Vic-toria? 2. Has he announced that the present Acting Deputy Postmaster-Genera] in Victoria will not ' be permanently appointed ? 3. When does he propose to make a permanent appointment to this office, and what is -the Cause of the delay? honourable member's questions are1. A year and eight months. 2. No . 3. A permanent appointment was 'made last been continuous, and, in addition, where -week. General, ufon notice1. Is the telephone rate, Bacchus Marsh to Melbourne, eightpence? 2. Is the rate, Bacchus Marsh to Melton, twopence? 3. Is the rate, Melton to Melbourne, six.pence ? 4. Why does this anomaly exist? master-General, Melbourne, has furnished the following information:1. The telephone rate for conversations between Bacchus Marsh and Melbourne is 8d. 2. The telephone rate for conversations between Bacchus Marsh and Melton is ad. 3. The telephone rate for conversations between Melton and Melbourne is 4d. 4. The wire mileage between Melton and Melbourne is 24 miles, and between Bacchus Marsh and Melbourne 32 miles, which accounts for the difference in the charges between the *vo places and Melbourne. General, ufon notice1. Is he aware that, at a recent meeting of the Maylands (WA.) Local Board of Health, the following resolution was carried :""Whereas the Medical Officer of Health for the Maylands Local Board has certified in writing to the above Board that the premises occupied by the postmaster, as a post-office in our district, are unfit for human occupation or habitation, this Board orders that such be condemned, and that they be not occupied after twenty-one days from serving notice of same."" ? 2. In view of the above, will the Postmaster General take immediate steps to erect a suitable post-office building in Maylands, the necessity for which in the near future has already been recognised by the Department? honourable member's questions isx and 2. I was not aware that such a resolution asked the Minister representing the Minister of Home Affairs, ufon noticeWhen the Public Service Inspectors of Vic« toria, New South Wales, and South Australia respectively last examined the work of all the Commonwealth officers in the above States? tion was made for the purpose of classification in 1903-4. Since then the inspection by the Public Service Department has the circumstances seem to warrant it, a General, ufon notice1. Was he misinformed in his reply to questions as to the issue by the CitizensL if e Company of a financial statement to Policy-holders which was not a true copy of the balance-sheet lodged with the Registrar? 2. Was not he misinformed in his reply to questions arising out of an article on the CitizensL if e Company, published in the Clarion? 3. Is he aware that in the Clarion of 15th September is published a facsimile of a CitizensL if e Policy, signed by a director who died six months before the date of the policy ? 4. Is it not a fact that the CitizensL if e Company returns to the industrial assured persons of Australia less money than they paid in premiums?",11,Petition
7,Mr Henry Willis,Has definite,12,Citizens Li Fe Insurance Company
8,Mr Deakin,The House will be in,12,Citizens Li Fe Insurance Company
9,Mr Crouch,"Sinc e notice of my had been passed by the Local Board of Health,",12,Citizens Li Fe Insurance Company
