speakerGroups,speaker,theText,pageNumbers,title
0,"Friday, Took Tlie Chair At 10.30 A.m., And Read Prayers. Ister Representing The Minister For Exter","nal Affairs any comment to make, or any information to give to the House, beyond what appears in the press, on the subject of an agreement recently arrived at in London regarding the limitation of naval armaments? agreement has not yet reached Australia. 1 understand that it is being sent by air mail. No agreement was reached on quantitative naval disarmament, but there was a considerable measure of agreement on what is described as qualitative disarmament-the sizes of ships in individual categories, and their tonnages have been limited below the figures fixed by the Washington Treaty. agreement has been signed by Great Britain, France and the United States of America. It is open to adherence by Japan, France, It a l y and other naval powers. As soon as the f u l l text arrives, it will bo made available to honourable members. Mr R, GREEN -This morning's press publishes a statement attributed to the Minister for Defence regarding compulsory and voluntary military training. In view of that statement, and of a letter dated the 26th March, which I received from the honourable gentleman in answer to a letter I forwarded to him asking for f u l l particulars regarding the formation of an in f a n t r y unit at Mur will umbah able member is not entitled to make a statement when asking a question. Minister informed me that the voluntary system of training was at present under consideration. I now ask him if the 27 March, 19S6. Government has come to any decision in this regard, and whether it has yet decided what assistance can be given to ihe formation of voluntary defence units (Hon. &.. J. Bell) in different parts of Australia? honourable member has read only portion of my letter, which does not give the f u l l sense of my reply to him. The policy of the Government is that of voluntary enlistment. That policy is being pursued. Requests have been received fro m different parts of Australia, including Murwillumbah, for the formation of new units. SinceI have been Minister for Defence, the M i l it a r y Board has considered that the funds available for defence purposes should be utilized in connection with what are regarded as mor ; t important matters, and that practice has been followed. It is now proposed to pay special attention to the matter of increasing the strength of the militia. TheM i l i tary Board and I are convinced that that can be done by a well-directed and an organized effort, which w ill embrace the formation of new units. Consideration w i ll be given to the formation of a unit So far, the at Murwillumbah. publishes the statement that outposts of the Japanese army have come into conflict with the Russian forces in Siberia. Can the Minister representing the Minister for External Affairs say whether information has been received as to the extent of the conflict, or has he any other information that would tend to relieve the House of any anxiety it might feel? has been received on the subject from the Government of Great Britain. If a message that will enlighten the House should come to hand during the day I undertake to make it available. rise to make a personal explanation. AnI n this letter, the extract from the Melbourne Herald of the 26th March headed: "" M in is t e r",9,Setup
1,Mr Speaker,,9,Personal Explanations
2,Mr Johnlaws On,Has the M in,9,Personal Explanations
3,Mr Casey,The f u l l text of this,9,Personal Explanations
4,Mr Speaker,Order! The honor,9,Personal Explanations
5,Mr R. Green,,9,Personal Explanations
6,Mr Archdaleparkhill,The,9,Personal Explanations
7,Mr Francis,The press to-day,9,Personal Explanations
8,Mr Casey,No official information,9,Personal Explanations
9,Mr Archdaleparkhill,"1Snubs Supporter""; "" Incident in the House of Representatives"", readsWhilst tlie honourable member for Perth was speaking yesterday, he had not been speaking hill moved "" That the question be now p u t "" , statement which appears in a section of and Mr Nairn's surprise was marked. The paragraph continues to animadvert in that strain. The simple fact is that the honourable member for Perth had finished his speech when I moved for the application of the gag. I am quite sure that he and other honourable members will exonerate me from any intention to be discourteous. explanation, I should like to express my appreciation of the action of the Minister for Defence, who was temporarily in charge of the business of the House, in giving me an opportunity to express my views on the subject before the chamber. orable member is not making a personal explanation. grievance, I did expect the Minister to make a reply. able member is disregarding the Standing Order governing the right of honourable members to make a personal explanation. whatever to make against the honourable member. ringah-Minister for Defence) [10.33]. -by leave I desire to make a correction of newspaper mis-statements. The Melbourne Herald of the 26th March publishes the statement that some of the new bombers on order are to cost £1,067,000. This figure was supplied in answer to a question asked last Friday by the Deputy Leader of the Opposition ( Mr Forde), and represents the cost of all aeroplanes ordered during the last three years. In yesterday's Sydney Daily Telegraph the statement appeared that it is proposed to expend £7,000,000 upon defence before the end of December next. As a matter of fact that sum represents the expenditure for the whole of the present financial year. ister whether there is any truth in the the press that another of his Ministers is about to go abroad, on this occasion to New Zealand, to enter into negotiations with the Government of that dominion? If that be the case, will he say who the Minister is, and when he is to leave Australia? some one has made a bad guess on this occasion. I have no knowledge either as to who the Minister is, or when he is to go abroad. The following paper was presented:Papua,-Annua l Report for year 1934-35. lation with respect to the allocation of the £100,000 which is to be utilized in subsidizing interest on local government works, will the Treasurer make provision to enable those local government authorities which have commenced works within recent months in anticipation of I have no complaint this legislation to participate in the interest subsidy? possible to introduce this legislation in the ensuing week. It will make provision for the initiation of the scheme as from the 1st July, 1935. State governments will have the option of saying whether works in their States which were commenced in the financial year 1935-36, and which would have been eligible for assistance if commenced after the passage of the legislation, shall qualify for participation in the proposed grant. BILL 1935. state whether, if the tariff debate is concluded either to-day or early in the coming week, it is intended to proceed immediately with the Income Tax Assessment Bill 1935, which is at the second reading stage?",9,Personal Explanations
10,For More Than Three Minutes When Mr Park,,10,Income Tax Assessment
11,"Mr Nairn""",B y way of personal,10,Income Tax Assessment
12,Mr Speaker,Orde r ! The hon,10,Income Tax Assessment
13,Mr Nairn,Although I have no,10,Income Tax Assessment
14,"Mr Speaker,",Order! The honor,10,Income Tax Assessment
15,Mr Nairn,,10,Income Tax Assessment
16,"Mr Archdale Parkhill (""War",,10,Income Tax Assessment
17,Mr Forde,I ask the Prime Min,10,Income Tax Assessment
18,Mr Lyons,It would appear that,10,Income Tax Assessment
19,Mr Mcewen,In preparing legis,10,Income Tax Assessment
20,Mr Casey,I hope that it will be,10,Income Tax Assessment
