speakerGroups,speaker,theText,pageNumbers,title
0,"Hous E Of Representatives. Thursday, 6 July, 1988. Took The Chair At 2.30 P.m., And Read Prayers. Debate Resumed From 5th July On That The Following Address","in-Reply to fhe Speech of His Excellency the Governor General be agreed to by this House:MAY IT PLEASE YOUR EXCELLENCYWe, the House of Representatives of the Parliament of the Commonwealth of Australia,",13,Setup
1,Mr Speaker (Hon. Sir Elliot Johnson),,13,Governor General S Speech Address In Reply Cexsuke Amendment
2,Motion By Mr Jackson,"in Parliament ussenibled, beg to express our loyalty to our Most Gracious Sovereign, and to thank Your Excellency for the Speech which you have been pleased to address to ParliamentThat the following words be added to the proposed Address-in-Eeply :"" but we regret that your Advisers have made no provision to liberalize the old-age and invalid pensions."" ister and Minister.for External Affairs) [2.33] I am sorry that I was not able to be here yesterday, when t i e Leader of the Opposition ( Mr Charlton) moved his amendment, but I have informed myself as well as I could by a perusal of the press reports of his speech und from the notes taken by my honourable colleagues. It would serve no good purpose to remind the honourable member that he has taken a very unusual course in moving two censure motions without an interval between them. In his speech in support of the amendment now before the House bo covered, for all practical purposes, the ground traversed ""last week in his first attack. BeforeI come to the honourable member's charges, there is a matter of procedure to which I must refer. According to the newspaper accounts of yesterday's proceedings, exception was taken by some of the honourable member's party to the moving of the adjournment of the debate by the Minister then in charge of the House. When I was informed that the Leader of the Opposition intended to move au amendment on the Address-in-Reply, I said that if he desired the adjournment of the debate I would consent to it , but that otherwise the discussion should continue. token by the Government was the proper one. In moving the adjournment of the debate, we followed an almost invariable custom; to do otherwise would have been an act of discourtesy to the Opposition. HadI been present, however, and heard from the honourable member's own lips that he took exception to the proosed adjournment, the debate would not ave been adjourned. Let me now deal with his charges seriatim. The honourable member claimed credit on behalf of his party for the results arrived at through the Washington Conference, for the reference of the wireless agreement to the Parliamentary Committee, for the expansion of telephone and telegraph connexions, and for the reduction of the defence vote. He did not disclose the grounds on which these claims were based, and an examination of the facts w ill show them to be without foundation. The honourable member claimed kudos for himself and his party for what was done at the Conference at Washington.. During the many years that I have been a. member of the House, I have known, audacity, under the whip of party exigencies, to go to great lengths, but I have not heard any statement quite so audacious as this. The honourable gentleman said that the Labour party was responsible for the appointment of a delegate to represent the Commonwealth at Washington, and that attention had been drawn by the Labour party to the need for Australian representation there. No doubt the Labour party did draw attention to this matter;-. I should be surprised to hear of anything in the wide world to which, at some time or another, the Labour party has not drawn attention. But, as the honourable member has claimed credit for the achievements of the Washington Conference, seeking to make it appear that without theefforts of the Labour party no good thing would have come out of Washington, I must quote extracts from that very inconvenient publication known to o l woXXoi as Hansard, to show where the honourable member and his party really stood in reference to Australian representation at Washington. On 6th October last (Hansard, vol. XCVTL , page 11717), the h o n orable member is reported as sayingWhat are we here going to do? I have not The course a word to say against Senator Pearce personally, but I venture to say that the Government could not have picked a more unsuitable man for the job. And, two pages laterThe Minister for Defence (Senator Pearce!,. who has been appointed to represent Australia at the Washington Conference, is the most unsuitable person that could have been selected. . . . In the circumstances, the Government could not have made a more unwise selection. . . . . We cannot eee the possibility of the Disarmament Conference being a success unless it comprises representatives of the different political parties throughout the world. I therefore move as an amendmentThat, the motion be amended by omitting all the words after ""That"", with a view of inserting in lieu thereof the following;",13,Governor General S Speech Address In Reply Cexsuke Amendment
3,Upon Which Mr Chabltom Had Moved,,14,Governor General S Speech Address In Reply Cexsuke Amendment
4,Mr Hughes (Bendigo,"Prime M i nwords:"" in the opinion of this House the Disarmament Conference to be held at Washington is of vital importance, and that Australia should be represented thereat by a representative of the Government and each of the other parties, and that the decisions of such Conference should be subject to ratification by this Parliament."" The honourable gentleman's attitude was supported quite naturally by honourable members who spoke on his side. The honourable member for Ballarat( Mr sition of honourable members of the Official McGrath) was amongst them; on page 11792 of Hansard -we find him sayingThe Australian delegate at Washington should not heBitate to. tell the capitalistic authorities of Great Britain that never -again will an Australian go to the aid of Britain in any war in which they may be assisting a yellow race to fight white men I have no faith in Senator Pearce, and no expectation that he will utter such sentiments as those. I do not believe that he is a pacifist. I am not at all sure that he will advocate disarmament. Then the honourable member for Hume( Mr Parker Moloney), referring to Senator Pearce, saidTo send him seems to me like sending a publican to a Prohibition Conference. On the same occasion, the honourable mem-, ber for Batman( Mr Brennan) saidAllI can eay on that point is, as I said by way of interjection, that thc Government could have only made one worse choice, and that would have been thc Prime Minister himself. It is clear, therefore, that if any good thing has come out of ""Washington, and if my distinguished and right honourable colleague has come back, as he has done, having covered himself with distinction and credit, it is not due to honourable gentlemen opposite, for they not only did all they could to prevent him going, but they urged a course whichi they knew was quite impracticable. They suggested that there should be' substituted for Senator Pearce some other representative, and that he should be accompanied by a representative from each of the other political parties in this Parliament. They did that, though they very well knew that it was not for us to decide how many should go. United States of America issued the in vitations, and restricted the number of representatives from each country invited. The Dominions as such were not recognised at all, but went by virtue of the fact that they were partners in the British Empire. As the attitude of honourable, members on the other side, or most of them, to wards t i e British Empire is perfectly well known-and it is known that the party are opposed to the British Empire, even when they do not say so-it must be said that not only is the honourable gentleman's party not entitled to the credit for the achievements of tbe Washington Conference, but that all that has been gained has come despite the policy and the oppoLabour party, and that they are not entitled to claim any share whatever in the splendid results of that Conference. The Leader of the Opposition referred to the Wireless Agreement, claiming this also to be due to the aotion of his party. Doubtless the honourable member referred to those subterranean machinations' by which they manage to influence the affairs of the world, let alone the affairs of the Commonwealth, but of which we see not the faintest signs above the surface of things. But the honourable gentleman's, party is not entitled to any credit in this matter. On the other hand, whatever has been done has been done despite their opposition. What are the facts about the Wireless Agreement 1 The honourable gentleman finds himself in this position: Whilst he takes credit for the 'agreement, be says that it should never have been executed. I think it may be said that one could secure unanimity on the other side for the execution of only one thing and .that is myself. Let me state the facts relating to this matter. A motion covering a dTaft wireless agreement was put before this House, and agreed to. The motion readThat the House approves of the execution by the Prime Minister of the agreement proposed to be made between the Commonwealth and Amalgamated Wireless (Australasia) Limited, a draft of which has been laid upon the table of the House, subject to investigation and approval, with suoh alteration as they may deem necessary, by a Committee to consist ""of six members of the House of Representatives, two nominated by the Prime Minister, two by the deader of the Opposition, two by the Leader The Government of the of the Country .party, and three members of the Senate, such senators' to be Senators DrakeBrockman, J. D. Millen, and Wilson. When this motion was submitted, debate ensued, the honourable member and his party opposed the motion, a division waa taken, .and the Leader of the Opposition and his party voted against it . Whatever there is of virtue, either in the motion itself, the Committee whioh the motion created, or the decisions of that Committee, or the agreement, or its execution, comes as the result not of the support of the honourable gentle,, man and bis party, hut despite their opposition. They wore beaten in the division on the motion. The House authorized, and in fact directed the Government to take certain action subject to certain conditions which were set out in tbe motionThat the House approves of the execution of the agreement proposed to be made subject to the investigation and approval of a Committee to consist of six members of the House of Representatives, and three members of the Senate. The Committee was appointed; it met and considered the matter at great length, and by eight votes to one recommended the ratification and execution of the agreement. The only dissentient member of .tbe Committee, the honourable member for Batman, about whose attitude on this matter a certain amount of mystery seems to prevail, did not put in his minority report until a few days before, the assembling of Parliament. No doubt the honourable gentleman will say that this belated dissent has no political significance whatever, and that, its relation to party is so remote as not to be measurable. AllI have to say to that ia that while he may tell that to the marines or to his constituents the people of this' country will never believe it. The facts are then that the agreement was signed because this Parliament by a specific motion directed the Government to sign it, and neither for the idea, the motion, tbe Committee, or tbe agreement itself, are the Leader of the Opposition and his party entitled to one iota of credit. ' The honourable member next takes credit for the proposed expansion of post and telegraphic facilities. It is true, of course-and one must give the devil his due-that honourable members opposite are alwaysin favour of expanding every thing. Insignificant as I am, I have had the' honour of their support than one occasion when I have moved motions which expanded matters in which they . were vitally When it is a question of imposing new burdens by tbe expenditure of public money, one may always rely with confidence on tbe support of honourable members of the Labour party, and it is no Ur. Bughes. doubt true that they have always said that they were in favour of the expansion of postal and telegraphic facilities ;but the Leader of the Opposition must forbear with me a moment while I remind him of one or two rather painful facts. He and many of those who are with him to-day were followers of mine in days gone by. We were in office for years. We had ample opportunity to. do a great many things. We had an overwhelming majority72 members-in both Houses. The honourable member was not then, as he is now, a member of a party-poor , forlorn, rejected,and despised, compelled to resort to most abject and miserable expedients in order to attract attention. On the con. trary, he was a member of a party whose word was law. I invite him now to tell us what any of the Labour Governments, including my own-becaus e we want to be perfectly fair in the matter-di d for the telegraphic and telephonic communications of Australia. He cannot deny .that we could have done a good deal more in a direction which he now sees possible. I claim that the present Government is entitled to the credit of having'done and shown the way to do far more for tlie expansion of postal and telegraphio facilities throughout this country than was done by any preceding Government, and that the credit is not to be shared by the honourable member or bis party. They did not do these things when they had the power. If they had the reins of power now they would, owing to the forces which control tlnin, destroy this country. The honourable member, having taken credit for the contemplated expenditure of somo millions of pounds on postal and telephonic facilities next claims credit for the reduotion effected in the defence expenditure. There is something in this assertion which makes me a little apprehensive. When I see the honourable member associated, as he is now, with people whose ideas were abhorrent to him on more a little while ago, I cannot but feel a little anxious when I learn that he and those with him approve of anything that' interested. this Government has done. We know very well what their attitude was towards this country during the war, and what their suggestions were when Australia was standing with its back to the wall arid literally fighting for its life. We remember their: counsels for a premature peace, and their protests against reinforcements. done in regard to the Defence Forces of Una country that has secured the approbation of such, a party? say no now fact that the honourable member takes credit for and supports the action of the Government in this regard is a rather sinister circumstance. During last session the honourable member did a ll that he could to put the Government out of office. He moved motions which, had they been carried, would, as he must have known, have destroyed the whole M i l it a r y Defence Force of this country, thrown tens of thousands of men out of work, and rendered the Commonwealth helpless before her enemies. We must never forget that the honourable member's motions which, if carried, would have destroyed the Defence Force of Australia, were moved long before the Washington. Conference had made a reduction in military expenditure possible. Even at a time when the honourable member Baid that such a Conference could not succeed, he wished us to go f a r beyond what we bave done to-day. For the present reductions the Government, and the Government alone, are responsible. If there be some things for which, credit ia due, which, since the honourable member supports them, I begin to doubt-the credit belongs to the Government, and not to the honourable member, who would have had us disarm and leave ourselves defenceless in the face of the enemy before the Washington Conference had yet met, and arrived at those momentous decisions which have changed the face of the whole world, and particularly the Pacific. The honourable member then spoke of immigration. Apparently' he is much concerned about this matter. I am not quite clear as to what his charges are in this connection. Nor do I know what is his attitude towards tbe question. The other day, in bis attack upon the Government, I understood that the gravamen of his charges was that we were about to bring hundreds of thousands of people to Australia, which was already thronged with unemployed men.' I gather now, and the honourable member w ill correct me if I am wrong, that we are now charged with doing nothing. proper scheme. before the honourable member. They w ill speak for themselves. The foundaI shall tion of tbe immigration policy of more about this matter the Oommonwealth Government was the than to remark that the resolution agreed to at the Premiers' Conference in 1920, which gave the Commonwealth charge of immigration affairs overseas, and of the transport of' i m migrants from overseas to Australia, .and lef t to the States the responsibility for dealing with immigrants when tbey reached our shores and tbe right to determine the number and class of immigrants to be admitted into each State. If fewer immigrants are arriving than we should like, it is solely the States who are to blame, unless it can be shown that the transport facilities provided by tbe Commonwealth are insufficient. But that is not alleged. I stated the matter very clearly at the Premiers' Conference held in January of this year. I shall read an extract from a report of the proceedings. I saidI t is for each State to come forward with a concrete scheme. Nothing can be gained by a general discussion on them; but, of course, it is not for me to say what you are or are not to discuss. I propose to settle, on behalf of the Commonwealth Government, the matters outstanding between Sir James Mitchell and ourselves in order that we may get that proposal dealt with. I have asked two' gentlemenThey were Senator Lynch and Mr. Gregoryto look at the lands over there, and afterwards,. as I have told Sir James Mitchell, we shall have to reduce the matter .to a form of agreement; but all that can be done between ourselves. It has nothing to do with the other States. This other general scheme, however, has to do with every State, and with the Commonwealth, and I Bhould like you to eay that you wiU give instructions to your Agents General to look at the matter in a more friendly spirit. Honourable members w ill bear with me while I deal with this subject a little fully, because it is a very important matter, and I hope my friends will not object if I touch very briefly upon one or two phases' of it that were not 'referred to by the honourable gentleman. Immigration as a practical policy must be considered under three or four heads. The Commonwealth is co-operating with the Statesi n every one of these.",14,Governor General S Speech Address In Reply Cexsuke Amendment
5,Mr Charlton,"With, not having a",17,Governor General S Speech Address In Reply Cexsuke Amendment
6,"What, Then, Nave We Mr Hughes","L e t me put the factsThe lines of its co-operation are very definite, and the co-operation is as complete as the circumstances permit. The Commonwealth has a very clear-and practicable policy, .which it has endeavoured, and' is still endeavouring, to carry out. First of all, there are these concrete schemes to one of which I have just referred, . and with which I shall deal in detail later. scheme of nominated immigrants, under which persons now resident in Australia nominate their friends in Britain or elseboys, the ""Dreadnought"" boys, and the where. assisted passages. This is an excellent form of immigration, if it be on a wide enough scale, because the immigrants have friends lo go to, and these give them counsel and'aid, and set their foet upon the right road. Assisted passages are granted under various minor schemes. For example, in New South Wales the Commonwealth Government are recruiting agricultural trainees, known as "" Dreadnought "" boys, at the rate of sixty a month, for the State of New South. 'Wales. In connection with the Fairbridge . Fatrm. School, in Western Australia, the Commonwealth. Government recently decided to co-operate with the Western Australian Government by providing portion of the maintenance cost of the school. The maximum contribution of the Commonwealth has been fixed at £2,600 per annum, and the total cost to the Commonwealth, is not to exceed £10,000, spread over a period of five years. About 2,000 British officers of the IndianA r m y will shortly ba retired owing settling them on the land. to the intended reduction in the A r m y establishment in India. These officers aire wealth immigration polioy. young men in the prime of life, and thoy will each receive as compensation a sum of between £1,000 and £1,500. In response to inquiries recently made by General Lord Rawlinson, I have given an assurance that the Government will extend a hearty, welcome to any of these officers who may choose to settle 'here. I to all thc States. a representative to India. New South Wales has definitely offered to set aside 800 irrigated farms for theso omcers, I .hope that the other States will not lag behind. tween £1,000 and £1,500, and is in the prime of life, it is dosirable from every point of view that they be secured for Mr Bughes. Australia. The Commonwealth Goverm' ment have offered to send a represontatiys to In d i a to give all information that tie' officers may require, or alternatively ' to pay the expenses of two of thoir number to Australia in order that they may see the country for themselves. These' constitute what may be termed the 'subsidiary schemes of our immigration policy. There Then there is the are the nominated immigrants, who are given assisted passages, and those other schemes, such as the Dr. Barnardo Homes Theee are brought out here hy Fairbridge Farm. Then wo have the scheme of the South Australian Government, who are bringing out ' 6,000 boys, w i th a view to placing them with fanciers and training them for the work of land settlement. In all these schemes we are co-operating with the State Governments. NowI come to the greater schemes which aim at developing the great resources of Australia by bringing out large numbers of immigrants from B r i tain and settling them on Crown lands. W it b Western Australia a draft agreement has been drawn up, and it sets out, w it h some wealth of detail, the circumstances under which we are prepared to co-operate w it h the Government of that State. Broadly speaking, the agreement is one for settlement in which the States and tbe Commonwealth-and since the passage, of the Empire Settlement Act, the United Kingdom also-ar e to co-operatei u bringing people to this country and Land settlement is a sine qua non of the CommonThe Government of the Oommonwealth is not a party to any immigration proposal which has not for its object the settlement of men on the .land. I have already referred to the Western Australian undertaking, which I hope w ill shortly bo completed. I bave discussed at great length w i th the Government of New bave communicated this matter South Wales a scheme covering large Victoria has sent areas of land, both irrigated and dry, in different ports of that State, and I am very hopeful of being able to conclude a satisfactory agreement. I have been in close touch lately with the Premier As each officer will have beof Victoria, and only yesterday I had -a communication from him, setting out in broad outlines a scheme in which he wishes the Commonwealth Government to oo-operate. We are looking into the matter now, und although we cannot coioinit ourselves to details, I have said in the most unqualified way that we most earnestly desire to act in co-operation w it h the Stale Government. Th'e Premier of Victoria has set out that the whole object is to settle men on the land. That is the policy of the State of Victoria, und it is the policy of this Government. H i g h Commissioner of the Commonwealth has recently signed an agreement with the British Government relating to providing portion of the passage money for approved immigrants. agreement the B r it is h ' Government boars half the cost. parties is limited by tbe terms of the agreement. The rate at which immigrants arc coming in this year shows a great improvement over last year. The total number of assisted immigrants who arrived during ]921 was 14,677; while the number this year, if the present monthly average is maintained, w ill be 24,652. This, of course, ia still very f a r from satisof 5th January, 1922 :factory, but wo anticipate that when the Western Australian scheme is in f u l l operation that number w ill he doubled. AndI do not hesitate to say that only in this way can this country be developed, and shall wo be able to obtain results from the co-operation of the B r it i sh Government and tbe State Governments with the Commonwealth, which w ill , I hope, mark a t u m in g point in Australia's careor, and indicate to the world our settled determination to show ourselves worthy of the inheritance of a continent. It has been suggestod. I think, by the Leader of the Opposition ( Mr Charlton) that the Commonwealth rejected the i m migration proposals of Queensland because a Labour Governmont is in power there. That is quite untrue, as I shall prove by dore himself. What the Commonwealth sets out to do is to assist immigration. Tho responsibility of dealing w i th unemployment in the various parts of the Commonwealth belongs to the States, and not to the Commonwealth Government. It is an unfortunate fact, as I showed on Priduy last, that the number of unemployed in the State of Queensland is greater than in any other State. That is most regrettable, out it is also the most complete condemnation of the policy of honourable members opposite, either in esse or in posse, that ean be imagined. But it does not affect the position: that the immigration' policy of the Commonwealth must not be used by the States to settle unemployment of their own citizens. L e t me now read to the House what the Leader of the Labour Government, in The Queensland has to say about the inatter. On 1st July, 1921, when a deputation of dore saidUnder this lie knew that there was depression in Queensland aud unemployment. Unemployment was rendered more acute because oi this depression, The liability of both and there wns distress in the pastoral industry in particular. The financial stringency was having a bad effect on industry generally. At the present time, the Government could not offer the unemployed relief work. The Government could find employment ior thousands of men if the funds were available. He had formed his own opinion that an expenditure of £15.000,000 over the next lour or five years would make land available for 10,000 settlers, say, and find employment for 50,000 adults. The following extract is from the Argus Asked to-day what Queensland was doing in the matter of immigration, the Premier( Mr Theodore) said "". . . The Government had not abandoned hopes of tha Upper Burnett scheme. . . . It would endeavour to finance a vigorous land settlement achemo in the near future. This was one of the chief means of solving the unemployment problem."" I commend to the Leader of the Opposition those words of wisdom from Mr. Theodore, that the only hope of solving the unemployed problem is not the socialization of industry, is not tbe polioy represented by the flamboyant resolutions passed at the recent Labour Conference in Melbourne, is not any of those solutions which the honourable member urged upon us, but is the simple, time-honoured way, initiated hy Adam, of going upon the land dore said, in Brisbane, on 5l.h January, 1922This is one of the chief means of solving tlie unemployed problem and making for the development and progress of the State that is so necessary, and strenuous efforts will be made by the Government to have such a scheme definitely launched this year. Speaking at the Premiers' Conference on l'8th January, 1922, Mr Theodore saidEvery State Government was restricted in its' finances at that time. We nil",17,Governor General S Speech Address In Reply Cexsuke Amendment
7,Some Extracts F R O M Speeches By Mr Theo,,19,Governor General S Speech Address In Reply Cexsuke Amendment
8,"Unemployed, Waited Upon H I M , Mr Theo",,19,Governor General S Speech Address In Reply Cexsuke Amendment
9,And Producing More Wealth. Mr Theo,"recognise that, on account of the unemployed situation, we ought to open up lands for settlement, and to absorb intending immigrants in that way, but we could not finance big schemes at that period. Wc got no assistance from the Commonwealth to help us to finance any such scheme. At the present time, we arc endeavouring to finance the scheme ourselves, and if we are to succeed in putting this BuTnett scheme into operation we must look to our own resources, because the Commonwealth,, it seems, will continue to ""dilly-dally"" with the matter. We hare had no difficulty in getting all the you will present a definite scheme, settlers we want on the perpetual leasehold system on our Crown lands, and we would have no difficulty, if we could get £2,500,000 to build those railways and roads, in getting applications for 3,500 settlers in twelve months, if the area were made available under perpetual leasehold. We could get tbem in Australia. We do not know what provision we can make to take immigrants from overseas twelve months hence; but if we can get assistance to open up land for settlement on a progressive scheme, our conditions will become such that we will be able, not only to reduce OUT unemleast twelve months' preparatory work on ployment difficulty, but to absorb a very large number of new immigrants, and that is the main thing. There are two or three points that Mr Theodore emphasized commend to honourable members opposite. no way of solving the unemployed difficulty unless we develop land settlement, and the second is that immigration is the main thing, and that immigrants must be settled upon the land. The third point which emerges f r om all this is, despite the fact that a Labour Government is in power in Queensland, unemployment is very prevalent there, as Mr Theodore has testified in the three extracts I have read. a press interview on 31st January, 1922, Mr Theodore is reported to have saidMr Hughes had said the Ministry wanted positive' assurances that the money would be used for immigration only. That was a new feature of the controversy. The Queensland Government did not ask for money, to be used for immigration, hut asked for money to be used for the development of the Burnett Bchemc, which would have the effect of enabling the State to absorb thousands of newcomers. That is the point upon which Mr Theothat we wil l not make an agreement witb dore and I differ. duty of the Governments of Australia is immigrant twelve months' work on the to look after their own fellow citizens, and land, and a block of land at the expirathat, so far as unemployment is concerned tion of that term. I do not know whe-of Commonwealth Publio Service-that duty Ur. Bughes. falls] properly upon the States. It is the duty of the States to develop land settlement in order to deal with their own unemployed. It is the function of the Commonwealth to deal with immigration, and we say to the States, "" If yon desire immigrants, and will make arrangements for them to go upon, your Crown lands, we w ill assist you. ""We will advance you millions of pounds upon an arrangement that may be arrived at if which will show where every penny is to be spent upon reproductive works for the purpose of building railways and roads, clearing and preparing the land for the immigrant."" We laid it down, further, that a condition precedent must be that the immigrant be given twelve months' workupon the land. We are insisting upon this condition witb every State. All immigrants axe to go on the land, and all are to foe guaranteed at .the land, and subsequently a block of land upon which to settle. The Commonwealth scheme of immigration, therefore, does which I not and cannot cause unemployment, but the very reverse. We shall not cause The first is that there is one man to be unemployed. All will be employed ipso facto. But Mr Theodore, having got himself up to his neck in debt,, I suppose, wanted the Commonwealth to lend him money to provide work for his own State's unemployed. We could not do that; honourable members would scarcely expect us to da so. That is why we were unable to finance the Queensland Government witb their Upper Burnett scheme. I take it that what I have said is sufficient answer to dore said, "" We will absorb Australian applicants for the land first."" That is quite r i g h t ; he.ought to do so. But he must do so with his own money. We will assist him to absorb immigrants; but I insist that the State must absorb its o.wn ' unemployed. The Commonwealth, will see to it that the immigrant does not compete w it h Australia's unemployed by ensuring that the immigrant shall be settled on the land; and I repeat I say that the first any State unless it can guarantee every course, outside the scope of the ther the honourable member for Hunter is",19,Governor General S Speech Address In Reply Cexsuke Amendment
