speakerGroups,speaker,theText,pageNumbers,title
0,"Tuesday, 19 August 2003 Benefit Was Introduced","we collapsed about ----12 payments into three-in the year 2000 it the chair at 2.00 p.m., and read prayers. children. In that particular year we increased payments by over 20 per cent. That means Taxation: Family Payments getting around $4,700 from family tax benedirected to the Minister for Family and benefit part B, about $1,900. Therefore, the Community Services. Minister, why do your average Australian family is getting around family payment rules allow 15 millionaire $6,600 from the federal government through families to get family tax benefit payments the family tax benefit. We have a policy that of up to $4,300 per child per year but strip an you should receive what you are entitled average of $850 from the tax returns of to-not more, not less. It is reconciled every 650,000 families struggling on modest inyear through the taxation system. comes? Minister, isn’t one of the reasons In the last few days the member for Lilley high-wealth families can receive these payhas been trying to rehabilitate himself, duckments the fact that you allow people who ing and weaving wherever he can find a negatively gear shares to artificially reduce camera or a microphone. He may be Swan their income? Minister, when are you going by name but we know he is called ‘the to fix the family payment system and end the rooster’ over there by his colleagues. We double standard? know over on this side he is just a big Lilley for my promotion. The Minister for But to address the question, the inference Family and Community Services is Amanda he is making is that people who are receiving Vanstone. Just for the benefit of the member the family tax benefit and who earn over for Lilley, I am the Minister for Children and $100,000 are rorting the system. One of the Youth Affairs. I must admit that Wayne is main reasons why people earning over back. I am surprised. He has resurrected $100,000 receive the family tax benefit is himself and, emerging from the train crash, that they have about four or six children. Are he has come back to his standard stock you saying that we should be disadvantaging phrase. large families? Is the member for Lilley sugMr Crean interjectinggesting that the families in his electorate who am not quite sure whether you are still are working-of around $100,000 should be Leader of the Opposition. denied the family tax benefit even though they have children under the age of two and to the question. Now the member for Lilley wants to try and promote the issue that we have a number Speaker. The stock standard response from of people on higher incomes who should not the member for Lilley is to try and scare the be entitled to this benefit. Clearly, if people Australian public, particularly about the ison very high incomes are not entitled to it sue of the family tax benefit. I want to reiterthey will have to repay it. We went and had a ate to the parliament that when the family tax",7,Setup
1,The Speaker ( Mr Neil Andrew) Took Went To Two Million Families,to 3½ million,7,Questions Without Notice That The Average Australian Family Is Now
2,Mr Swan (2.01 P.m.),"My question is fit part A and, if they are receiving family tax",7,Questions Without Notice That The Average Australian Family Is Now
3,Mr Anthony,I thank the member for chicken-a little chicken.,7,Questions Without Notice That The Average Australian Family Is Now
4,Mr Anthony,I have to look round. I are receiving income-perhaps both parents,7,Questions Without Notice That The Average Australian Family Is Now
5,The Speaker,The minister will come between the ages of 18 and 24?,7,Questions Without Notice That The Average Australian Family Is Now
6,Mr Anthony,"Thank you, Mrbit of a look at what the member for Lilley are further investigating to ensure that those has been saying just recently-ducking and individuals whoagain. of order on relevance. chicken like you over there. There are a lot concluded his answer? went back and we had a bit of a look at these tion is addressed to the Minister for Trade. cases. Would the minister inform the House how aren’t you, Mr Badgerys? We decided to gional neighbours? How do initiatives within look at the income levels, and rightly so. If the region fit our overall trade agenda? the family tax benefit then they should not member for Fairfax for his question. Obvibe. People earning between $400,000 and $1 ously the member for Fairfax takes a great million should clearly not be receiving the deal of interest in these matters given the family tax benefit, but we found that a third number of small to medium size enterprises of those on very high incomes were getting that are operating out of his electorate and the family tax benefit because of CDA saved exporting particularly within our region and cases-carer disability allowance cases. That into South-East Asia and the markets in was done back in 1992-93. Who was in govNorth Asia. ernment then? The government’s trade policy is working A third of those cases were families who extremely well in strengthening our ecohave been receiving the family tax benefit nomic relations within the region. In fact, I because they had disabled children. Isn’t it had a meeting over lunch today with repreinteresting? Last week, you found it quite sentatives from the ASEAN countries with fashionable to beat up on people receiving whom we have a very strong trading relacarer allowance and now you are saying it tionship. They were the first organisation should be taken away from them because that we negotiated an economic relationship you grandfathered a lot of these people-one with in the current form of trade policy third of them. That is hypocritical. where we have a very strong focus on the The second point is that we have gone WTO and the multilateral system. We beback and had a look at these individualslieve that meaningful reform in the global Senator Amanda Vanstone has. Half receive trade negotiations is very important for Ausincome tested FTBA and have debts raised tralian jobs and the Australian economy. We against them. They will have to pay it back. are in the middle of that exercise at the moThere are 14 cases out of about 60 which we ment and pursuing that in the WTO, and of course the meeting in Cancun in Mexico in a",7,Questions Without Notice That The Average Australian Family Is Now
7,"Weaving, Trying To Make Himself Relevant Mr Swan","Mr Speaker, I rise on a point",8,Questions Without Notice That The Average Australian Family Is Now
8,Mr Swan,"You’re the duck! The SPEAKER-No, the member for",8,Questions Without Notice That The Average Australian Family Is Now
9,Mr Anthony,I am not a little Lilley will resume his seat. Has the minister,8,Questions Without Notice That The Average Australian Family Is Now
10,"Of Roosters Over There, Aren’t There? Mr Anthony","Yes, thank you, Mr",8,Questions Without Notice That The Average Australian Family Is Now
11,The Speaker,Minister! Speaker.,8,Questions Without Notice That The Average Australian Family Is Now
12,Mr Anthony,"I am sorry, Mr Speaker. Howard Government: Trade Policy",8,Questions Without Notice That The Average Australian Family Is Now
13,We Are Getting Overly Enthusiastic Here. We Mr Somlyay (2.07 P.m.),My ques,8,Questions Without Notice That The Average Australian Family Is Now
14,Mr Albanese,He’s laying an egg! this government’s trade policy is working to,8,Questions Without Notice That The Average Australian Family Is Now
15,Mr Anthony,"You are really relevant, strengthen economic relations with our re",8,Questions Without Notice That The Average Australian Family Is Now
16,People On Very High Incomes Are Receiving Mr Vaile,"I thank the honourablecouple of weeks time is going to be crucial to engaged in. They have been saying that these that. negotiations with the United States will We have also been negotiating and pursucause our North Asian trading partners to ing bilateral agreements with a number of pull away from the relationship with Austracountries, the first of which was the CEP lia. Those arguments that they have been agreement-the closer economic partnership putting forward are plainly wrong. agreement-that we negotiated, signed off Following Singapore and Thailand, China and put into place with the 10 ASEAN counis now seriously considering an FTA study tries in their AFTA grouping. As I said, I had with Australia. Following the Prime Minislunch with representatives of those countries ter’s visit to Beijing yesterday it was antoday, and we are having a meeting in a counounced that we wanted to pursue this, and ple of weeks time-the annual dialogue be the Chinese have agreed, as part of the ecotween Australia, New Zealand and the 10 nomic framework agreement that we are curCambodia. that China is one of our fastest growing marA part of that policy pursuit has been to kets, particularly in North Asia. I have been negotiate free trade agreements with other saying for at least the last couple of years countries that are willing to move at the that Australia has an enormous opportunity same pace as Australia, where opportunities to take advantage of the opportunities preare going to be provided faster-better opsented in terms of resourcing the industrialiportunities, deeper opportunities-for Aussation of China, and we have to continue to tralian exporters. It is no secret that we have refine that relationship. now concluded the free trade agreement with As I say, we are focusing on the multilatSingapore. We are on track with the free eral agenda and at the same time expanding trade agreement negotiations with Thailand, the bilateral negotiations within our region to be concluded in October this year. Of and outside our region. course, there are also the all-important negoMr Kelvin Thomson interjectingtiations with the United States of America, which we are targeting to conclude by the Wills! end of this year. Those negotiations are the years in this country-since we concluded relationships within our region within East the CER agreement in 1983. That has been Asia. recognised as the best and purest free trade Mr Kelvin Thomson interjectingBut this policy pursuit has been criticised Wills aware of the fact that this is the second by some commentators. Obviously the govtime I have drawn his attention to his obligaernment has refuted those arguments and has tions? benefits that will flow from these negotiayesterday, I lay down the challenge again tions. A couple of former Hawke adviserstoday to the Leader of the Opposition to get namely, Ross Garnaut and Craig Emersonthe whole labour movement-the Australian have been very vocal in their opposition to Labor Party and the union movementthe bilateral negotiations that we have been behind these moves in relation to both the",8,Questions Without Notice That The Average Australian Family Is Now
17,The Speaker,Order! The member for,9,Asean Countries Which Will Take Place In Rently Negotiating It Should Be Recognised
18,First That We Have Embarked Upon For 20 Mr Vaile,And it is not damaging our,9,Asean Countries Which Will Take Place In Rently Negotiating It Should Be Recognised
19,Agreement In Existence In The World. The Speaker,Is the member for,9,Asean Countries Which Will Take Place In Rently Negotiating It Should Be Recognised
