speakerGroups,speaker,theText,pageNumbers,title
0,"(First Session : First Period.) An Act To Grant And Apply Additional Sums Out Of The Consolidated Revenue Fund For The Service Of The Year Ending The Thirtieth Day Of June, One Thousand Nine Hundred And Fifty","six, and to appropriate those sums. An Aot to grant and apply an additiona l sum out of the Consolidated Revenue Fund for the service of the year ending the thirtieth day of June, One thousand nine hundred and fifty-six, for the purposes of Additions, New Works and other Services involving Capital Expenditure and to appropriate that sum. An Aot to amend the Australian Capital Territory Supreme Court Act 1933-1955. An Act to approve an Agreement entered into by the Commonwealth with respect to Australian Coastal Shipping, and for purposes connected with that Agreement. An Act to establish an Australian Coastal Shipping Commission to operate certain Shipping Services, and for other purposes. An Act to amend the Broadcasting Act 1942-1954, and for other purposes. An Aot to provide for Fees for Licences for Commercial Broadcasting and Television Stations. An Act to provide for the Pavment of a Bounty on the Production of certain Cellulose Acetate Flake. COAL INDUSTRY ACT 1956 (ACT NO . 52 or 1956)An Aot to amend the Coal Industry Act 1946-1952 and the Coal Industry Act 1951. An Aot to amend the Commonwealth Aid Roads Act 1954-1955. An Act to amend the Conciliation and Arbitration Act 1904-1955, and for other purposes An Act relating to Duties of Customs. An Act to amend the Defence Forces Retirement Benejits Ant 1948-1955. An Aot to amend the Evidence A"".l 1905-1950. An Act relating to Duties of Excise. An Aot to promote Trade with Countries outside Australia by establishing an Export Payments Insurance Corporation to provide Insurance against certain Risks arising out of that Trade not normally insured with Commercial Insurers. An Act to amend the Fisheries Act 1952-1953. An Act to establish a Fisheries Development Trust Account, and for purposes uonnected therewith. GOLD-MINING INDUSTRY ASSISTANCE ACT 1956 (ACT No. 23 OF 1956)An Aot to amend the Gold-Mining Industry Assistance Act 1954. An Act relating to Financial Assistance to the States for the purpose of Housing. An Act to amend the Income Tax and Social Services Contribution Assessment Act 1936-1955, and for other purposes. 1956)An Act to amend the Income Tax and Social Services Contribution Assessment Act 1936-1955. as amended by the Income Tax and Social Services Contribution Assessment Act 1956. An Act to impose a Tax, payable by Companies, by the name of Income Tax and Social Services Contribution. An Act to amend the Judges' Pensions Act 1948-1951. MEAT AGREEMENT (DEFICIENCY PAYMENTS) ACT 1956 (ACT NO . 3 OF 1956). An Act to amend the Meal Agreement (Deficiency Payments) Act 1955. MEAT EXPORT (ADDITIONAL CHARGE) ACT 1956 (ACT NO . 2 OF 1956)An Act to impose a Charge upon certain Meat exported to the United Kingdom, and to repeal the Meat Mr port (Additional Charge) Act 1955. An Aot to amend the Ministers of State Act 1952. An Act to amend the National Health Act 1953-1955. An Act to amend the Navigation Act 1912-1953. An Aot to amend the Northern Territory (Administration) Act 1910-1955. An Aot relating to the Allowances of Members of each House of the Parliament. An Act to amend the Public Service Arbitration Act 1920-1955, and for other purposes An Act to amend the Bnyon Yarn Bounty Act 1954. An Act to provide for Increases in certain Salaries, and for purposes connected therewith. An Aot to amend the Sales Tax Act (No. 1) 1930-1954. An Aot to amend the Sales Tax Act (No. 2) 1930-1954. An Aot to amend the Sales Tax Act (No. 3) 1930-1954. An Act to amend the Sales Tax Act (No. 4) 1930-1954. An Aot to amend the Sales Tax Act (No. 5) 1930-1954. An Act to amend the Sales Tax Act (No. 6) 1930-1954. An Act to amend the Sales Tax Act (No. 7) 1930-1954. An Aot to amend the Sales Tax Act (No. 8) 1930-1954. An Act to amend the Sales Tax Act (No. 9) 1930-1954. An Aot to amend the Sales Tax (Exemptions and Classifications) Act 1935-1954. An Act to amend the Snowy Mountains Hydro-electric Power Act 1949-1955. An Aot to amend the States Grants (Coal Mining Industry Long Service Leave) Act 1949-1950. An Act to make provision for the grant of Financial Assistance to the States in connection with Universities. An Act relating to arrangements with the States in connection with Statistics. An Act relating to the Stevedoring Industry. An Aot to amend the Superannuation Act 1922-1955. An Act to appropriate a further sum out of the Consolidated Revenue Fund for the service of the year ended the thirtieth day of June, One thousand nine hundred and fifty-five. 8 repeal we An Act to appropriate a further sum out of the Consolidated Revenue Fund for the service of the year ended the thirtieth day of June, One thousand nine hundred and fifty-five, for the purposes of Additions, New Works and Other Services involving Capital Expenditure. An Aot to grant and apply a sum out of the Consolidated Revenue Fund for the servioe of the year ending the thirtieth day of June, One thousand nine hundred and fifty-seven. An Aot to grant and apply a sum out of the Consolidated Revenue Fund for the servioe of the year ending the thirtieth day of June, One thousand nine hundred and fifty-seven, for the purposes of Additions, New Works and other Services involving Capital Expenditure. An Act to amend the Tractor Bounty Act 1939-1953. An Aot to amend the Transferred Officers' Allowances Act 1948-1954. An Aot to repeal the Whaling Industry Act 1949-1952, and for purposes connected therewith. F.4063/50 2 Seoond Reading. Initiated in the Senate. Seoond Reading. (Gazette No. 6A, 1956.) The Parliament was convened by the following proclamation:Commonwealth of Australia to wit. W. J. SLIM Governor General. W HEREAS other things provided that the Governor General may appoint such times for holding the Sessions of the. Parliament as he thinks f it : Now therefore I , Sir William Joseph Slim, the Governor General aforesaid, in exercise of the power conferred by the said Constitution, do by this my Proclamation appoint Wednesday, the fifteenth day of February, one thousand nine hundred and fifty-six, as the day for the said Parliament to assemble and be holden for the despatch of divers urgent and important affairs: and all Senators and Members of the House of Representatives are hereby required to give their attendance accordingly in the building known as Parliament House, Canberra, at the hour of ten-thirty o'clock in the morning on the said fifteenth day of February, one thousand nine hundred and fifty-six. Given under my Hand and the Great Seal of the Commonwealth of (L.S.) fifty-six and in the fifth year of Her Majesty's reign. By His Excellency's Command, GOD SAVE THE QUEEN ! By His Excellency the Governor General in and over the Commonwealth of Australia. by the Constitution of the Commonwealth of Australia it is amongst Australia this 7th day of February, one thousand nine hundred and Prime Minister. Question Question Question Question ARMY ORDNANCE STORES ...................................................................................................................2016 Question Question Question Question Question Question Question Question Question Question Question Question Question Question Assent To Bills....................................................................................................................................................2023 Leave Of Absence...............................................................................................................................................2023 Broadcasting And Television Stations Licence Fees Bill 1956 Second Reading............................................................................................................................................2023 Defence Forces Retirement Benefits Bill 1956 Second Reading............................................................................................................................................2029 Gold-mining Industry Assistance Bill 1956 Second Reading............................................................................................................................................2030 Income Tax And Social Services Contribution (Companies) Bill 1956 Second Reading............................................................................................................................................2034 Export Payments Insurance Corporation Bill 1956 Second Reading............................................................................................................................................2046 Income Tax And Social Services Contribution Assessment Bill 1956 ................................................................2075 Answers To Questions Productivity Statistics...................................................................................................................................2076 Postal Buildings, Toowoomba......................................................................................................................2076 War Service Homes......................................................................................................................................2076 Government Grants ......................................................................................................................................2077 Telephone Services ......................................................................................................................................2077 Tuesday, 15 May, 1956. Adermann) took the chair at 2.30 p.m., aggression.who defended this country against foreign and read prayers. notice of motion standing in my name on at length-thi s important notice of motion the business paper, under Standing Order which my colleague will move on behalf L33 a seconder is required. I now ask of the Opposition. if any member of the House values free speech enough to second the motion so that the matter may be discussed. Is bring the matter under the notice of the tbere any member who will second this Prime Minister. notice of motion? against the honourable member. The honourable member for Macarthur which have been made in Sydney and must do something about his notice of other places, that counterfeit £5 notes in motion, because, without a seconder, it circulation in Australia bave been printed is out of order. second the motion ohance, I will second it. That so much of the Standing Orders be Hiispeuded as would .prevent notice of motion No. 1. General Business, being proceeded wit h forthwith and the bill consequent thereon being pasud through a l l stages without delay. a seconder to the honourable member's motion for the suspension of the Standing Orders? No honourable meniber having risen, being no seconder, the motion is out of order. Are there any further notices of motion? the Treasurer, in the absence of the Prime Minister, to notice of motion No. 1, General Business, for Thursday, the 17th May. The motion, which stands in the name of the honourable member for Hindmarsh, reads as follows:That this House resolves that lack of finance for Parkes. wbo is apparently interested for war service homes is defeating the purposes of the War Service Homes Act, and that R -[77 ] inordinate delays in granting loans are creating a black market in interest rates, depriving ex-servicemen of tlieir right to own their own hemes in breach of the solemn undertaking I ask the Treasurer to try to arrange with the Prime Minister for an opporto the Minister for Customs and Excise. from plates made in Italy, and that quantities of forged notes have been smuggled been suggested, that forged bank notes are omcers cannot, unless armed with a warrant, search people suspected of smuggling them? gestion to which the honourable member referred. I cannot say whether the forged notes circulating in Australia were imported or not. I can only say that they certainly have not passed under the surveillance of any customs officer. The suggestion that forged bank-notes are not a prohibited import is quite incorrect. They are expressly prohibited under the terms of the Customs (Prohibited Imports) Eegulations-and anything likely to deceive the public into thinking that it is a bank-note is also prohibited. A plate to make forged bank-notes would clearly be a probibited import under the general provision that anything which, in the opinion of tbe Minister, is likely to deceive the public or is likely to be harmful is a probibited import. I can tell the honourable membeT in thi.s matter, that customs officers have full power to seize and search people",6,Setup
1,Mr Deputy Speaker ( Mr C. F. Given By The Government To The Men And Women,,11,Foeged £5 Notes
2,Mr Jeff Bate,Eegarding the tunity to be given to debate-eve n if not,11,Foeged £5 Notes
3,Dr. Evatt,"Don' t ask us. ""We are",11,Foeged £5 Notes
4,Mr Deputy Speakee,"Order! Is the Minister aware of suggestions,",11,Foeged £5 Notes
5,Mr Jeff Bate,"If no one will into this country? Is it correct, as bas",11,Foeged £5 Notes
6,Mr James,To give a rebel a not probibited imports and that customs,11,Foeged £5 Notes
7,Motion (By Mr Jeff Bate) Proposed,,11,Foeged £5 Notes
8,Mr Deputy Speaker,I s there,11,Foeged £5 Notes
9,Mr Deputy Speakee,There,11,Foeged £5 Notes
