speakerGroups,speaker,theText,pageNumbers,title
0,(First Session,"FOURTH PERIOD.) Appropriation Act fNo. 1)1965-66 (Act No. 67 of 1965)An Act to appropriate a sum out of the Consolidated Revenue Fund for the service of the year ending on the thirtieth day of June, One thousand nine hundred and sixty-six. Appropriation Act (No. 2) 1965-66 (Act No. 68 of 1965)An Act to appropriate a sum out of the Consolidated Revenue Fund for certain expenditure in respect of the year ending on the thirtieth day of June, One thousand nine hundred and sixty-six. Air Navigation (Charges) Act 1965 (Act No. 107 of 1965)An Act to amend the Air Navigation {Charges) Act 1952-1964. Australian National University Act 1965 (Act No. 108 of 1965)An Act relating to The Australian National University. Australian Universities Commission Act 1965 (Act No. 63 of 1965)An Act to increase to Eight the Maximum Number of Members of the Australian Universities Commission. Brigalow Lands Agreement Act 1965 (Act No. 122 of 1965VAn Act to amend the Brigalow Lands Agreement Act 1962. Broadcasting and Television Act (No. 2) 1965 (Act No. 120 of 1965)An Act to amend section 92c of the Broadcasting and Television Act 1942-1964. as amended by the Broadcasting and Television Act 1965. Commonwealth Electoral Act (No. 2) 1965 (Act No. 70 of 1965)An Act to amend the Commonwealth Electoral Act 1918-1962 as amended by the Commonwealth Electoral Act 1965. Copper Bounty Act 1965 (Act No. 80 of 1965)An Act to amend the Copper Bounty Act 1958-1963. Currency Act 1965 (Act No. 95 of 1965VAn Act relating to Currency, Coinage and Legal Tender. Customs Act (No. 2) 1965 (Act No. 82 of 1965)An Act to amend the Customs Act 1901-1963, as amended by the Customs Act 1965. Customs Tariff (No. 2) 1965 (Act No. 81 of 1965)An Act relating to Duties of Customs. Customs TarifT (No. 3) 1965 (Act No. 84 of 1965)An Act relating to Duties of Customs. Customs Tariff (Dumping and Subsidies) Act 1965 (Act No. 117 of 1965)An Act to amend the Customs Tariff (Dumping and Subsidies) Act 1961. Customs Tariff Validation Act (No. 2) 1965 (Act No. 113 of 1965)An Act to provide for the Validation of Collections of Duties of Customs under Customs Tariff Proposals. Decimal Currency Acts 1965Air Navigation (Charges) Act (No. 2) 1965 (Act No. 125 of 1965VAn Act to amend the Air Navigation (Charges) Act 1952-1964, as amended by the Air Navigation (Charges) Act 1965, in relation to Decimal Currency. Audit Act 1965 (Act No. 126 of 1965)An Act to amend the Audit Act 1901-1964 in relation to Decimal Currency. Banking Act 1965 (Act No. 127 of 1965)An Act to amend the Banking Act 1959 in relation to Decimal Currency. Bankruptcy (Decimal Currency) Act 1965 (Act No. 128 of 1965VAn Act to amend the Bankruptcy Act 1924-1960, as amended by the Judges' Remuneration Act 1965, in relation to Decimal Currency. Butter Fat Levy Act iNo. 2) 1965 (Act No. 129 of 1965)An Act to amend the Butter Fat Levy Act 1965 in relation to Decimal Currency. Canned Fruits Export Charges Act 1965 (Act No. 130 of 1965VAn Act to amend the Canned Fruits Export Charges Act 1926-1963 in relation to Decimal Currency. Christmas Island Act 1965 (Act No. 131 of 1965VAn Act to amend the Christmas Island Act 1958-1963 in relation to Decimal Currency. Commonwealth Banks Act 1965 (Act No. 132 of 1965)An Act to amend the Commonwealth Banks Act 1959-1963 in relation to Decimal Currency. Customs Act (No. 3) 1965 (Act No. 133 of 1965)An Act to amend various Acts relating to the Customs in connection with Decimal Currency. Customs Tariff 1966 (Act No. 134 of 1965)An Act relating to Duties of Customs. Defence Forces Retirement Benefits Act (No. 3) 1965 (Act No. 135 of 1965VAn Act to amend the law relating to Retirement Benefits for Members of the Defence Force in connection with Decimal Currency. . . . r w . . ™ T«MT , . . . . _ . Decimal Currency Acts 1965-continued. Dried Fruits Export Charges Act 1965 (Act No. 136 of 1965)Egg^ Excise Act 1965 (Act No. 139 of 1965)E-AAWiiS ^ %o.VZ1!^ *"" Honey Levy Act (No. 1A) 1965 (Act No. 141 of 1965)^ in ^ Honey Levy Act (No. 2A) 1965 (Act No. 142 of 1965)Income Tax Assessment Act (No. 2) 1965 (Act No. 143 of 1965VM amendedi"" b ^ t h e "" ^ "" ^ J>? . f™< ™ Contribution Assessment Act 1936-1964. Life Wance° A ^ ^ ^ N a ^ S e a ^ ^ p A "" ^ Parliamentary Retiring Allowances (Decimal Currency) Act 1965 (Act No 147 of 1965^ Pay-roll Tax Assessment Act (No. 2) 1965 (Act No. 148 of 1965VPost and Telegraph Act 1965 (Act No. 149 of 1965VPosta^Te,^ Pyrit^Boumy0 ttSLss siatts; States Grants (Petroleum Products) Act (No. 2) 1965 (Act No 153 of 19651supe^rr(No^wsrss sss° *» ^° d Taxa^AdminratioK wh^r*^ An Act to amend the IM w Industry Stabilization Act mTin relation to Decimal Currency Decimal Currency Board Act 1965 (Act No. 94 of 1965VAn Act relating to the Decimal Currency Board. Defe Anf?. ? rCeR e t i r e m e n ' . Benefits Act (No. 2) 1965 (Act No. 98 of 1965VDieset Fue£ 2 i Diesel Fuel Taxation (Administration) Act 1965 (Act No. 62 of 1965VAn Act to amend the Diesel Fuel Taxation (Administration) Act-1937 Diesel Fuel Tax Act (No. 1) 1965 (Act No. 60 of 1965VAn Act to amend the Diesel Fuel Tax Act (No. 1) 1957 Diesel Fuel Tax Act (No. 2) 1965 (Act No. 61 of 1965VAn Act to amend the Diesel Fuel Tax Act (No 2) 1957 Excise Tariff 1965 (Act No. 83 of 1965VAn Act relating to Duties of Excise. ^An AcT^lZ^^ r 0 t »° amend the Export Payments Insurance Corporation Act 1956-1964. Foot and Mouth Disease Act 1965 (Act No. 90 of 1965)An Act to amend the Foot and Mouth Disease Act 1961 F.1963/66 2 » ^ A S S ^ ^ J ^ 4 , 9 2 4 1 9 "" in Currency. ««»*. t re,a,ion 10 D e c i m a l C u r r e n ^ fcDfflK* W1921-1964. as amended by the a * . ! 9 6 5 , in relation W » « d e d by the 1 9 W (A*. 1) S 1 S in « ^cimal Currency. "" ^ ^ ^ ^ i 9 5 3 -™ * «* M A, * * ^ C u ™ te1947_I964,88amendedbythe ** e 1965inre to nD "" Currency. currency. "" *"" ^ ° < ™ % Z m « t h e Commonwealth. f he ^ t i 0 a Act 1 9 6 5 < ActN o 7 4 of 1965)THE ACTS OF THE SESSION-continued. Honey Industry Act 1965 (Act No. 71 of 1965)An Act to amend the Honey Industry Act 1962. Honey Levy Act (No. 1) 1965 (Act No. 72 of 1965)An Act to amend the Honey Levy Act (No. 1) 1962. Honey Levy Act (No. 2) 1965 (Act No. 73 of 1965VAn Act to amend the Honey Levy Act (No. 2) 1962. Income Tax Assessment Act 1965 (Act No. 103 of 1965VAn Act relating to Income Tax. Income Tax Act 1965 (Act No. 104 of 1965)An Act to impose a Tax upon Incomes. Income Tax Act (No. 2) 1965 (Act No. 116 of 1965VAn Act to amend the Income Tax Act 1965. Income Tax (International Agreements) Act 1965 (Act No. 105 of 1965VAn Act to amend the Income Tax (International Agreements) Act 1953-1964. income Tax (Non-resident Dividends) Act 1965 (Act No. 106 of 1965)Income Tax (Non res_ ' of the ffie^tTal Members of the Commonwealth Conciliation and Arbitration Comm.ss.on. Judiciary Act 1965 (Act No. 91 of 1965VA n \ r t relating to the Remuneration of the Justices of the H.gh Court. Live-stock Slaughter Levy Act 1965 (Act No. 76 of 1965VAn Act to amend the Live-stock Slaughter Levy Act 1964. ^ "" AK to Aufhorizf 8 the purposes of Housing. t ^ a S ^ A ° u , ! ! n™ZlTfrn^ a Defence Purpose, namely Financial Assistance to the States of SouthA ASS £ w'ttrn'°Xustralt a""d Z""nia in Annexion with War Service Land Settlement. Matrimonial Causes Act 1965 (Act No. 99 of 1965)An Act to amend the Matrimonial Causes Act 19». ^ T c ^ o SX & ^ JS & S l * Act 1960-1964. ™A^^^^^^ ^ connected therewith. Nauru Act 1965 (Act No. 115 of 1965VAnAct to provide for the Government of the Territory of Nauru. Northern Territory (Administration) Act 1965(Act No. 69 of WS An Act to amend the Northern Territory (Administration) Act 1910-1962. ""*A!J2 ™^A1^ ^ of Public Accounts. ^ Standing Committee on Public Works. BESS'S ^ alteration of the Constitution. Repatriation Act 1965 (Act No. 64 of ^65)An Act to amend the Repatriation Act 1920-1964. ^ A c ^ Reserve Bank Act 1965 (Act No. 96 of 1965VAn Act to amend the Reserve Bank Act 1»3». ^ ^ D i v i d e n QS d e r j v e d by ^.^dents. ^ S ^ S r of f l of certain Courts created by the ParUament and of a sum not exceeding Fifty-one million pounds for Three million eight hundred P T ffiCfc^^ iD 10 EX e m P t i ° ""* M R6bateS MembWS ° ** ^ ° f C fflmittee A ^ ° *f M e m be r S ° *"" f P a r K a m e n t a r y ^ ^ ^ "" 2 ^ by the Act 1965. Royal Australian Air Force Veterans' Residences Act 1965 (Act No. 124 of 1965) An Act to amend the Royal Australian Air Force Veterans' Residences Act 1953. Seamen's War Pensions and Allowances Act 1965 (Act No. 65 of 1965)An Act to amend the Seamen's War Pensions and Allowances Act 1940-1964. Social Services Act 1965 (Act No. 57 of 1965VAn Act to amend the Social Services Act 1947-1964. States Grants Act 1965 (Act No. 88 of 1965VAn Act to grant Financial Assistance to the States. States Grants (Advanced Education) Act 1965 (Act No. 102 of 1965)An Act relating to the grant of Financial Assistance to the States in connection with Advanced Education. States Grants (Research) Act 1965 fAct No. 93 of 1965)An Act to grant Financial Assistance to the States in connection with Research. States Grants (Special Assistance) Act 1965 (Act No. 89 of 1965)An Act to Grant Financial Assistance to the States of Western Australia and Tasmania. Stevedoring Industry Act 1965 iAct No. 66 of 1965)An Act relating to the Stevedoring Industry. Sulphuric Acid Bounty Act (No. 2) 1965 (Act No. 118 of 1965VAn Act to amend the Sulphuric Acid Bounty Act 1954-1960, as amended by the Sulphuric Acid Bounty Act 1965. Superannuation Act 1965 (Act No. 97 of 1965VAn Act relating to Superannuation. Temple Society Trust Fund Act 1965 (Act No. 112 of 1965VAn Act to amend the Temple Society Trust Fund Act 1949. Tobacco Charge Act (No. 1) 1965 (Act No. 86 of 1965VAn Act to increase the Rate of the Charge on Tobacco Leaf. Tobacco Industry Act 1965 (Act No. 87 of I965VAn Act to limit the Amount of the Moneys to be paid into the Tobacco Industry Trust Account out of the Consolidated Revenue Fund. Tobacco Marketing Act 1965 (Act No. 85 of 1965)An Act relating to the Marketing of Tobacco Leaf. Trade Practices Act 1965 fAct No. I l l of 1965VAn Act to preserve Competition in the Australian Trade and Commerce to the extent required by the Public Interest. Universities (Financial Assistance) Act (No. 2) 1965 (Act No. 101 of 1965)An Act to amend the Universities (Financial Assistance) Act 1963-1964, as amended by the Universities (Financial Assistance) Act 1965. Weipa Development Agreement Act 1965 (Act No. 123 of 1965VAn Act relating to an Agreement between the Commonwealth and the State of Queensland with respect to Developmental Works at Weipa. Wheat Tax Act 1965 (Act No. 58 of 1965VAn Act to amend the Wheat Tax Act 1957. Wool Reserve Prices Plan Referendum Act 1965 fAct No. 56 of 1965VAn Act to provide for a Referendum for the purpose of ascertaining whether the Wool-growers of Australia approve a certain Plan for maintaining Reserve Prices for Australian Wool sold at auction. F.1963/66 3 ANZAC Medal Petition.........................................................................................................................................................3037 Question WOOL RESERVE PRICES PLAN .............................................................................................................3037 Question Question Question Question Question Question WOOL RESERVE PRICES PLAN .............................................................................................................3038 Question Question WOOL RESERVE PRICES PLAN .............................................................................................................3039 Question Question Question WOOL RESERVE PRICES PLAN .............................................................................................................3040 Question Question Question Question WOOL RESERVE PRICES PLAN .............................................................................................................3041 Question Question Question Question Question Question Question Question WOOL RESERVE PRICES PLAN .............................................................................................................3043 Question Question WOOL RESERVE PRICES PLAN .............................................................................................................3043 Question WOOL .........................................................................................................................................................3043 Question Question Question Question Question WOOL RESERVE PRICES PLAN .............................................................................................................3044 Question Question Overseas Visit By Minister For Trade And Industry Ministerial Statement ...................................................................................................................................3045 Assent To Bills....................................................................................................................................................3053 Superannuation Bill 1965 Second Reading............................................................................................................................................3053 Constitution Alteration (Parliament) Bill 1965 Second Reading............................................................................................................................................3059 Third Reading ..............................................................................................................................................3066 Constitution Alteration (Repeal Of Section 127) Bill 1965 Second Reading............................................................................................................................................3067 Third Reading ..............................................................................................................................................3079 Superannuation Bill 1965 Second Reading............................................................................................................................................3080 Third Reading ..............................................................................................................................................3095 Defence Forces Retirement Benefits Bill (No. 2) 1965 Second Reading............................................................................................................................................3095 Third Reading ..............................................................................................................................................3095 Answers To Questions Upon Notice Aborigines: Unemployment Benefits. (Question No. 1345.)........................................................................3096 Canberra: Public Infants and Primary Schools. (Question No. 1421.)..........................................................3096 Canberra: Public High Schools. (Question No. 1422.) .................................................................................3097 Canberra Public Schools: Assembly Halls. (Question No. 1423.) ................................................................3097 Canberra: Public Infants Schools. (Question No. 1424.) ..............................................................................3097 Canberra: Public Pre-School Centres. (Question No. 1425.)........................................................................3097 Postal Department: Aboriginal Employees. (Question No. 1436.) ...............................................................3097 Department of Shipping and Transport: Aboriginal Employees. (Question No. 1437.)................................3098 Registration of Births. (Question No. 1452.)................................................................................................3098 Tuesday, 23rd November 1965. took the chair at 2.30 p.m., and read of America, will he ascertain the facts and prayers. Petition. Mr WTffTTORN presented a petition vernment has been foUowing very closely from two electors of the Commonwealth every proposal from any direction relating praying that the Commonwealth Governto South Vietnam. Our responsibility to the ment will take action to provide all AusAustralian people and to the security of tralian servicemen who served at ANZAC in posals for discussions are completely genuine 1915 with an ""ANZAC"" medal. Petition received and read. WOOL RESERVE PRICES PLAN. Minister for Primary Industry a question. Is it a fact that Professor Emeritus of Melstatement on the subject? bourne University, Sir Samuel Wadfaam, former Professor of Agriculture at the sultation with the Prime Minister and my Melbourne University, has in a special colleagues, the question whether it is possible message to wool growers declared in favour to make a statement. of a "" Yes"" vote for the wool reserve price scheme at the referendum to be held on 9th December and closing at 12 o'clock on that day? Can the Minister explain why so little whether he has seen a report concerning a publicity has been given to this declaration possible discovery of a Khapra beetle on a by this eminent Australian? tion. for External Affairs any information on a ship in Darwin, and arrangements have current reports that America and North been made for the particular specimen to be Vietnam are considering peace moves? uesfully say to the House at this moment Asia and is now widespread in Africa additional to what has been published in and Europe. So far, we have been able to the newspapers. The Australian Governprevent any outbreak in Australia. We hope ment, like the United States Government, that the specimen mentioned is not a is always deeply interested in any prospect Khapra beetle, but, while the beetle is being of settling the unfortunate affair in Vietexamined, the cargo from this ship is being nam. But at the same time, one has to be held in quarantine. If the specimen is careful that a settlement does not mean a identified as a Khapra beetle, steps will be total and complete surrender to aggression taken to treat the cargo before it is and a handing over to the aggressor. question to that asked by the honourable member for Franklin, I ask the Minister for External Affairs: In view of statements directed to the Postmaster-General, and is from a variety of sources that tentative further to the question I asked him last SU3691/65 -R,-[1101 <q offers for negotiation over the war in Vietname have been made in the past 12 months by the Government of North Vietnam and make a full statement to the House before the recess? Australia is to be satisfied that any proand are such as will be likely to lead to a lasting and permanent settlement. A mere unconditional surrender would serve nobody's interests. ship in Darwin. If he has seen such a report, taken? sent to Canberra for examination in our Standards Laboratory. This beetle is a very released.",8,Setup
1,Mr Speaker (Ron. Sir John Mcleay) That These Were Rejected By The United States,,14,Television
2,Mr Pollard,I ask the Acting,14,Television
3,Mr Anthony,I can give no explanacan he inform the House of the action being,14,Television
4,Mr Falkinder,Has the Minister that a Khapra beetle has been discovered on,14,Television
5,Mr Hasluck,I have nothing I can serious pest in stored grain. It originated in,14,Television
6,Mr Calwell,As a supplementary,14,Television
7,Mr Hasluck,The Australian Go,14,Television
8,Mr Calwell,Will the Minister make a,14,Television
9,Mr Hasluck,"I will consider, in con",14,Television
