speakerGroups,speaker,theText,pageNumbers,title
0,"Thursday, 4 February 2010","Public Sector Superannuation Accumu----lation Plan; took the chair at 9 am and read prayers. Scheme; First Reading Scheme. Bill and explanatory memorandum preThe single trustee will also assume resented by Mr Tanner. sponsibility for the superannuation scheme Bill read a first time. established by the Superannuation Act 1922 Second Reading and the Papua New Guinea Scheme from the Commissioner for Superannuation, which the Finance and Deregulation) (9.01 am)-I nately with this bill, seeks to abolish with move: effect from 1 July 2010. That this bill be now read a second time. Establishing a single trustee for the miliThe Governance of Australian Government tary and civilian superannuation schemes Superannuation Schemes Bill 2010 (the bill) will not affect, in any way, ministerial reis part of a package of bills to establish govsponsibility for defence superannuation polernance arrangements for Commonwealth icy and arrangements. This responsibility superannuation schemes that are effective will remain with ministers in the defence and consistent with those in the broader suportfolio. As such, ministers in the defence perannuation industry. The package of bills portfolio will continue to be responsible for also modernises some aspects of Commonany future policy changes regarding military wealth superannuation arrangements without superannuation. altering members’ entitlements. The merger of the existing trustees is The bill gives effect to the government’s aimed at strengthening the governance of announcement, in October 2008, to merge Commonwealth superannuation schemes and the trustees for the main civilian and military providing efficiencies in trustee operations in superannuation schemes-that is, the Australine with trends across the superannuation lian Reward Investment Alliance, the Miliindustry generally. tary Superannuation and Benefits Board and Based on figures reported as at 30 June the Defence Force Retirement and Death 2009, the merger will bring more than Benefits Authority-to form a single trustee 650,000 members and pensioners and nearly body from 1 July 2010. $19 billion in funds under the management The single trustee will become responsible of the single trustee body. This will provide for managing the main civilian and military an opportunity for increased scale of operasuperannuation schemes. These schemes are tions and for more effective and streamlined the: investment operations. It will also help to Commonwealth Superannuation Scheme; attract and retain quality board members and Public Sector Superannuation Scheme; staff and provide access to higher levels of",17,Setup
1,The Speaker ( Mr Harry Jenkins),Military Superannuation and Benefits,17,Governance Of Australian Defence Force Retirement And Death Government Superannuation Benefits Scheme And Schemes Bill 2010 Defence Forces Retirement Benefits
2,Mr Tanner (Melbourne,"Minister for ComSuper Bill 2010, being introduced cogservice from providers and greater options of the Defence Force will be responsible for for investment of fund moneys. nominating two employee representatives These outcomes will benefit members as and I will consult the ministers in the dewell as the Commonwealth as the employer fence portfolio on suitable candidates for the sponsor of the schemes, and will provide a five employer representative positions. more sustainable basis for delivering ComCSC will also be able to establish commitmonwealth superannuation in the future. tees to deal with specific issues, including As I have already indicated, establishing those related to the schemes for Australian the single trustee for the military and civilian Defence Force members, such as the paysuperannuation schemes will not change or ment of disability and death benefits. For affect, in any way, the superannuation beneexample, CSC can establish a dedicated Defits of members of the schemes. This means, fence Force case assessment committee, with for example, that the existing features and representation from each of the three serbenefits that reflect the special nature of vices. This will allow for the continuation of military service in the Australian Defence the current role and function of the DFRDB Force, such as death and disability arrangeAuthority within the framework of the single ments, will be maintained. trustee. The bill establishes the Commonwealth Many of the remaining provisions in the Superannuation Corporation (CSC) as the bill are to continue governance arrangements single trustee by continuing in existence the that apply to the existing trustees. body corporate formerly known as the AusThe bill is a testament to the government’s tralian Reward Investment Alliance. commitment to maintaining strong, contemUnder the bill, CSC will be a Commonporary governance arrangements for Comwealth authority for the purposes of the monwealth superannuation schemes that are Commonwealth Authorities and Companies beneficial to members and the CommonAct 1997 (CAC Act). The CAC Act will apwealth. ply to CSC subject to some modifications I commend the bill to the House. with regard to managing and investing Debate (on motion by Mr Coulton) adscheme funds. For example, CSC will not be journed. required to notify significant events related to these activities to the responsible minister. This modification reflects the fact that CSC First Reading will separately be subject to prudential suBill and explanatory memorandum prepervision under the Superannuation Industry sented by Mr Tanner. (Supervision) Act 1993. Bill read a first time. The bill also provides that CSC will have Second Reading a governing board comprising a chair and 10 directors, who will be appointed on a partFinance and Deregulation) (9.07 am)-I time basis. The board size reflects the inmove: creased responsibility of the trustee and more diverse membership of the schemes that fall That this bill be now read a second time. under the management of CSC. The ComSuper Bill 2010 is one of a package Both military and civilian interests will be of bills to implement reforms that will estabrepresented on the board of CSC. The Chief lish governance arrangements for Common-",17,Governance Of Australian Defence Force Retirement And Death Government Superannuation Benefits Scheme And Schemes Bill 2010 Defence Forces Retirement Benefits
3,Mr Tanner (Melbourne,"Minister forwealth superannuation schemes that are efthe Defence Forces Retirement Benefits fective and consistent with those in the Scheme, or DFRB Scheme; broader superannuation industry. The packthe Defence Force Retirement and Death age of bills also modernises Australian govBenefits Scheme, or DFRDB Scheme; ernment superannuation without changing and the entitlements of members of the schemes. the Military Superannuation and BeneThis bill will establish ComSuper and fits Scheme, or MSB Scheme. provide that it is a statutory agency for the purposes of the Public Service Act 1999 conThe CEO will be appointed by the Minissisting of a chief executive officer, as head of ter for Finance and Deregulation, and the the agency, and staff. The bill will also proCEO’s remuneration will be determined by vide that ComSuper will be a prescribed the Remuneration Tribunal. agency for the purposes of the Financial The CEO is responsible for managing Management and Accountability Act 1997. ComSuper, and will not be subject to direcThe bill will modernise the governance tion by CSC in relation to his or her responstructure of ComSuper as a statutory agency sibility under the Financial Management and with executive management, and clarify Accountability Act 1997, the Public Service ComSuper’s functions. Act 1999, or any other law of the Commonwealth in relation to the management of The function of the CEO will be to proComSuper. vide administrative services to the Commonwealth Superannuation Corporation The arrangements proposed in the bill (CSC), which will be established as the truswere announced in the Minister for Finance tee of the main Australian government civiland Deregulation’s press release No. 80 of Ian and military superannuation schemes 26 November 2009. from 1 July 2010 by the Governance of AusI commend the bill to the House tralian Government Superannuation Schemes Debate (on motion by Mr Coulton) adBill 2010. The CEO will be responsible for journed. providing administrative services to CSC in SUPERANNUATION LEGISLATION respect of the following superannuation (CONSEQUENTIAL AMENDMENTS schemes: AND TRANSITIONAL PROVISIONS) the scheme established under the SuperBILL 2010 annuation Act 1922, referred to as the First Reading 1922 scheme; Bill and explanatory memorandum prethe Commonwealth Superannuation sented by Mr Tanner. Scheme, or CSS; Bill read a first time. the Public Sector Superannuation Second Reading Scheme, or PSS; the Public Sector Superannuation AccuFinance and Deregulation) (9.11 am)-I mulation Plan, or PSSAP; move: the scheme provided for under the Papua That this bill be now read a second time. New Guinea (Staffing Assistance) Act The Superannuation Legislation (Consequen1973, known as the Papua New Guinea tial Amendments and Transitional ProviScheme;",18,Comsuper Bill 2010
4,Mr Tanner (Melbourne,"Minister forsions) Bill 2010 supports significant reforms Scheme and the Public Sector Superannuato the governance of Commonwealth supertion Accumulation Plan. annuation that are included in the GovernThe bill also amends the Superannuation ance of Australian Government SuperannuaAct 2005 to facilitate public sector employtion Schemes Bill 2010 and the ComSuper ees being able to consolidate their superanBill 2010 respectively. nuation savings under the management of The bill makes consequential amendments one trustee. to a range of other Commonwealth acts of I commend the bill to the House. parliament to take account of the changes to Debate (on motion by Mr Coulton) adgovernance arrangements for Commonjourned. wealth superannuation schemes. The bill makes the management of the su2009-2010 perannuation scheme established by the Superannuation Act 1922 and the Papua New Second Reading Commonwealth Superannuation Corporation Finance and Deregulation) (9.13 am)-On (CSC), the single trustee body for the main indulgence. On 26 November 2009 Approcivilian and military superannuation schemes priation Bill (No. 4) 2009-2010 was introfrom 1 July 2010. duced into the House. The second reading of It also puts in place transitional arrangethe bill stated: ments necessary for the reforms. The transi… $114.9 million has been reclassified from adtional provisions will facilitate the transfer of ministered expenses in Appropriation Act (No. 1) assets and liabilities of the Military Superanto make payments direct to local government for nuation and Benefits Board (MSB Board) the East Kimberley Development Package. and the Defence Force Retirement and DeathI wish to advise the House that the amount Benefits Authority (DFRDB Authority) to specified for the East Kimberley DevelopCSC. These provisions will also ensure that ment Package in the second reading speech references to the MSB Board, the DFRDB was incorrect and that the appropriation proAuthority and the Commissioner for Superposed to make payments direct to local govannuation in legislation and instruments will ernments for this package is in fact $14.9 be read as CSC, where this is appropriate. million. The bill will also enable CSC to transfer CRIMES LEGISLATION AMENDMENT the assets of the Military Superannuation and (SEXUAL OFFENCES AGAINST Benefits Fund to the existing ARIA InvestCHILDREN) BILL 2010 ments Trust without creating a situation First Reading whereby capital gains tax would be payable. Bill and explanatory memorandum preThis is provided the transfer occurs on or sented by Mr Brendan O’Connor. before 1 July 2011. The ARIA Investments Trust is a pooled superannuation trust which Bill read a first time. currently holds the assets of the main civilian Second Reading ing to the Commonwealth Superannuation Minister for Home Affairs) (9.14 am)-I Scheme, the Public Sector Superannuation move: That this bill be now read a second time.",19,Comsuper Bill 2010
5,Guinea Scheme The Responsibility Of The Mr Tanner (Melbourne,Minister for,20,Appropriation Bill No 4
6,"Superannuation Funds, That Is, The Assets Relat","Mr BRENDAN O’CONNOR (GortonGeneral introduction to the increasing use by offenders of new The Convention on the Rights of the technical tools, such as the internet, to enChild, which was ratified by Australia in gage in the sexual exploitation of children. 1990 and has achieved almost universal ratiThis bill will implement a range of refication, imposes an obligation on states to forms to the 1994 and 2005 offence regimes protect children, at both the national and into ensure that they remain effective and conternational level, from sexual exploitation tinue to meet the needs of law enforcement and abuse. agencies in combating contemporary offendIn 1994, the then Keating Labor governing. ment enacted a suite of new criminal ofThe proposed reforms will support the fences targeting Australians who engage in Australian Federal Police (AFP), who play a the sexual abuse of children overseas, somesignificant role in ensuring children and times referred to as ‘child sex tourism’. The young people are safe, whether in a real or introduction of these offences fulfilled Ausvirtual environment. tralia’s international obligations to protect The AFP, through its High Tech Crime children internationally from sexual exploitaOperations unit, is responsible for the investion. As a result, Australia has an extensive tigation of crimes associated with online framework in place to prevent, investigate child sex exploitation and child sex tourism. and prosecute all forms of child exploitation. The Child Protection Operations teams inSince then, sadly, the Commonwealth’s revestigate and target offenders who travel sponse to abuse overseas has stagnated. offshore and commit sexual offences or sexThis government is committed to taking ual exploitation against children. The AFP all necessary action to prevent harm to chilworks closely with foreign law enforcement dren from occurring both in Australia and agencies prosecuting these offenders in the overseas. The sexual exploitation of children foreign countries or using extraterritorial is devastating to the children involved, their laws and conducting the prosecutions in Ausfamilies, and their communities. tralia. The AFP also combats online child We have a duty to ensure that with oversexual exploitation in partnership with state, seas travel commonplace, and the internet territory and international law enforcement making information about destinations more agencies, government organisations and inaccessible, Commonwealth laws provide a dustry. significant deterrent to abuse and a sound Broader consultation on the proposed rebasis for prosecuting offenders. forms between September and October 2009 Equally, rapidly changing technologies indicated strong support for the measures in and the anonymity that the internet provides this bill-from state and territory governhave resulted in unprecedented opportunities ments, child safety commissioners, and child for child sex offenders. Our laws need to protection organisations like Child Wise and keep pace with the speed of technological Save the Children. Save the Children indichange. cated that the changes to the child-sex related offences would ‘definitely strengthen AustraIn 2005, the Commonwealth also enacted lia’s capacity to prosecute would be child sex a range of offences directed at the use of a offenders’, whilst Child Wise supported re‘carriage service’, such as the internet or a forms that would see Australia ‘again be the mobile phone, for the sexual exploitation of leaders in international best practice in relachildren. This action was taken in response tion to the legislation and policing of child will subject offenders to penalties of up to 10 sex tourism’. years imprisonment. 1. Child sex tourism These offences are consistent with state The bill improves the existing child sex and territory child sex offences which apply tourism regime by introducing a number of domestically. critical new offences. These new offences The introduction of such offences sends a ensure that conduct that would be criminal if strong message to Australians who travel it occurred in Australia is also criminal if it is overseas to take up positions, such as teachperpetrated by Australians overseas. ers or aid workers, for the purpose of sexuThe bill introduces new offences for steps ally exploiting children, that such behaviour leading up to actual sexual activity with a will not be tolerated. child. Australians who are grooming or proThe bill increases penalties for existing curing a child for sexual activity overseas child sex tourism offences from 17 to 20 may be punished by up to 12 years or 15 years imprisonment for sexual intercourse years imprisonment respectively. Preparing with a child under 16 years, and from 12 to for or planning sexual activity with a child 15 years for other sexual activity with a child overseas will be punishable by 10 years jail. under 16 years. The bill also streamlines These offences will make it easier for law these offences and makes a clear distinction enforcement to intervene before actual sexbetween these very serious offences, and the ual activity takes place, preventing physical new procuring offences. harm to the child occurring. 2. Overseas child pornography and child The government believes that particularly abuse material offences serious conduct should be recognised in AusAlthough dealings in child pornography tralia’s child sex tourism offence regime, and child abuse material can often be intithrough the introduction of specific offences mately connected with child sex tourism, that carry higher penalties. there are currently no offences applying exChildren with disabilities are particularly traterritorially to dealings in such material by vulnerable to becoming victims of sexual Australians. abuse. Abuse is also often perpetrated by Many destination countries lack effective people who are in a position of trust in a laws against child pornography and child child’s life. Abuse is also often perpetrated abuse material, or the capacity to enforce systematically, over an extended period of them and current Commonwealth, state and time. territory offences only criminalise dealings The bill introduces new aggravated ofin child pornography or child abuse material fences where the offender is in a position of within Australia. trust or authority or where the child victim The bill will insert new offences for dealhas a mental impairment and a new offence ings in child pornography or child abuse maof persistent sexual abuse of a child, all carterial overseas, ensuring that Australians enrying maximum penalties of 25 years imgaging in such behaviour overseas can be prisonment. prosecuted in Australia. In addition, new offences of sexual activChild pornography and child abuse mateity with a young person between 16 and 18 rial involve the abuse of children and the where the offender is in a position of trust amplification and broadcast of the original Changes in technology mean that offenders offence through distribution of the material. can commit sexual offences against children Offenders who are found to be possessing, online without meeting in ‘real life’. For excontrolling, producing, distributing, or obample, an offender might engage in a sexual taining such material outside Australia will act in front of a webcam while a child be subject to maximum penalties of 15 years watches online. The offence carries a maxiimprisonment. If the offence involves more mum penalty of 15 years imprisonment. than one person and conduct on several ocExisting carriage service offences crimicasions, it will be punishable by up to 25 nalise using the internet or other carriage years imprisonment. service, to groom or procure a child for sexThis aggravated offence is directed at ual activity. They also criminalise using a people who are involved in heinous child carriage service for child pornography or pornography and abuse networks and is inchild abuse material. The bill also raises tended to reflect the increased levels of harm maximum penalties for existing online child to children resulting from the demand crepornography and child abuse material ofated by these networks. fences, from 10 to 15 years imprisonment. 3. Online offences This bill will strengthen online offences, ensuring the regime is sufficient to address Recent cases have demonstrated the scale the contemporary nature of offending. of contemporary networks. The internet has allowed the development of organised, tech4. Postal offences nologically sophisticated rings of child sexThe bill also introduces a suite of new ofual abusers. fences directed at the use of the post for child The bill also introduces a new aggravated sex related activity, such as the distribution offence directed at online child pornography of child pornography or for grooming or pronetworks where the perpetrator is in Austracuring a child. lia. This offence will also be subject to the Despite the advantages which the advent high penalty of 25 years imprisonment, reof the internet has brought offenders, there is flecting the gravity of harm caused. evidence that some forms of child pornograUnfortunately, the internet is creating dephy material, such as homemade videos, are mand for new material of ever greater levels still being distributed through the post. of depravity and corruption, and the technolThe new offences will mirror online ofogy provides new opportunities for abuse to fences and ensure that offenders are subject take place. to consistent penalties regardless of the meTo combat this, the bill introduces two dium that they use. new internet offences. The first is directed at 5. Forfeiture of child pornography the use of a carriage service to transmit indeThe bill will introduce a comprehensive cent communications to a child, carrying a new scheme to allow for the forfeiture of maximum penalty of seven years imprisonchild pornography or child abuse material, or ment. The offence will prevent the use of the articles containing such material, such as internet or mobile phone to expose children computers, derived from or used in the comto pornographic or indecent material. mission of a Commonwealth child sex ofThe second will criminalise using a carfence. riage service for sexual activity with a child. Presently the only way that such material TARIFF PROPOSALS can be forfeited is through a post-conviction Customs Tariff Proposal (No. 1) 2010 application under the Proceeds of Crime Act 2002. This is a lengthy process, and entirely Minister for Home Affairs) (9.26 am)-I unsuitable. Unless a conviction is obtained, move: child pornography and child abuse material must be returned to the owner, an outcome That the Customs Tariff Act 1995 be altered as set out in the Schedule to this Proposal and that which is clearly as absurd as it is inapproprithe alteration operates on and from 14 December ate. 2009. 6. Consequential amendments The Schedule read as followsThe bill also makes minor consequential Schedule-Alteration to the Customs Taramendments to the Australian Crime Comiff Act 1995 mission Act 2002, the Crimes Act 1914, the 1 Schedule4 (item 53C, the descripSurveillance Devices Act 2004 and the Teletion of goods in column 2) communications (Interception and Access) After “1 January 2005”, insert “and on Act 1979 to ensure that existing law enor before 31 December 2009,”. forcement powers are available to combat The Customs Tariff Proposal that I have just the full suite of Commonwealth child sex tabled amends item 53C of Schedule4 to the offences, including new offences introduced Customs Tariff Act 1995. by this bill. Item 53C in Part III of Schedule4 proConclusion vided a mechanism to reduce the general rate This overdue bill contains a range of of customs duty from 10 per cent to five per measures ensuring that the Commonwealth’s cent for certain goods entered for home conlegal framework criminalising the sexual sumption on or after 1 January 2005. These exploitation of children is both comprehengoods are the many non-passenger motor sive and effective in dealing with contempovehicle (PMV) goods that are classified to rary offending. the same tariff classifications as PMV parts Since the introduction of child-sex tourand components. Prior to 1 January 2010, ism laws in 1994, Australia has been at the such non-PMV goods would have attracted a forefront of international efforts to combat 10 per cent rate of duty but for the operation transnational child sexual exploitation. These of item 53C. reforms will ensure that Australia’s laws reHowever, on 1 January 2010, the general main progressive and represent best practice rate of customs duty for PMV parts and both domestically and internationally. components tariff classifications fell from 10 Keeping our children, and the real and virper cent to five per cent. This means that the tual worlds they inhabit, safe from predatory non-PMV goods classified to the same tariff sexual behaviour is something I am conficlassifications as PMV components are also dent we all support. dutiable at five per cent from that date. I commend this bill to the House. Therefore, from 1 January 2010, the item 53C concession for non-PMV goods is reDebate (on motion by Mr Coulton) addundant. journed. Customs Tariff Proposal (No. 1) 2010 inserts an end date of 31 December 2009 into",20,Appropriation Bill No 4
7,Mr Brendan O’connor (Gorton,"item 53C. This alteration limits the applicaIt commenced offering courses in Masters tion of item 53C to goods entered for home of Science in Energy and Resources in seconsumption on or before 31 December mester 1, 2010 and is anticipating an enrol2009. ment of 10 students this year. Debate (on motion by Mr Coulton) adI commend the bill to the House. journed. Debate (on motion by Mr Coulton) adFirst Reading AMENDMENT BILL 2010 Bill and explanatory memorandum preFirst Reading sented by Mr Clare. Bill and explanatory memorandum preBill read a first time. sented by Mr Clare. Second Reading Bill read a first time. move: Secretary for Employment) (9.31 am)-I That this bill be now read a second time. move: The Higher Education Support Amendment That this bill be now read a second time. (University College London) Bill 2010 The Indigenous Education (Targeted Assismakes a minor amendment to the Higher tance) Amendment Bill 2010 makes amendEducation Support Act 2003 to add Univerments to the Indigenous Education (Targeted sity College London as a TableC provider. Assistance) Act 2000. The Higher Education Support Act 2003 The bill amends the table in subsection includes provision for a foreign university, 14B(1) of the Indigenous Education (Taroperating in Australia to be listed as a Table geted Assistance) Act 2000 to include addiC provider. This listing means that eligible tional funding for the Sporting Chance prodomestic students studying with the univergram, in order to bring it into line with the sity can access FEE-HELP. Commonwealth’s suite of targeted assistance FEE-HELP assists eligible domestic stumeasures and to adjust the 2010 to 2012 apdents studying for all higher education propriations agreed as part of the new federal courses ranging from diploma to PhD by financial relations framework. providing a loan for all or part of their tuition By amending the appropriations under the costs. Indigenous Education (Targeted Assistance) University College London is a non-profit Act 2000 the Australian government can organisation established under United Kingcontinue working with a range of stakedom law, and has been approved to operate holders to develop and implement innovative as a higher education provider in Australia measures to close the gaps. by the South Australian government under In education, the gap between Indigenous the National Protocols for Higher Education and non-Indigenous students is stark. Most Approval Processes. Indigenous students meet minimum standards of reading, writing and numeracy, but",24,Appropriation Bill No 4
8,Mr Clare (Blaxland,Parliamentary Second Reading,25,Higher Education Support Journed Amendment University Indigenous Education College London Bill 2010 Targeted Assistance
9,Secretary For Employment) (9.29 Am),"I Mr CLARE (Blaxland-Parliamentarynot nearly as many as their non-Indigenous I commend the bill to the House. classmates. For example, the 2009 NAPLAN Debate (on motion by Mr Coulton) adresults reveal a gap of 26.4 percentage points journed. between the reading levels of Indigenous and non-Indigenous year 5 students. When they reach year 9, NAPLAN reveals a 30-point gap between the writing levels of Indigenous First Reading and non-Indigenous students. Bill and explanatory memorandum preThe act provides an excellent vehicle to sented by Mr Clare. action good ideas-ideas that deliver results. Bill read a first time. The act maintains commitments to initiatives Second Reading introduced by the former government, including the Indigenous Youth Mobility ProSecretary for Employment) (9.35 am)-I gram and the Sporting Chance program. The move: sum of $10.93 million over three years will be used to extend the activities under the That this bill be now read a second time. Sporting Chance program, using sport to This is an appropriation bill to support: engage Indigenous students and show the the ongoing operations of the Australian value of education. Research Council An example of the program’s achieveand three specific initiatives. ments can be found in the work of the ClonIt will fund the high-quality research we tarf Foundation. The foundation has been the need to address the great challenges of our major single provider of school based sports time, to improve the quality of people’s lives, academies for boys under the Sporting to support the development of new indusChance program since the projects comtries, and to remain competitive in the global menced operations in 2007. They consisknowledge economy. tently achieve improvements in attendance, and report significant success in attainment The bill updates the special appropriation to year 12 in the schools in which they operamount administered by the Australian Reate. Mid-2009 reporting indicates that aversearch Council to include: age attendance of students in Clontarf acadnew funding for research in bionic viemies was 76 per cent, compared with 70 per sion science and technology cent new funding for the Super Science FelRecord Australian government investment lowships scheme in education is geared towards giving stucontinued funding for National ICT Ausdents from all backgrounds and all locations tralia a chance to access a good education. By focusing on programs like the Sporting Chance an additional outyear that are delivering better education outcomes and indexation of existing appropriation for Indigenous students, the Australian govamounts in the Australian Research ernment is actively working to close the gap. Council Act 2001. The Indigenous Education (Targeted AssisInventing a bionic eye was one of the big tance) Amendment Bill 2010 can make an ideas proposed by the Australia 2020 Sumimportant contribution to that effort. mit in 2008.",25,Higher Education Support Journed Amendment University Indigenous Education College London Bill 2010 Targeted Assistance
