speakerGroups,speaker,theText,pageNumbers,title
0,"Wednesday, 10 March 2004 In 2003, Male Teachers Constituted 24 Per","---cent of the 55,577 domestic students enrolled the chair at 9.00 a.m., and read prayers. Males were only 18.8 percent of students SEX DISCRIMINATION AMENDMENT training to become primary school teachers. (TEACHING PROFESSION) BILL 2004 A mere 3.6 percent of the 7,115 students First Reading training to become early childhood teachers in Australia were men. Bill presented by Mr Ruddock, and read a first time. Research shows that teaching is not an attractive career option for men for reasons Second Reading including concerns about salary and the perGeneral) (9.01 a.m.)-I move: children in schools. That this bill be now read a second time. This bill amends the Sex Discrimination The government is committed to achieving Act 1984 to provide that a person may offer the best education outcomes for male and scholarships for persons of a particular genfemale school students throughout Australia. der in respect of participation in a teaching The Sex Discrimination Amendment course. (Teaching Profession) Bill 2004 is directed at The section would apply only if the purthat end. pose of doing so is to redress a gender imThe fact is that education outcomes for balance in teaching-that is, an imbalance in boys are falling behind education outcomes the ratio of male to female teachers in for girls in Australia. schools in Australia or in a category of schools or in a particular school. In fact, boys on average are achieving at significantly lower levels than girls in all This bill means that educational authoriareas of the assessed cognitive curriculum ties and others can offer scholarships to enfrom early primary to late secondary school courage male teachers into the profession in in Australia. a manner consistent with the Sex Discrimination Act 1984. A House of Representatives inquiry report into the education of boys in June 2003, entiThe bill is drafted in gender-neutral lantled Boys: getting it right, examined the guage, which means that the amendments problems particular to the education of boys. would allow discrimination in favour of females if a gender imbalance in favour of It identified as a significant problem the males were to emerge generally or in a reimbalance in the number of male and female gion or sector. teachers in schools, in particular in primary schools, in Australia. The government’s acknowledgement of the importance of both men and women in The figures speak for themselves. teaching in our society, and the government’s Only 20.9 percent of primary school commitment to encouraging men into the teachers in Australia are men. profession, will help to change people’s perThe problem is only getting worse. ceptions about the role of men in the profession in the future.",7,Setup
1,The Speaker ( Mr Neil Andrew) Took In Initial Teaching Courses In Australia.,,7,Setup
2,Mr Ruddock (Berowra,"Attorneyception of a risk of allegations of abusingThe government believes that addressing Second Reading female teachers in the profession is imporMinister for Industry, Tourism and Retant in providing students with both male and sources) (9.06 a.m.)-I move: female role models in schools. That this bill be now read a second time. The imbalance in the number of male and The purpose of the Greater Sunrise Unitisafemale teachers in schools, in particular in tion Agreement Implementation Bill 2004 is pre-schools and primary schools, means that to give effect to the agreement between Ausboys and girls are without enough male role tralia and the Democratic Republic of Timormodels in schools. Leste relating to the unitisation of the SunThis has a detrimental impact on educarise and Troubadour fields. The agreement tion outcomes for boys. was signed by Australia and East Timor in This bill is a vital measure for addressing Dili on 6 March 2003. the existing gender imbalance in the profesThe agreement has been considered by the sion. Joint Standing Committee on Treaties. The Students throughout Australia will benefit committee supported the agreement and recfrom having both male and female role modommended that binding treaty action be els in the teaching profession. taken. This bill complements the government’s The agreement provides a framework for other major strategies for addressing the parthe development and commercialisation of ticular challenge of increasing education out the petroleum resources in the Sunrise and comes for boys, including: Troubadour fields, which are collectively Boys’ education is a priority area for the known as Greater Sunrise, as a single unit. $159.2 million Australian Government QualThis resource straddles the border beity Teacher Programme. tween the Joint Petroleum Development This includes $6 million committed to the Area, which is the area of shared jurisdiction Boys’ Education Lighthouse Schools Probetween Australia and East Timor estabgramme to identify best practice in boys’ lished by the Timor Sea Treaty, and an area education, with a further $500,000 commitof Australian jurisdiction. ted to research. Greater Sunrise contains an estimated 8.35 I commend this bill to the House and I trillion cubic feet of natural gas and present the explanatory memorandum. 295 million barrels of condensate. Current estimates are that 20.1 per cent of these reDebate (on motion by Ms Roxon) adsources lie in the joint petroleum developjourned. ment area and 79.9 per cent in Australian BILL 2004 and East Timor is required to provide indusFirst Reading try with the certainty needed to proceed to Bill presented by Mr Ian Macfarlane, develop this major resource. Australia will and read a first time. meet its obligations through amendments to the Petroleum (Submerged Lands) Act 1967 and other legislation.",7,Setup
3,The Imbalance In The Number Of Male And Mr Ian Macfarlane (Groom,"The bill puts into place the administrative This will be a very similar arrangement as arrangements for the unit development of the that which applies to the Territory of AshGreater Sunrise petroleum resource. In pracmore and Cartier Islands. This modification tice, this means that Australian regulators applies only in relation to the Greater Sunrise and regulators of the joint petroleum develresource and will not affect administration of opment area will be able to ensure, jointly, petroleum operations in the rest of the that administration of the Greater Sunrise Northern Territory adjacent area. petroleum operations is coordinated, and that In practice, the Australian government recovery operations are conducted in accorwill work with the Northern Territory govdance with good oilfield practice. ernment on the day-to-day administration of To the extent appropriate, the administrathe Greater Sunrise resource. tive arrangements will mirror those that apFor the purposes of taxation, the part of ply elsewhere under Australian regulatory petroleum production from Greater Sunrise control. For example, for safety, occupaattributed to the joint petroleum development tional health and protection of the environarea will be taxed in accordance with the ment, a single regime will apply across both arrangements under the Timor Sea Treaty the portion of the resource that is within the whereby East Timor has title to 90 per cent joint petroleum development area and the of production and Australia to 10 per cent. portion within Australian jurisdiction. The part of production from Greater SunMoreover, that regime, entailing the rise attributed to Australia will be taxed in preparation of environmental management accordance with Australia’s domestic taxaplans and safety cases, will be the same as tion arrangements. for any other petroleum development in AusDevelopment of the Greater Sunrise retralia’s offshore area. source could provide revenue to Australia of There are, however, some aspects of the around $A8.5 billion over the life of the proagreed arrangements that will be specific to ject. administration of the Greater Sunrise petroThe agreement includes a mechanism for leum resource. For example, the process for adjusting the initial petroleum production approving the development plan and the unit apportionment between the joint petroleum operator will be Greater Sunrise specific. development area and Australia if new geoThis reflects matters agreed between Australogical evidence indicates that a revision is lia and East Timor and has no application needed. outside the Greater Sunrise resource. The agreement also includes a clause To ensure consistency of administration of which states that its contents are without development of this resource, the arrangeprejudice to the maritime boundary claims of ments that usually apply in the Northern TerAustralia and East Timor. Discussions with ritory adjacent area will be modified to enEast Timor concerning these claims have able the responsible Commonwealth minister commenced. to exercise statutory powers, rather than the Commonwealth minister working in concert As an essential first step towards developwith the counterpart Northern Territory mining Greater Sunrise, industry is seeking overister, or instead of the Northern Territory seas markets for liquefied natural gas (LNG) minister working alone. produced from the resource. In keeping with its commitments under the LNG action agenda, the government will continue to Second Reading contracts. Minister for Industry, Tourism and ReAt the same time, industry is examining sources) (9.15 a.m.)-I move: development options for the resources, inThat this bill be now read a second time. cluding bringing gas onshore to a liquefacThe Customs Tariff Amendment (Greater tion plant or the use of new floating liquefied Sunrise) Bill 2004 contains amendments to natural gas technology. the Customs Tariff Act 1995. Timely development of Greater Sunrise The purpose of the bill, which is cognate will deliver significant benefits to both Auswith the Greater Sunrise Unitisation Agreetralia and East Timor. These benefits include ment Implementation Bill 2004, is to give investment, exports and employment as well effect to article 22 of the agreement between as revenue. In addition, development of Australia and the Democratic Republic of Greater Sunrise will stimulate increased inTimor-Leste relating to the unitisation of the vestment in petroleum exploration and deSunrise and Troubadour fields. velopment in the Timor Sea which will be in the interests of Australia and particularly This agreement was signed by the AustraEast Timor. lian and East Timorese governments in Dili on 6 March 2003 and provides a framework Just as Australia is honouring the agreefor the development and exploration of the ment it reached with East Timor by putting petroleum resources in the Sunrise and Trouin place the necessary legislation, I call on badour fields, collectively known as the the government of East Timor to expedite its Greater Sunrise petroleum resource. own treaty implementation process. Article 22 of the agreement provides for The enactment of this bill will provide the the duty-free entry into the Greater Sunrise legislative framework under which Greater unitisation area of all goods and equipment Sunrise can be developed and will therefore for petroleum activities, whether from Auscontribute significantly to investor certainty tralia, East Timor or elsewhere. in the area. Item 22A will be added to schedule 4 of It is clearly in the national interest of Austhe Customs Tariff Act to provide for the tralia, as well as East Timor, that this bill be duty-free entry of goods, as prescribed by the approved as soon as possible. I commend the law, for use in petroleum related activities in bill to the House and I present the explanathe eastern Greater Sunrise area. tory memorandum to the bill. Subsection 3(1) of part 1 of the Customs Debate (on motion by Mr Fitzgibbon) adTariff Act will also be amended to insert a journed. definition of the term petroleum activity. (GREATER SUNRISE) BILL 2004 sent an explanatory memorandum. First Reading Debate (on motion by Mr Fitzgibbon) adBill presented by Mr Ian Macfarlane, journed. and read a first time.",8,Greater Sunrise Unitisation Jurisdiction Agreement Implementation Ratification Of The Agreement By Australia
4,Support Industry Efforts To Win Lng Export Mr Ian Macfarlane (Groom,"BILL 2004 afternoon. This makes life very difficult for Cognate bill: the opposition, and there is a temptation to just reject this process as a means of ensuring that it does not become a regular occur(GREATER SUNRISE) BILL 2004 rence. This is not a method for ensuring good Second Reading democracy, nor is it a method for ensuring Debate resumed. the efficiency of parliamentary processes. a.m.)-Given that I am immediately followwill be supporting the legislation in the ing the Minister for Industry, Tourism and House of Representatives today. We will Resources, who has given a lengthy explanacontinue to do what we can to facilitate the tion of the objects and details of the Greater passage of the legislation through the Senate, Sunrise Unitisation Agreement Implementaalthough I want to foreshadow my concern tion Bill 2004 and the Customs Tariff about an aspect of the treaty which only Amendment (Greater Sunrise) Bill 2004, I do came to our attention last night as, under not think I need to repeat them. Suffice to pressure, we hurriedly tried to make our way say-to put it in potentially plainer lanthrough a lengthy and complex document. guage-this is the legislation that gives efMr Ian Macfarlane interjectingfect to the international unitisation agreement, which is, of course, the instrument that jects with the advice that the treaty has algives effect to the Timor Sea Treaty as it apready been through the Joint Standing Complies to the Greater Sunrise field. mittee on Treaties. I accept that. I also accept I want to begin my contribution by exthat the Labor opposition has, in the past, pressing the opposition’s concern about the given its consent to the Timor Sea Treaty. way this legislation has been introduced and But these matters do arise, and these are handled. I was advised only last Thursday of lengthy and complex documents. What not only the government’s intention to introbrought to my attention the particular providuce this legislation today but also its expecsion on which I am about to express concern tation that the legislation should pass both was the fact that, when we saw the legislathe House of Representatives and the Senate tion for the first time, we noted that the on this day. The opposition have done their package of bills included a change to the very best to be cooperative on this matter, Customs Tariff Act. That alerted my mind to and I must say that the minister’s office have the fact that there were going to be changes done their best to brief us as best they can in to Customs acts, and I had to dig deep to find such a short period. But it is an awful precewhat those changes were. dent and I believe that, on such an important The Timor Sea Treaty is a lengthy and matter, it is an unjustifiable pressure to place complex document and you could be forupon the opposition. given for not picking that up. But I have To make matters worse, when I sought a picked that up now and I do have concerns copy of the legislation last Friday so that the about it. There is a sense of deja vu in all this opposition could give it close scrutiny, I was because even at that time-around March advised that, while we were able to glance at 2003-the opposition was again being put",10,Customs Tariff Amendment I Commend The Bill To The House And Pre
5,Mr Fitzgibbon (Hunter) (9.18 But I Am Able To Say That The Opposition,,11,Customs Tariff Amendment
6,Mr Fitzgibbon,"The minister interunder pressure to facilitate the Timor Sea sures that they are internationally competiTreaty through both the House and the Sentive and therefore able to operate in the secate. I can see by the look on the face of the tor to create jobs and wealth for Australia. I Minister for Industry, Tourism and Resources have no problem with that. But we want that he is acknowledging that fact. I rememtransparency in these tax concessions. ber that period very well. It was an extraorMoving forward on the assumption that it dinary time: the legislation was going to be is a tax concession, I am also advised that in introduced, then it was not, then it was going other cases there is what I call a trip-wire: to be introduced but was pulled. before being granted a customs excise exI recall sitting in the House during quesemption, the company or companies intion time one Thursday watching the Minisvolved are required to determine whether ter for Industry, Tourism and Resources, the they can source the product domestically. In Prime Minister and Minister for Foreign Afother words, when they are importing capital fairs sitting in a huddle discussing whether equipment into the offshore operation, they they would introduce the bill at the end of need to check whether the equipment or conquestion time. There was doubt until the end struction items-whatever they might beof question time. What sort of way is that to are freely available in Australia before going run the government? What sort of way is that to the import option. If that is the case, I to run the processes of this House? What think that makes perfect sense. We hope that expectation can there be that the opposition the government would be directing these is well positioned to properly scrutinise these companies to Australian products before processes? seeking to import them from elsewhere and The minister’s response is that the treaty free of customs duty. has been through to JSCOT. We have supI do not mind admitting that I am not clear ported the treaty in this place, but these maton this as yet-it seems that the minister’s ters have just come to my attention and I do office cannot give me clear advice-but I am not intend to let them go through to the told that in this case there is no such tripkeeper. This is far too important an issue to wire. In other words, the multinational comallow that to happen. The area on which I panies involved in the operation, potentially, express concern is article 22 of the treaty as of the Greater Sunrise field will be free to it relates to customs. Item (3) says: choose to import capital equipment free of Goods and equipment entering the JPDA for purcustoms duty without any reference to the poses related to petroleum activities shall not be availability of those goods in Australia. I am subject to customs duties. requesting the minister in his summation on I do not mind admitting that in the past I the bill to answer those questions. I am afraid have not been aware of these types of provito say that, if he is not able to answer them sions. I am advised that it is not unusual in adequately, we must reserve our right not to offshore projects for these provisions to apbe as cooperative as we may have been in the ply. The reason is not quite clear to me, but I Senate and, in the national interest, hold up can only suggest that, historically, it is anthe legislation until we get some answers. other tax break for the major oil companies. I Mr Ian Macfarlane-It won’t be in the do not necessarily mind having tax breaks national interest. greater investment in the industry and enminister needs to do is tell me whether my",11,Customs Tariff Amendment
7,For The Major Oil Companies If That Leads To Mr Fitzgibbon,"The first thing thesummary of the provision is correct or incorof competitively priced domestic gas to fuel rect. If it is incorrect, I am happy to receive Australia’s industry and to create valueadvice and I will take it in good faith and we adding industry projects-and, of course, to will move on. The minister just said that it have an onshore LNG plant for export where will not be in the national interest. If my Australian and in particular Northern Terrisummary is correct, how can it be in the natory jobs growth would be maximised. You tional interest to proceed? How can it be in would have thought, Mr Speaker, given the the national interest to allow these compaurgency that Woodside, Shell and the other nies to import capital equipment from other venture partners had put on this bill, that the nation states while totally ignoring the opgovernment might have used this as an opportunity to source those goods locally? On portunity to say, ‘Okay, we’re prepared to this count I will concede that the main operafacilitate this project, but how about for the tor of the Greater Sunrise reserve will be first time talking about bringing Sunrise onWoodside, which has a great record on local shore?’ The government are holding all the content-in excess of 60 per cent. But it is cards on this issue, with Woodside and Shell just one partner in the joint venture. One of desperate to proceed on this project, so why the other major parties is Shell, a multinawould they not, for once at least, tell the ventional company with a great corporate record ture partners that it is the government’s view and which has made a great contribution to that it is in the national interest that this prothis nation. If the minister has such faith in ject come onshore? Shell that he is prepared to take its word on The government is always keen, for exface value that Australian content will be ample, to run to Beijing and argue the Ausmaximised in this case, then he has greater tralian case for LNG exports, and I support faith in it than I do. If the minister confirms the government’s role in that. Of course you that I am correct about what these provisions would run to Beijing to talk to Jiang Zemin mean and if he wants this legislation to go about the merit in sourcing your energy supthrough both the House and the Senate, he plies from Australia rather than elsewhere. needs to give me some assurance today that But I pose the question to the minister: why that is not contrary to the national interest. If not run to Perth now and then and tell the he concedes all that, he has to give some energy companies that they might want to commitment to contact the Prime Minister of think about bringing some of this gas onTimor-Leste and discuss this matter. shore for the development of Australian inThe problem is that this is now subject to dustry? The minister will talk about action a treaty. We are in no position to unilaterally agendas and the formation of various comchange the provisions of the treaty, which mittees, but how about some action? It is like presents us all with a dilemma. The Labor the Treasurer’s superannuation scheme. He Party are as keen as anyone to have this says, ‘I’ve got an Intergenerational Report.’ Greater Sunrise field developed. It is in the Guess what: we had a policy and we acted on national interest to have it developed, but we the problems that are emerging with respect are not sure whether the government has on to Australia’s ageing demographic. So forget this occasion again missed an opportunity to about the committees, Minister, forget about maximise that national interest. the action agendas-how about just doing it? We all in this place have talked on almost As was reported in the Financial Review a regular basis about the need both to get this morning, I have some views about the Greater Sunrise gas onshore for the provision mechanisms in place, the regulatory regimes over property rights, that allow these compational unitisation agreement. In doing so, it nies to warehouse these all-important reput at risk the Bayu-Undan project, a $1.5 serves. You cannot really judge whether exbillion project representing significant inporting X quantity of LNG to China, Japan vestment in Darwin, involving 1,200 emand America’s West Coast maximises Austraployees in the construction phase and 100 lia’s interest. I am not for a moment saying direct jobs during the operation phase. The that exporting LNG is not a good thing-we government appeared at that time to be prehave vast reserves of it and so we should pared to put that project, which lies wholly in be-but, until you know what our mediumthe joint petroleum development area, at risk and long-term domestic needs for gas are, so as to ensure that the Timor Sea Treaty was you do not know what volume maximises the not signed ahead of the unitisation agreeAustralian interest. This is a finite resource ment. and the gas that is going to China, Japan and Surprise, surprise! After some pressure potentially the West Coast of the US is the from the opposition and some adverse pubeasier-to-win gas, the gas that is not neceslicity, we finally got the Timor Sea Treaty sarily so far offshore or in the deepest water. ratification through both houses of parliaWhen we come to our own domestic ment without the unitisation agreement, and I needs in five, 10, 15 or 20 years, do you certainly welcomed that at that time. It is know what the major oil companies will be now March 2004-one year on. It was urgent telling us, Mr Deputy Speaker? They will be then. The government almost had the unitisasaying: ‘We’ve got gas for you, but the bad tion agreement done-a deal in concrete-so news is that the easier-to-win stuff has althey were hanging on to the Timor Sea ready been won. The cheaper stuff has alTreaty. They were huddled at question time, ready been extracted, so you’ll have to pay a wondering whether or not they should prolittle bit more.’ And who will pay more? That ceed after question time or whether they will be Australian industry, attempting and could hang in there for another day or week fighting even more then to be internationally until the unitisation agreement was bedded competitive, and of course the poor old Ausdown. Here we are one year on and finally, tralian consumer. I would have thought this just now, they are introducing the bill to give was another opportunity lost-another oplegislative effect to the international unitisaportunity for the government to go to the tion agreement. I am sure ConocoPhillips major oil companies and say: ‘Yes, we unand their partners are pretty pleased that the derstand the urgency, we understand you treaty ratification was not held up until this want to get on with life, we understand that unitisation agreement was given effect in this you want to develop this reserve; but, if you place. Why were the government at that time want our help, how about giving us of a bit so concerned that there should be a nexus of help too? How about talking more seribetween the two? One can only conclude that ously about bringing these gas reserves onthat was on the back of heavy lobbying from shore in the national interest?’ the venture partners involved in the SunriseI repeat: the opposition are prepared to faproject. That might be fair enough-it is arcilitate this process, but we are asking ourgued that the interests of the venture partners selves what is the urgency. The government are also the national interests-but I hope we argued, back around February 2003, that it have balance. was necessary to maintain some nexus beThat leads me to the next question: after tween the Timor Sea Treaty and the internaanother year of waiting for the unitisation agreement, why are we rushing this bill Mr Ian Macfarlane interjectingone day? In all of my time in this place, I table says, ‘We can’t do it before you pass think that may have been done only once this legislation.’ I have just made the point before, and it related to a matter of illegal that we were prepared to pass it a year ago. immigrants. Other than that, I have not heard We have waited a year. We are prepared to of it before. One can assume again that it is facilitate it through the parliament today if the result of lobbying from the venture partour questions on the Customs issue are anners in the Greater Sunrise project. Why swered. But I have made the point that the would the venture partners in the Greater minister has lost the opportunity, through this Sunrise project want to rush this IUA agreement, to do what the member for Solothrough now that it has been rubber-stamped mon should have been asking him to do. by the minister’s office? One can only asWhere was the member for Solomon when sume that it is designed to put additional this unitisation agreement came forward? pressure on the East Timorese government. I Why was he not asking the minister: ‘Why think that is regrettable. I see the member for didn’t you use this as a bit of leverage to talk Solomon laughing at the prospect that the to the venture partners about getting this gas venture partners in Greater Sunrise might be onshore to Darwin, to create jobs in my elecputting pressure on the government to rush torate?’ Why was the member for Solomon this through to put additional pressure on the not out there doing that for the last 12 poor old East Timorese people. How naive is months? For 12 months he has had an opporthe member for Solomon to believe that that tunity to lobby this minister and the Minister is not possible? How long has he been in this for Foreign Affairs to do the right thing by place now? Darwin and the Northern Territory, and he to be in this place much longer either way. table says he has been. I am happy to acWhether we have two electorates or one in knowledge that, but how ineffective has he the Northern Territory, he is not likely to be been? This bill before us today is a demonhere much longer, if yesterday’s Newspoll stration of the fact that despite his represenwas any indication. But it is naive of the tations there has been no effect, no result member for Solomon, who has been quite whatsoever from the member for Solomon. silent on this issue. IfI were the member for So why have him there? Solomon, given the importance to Darwin of East Timor is an impoverished nation. We both the Bayu-Undan project and the Greater welcome it to the community of nations. We Sunrise field, I would be here in every adas a nation and certainly as the Australian journment debate, saying, ‘When is Greater Labor Party want to do all we can to bring it Sunrise going to be developed and when is to self-sufficiency. We cannot bring it to selfthe government going to start putting some sufficiency by handout alone. The best thing pressure on the venture partners to get that we can do for the East Timorese people is to gas onshore, to maximise the benefits for give them an industry, an economic base and both Darwin and the Northern Territory and an opportunity to grow their economy to creto maximise the national benefits?’ But his ate local jobs. There is a balance here. The silence has been deafening.",12,Customs Tariff Amendment
8,Through Both The House And The Senate In Mr Fitzgibbon,The minister at the,15,Customs Tariff Amendment
9,Mr Snowdon,Too long. has been silent.,15,Customs Tariff Amendment
