speakerGroups,speaker,theText,pageNumbers,title
0,"Bouse Of &Eprcsentaiibcs. Tuesday, 16 July, 1007. And Read Prayers. New Member. That He Had Received A Return To The Wrft Issued For The Election Of A Member To Serve In The House Of Representatives For The Electoral Division ..Of Echuca, The Elec","tion in which was on the 10th June declared void, endorsed with, a certificate of the election of Albert Clayton Palmer, Esq. oath of allegiance. explanation. On Wednesday last, speaking to the motion for the adoption of the Addrcss-in-Reply, I read the following letter, which had been sent to meSir,I have the honour to inform you that at a meeting of the United Maranoa Farmers' Association, held in Roma on Mayn t h , I was instructed to write to you and request that you",14,Setup
1,"Mr Speaker Took The Chair At 3 P.m.,",,14,Personal Explanation
2,Mr Speaker Informed The House,,14,Personal Explanation
3,Mr Palmer Made And Subscribed Tbe,,14,Personal Explanation
4,Mr Page,"I desire to make a personalwould be good enough to use your utmost endeavours to bring about the nationalization of the farm machinery and implement industry by the Federal Parliament. Thanking you in anticipation, I have the honour to be, Your obedient servant, R. H . RAINFORD, Secretary. The honourable member for Nepean interjected that the resolution therein referred to had been rescinded, and therefore I wired to the secretary asking if that were so. I have since received the following reply :Resolution not rescinded -R . H . RAINFOHD. not get home. personal explanation of the honourable member for Maranoa, I wish to say that the interjection which I made ipartook of the form of a question and not of an assertion. I asked whether the resolution in question had been rescinded. I am happy to accept the honourable member's assurance that it has not been rescinded, but at the same time. I wish to express the hope that the members who attended the meeting to which he referred may yet be found to possess sufficient common sense to rescind it . Trade and Customs yet read the report of pressed in the form of a draft Bill, and, if the Board which inquired into alleged irreso, whether that measure contains any progularities in the administration of the Patent posal for a Commonwealth note issue? Office? If so, does he contemplate making any alteration in the management of pared to make a statement in regard to that important branch of his Department? Sir WILLIAM LYNE ment in this morning's newspapers that the and the Cabinet has not yet had an opporAttorney-General has not yet heard from tunity to consider it . me about the matter, but in a minute written early last week I gave instructions for the matter to be referred to him for inquiry. Statements concerning the administration of the Patent Office have been published in my absence as well as since I returned do nor. think that there is anything in them. sages by telephone over long distances? However, to satisfy the public, I am askCan he also tell us the rates of wages paid ing the Attorney-General to institute an inby such companies, and the hours worked quiry, because the allegations which have by their servants, and whether they allow been made are such as can be dealt with differential rates in favour of newspaper better by the officers of the legal branch of messages ? the service than by any one in my Department. ceived from the officer into whose conduct the Department, and I shall be glad to the Board inquired, almost a volume of furnish it to the House, if possible, during complaints, and was very much surprised the present week. to learn that after my departure it was published in the press. I shall have an inquiry made as early as possible. Service Commissioner make an inquiry ? another ? now proposed is as to the validity of certain patents which have been issued; it is not intended to hold a second inquiry in regard to the conduct of the officer about whom complaint was made. In reference to the have been illegally granted. fore, I have referred the matter to the A t torney-General, so that a legal opinion may le obtained as to their validity. brume Age of the 13th instant that the Treasurer has recently put before certain bankers confidential proposals containing his individual views concerning the lines on which a Commonwealth BankingB ill may be drafted. I ask the right honourable H as the Minister of gentleman whether these views were exSir JOHN FORREST I am not prethe proposed BankingB ill , because it is I saw the stateonly in the early stages of its preparation, LONG DISTAN CE TELEPHON E eral inform the House what rates are charged by private companies in other parts BeforeI went to EnglandI regood deal of information on the subject in",14,Personal Explanation
5,Mr Watson,A chance shot that did,15,Rates
6,Mr Bowden,,15,Rates
7,Mr Wilks,,15,Rates
8,Mr Wilks,Very startling statements.,15,Rates
9,Sir William Lyne,Yes; though I of the world for the transmission of mes,15,Rates
