speakerGroups,speaker,theText,pageNumbers,title
0,"Thursday, 17 March 2005 Copyright Will Vest In The Employer, Unless It","---is otherwise provided in the contract. took the chair at 9.00 a.m. and read prayers. vesting copyright in the works of employed First Reading amendments to the Copyright Act in 2000 which gave directors moral rights in their Bill presented by Mr Ruddock, and read films. a first time. It also moves Australian law in line with Second Reading that of many countries of the world, particuGeneral) (9.01 a.m.)-I move: directors do have a copyright in their films. That this bill be now read a second time. One benefit of this bill is that it creates the I present the Copyright Amendment (Film opportunity for directors to claim royalties Directors’ Rights) Bill 2005 to make for use of their films under remuneration amendments to the Copyright Act 1968. schemes in EU countries because European The bill delivers a commitment made by directors will now be reciprocally entitled to the government in its Strengthening Austraremuneration in Australia. lian Arts policy for the last election. The case for recognising directors’ copyThis bill will, for the first time, recognise right was raised by the Australian Screen directors as having a share of the copyright Directors Association (ASDA) when the in their films. This bill will give directors a Copyright Amendment (Digital Agenda) Act right to a share of royalties to be payable by 2000 was being debated. subscription television broadcasters for reThe government agreed to look at the istransmitting free-to-air broadcasts of direcsue of extending a share of copyright in films tors’ films. to directors. An issues paper was published Films are a product of many people’s difand submissions were received from stakeferent contributions. Apart from the director holders, including ASDA and also represenand the actors, there are script writers, cinetatives of film producers and broadcasters. matographers, composers of the musical The bill that I am now presenting has rescore and production designers. sulted from a careful consideration of those Copyright is currently vested in the prosubmissions and from consultations with the ducer as the person who draws all these conmain stakeholders. tributors together and ‘makes the production The government’s aim in preparing this happen’. Others will have copyright in, for bill is to recognise and encourage the creaexample, the script or the musical score. Ditive contribution of our many fine Australian rectors will now share in the copyright in the directors, some of whom are well known and film. others who are far less well known. Directors’ copyright, like other copyright But the government also did not want to and personal property, will be transferable. affect investment in Australia’s important Further, where a director is working under film industry and existing revenue sources of an employment contract, that director’s",17,Setup
1,The Speaker (Hon. David Hawker) This Is Consistent With The Existing Law,,17,Copyright Amendment Film Authors In Their Employers Directors Rights Bill 2005 This Bill Builds On The Government S
2,Mr Ruddock (Berowra,"Attorneylarly members of the European Union, whereits producers that are so vital to its ongoing The Social Security Amendment (Extension success. of Youth Allowance and Austudy Eligibility This bill has achieved this aim, in giving to New Apprentices) Bill 2005 will provide directors access to remuneration from the net outlays of $383.2 million over three subscription television retransmission years to provide further assistance to apprenscheme. tices and trainees in the initial years of their training. No payments have yet been made to film copyright owners under that scheme because This government’s sound financial manthe quantum of those payments is still to be agement has produced a strong economy. A determined by the Copyright Tribunal. strong and growing economy requires skilled employees. Following the same reasoning, the government will consider giving directors a This bill supports the government’s intenshare of royalty revenue that would be due to tion to address skills shortages in the Austrafilm copyright owners under any future lian economy. It encourages people to parscheme of this type. ticipate in New Apprenticeships, providing them with the skills needed to enter or reThis bill, although short, represents a maenter the work force, re-train for a new job or jor milestone in giving due recognition to the upgrade for an existing job. This measure important creative contribution of directors will increase the supply of skilled people to their films. with a nationally recognised qualification to The bill does so without disturbing the exmeet the needs of business and support a isting practices for securing investment in more competitive and innovative economy. and arranging distribution of films, and in This measure, extending eligibility for particular, the Australian film industry. I preYouth Allowance and Austudy to full-time sent the explanatory memorandum to this apprentices and trainees participating under bill. the New Apprenticeships scheme for the first Debate (on motion by Ms George) adtime, acknowledges how important these journed. people are to our continued economic com(EXTENSION OF YOUTH The extension of eligibility for youth alFirst Reading in the initial years of their training. New apBill presented by Mr Hardgrave, and prentices will be treated consistently with read a first time. current arrangements for full-time students under the payments, with the application of Second Reading parental, personal and partner means testing for Vocational and Technical Education and This measure extends these payments by Minister Assisting the Prime Minister) (9.06 providing additional support to up to 75,000 a.m.)-I move: more people in 2005-06, increasing to apThat this bill be now read a second time. proximately 93,000 by the 2008-09 financial year.",17,Copyright Amendment Film Authors In Their Employers Directors Rights Bill 2005 This Bill Builds On The Government S
3,Mr Hardgrave (Moreton,"Minister according to their circumstances.This amending bill also contains proviRelations national skill shortages list. Among sions for the exemption from social security those to benefit will be new apprentices in and veterans’ entitlements for the Commonmetals, motor vehicle and building trades, wealth trade learning scholarships and Tools plumbers, chefs and cooks, cabinet makers, for your Trade initiative. The Commonfurniture makers and hairdressers-all nation wealth trade learning scholarships will be building heroes in our economy. exempt from assessment as taxable income. These measures, combined with other iniIt is intended that benefits under the Tools tiatives announced during the election camfor your Trade initiative will also be exempt paign and currently being implemented by from assessment as taxable income. This will this government, represent a significant inensure that these measures are fully effective vestment in the future growth of Australian and that their value to recipients is not industries and the vocational education and eroded. training sector. The government is introducing a ComI commend the bill to the House and premonwealth trade learning scholarship to fisent the explanatory memorandum. nancially assist new apprentices undertaking Debate (on motion by Ms George) adnew apprenticeships in trade occupations in journed. skill shortage areas. The scholarship will provide payments of $500 to new apprenNEW INTERNATIONAL TAX tices upon successful completion of their ARRANGEMENTS (FOREIGN-OWNED first and second years. BRANCHES AND OTHER MEASURES) BILL 2005 This assistance will encourage and allow many new apprentices to remain in training First Reading and reach their goals of becoming fully Bill presented by Mr Brough, and read a qualified tradespersons. Furthermore, in confirst time. junction with other initiatives being impleSecond Reading mented by this government, there will be greater take-up of trade new apprenticeships Revenue and Assistant Treasurer) (9.11 as these initiatives break down the barriers a.m.)-I move: and perceptions that currently deter many young people from entering these worthThat this bill be now read a second time. while and fulfilling careers. This bill contains further reforms intended to The Tools for Your Trade initiative aims to modernise Australia’s international tax rehelp alleviate the financial burden on new gime, following the government’s review of apprentices undertaking new apprenticeships international taxation arrangements. in trade occupations where there is a skill Schedule1 to this bill amends the income shortage. The initiative will make tool kits to tax law to allow dividends received by Austhe value of $800 available to apprentices tralian branches of non-residents to be taxed undertaking a new apprenticeship in identiby assessment instead of by withholding. In fied trades. addition, non-residents with Australian The initiative will help up to 34,000 new branches will get franking credits when they apprentices a year, targeting trades experireceive franked dividends. encing skill shortages as listed in the DeTaxing these branches by assessment inpartment of Employment and Workplace stead of through withholding will mean Aus-",18,Allowance And Austudy Lowance And Austudy Payments To Full Time Eligibility To New New Apprentices Will Help To Ease The Finan Apprentices Bill 2005 Cial Burden Faced By Apprentices And Trainees
4,Mr Brough (Longman,"Minister fortralian branches and subsidiaries of nonSchedule4 will prevent double taxation residents are treated similarly for income tax and non-taxation of employee shares and purposes when they receive dividends. This rights where individuals move between change is consistent with a general trend tocountries. This will be achieved by more ward the separate entity treatment of closely aligning Australia’s domestic income branches for tax purposes. tax law with the OECD model tax convenSchedule2 contains minor amendments to tion. the controlled foreign companies rules. The treatment of employee share or right These amendments address potentially inincome creates difficulties when employees appropriate consequences that could occur move between countries, because the income following the listing of a country for the purmay relate to employment over a long peposes of the controlled foreign companies riod. Where the employment is in more than rules. These amendments provide the ground one country, dividing the taxing rights bework for the future listing of further countween countries becomes complicated. tries. These amendments move towards the Also, the amendments ensure that AustraOECD approach by making the treatment of lia’s capital gains tax rules do not overextend cross-border employee shares and rights their reach when controlled foreign compaclearer. This will facilitate application of the nies’ assets are sold. This reduces compliOECD model in double tax agreements. It ance costs associated with the controlled forwill also help individuals who work in more eign companies rules when Australian resithan one country to calculate with certainty dents buy or restructure foreign companies. the Australian tax liability related to their employee shares or rights. Schedule3 gives Australian branches of foreign non-bank financial institutions sepaFinally, this bill corrects an error in the rate entity treatment for income tax purapplication of some amendments contained poses-that is, they will be treated more like in a previous instalment of reforms. foreign-owned subsidiaries. This treatment is Full details of the measures in this bill are already given to Australian branches of forcontained in the explanatory memorandum. eign banks. I commend this bill and present the exExtending the separate entity treatment to planatory memorandum. include foreign financial institution branches Debate (on motion by Ms George) adwill ensure that the Australian tax system journed. does not discriminate, on the basis of ownerTAX LAWS AMENDMENT ship and entity structure, between different (IMPROVEMENTS TO SELF financial institutions providing similar financial services in Australia. First Reading Together with the changes contained in schedule 1, this schedule aims to improve Bill presented by Mr Brough, and read a competition in the financial services sector, first time. provide for a more neutral tax treatment of Second Reading pliance costs in certain cases. Revenue and Assistant Treasurer) (9.15 a.m.)-I move:",19,Allowance And Austudy Lowance And Austudy Payments To Full Time Eligibility To New New Apprentices Will Help To Ease The Finan Apprentices Bill 2005 Cial Burden Faced By Apprentices And Trainees
5,"Branches And Subsidiaries, And Reduce Com","Mr BROUGH (Longman-Minister forThat this bill be now read a second time. These amendments will broadly apply This bill implements the first part of the govfrom the 2004-05 income year and later inernment’s response to the report on aspects come years. of income tax self assessment. The report, Full details of the measures in this bill are which was released on 16 December 2004, contained in the explanatory memorandum. identified a number of legislative refineI commend this bill and present the exments to the self assessment system. They planatory memorandum. are aimed at reducing uncertainty and compliance costs for taxpayers, while preserving Debate (on motion by Ms George) adthe Australian Taxation Office’s capacity to journed. collect legitimate income tax liabilities. SHORTFALL INTEREST CHARGE Schedule1 to the bill introduces a new in(IMPOSITION) BILL 2005 terest regime-the shortfall interest chargeFirst Reading that will apply to underassessment of income Bill presented by Mr Brough, and read a tax. For income tax shortfalls, the shortfall first time. interest charge will replace the existing genSecond Reading eral interest charge for the period before the The shortfall interest charge will be set at a Revenue and Assistant Treasurer) (9.17 a.m.)-I move: rate that is four percentage points lower than the general interest charge rate. That this bill be now read a second time. This reduces the interest consequences for This bill accompanies the Tax Laws taxpayers who make errors in their returns. Amendment (Improvements to Self AssessThe changes will apply to amendments of ment) Bill (No. 1) 2005 just introduced. assessments for the 2004-05 income year and The imposition bill will impose the new in later years. shortfall interest charge as a tax to the extent Schedule2 amends the administrative to which the charge cannot be validly impenalty provisions of the tax laws. posed other than as a tax. Firstly, this schedule will abolish the penDetails of this bill are contained in the exalty for tax shortfalls resulting from a failure planatory memorandum to the Tax Laws to follow a private ruling issued by the Amendment (Improvements to Self AssessCommissioner of Taxation. This is because ment) Bill (No. 1) 2005. of fears that the penalty was acting as a disI commend the bill to the House. incentive to applications for rulings. Debate (on motion by Ms George) adSecondly, the commissioner will be rejourned. quired to provide an explanation of why a TAX LAWS AMENDMENT (2005 taxpayer is liable to a penalty and why the MEASURES No. 2) BILL 2005 penalty has not been remitted in full. First Reading Finally, the bill clarifies the definition of Bill presented by Mr Brough, and read a ‘reasonably arguable’ in the provision which first time. says that a taxpayer can be charged interest in relation to an underpayment where a claim was not ‘reasonably arguable’.",20,Assessment Bill No 1 2005
6,Taxpayer Is Notified Of The Underassessment. Mr Brough (Longman,"Minister forSecond Reading ing or becoming required to register under Revenue and Assistant Treasurer) (9.18 becoming a member of an instalment group. a.m.)-I move: This will be achieved by requiring affected That this bill be now read a second time. taxpayers to commence paying quarterly instalments from the following year rather This bill makes changes to various taxation than immediately. laws to implement a range of improvements. The fifth measure lists several new orFirstly, this bill amends the simplified imganisations as deductible gift recipients. Deputation system. The amendments will productible gift recipient status will assist the vide greater flexibility to private companies listed organisations to attract public support by allowing them, in certain situations, to for their activities. pay franked dividends during the income year in which they first incur an income tax Schedule6 amends the GST law to uphold liability without incurring the penalty that the original policy intent that GST is payable reduces their franking deficit tax offset by 30 on the value added to real property once it per cent for that year. enters the GST system. Secondly, this bill creates an automatic In particular, the amendments prevent capital gains tax rollover for the transfer of property owners from reducing their GST assets of superannuation entities that merge liability on sales of real property by maniputo comply with new licensing requirements lating various special rules in the GST act. under the superannuation safety reforms. Other amendments provide certainty on the operation of the margin scheme and ensure The capital gains tax rollover ensures that entities joining a GST group have approprithe capital gain or capital loss that would ate adjustments to claims for input tax credotherwise be recognised when the transfer of its. Most of the amendments will apply from assets occurs is disregarded and that the recthe date this bill was introduced into parliaognition of the accrued capital gain or loss is ment as they are integrity measures addressdeferred until later disposal of the assets by ing unintended consequences in the GST one or more successor trustees. law. However, the amendment requiring The third measure will allow capital alwritten agreement to use the margin scheme lowance deductions for expenditure incurred will apply from the date of the royal assent on indefeasible rights of use over domestic of the bill. telecommunications cables and expenditure The seventh measure amends the income on acquiring telecommunications site access tax law so that superannuation annuities that rights. have been split upon marriage breakdown This amendment will help facilitate sharunder family law arrangements are taxed ing of telecommunications infrastructure consistently with other superannuation benewithin the telecommunications industry, fits split on marriage breakdown. thereby decreasing inefficient duplication of The measure also corrects minor anomainfrastructure. lies in the income tax law relating to superSchedule4 to this bill will reduce compliannuation benefits which are split on marance costs and increase certainty for taxpayriage breakdown. ers who become ineligible to pay annual pay Finally, this bill will remove the condition as you go instalments as a result of registerthat contributions to approved worker enti-",21,Assessment Bill No 1 2005
7,Mr Brough (Longman,"Minister for the GST law or, in the case of a company,tlement funds must be required under an inIn its report, the Public Works Committee dustrial instrument in order to be eligible for has recommended that this proposal should an exemption from fringe benefits tax. proceed. Full details of the measures in this bill are Subject to parliamentary approval, the contained in the explanatory memorandum. proposed fitout will be undertaken concurI commend the bill and present the exrently with the later stages of the base buildplanatory memorandum to the House. ing construction. Both are due for completion in late September 2006. adjourned. I would like, on behalf of the government, to thank the committee for its support. I commend the motion to the House. Public Works Committee Question agreed to Approval of Work Dr STONE (Murray-Parliamentary Secministration (9.22 a.m.)-I move: Leader of the House) (9.24 a.m.)-I move: That, in accordance with the provisions of the That standing orders 31 (automatic adjournment of the House) and 33 (limit on business after Public Works Committee Act 1969, it is expedient 9.30 p.m.) be suspended for the sitting on Thursto carry out the following proposed work which day, 17 March 2005. was referred to the Parliamentary Standing Committee on Public Works and on which the commitQuestion agreed to tee has duly reported to Parliament: Fit-out of ANTICIPATION RULE try, Tourism and Resources in Civic, ACT. Leader of the House) (9.25 a.m.)-I move: The Department of Industry, Tourism and That unless otherwise ordered, for the remainResources proposes to fitout new leased der of the session: premises in Civic in the Australian Capital (1) Standing order 77 be amended to read: Territory. 77 Anticipating discussion The need for the new facility has been During a debate, a Member may not anticidriven by the approaching expiry in 2006 of pate the discussion of a subject listed on the the current Allara Street leases adjacent to Notice Paper and expected to be debated on the site of the proposed new building in Bithe same or next sitting day. In determining nara Street. whether a discussion is out of order the The proposed building will provide apSpeaker should not prevent incidental reference to a subject. proximately 21,750 square metres of lettable office space. The proposed fitout, which is (2) Standing order 100(f) be suspended. gineering services, internal partitions, workleave-I would like to thank the House for stations and furniture. acting so promptly on the recommendations To complete the building before expiry of of the Procedure Committee in adopting the the current leases, the developer was rereport on the anticipation rule, in particular, quired to commence construction of the base the amendment of standing order 77 and the building in September 2004. suspension of standing order 100(f).",22,Assessment Bill No 1 2005
8,Debate (On Motion By Mr Mcclelland),,23,Business
9,Retary To The Minister For Finance And Ad,Mr McGAURAN (Gippsland-Deputy,23,Business
