speakerGroups,speaker,theText,pageNumbers,title
0,"Tuesday, 9 October 1990 Verbatim Report, With Repetitions And Redundan","cies omitted and with obvious mistakes corrected, but which on the other hand leaves out nothing that adds to the meaning of the speech the chair at 2 p.m., and read prayers. The President and I have endorsed the honourable members on some matters that tervention principally to regularise gramrelated to Question Time on Thursday, matical and stylistic concerns and to 13 September. There has been consideraensure the correctness of references made ble attention directed to the Hansard reduring debates. That policy has been emport of Question Time of. that date, phasised to all Hansard officers regularly specifically the answer by the Prime Minat staff meetings. I can advise honourable ister to a question from the Leader of the members that the Secretary to the DeOpposition on the subject of Melbourne's partment of the Parliamentary Reporting bid for the 1996 Olympic Games. Staff and the Chief Hansard Reporter Last night senior officers of the Departmade this point again to staff at the weekly ment of the Parliamentary Reporting Staff Hansard meeting this morning. pared it with audio and video recordings ter)Mr Speaker, I seek leave also to of the question and answer. That comparmake some very brief remarks in relation ison revealed that editorial changes had to this matter. been made within Hansard at the time of ister's answer. The changes were that the may proceed. words 'following the investigation of and House will be aware of the publicity which the word 'including' was replaced by this matter received and which led to 'made up of representatives of the Declaims that I misled the House. Mr partment of. In the next sentence, a furSpeaker, the Hansard record is, as you ther change was made at the sub editorial have acknowledged, wrong, Because no stage when the word 'reporting' was re'greens' of Hansard were received in my placed by 'which reported' and, in the office on 13 September the Hansard renext sentence, the word 'IDC' was record could not be checked before printplaced by the word 'committee'. ing. It was only as a result of the recent The changes were made exclusively desperate attempts by some members of within Hansard by Hansard staff. There the Opposition to suggest that I had miwas no intervention by the Prime Minissled Parliament that the issue was drawn ter or anyone from his office, either verto my attention. With the lapse of time. I bally or by written changes to the 'green', was unsure of the exact nature of my to alter the Hansard text. reply and I chose, in the light of the unInformation identifying the origin of the certainty, to foreshadow that, if indeed I errors was provided last night to both the had provided the House with a contradicPrime Minister's office and the office of tory reply, I had no intention to deceive the Leader of the Opposition. Additional or mislead. information has been provided to both Mr Speaker, I appreciate the clarificaoffices this morning. tion which you have made and I assume Honourable members will be aware that that, if they have any decency, the OppoErskine May defines the Hansard report sition and others who have tried to beat as: up this matter will now concede that they . . . a full report, in the first person, of all speakhave no basis for their allegations and ers alike, a full report being defined as one 'which, accusations that I have attempted to misthough not strictly verbatim, is substantially the lead this House.",9,Setup
1,Mr Speaker (Hon. Led Mcleay) Took Or Illustrates The Argument.,,9,Hansard Report Policy That Hansard Should Move Towards
2,Mr Speaker,"I might just report to a more verbatim report, with editorial in",9,Hansard Report Policy That Hansard Should Move Towards
3,Reviewed The Hansard Report And Com,Mr HAWKE (Wills-Prime Minis,9,Hansard Report Policy That Hansard Should Move Towards
4,The First Transcription Of The Prime Min,Mr SPEAKER-The Prime Minister,9,Hansard Report Policy That Hansard Should Move Towards
5,Words 'Subject To' Were Replaced By The Mr Hawke,"Most members of theter)-I move: ature. The citation referred to his 'epic That this House expresses its deep regret at the psychological narrative art which has indeath, on Sunday, 30 September 1990, of Patrick troduced a new continent into literaWhite. ture . . . Patrick White for the first time has given the continent of Australia an .Patrick White, the first and so far the only authentic voice that carries across the Australian writer to win the Nobel Prize world'. The citation referred to his recellt for Literature, died at his home in Sydney novels 'which show White's unbroken creon Sunday, 30 September at the age of ative power, an ever deeper restlessness, 78. It is rare for a non-parliamentarian to an onslaught against vital problems that be the subject of a condolence motion in have never ceased to engage him, and a this place. Since 1983 the only Austrawrestling with the language in order to lians to be so honoured were the Nobel extract all its power and its nuances, to Prize winning scientist Sir Macfarlane the verge of the unattainable'. Burnet; the dancer, actor, choreographer and director Sir. Robert Helpmann; and He was also named Australian of the the landscape painter Lloyd Rees. Year in 1973. Apart from his creative writing, Patrick White had strong views Patrick White deserves our highest recon a variety of public issues, and he exognition, too. He was a fourth generation pressed these views with his customary Australian whose great-grandfather settled vehemence, even passion. He was on some in New South Wales in 1826. He, was issues an uncompromising critic of this born in London while his parents were on Government, and it would be hypocritical a long holiday, returning as a six-month to pretend otherwise. It was the nature of old baby. He grew up on various station the man to be bitterly critical when poliproperties in New South Wales. He was ticians did not see things in the same way educated first at Tudor House, Moss Vale; he did. But, as his autobiography Flaws then he was sent to England, to Cheltenin the Glass made clear, his most savage ham College, for four years, which he words were directed towards himself. loathed. After two years as a j ackeroo, he About his literary eminence and the then read foreign languages at King's Colpioneering role he played in gaining interlege, Cambridge. He travelled in Europe national recognition for Australian writand the United States, publishing his first ing, there is and can be no dispute. He novel, Happy Valley, in 1939; He lived in did much good by stealth. It was typical the United States for a year, and wrote that he should hav.e devoted· his Nobel The Living and the Dead there. Prize money to create awards for older Patrick White joined the Royal Air Australian writers whose work he felt had Force in 1940, serving in the Middle East not received adequate recognition. as an intelligence officer. He returned to Australia has lost one of its greatest Australia briefly in 1946, permanently citizens, and it is fitting for the Australian from 1948, living first in Castle Hill and, Parliament to record his passing in this from 1964, at Centennial Park. His novcondolence motion. els, including The Solid Mandala, The Dr HEWSON (Wentworth-Leader of Aunt's Story, Voss, The Tree of Man, The .the Opposition)-The Opposition supVivisector and The Twyborn Affair, were ports the motion moved by the Prime the subject of critical controversy, but he Minister( Mr Hawke). The words that are gradually-even begrudgingly-gained being expressed today would have made recognition as one of the great modern Patrick White feel quite ,uncomfortable. novelists writing in English and the greatHe did not stand easily in the public spotest Australian writer. He wrote in a diverlight. I am reminded that, when White sity of forms, including plays, short stories, was .awarded the Nobel Prize, he was poems and essays. asked by Gough Whitlam to attend this",9,Hansard Report Policy That Hansard Should Move Towards
6,Mr Hawke (Wills,"Prime Minisaward of the 1973 Nobel Prize for LiterParliament and receive the congratulaWhen he did speak out, it was with a tions of the Australian people. He recutting directness that wounded the tarfused, saying: gets of his ire. He did not have much This is the kind of situation to which my nature time for politicians and many in this does not easily adapt itself. House, not least the Prime Minister, have He did not have much time for the trapfelt the lash of his tongue. pings of life, and he even donated his Donald Horne put it better than I can Nobel Prize medal and diploma to the when he said in his obituary of Patrick Mitchell Library rather than, as he said, White that he accepted ail artist's responleave them in a drawer waiting for bursibility to speak the truth as he saw it. In glars. that line, he spoke with a simplicity, an Mr Speaker, for some time. I was a near eloquence, a projection of honesty and a neighbour of Patrick White in Centennial controlled passion of a kind we scarcely Park in Sydney, but I cannot say that I ever know in Australia. At times he spoke ever got to. know him very well. J:Ie was with a sense of hostility towards what he an isolated and aloof man. In hIS own saw as the petty values of Australians and words, he preferred to go it alone, do their politicians. We may feel that his things his own way. By all accounts, he criticism was at times too harsh but I was difficult and irascible but these things think we can understand and accept that are easily forgiven in a great artist. Great his anger was born out of a great love for artists are not usually complacent about this country. life. Mr Speaker, we may not share PatrickI guess there are two aspects of Patrick White's pessimism about the quality of White that should be recognised in speakAustralian life and the future of this naing to a condolence motion. The first was tion but we must acknowledge that he was his undoubted eminence as a writer of idealistic and had a vision in his own world standing. The second was· his role, mind about what this country should be. increasingly in his latter years, as a someThat is an important message that Patrick what acid tongued commentator on AusWhite left us: have a vision for Australia, tralian life and standards. a clear view of what this nation's destiny Australia has produced many fine writshould be and can be. ers but not until Patrick White or since Mr Speaker, apart from these broad obhas there been one of such international servations, I offer no assessment of the stature. Patrick White was an author of work and life of Patrick White. That is great distinction. He wrote from Australia contained in the novels and plays that he on an international level. His books are wrote and on which Australians can and as relevant to Europe or to America as will make their· own judgment. Patrick they are to Australia. He wrote not so much about life in Australia, though his White's epitaph lies in his own books, novels were evocative of the character of which will live on in the culture of this this country in many ways. He wrote country as memorials to an Australian of about the great emotions and tensions of a singular talent. mental question: what is life all about? It the National Party of Australia)Mr is not my place to offer a critique of Speaker, it is with mixed feelings that I Patrick White's literature; merely to note, rise to speak in respect of this condolence with respect, that he was a great writer motion and to support it, following on and a great Australian. the Prime Minister( Mr Hawke) and the The second aspect of his character was Leader of the Opposition (Dr Hewson). what Donald Horne has called the 'public On the one hand, I have to be honest intellectual'. Patrick White did not take enough to say that I disagreed with many to the public stage to comment on· current of the political comments made by Patrick issues until he was nearly 60 years of age. White over a period of time, especially",10,Death Of Mr P V M White His Eminence Was Recognised By The
7,Humanity. His Novels Address The Funda,"Mr TIM FISCHER (Farrer-Leader ofthose he chose to make in the Opera .the last to live among us. Sir John Eccles, House in the early 1970s. winner of the 1963 award for medicine, On the other hand, I readily recognise now lives in Switzerland; Sir John Cornthat he was an icon in the literary world, forth, the 1975 chemistry laureate, lives a Nobel Prize winner, an extraordinary in England. Aleksandr Prokhorov is a spewriter capturing many aspects of his own cial case. experiences and building on those. I point I first met Patrick White in January out, as indeed the Prime Minister said, 1974. He had been named Australian of Patrick White joined the Royal Air Force the Year for 1973 after the award of his in 1940, when he was posted to the Mid-obel Prize. Somebody from the Ausdle East and in fact served as an intellitralia Day Committee telephoned me. He gence officer-logically enough-in Egypt, said, 'We have been told that you are Syria, Libya, Cyprus, the then Palestine good at handling difficult people and that and Greece. Patrick White was demobiPatrick White is· a very difficult person; lised and discharged from the Air Force would you be prepared to look after him in London after World War II and then when he flies down fro11'lt Sydney to made a fundamental decision to return to Melbourne for the award, pick him up at Australia temporarily in 1946 and perthe airport, entertain him before and after manently in 1948. the lunch and put him on his plane?'. I was happy to do it and agreed that he It has to be said that where many others had a legendary reputation for being difwould have remained in the northern ficult. But, I asked, should not somebody hemisphere in the particular literary cirfrom the Committee do it? I was told, cles of that time, it was Patrick White 'The problem is that nobody on the Comwith a fierce and dogged determination mittee has read any of his books except who decided to return to Australia and to The Shoes of the Fisherman. I comremain in Australia. Patrick White, of mented, 'You had better not tell him that'. course, had many connections with the That Shoes of the Fisherman story was a Hunter Valley and subsequently through running joke between us until Patrick the novel Voss in his own way highlighted White's death. part of the exploration of Australia and highlighted the hardships involved. The Australia Day function was a memorable day on which Phillip Adams helped However, my most profound disagreeme out. On that day I told Patrick the ment with White's view of life relates to story that became one of the main elehis essential pessimism, referred to by the ments in The Twyborn Affair. He discomLeader of the Opposition, especially in fited his Australia Day hosts by saying regard to humankind. This underpins that he would saw up his award and give much of White's work and political the parts to those he regarded as more thought. In contrast, I retain an essendeserving: Manning Clark, Barry Humtial-although sometimes hidphries and Jack Mundey. He was a comden-optimism about both people and life plicated mixture of public activist and generally, notwithstanding these very private recluse. His judgment of people tough economic times. In short, White and issues was generally harsh and not has made a very significant impact on the invariably sound. As he wrote: Australian and international literary world My pursuit of that razor-blade truth has made in adding a more complex and compreme a slasher. Not that I don't love and venerate hensive dimension to Australian writing in several senses-before all, pureness of heart which, of course, has been valued by the and trustfulness. world. On behalf of members of the He did not attend the Nobel Prize cereNational Party, I support the motion. mony in Stockholm, partly because his White, or Mr P.V.M. White as the 'Daily then his close friend, to represent him. Program' has it, was one of only three Characteristically, as tbe Pri111e Minister surviving Australian Nobel laureates and ( Mr Hawke) has pointed out, he gave 'away",11,Death Of Mr P V M White His Eminence Was Recognised By The
8,Mr Barry Jones (Lalor),"Patrick asthma was bad, and sent Sidney Nolan,his Nobel money to those who had mor.e Waiting for Godo! and long before Bertneed of it. As the Leader of the OPPOSIhold Brecht's works were performed in tion (Dr Hewson) pointed out, he deEnglish. Its successful revival in Sydney clined Gough Whitlam's invitation to be in 1989 gave Patrick White great satisfacfeted at the House of Representatives. tion and it was seen on television. He In June 1975 he became an original wrote of himself: recipient of the Companion of the Order Always something of a frustrated painter and a of Australia but, like Nugget Coombs, he composer manque, I wanted to give my books the textures of music and sensuousness of paint, returned it in 1976. Be directed that there to convey what . . . Delacroix and Blake might should be no funeral and hoped that his have seen, what, Mahler \lnd Liszt might have death could occur without public notice. heard. . It is too early to attempt a definitive He wrote: assessment of his literary achievement and The mystery of life is not solved by success, this is not the right forum. Nevertheless, which is an end in itself, but in failure in perpetthe Age obituary on 1 October 1990 has ual struggle, in becoming. it right. It stated that he was, 'our DickHe quotes in The Solid Mandala the epiens our Balzac, our Joyce, our Faulkner', graph: whwas 'outside the mainstream of AusThere is another world, but it is this one. tralian culture at that time', a force for universality and modernity against the He saw ambivalence in everything, espeprevailing orthodoxies of an 'embarrasscially himself-'good and evil, body and ing provinciality' and the whiff of social spirit, joy and suffering, love and hate, realism. David Malouf, Tom Keneally, life and death, male and, female, dream Peter Carey and David Williamson owe and actuality, time and eternity', as Joy him a tremendous debt for this. Hooten put it. He had a deep religious sense and a strong feeling for the numiPatrick White brought Australian writnous. ing into the great mainstream of Western culture, but, paradoxically, his writing was Four myths about Patrick White should full of Australian sounds and images. In be dispelled: that he was misanthropic, 1956 he wrote about the Australian scene misogynous, humourless and difficult. to that greeted him on his return: read. He was not pessimistic about the In all directions stretched the Great Australian long term but he had a Swiftian fury about emptiness, in which the mind is the least of what was happening in the here 'and now possessions, in which the rich man is the imporso th<\t the long term could be better. tant man, in which the schoolmaster and the I said that he was harsh in his judgjournalist rule what intellectual roost there is, in which beautiful youths and girls stare at life ments, but his impatience was re&erved through blind blue eyes-in which the buttocks for those who lived only for rtlflterial valof cars grow hourly glassier, food means cake and ues and were preoccupied with the short steak, muscles prevail, and the march of material term, who tolerated cruelty, injustice and ugliness does not raise a quiver from the average prejudice. He was personally generous to nerves. many. causes, such as Aboriginal educaBecause the void I had to fill was so immense, tion and the arts, including the gift of I wanted to try to suggest . . . every possible many paintings to the New South Wales aspect of life, through the lives of ordinary men Art Gallery. and women. But at the same time. I wanted to discover the extraordinary behind the ordinary, He made no secret of his homosexuality the mystery and the poetry which alone could but he enjoyed the company of women. make bearable the lives of such people, and, inManoly Lascaris aside, the people in his cidentally, my own life since my return. . inner circle of friends were nearly all fePatrick White was a major contributor to male. He could be bitter and bitchy but changing that scene, filling that void. He he was also extraordinarily funny with a was an innovator long ahead of his time. unique gift for satire and mimicry. My His play The Ham Funeral was written in last recollection is of his laughter as we 1947, five years before Samuel Beckett's talked barely a month ago. I do not know what effect that had on his lungs: his death tributed uniquely to his creativity. Patrick resulted from chronic failure of the resWhite will not have a tombstone, but he piratory system. would have approved the words of his His themes were often complex, but his fellow Nobel Laureate W.B. Yeats: style was extraordinarily vivid and lucid. On limestone quarried near the spot I want to quote two short examples. He By his command these words are cut: said: Cast a cold eye I sometimes wonder how I would have turned On life, on death. out had I been born a so-called normal heterosexHorseman, pass by! ual male. If an artist, probably a pompous one, preening myself in the psychic mirror for being a Dr KEMP (Goldstein)Mr Speaker, success, as did the intolerable Goethe, inferior to one suspects that if Patrick White could his self-abnegating disciple Eckermann. My uneread the eulogies that were written of him, quivocal male genes would have allowed me to he would treat with contempt those who exploit sexuality to the full. As a father I would disagreed with him but were overblown have been intolerant of my children, who would have hated and despised me, seeing through the in their praise. He was, after all, a man great man I wasn't. I would have accepted titles, who proudly proclaimed that he did not orders and expected a state funeral in accordance tolerate-in his own word-'bullshit'. Pawith a deep-seated hypocrisy I had refused to let trick White was a passionate man and he myself recognise. excited strong passions in others. Whilst At one stage he tries to describe the cirit is proper for us to reflect on this, and I cumstances leading to his death. He was will do so in due course, his lasting gift extraordinarily prophetic. This is White's to the Australian people is his writing. style at its pellucid best: Patrick White's contribution to the Early morning has always been the best time of world of literature received the supreme day. In childhood, gold pouring through the slats accolade; the distance of time will provide as I got up to raid the pantry for crystallised the measure of his achievement. At the cherries, finish the heel-tapes on the supper table, presentation of the Nobel Prize-which and settle down to the plays of Shakespeare. Now when I wake, the naked window is washed pale. Sidney Nolan received, as has been said, As I use the eye-drops the first bird-notes are on his behalf-tribute was paid not only trickling in. Down in the garden, light is a glare. to White's originality but also to the AusI'm forced to bow my head whether I like it or tralian character of his work. not; the early mornings of old age are no setting for spiritual pride. Spiderwebs cling like stockingOne cannot follow his career and his masks to faces that blunder into them. Dogs life without seeing him as a torn man, point at vanished cats, follow the trail of the loving and hating the country in which he night's possums. At the end of her lead the dog chose to live. During the whole period of bays and threatens to pull me over in a cataract his adolescence and early manhood, from of light, scents, dew. We collect ourselves as far the age of 13 to 34, as the Prime Minister as it is' ever. possible. said, save for two years only he lived IfI were to stage the end I would set it on the outside Australia: as a schoolboy at Chelupper terrace, not the one moment of any morntenham in England; as a student at King's ing, but all that I have ever lived, splintering and coalescing, the washed pane of a false dawn, College, which he loved; as a young writer steamy draperies of Sydney summers, blaring hiwith his first novel Happy Valley in 1939; biscus trumpets as well as their exhausted phaland as an operational intelligence officer luses, ground mist tugging at the dry grass of the in the Middle East. It was there that he Centennial steppes, brass bands practising against began writing The Aunt's Story and met the heat, horses cantering in circles to an accomhis Greek friend Manoly Lascaris who paniment of shouted commands, liquid calls of hidden birds, a flirt of finches, skittering of wrens, remained with him throughout his life. bulbuls plopping round the stone bath carved by On return to Australia in 1946 he conManoly in the early days at Castle Hill, as though ceded that he had never felt such a forin preparation for the (final) moment of grace. eigner. Most Australians, he said, found I repeat my condolences to his companion The Aunt's Story unreadable and, in his Manoly Lascaris, himself a poet, the 'ceneyes, the novels which followed-The Tree tral mandala' of Patrick's life who conof Man and Riders in the Chariot-were scorned. He felt a foreigner in his own he left through the standard of excellence country. But he stayed and from his he set in the realm of literature. In winSydney home he sought, again in his own ning the Nobel Prize for Literature in words, 'the state of simplicity and humil1973, he set an example in this art form ity which' is the only desirable one for to which other Australians can aspire. artist or man'. He continued to lead by example in this Whilst passionate, he was a very private field when he used the money from the man. The accounts of the manner in which prize, as the Prime Minister( Mr Hawke) he learnt of his award of the Nobel Prize has said, to establish a fund to reward speak of a man who was not a seeker of other writers. Patrick White lived compUblicity. On the night the news of the fortably. He would not want it said that prize broke, he went back to bed rather in using the funds in this manner he dethan cater to the media camped outside nied himself a comfortable life. To make his house. His desire for a private life was such a claim would be to engage in the legendary; interviews and speeches were type of behaviour which 1 have noted he few and far between. He sought to mainso despised. But it must be said that this tain the increasingly difficult balance bewas an act of generosity, an act which is tween a public persona and a private life. still sufficiently uncommon to be noted When one looks back at. his last years, and an act which has served to encourage it is with some sense of sadness. In the the further development of literature in press he was often described as a bitter this nation. and angry man, and when one looks at In the weeks since his death, there has the photos of him in those years-the been debate about various aspects of Paoften bitter grimace-that description is trick White's career and work. He enjoyed perhaps understandable. He was angered probing and he was not squeamish about by many aspects of Australian life which making people uncomfortable. Those most of his fellow Australians valued and whom he criticised and even condemned celebrated. When Australians of all backin his frustration have spoken warmly of grounds united to celebrate the Bicentenhim today. It says something for Australia ary in their various and different ways, that these addresses of condolence have Patrick White described it as 'an Austrabeen delivered in this House, and I suplian lie' and he refused to have anything port the motion. published during the bicentennial year. DrTHEOPHANOUS (Calwell)-In Regrettably, Patrick White probably paying tribute to Australia's greatest spoke for more of his fellow countrymen ,writer, Patrick White, I do not want to when he expressed his disillusion with potraverse the same ground as many other litical leaders and politicians. He delivspeakers. Suffice it to -ay that I think that ered tongue-lashings to those politicians ratrick White was a great man in world whom he believed unduly associated terms in that, in the tradition of all great themselves with certain entrepreneurs. writers, he was able to be a philosopher. Descriptions such as 'would be superThat is to say, he was able to reflect on statesmen' and 'toadies' found their way and to make his writing reflect on the into the headlines. His public statements problems concerning humanity-the soin those years speak not so much of an cial problems and, in particular, the meenthusiastic involvement in contemporary taphysical problems concerning the nature debate but, rather, of actions moved by of human life. In that sense, he was the disillusion and even despair. first writer actually to use the Australian In rising to pay my respects today, I do setting to raise these questions in this not do so as someone who knew Patrick way, and that is why his works are considWhite personally or agreed with the causes ,ered universal. he adopted. We were poles apart-but It is very important for us to recognise not so far apart that I am unable to acthis because a lot of art in Australia tends knowledge and praise the indelible mark to concentrate on parochial things rather than using Australia as a base on which release of 28 January that the $125m grant to concentrate on universal themes conto Victoria was subject to an IDC report? cerned with general philosophical issues. In order to clear up the confusion about I know that my friend the honourable what Cabinet actually decided and also member for Lalor( Mr Barry Jones) has what was communicated to the Victorian raised these questions before but I believe Premier, will the Prime Minister table the that the example given by Patrick White relevant Cabinet decision of 23 January, in this regard is very important and should his letters to Premier Cain of 7 February be followed. and 4 April and any other documentation Patrick White's great respect for the confirming that the decision to commit Aboriginal people is also significant. Alfunds to the Olympic project was subject though we may have disagreed with the to examination by the IDC? White. did understand the Aboriginal attempt by the Leader of the Opposition people's metaphysical and spiritual links to scrape some of the egg off his face. The to the land and was able also to identify whole story up until last night was that I Australia with some of his higher spiritual had misled the House. That was what the concerns. In that sense he has made a gravamen of the charge was: I had misled very important contribution. I hope that the House. Members of the Opposition perhaps some lasting memorial to Patrick have fallen flat on their collective faces White can be established by this Parliaon that, as has been made clear by the ment or by the Government. It would be Speaker. There was no such attempt. So good if there were a prize or some other now that they have fallen flat on their way in which his contribution could be faces on that one, they are trying desperrecognised in perpetuity. ately to make something out of the statement on the 7.30 Report. Question resolved in the affirmative, honourable members standing in their Let me make this quite clear. Briefly, places. Mr Speaker, there is no validity in any claim of deception on the 7.30 Report. I were examined by an IDC and they were 1996 OLYMPIC GAMES indeed examined by an IDe. I also stated that it was on the basis of what the IDC I)r HEWSON-My question is disaid that we were able to make the decirected to the Prime Minister. Accepting sion to support the Victorian that the Hansard record of his answer to bid-precisely correct. I was intending to the Parliament on 13 September about convey that the IDC confirmed Victoria's the Olympic grant to Victoria was incorestimates and validated the decision Cabrect and that what he actually said to the inet had made, a decision which I had Parliament was that the decision to make said was subject to an IDC reporting on the grant was 'subject to' an interdepartthe Victorian estimates. It is quite clear, mental committee report on Victorian fi Mr Speaker, that any ambiguity anyone nances, I ask: why did the Prime Minister might want to read into that statement, mislead the Australian people on the 7.30 of course, would have been cleared up Report that same night when he said, 'the instantly if the Hansard had accurately proposals that came up from the Victoreported my remarks earlier in the day. rian Government were examined by an This is a pathetic attempt by a pathetic IDC, including the Department of Opposition to try to scrape some egg off Finance, and it was o.n the basis of what its face. My answer to the Leader of the they said that we were able to make the Opposition's question is no. decision that we did', knowing full well that the Cabinet decision was made in NATIONAL HEALTH STRATEGY June? Why did the Prime Minister not Minister for Community Services and tell the Australian people in his media Health. Is the Government undertaking a",12,Death Of Mr P V M White His Eminence Was Recognised By The
9,"Stand He Took On The Bicentenary, Patrick Mr Hawke",This is a quite desperate,16,Questions Without Notice Stated There That The Victorian Estimates
