speakerGroups,speaker,theText,pageNumbers,title
0,"House Of Representatives. Wednesday, S March, 1926. Mr Si'eakjsk Groom) Took The Chair Ar 3 P.m., And Read Prayer3. Of A Message From The Governor","General informing the Houso that the proposed law, which was reserved for the signification of His Majesty's pleasure, had been laid before His Majesty in Council, and that His Majesty had by an Order in Council, dated the 25th day of February, One. thousand nine hundred and twentysix, confirmed, approved, and declared bis assent to it. (Hon. Sir Littleton",14,Setup
1,Mr Speaker Announced The Receipt,"The Governor General had caused the King's assent to be proclaimed in the Commonwealth of Australia Gazette, No. 18, dated 1st March, 1926. it has been stated in the press that it is the intention of France, and possibly of other powers, to take steps to enlarge the Council of the League of Nations by the appointment of representatives of Poland, Brazil, and Spain to permanent scuts on it . I ask the Prime Minister, therefore, whether he is in a position to_ say that this information, or any part of it , is true, ancl what representations, if any, he has made to the British Government in relation to this proposal, which would effect a radical change in the Council, and wight be pregnant with serious consequences to the League, to the Empire, and to the Commonweal th ? treaties which were signed at Locarno, Germany is applying for admission to the League of Nations. One of the t-irms of her application is that she shall have a representative sitting as a permanent member of the Council. A meeting of the League is to be held shortly to consider this matter. Certain other countries have for some time past been putting forward claims to permanent seats on the Council of the League, and they aro taking advantage of the present occasion to press those claims. These are the claims of individual countries, and the position is not, as has been suggested, that Prance is proposing that any country should be given u permanent seat upon the Council. The Government has been in communication with the British Government on the whole subject. The Prime Minister of GreatB r it a in w ill probably to-morrow, or possibly to-day, make a statement on the matter,' and until that statement has been made, I think it advisable not to say anything about it . honourable gentleman that the Government has represented to the British Government its views on the proposal, and in this matter it is confident that they are the views hold by the whole of the people of Australia. from the Prime Minister the reason why the Government has departed from the usual practice of asking the Trade and Labour Councils of Australia to make choice of a Labour representative at the Geneva Conference. On this occasion the Government has made representations to the Council of the Federated Unions, in viting them to make the selection. the League of Nations the delegates to be sent to any Conference of International Labour must be selected in consultation with the representatives of employees generally in the community. The Government this year addressed the Council of the Federated Unionsi n the belief that they represented generally the unions throughout Australia, but I havo since had it represented to mc that thar is not exactly the position, and that the Trade and Labour Councils should have a voice in the matter. Consequently, the Government has now invited the Trade and Labour Councils to send in any names they desire for selection. I remind the honourable member that these bodies are not entitled to nominate a definite representative, but to submit names to the Government for its consideration. OIL EXPLORATION ExrEsniTUSE. Chairman, I present the report of the Joint Committee of Public Accounts upon : PartI -Expenditur e on oil exploration, development, refining, & c , in the Commonwealth and Papua; and Part II Comprising shale oil, power alcohol, liquid fuels, &c. Part HI . , ' w h i c h is in course of preparation, deals with the operations of the Commonwealth Oil Refineries Limited. Ordered to be printed. in the report that the Queensland Government has signed the Imperial MigraButI assure tlie right tion Agreement, and, if so, will Queensland be allowed to participate in the benefits of the scheme on the basis applying to the other States? vernment has not yet signed the agreement, though I hope that it is about to do",14,Navigatio N Bill Royal Assent
2,Mr Hughes,On several occasions,15,Migration Agreement
3,Mr Bkuce,As a result of the,15,Migration Agreement
4,Mr Makin,I should like to know,15,Migration Agreement
5,Mr Bbuce,Unde r the Covenant of,15,Migration Agreement
6,Mr Prowse,On behalf of the,15,Migration Agreement
7,Mr Mackay,I s there any truth,15,Migration Agreement
8,Mr Bruce,"The Queensland Goso. I received a telegram last week from tlie Premier stating that his Government proposed to sign the Migration Agreement, and asking me to send him new copies of it. Copies were sent to all the States, but apparently those sent to the Queensland Government have been mislaid. The request for new copies is an indication that that Government proposes to sign the agreement, and when it does, Queensland, together with the other signatory States, will be entitled to the benefits of the scheme. MAIN ROADS GRANT. tion about the main roads grant, I wish to read an extract from the South upon noticeAustralian Advertiser, dated the 24th February, 1926, reading as follows:Tlie Premier said the Commonwealth Government proposed to make available certain money on a £ for £ basis, and that, bad been done for years. The Government wanted to ascertain whetlier it would be of advantage to the meeting unanimously expressing grave appreState. Whetheri t was constitutional or not was not in question to-day. torney-General, says it is not constitutional. I now ask the Attorney-General whether he has said that the Main Roads Development Act or the proposed grant is unconstitutional? to give legal opinions in response to questions asked by honourable members; but I direct the attention of the honourable orable member's questions are as follow:member to the section of the Constitution which refers to the giving of nnancial assistance to the States by the Commonaware of the attitude that w ill be taken by wealth. On no occasion have I said that the British Government in respect to. any in the Main Roads Development Act was micrease in thc membership of the Council of the constitutional. yet been made respecting the Kyogle to South Brisbane railway? tween the Commonwealth and the States concerned has not yet been finalized. General's speech is the statement that a sum of money will be advanced to the States for the purchase of wire netting. There have been great ravages by pests, particularly in Western Australia, because of the lack of fences. I have been inundated with letters to this effect, and I should like to know when the Government intends to bring forward a bill to deal with this matter. to introduce at an early date the measure to which the honourable member has referred. 1. Has his attention been drawn to a cablegram that opposition to increasing the membership of the Council of the League of Nations beyond the admission of Germany was voiced by members of all parties at a largely attended meeting of the League of Nations Parliamentary Committee of the House of Commons, the hension of the proposal to make fundamental changes in the constitution of the Council, and urging the Government to offer strenuous opposition ? 2. W ill lie state whetlier this expression by members of the League of Nations Parliamentary Committee, if supported by the British Government, w ill involve Australia into supporting it? 3. If so, what opportunities have the people of Australia to agree or disagree with the sentiment expressed? 1. Yes. 2. The Comnioiiwealth Government is not yet League of Nations. 3. The Government, in coming to any decision on the attitude it may take up on this question w ill naturally give clue consideration to Australian publie opinion, and will make the appropriate representations accordingly. HI GH COMMISSIONER'S OFFICE. ister, upon notice1. W ill he furnish a list of the staff at the High Commissioner's Office, showing number, names, salaries, and periods of absence from Australia ? 2..What is the total staff, and under what conditions are the members of the staff employed ?",15,Migration Agreement
9,Mr Lacey,Before asking a ques,16,Staff And Salaries
