speakerGroups,speaker,theText,pageNumbers,title
0,"Monday, 23 June 1997 Including The Recreational Sector Where Appro","priate. The committee believes it is necessary to protect key stocks for recreational fishers OBE) took the chair at 12.30 p.m., and read species for commercial fishers where this is prayers. ecologically sustainable. The majority of the committee has therefore Primary Industries, Resources and Rural sion of blue and black marlin by the commerand Regional Affairs Committee cial sector in the AFZ, a tag and release program for blue and black marlin caught by Report recreational fishers and the non-issuing of behalf of the parliamentary Standing Commitmajority of the committee believes those tee on Primary Industries, Resources and recreational fishers defined as commercial Rural and Regional Affairs, I present the operators who realise significant financial committee's report entitled Managing benefit from managed fisheries should contriCommonwealth fisheries: The last frontier, bute to the management costs. together with the minutes of proceedings and The high level of by-catch and dumping is evidence received by the committee. a real threat to sustainability and assessment Ordered that the report be printed. of fish stocks. The government has allocated almost half a million dollars towards research today represents more than eight months of and policy development to reduce by-catch. The committee has further recommended the inquiry by the Standing Committee on Pritrialling of cluster quotas and the introduction mary Industries, Resources and Rural and of surrender provisions to reduce the high Regional Affairs into the management of Commonwealth fisheries following the referral level of dumping at sea by commercial fishers. by the House of audit report No. 32 1995-96 Commonwealth fisheries management: AusIn order to achieve ecologically sustainable tralian Fisheries Management Authority. The development of fisheries, controls on the level committee not only examined the issues of harvesting stocks, research into assessment raised by the ANAO but also took the opporof stock levels and knowledge of marine tunity to examine broader issues such as the biology and habitat are critical. The commitrecreational sector, surveillance and monitortee has recommended that research needs to ing, accountability and the need for effective be better coordinated and that the FRDC national leadership. The committee took this receive its funding on the same basis as other decision in order to provide a confident future industry R&D corporations. The aim of the direction for a valuable industry that has been committee in making its recommendations has subjected to intensive review and changing been to ensure the interests of all participants policy in the past decade. are fairly represented and that the resource on which they depend is effectively managed and The largely unexplored, underresearched, protected for future generations. dynamic and complex marine environment of the nine million square kilometres of the AFZ In conclusion, in the brief time allocated makes managing fisheries a daunting task. In this afternoon I would like to thank all those fact, it is the last frontier. AFMA has develwho made submissions to this inquiry, comoped a partnership model for management of mittee members, the secretary of the commitfisheries, and the committee believes that the tee, Ian Dundas, and Justin Winton. I commanagement advisory committees, MACs, are mend the report to the House. be improved. The partnership approach very disappointed that so little time has been means involving all legitimate stakeholders, allocated for members of the Standing Com-",13,Setup
1,Mr Speaker (Hon. R. G. Halverson As Well As Provide Access To Commercial,,13,Committees Recommended A Ban On The Take And Posses
2,Mrs Bailey (Mcewen) (12.31 P.m.},On area E permits to the commercial sector. The,13,Committees Recommended A Ban On The Take And Posses
3,Mrs Bailey,The report that I table,13,Committees Recommended A Ban On The Take And Posses
4,Pivotal To This Management Process And Can Mr Adams (Lyons) (12.35 P.m.),"I amRural and Regional Affairs to speak on this ing order 102B, the debate is adjourned. The report. I believe their work has been extremeresumption of the debate will be made an ly well done in starting to deal with the order of the day for the next sitting and the complex issues that face fisheries managemember will have leave to continue speaking ment. Eight months work needs more time to when the debate is resumed. be heard. I thank our chairman, the member for McEwen( Mrs Bailey), for allowing me Aboriginal and Torres Strait Islander some of her precious five minutes to speak on Affairs Committee the report on behalf of the opposition. I would Report committee and the committee secretariat, behalf of the Standing Committee on Aborigiwhich has done a good job putting the report nal and Torres Strait Islander Affairs, I prestogether. ent the committee's report entitled Review of There are a number of major recommendaAuditor-GeneraL's audit report No. 26, 1996tions in the report that go beyond the examin97-Community Development EmpLoyment ation of the audit report on AFMA. These Projects Scheme-Phase 11 of audit: Aborigiinclude seeking to discourage by-catch dumpnaL and Torres Strait Islander Commission, ing through recommending surrender provitogether with the minutes of proceedings and sions so that those fishing have to declare evidence received by the committee. their by-catch. We have also sought to include Ordered that the report be printed. recreational fishing, in particular game fishing important sector of the industry in terms of tee's report on its review of the Australian revenue generation. Up to now they have not National Audit Office's phase 2 audit of the been seen as part of the industry and really efficiency and effectiveness of the administraneed to be considered as part of the overall tion of ATSIC's community development industry because of the tourism and recreaemployment projects. The committee tabled tional potential of this area. The committee its report on the ANAO's phase 1 audit in has sought recommendations to protect key December 1996. The committee was pleased stocks for recreational users while providing to learn that the government has in effect access to commercial species for the commeragreed with the committee's recommendacial sector where this is ecologically sustaintions. able. The CDEP is a very important scheme. It All industries have their cowboys-the ones has contributed significantly to the economic who are in this industry are totally without and social well-being of Aboriginal and Torres regard for any other aspect of the industryStrait Islander peoples over the 20 years of its who are not prepared to cooperate with any existence. Indeed, in many remote areas management. This makes it very difficult for CDEP projects are the main source of emthose who wish to do the right thing and want ployment for indigenous people. Given that to improve their fisheries. We also have had large amounts of moneys are expended under a very fragmented management structure the scheme, reviews and audits such as that across the states. (Time expired) carried out by the ANAO have an important McEwen with to move a motion in connecThe committee found that the ANAO's tion with the report to enable it to be debated recommendations are fair and appropriate. on a future occasion? ATSIC has endorsed all the ANAO recomfind in the course of its inquiry that ATSIC That the House take note of the report. has already taken a number of steps to adI seek leave to continue my remarks later. dress the issues raised in the recommendaLeave granted. tions. In addition, the committee was pleased",13,Committees Recommended A Ban On The Take And Posses
5,"Mittee On Primary Industries, Resources And Mr Speaker",In accordance with stand,14,Committees Recommended A Ban On The Take And Posses
6,Also Like To Thank Other Members Of The Mr Lieberman (Indi) (12.36 P.m.),On,14,Committees Recommended A Ban On The Take And Posses
7,"And Charter Boat Operators, As Making Up An Mr Lieberman",I present the commit,14,Committees Recommended A Ban On The Take And Posses
8,Mr Speaker,Does the member for role in ensuring a well-managed scheme.,14,Committees Recommended A Ban On The Take And Posses
9,Mrs Bailey (Mcewen),"I move: mendations. The committee was pleased to the ANAO, as well as with the Department of would like to focus my comments on just two Finance, in progressing its operational planareas: firstly, the administration of the CDEP ning mechanisms and in developing its perscheme and, secondly, the outcomes generated formance indicators and performance informaby the scheme. Both areas have a bearing on tion. the effectiveness of the me. Whilst this is The committee has put forward a number of almost universally held to be a very valuable recommendations of its own with a view to scheme, I agree that periodic reviews of the bringing about further improvements. The effectiveness of its administration are warrantANAO's audit encompassed the administraed, given the scheme's growth over the years tion of the CDEP scheme. It did not extend to and its current size. Similarly, the effectivea fundamental questioning of whether the ness of the scheme in terms of outcomes scheme's organisation and form remain as generated needs to be reviewed periodically. appropriate today as in earlier years when it It is clear that ATSIC has made great was far more modest in size. The committee strides in its administration of the scheme is interested in some of these broader issues. over recent years. ATSIC has taken serious It notes an independent review of the CDEP account of the ANAO's performance audit as scheme recently requested by the Expenditure well as various other reviews of the scheme Review Committee of cabinet. This review is undertaken in recent years. I was pleased to expected to make recommendations to enhear that ATSIC is similarly committed to hance the scheme's outcomes and make sure addressing the matters raised in the ANAO's it remains relevant to the needs of indigenous phase 2 audit. people and their communities. The committee looks forward to the results of that review. I would like to bring to the attention of the House an interim report of 3 April 1997 by The committee considers that ATSIC should ATSIC's office of evaluation and audit on an undertake a number of pilot schemes involvevaluation of the CDEP scheme. This evaluing the contracting out of administrative tasks ation has established that program participants and responsibilities as part of its assessment have derived considerable employment, of its current model of administration. The income, training, and social and cultural committee was concerned to learn that on benefits from the CDEP program. CDEP occasion serious management failures in participants were found less likely to be CDEP funded organisations may not be problem drinkers or to have been arrested in getting the attention from the responsible the last five years. In addition, they were regulatory agency that they deserve. We have more likely to have a stronger sense of culturtherefore recommended that ATSIC bring al identity. such failures to the attention of the relevant Attorney-General as well as to the regulatory I expect the recently announced independent agency. review of the scheme will confirm its contribution to the economic and social well-being I note that the Queensland Public Accounts of indigenous peoples. In carrying forward the Committee and the Commonwealth Joint findings of the office of evaluation and Committee of Public Accounts are presently audit's interim report, I trust it will also be reviewing the financial accountability requireable to identify ways to enhance the scheme's ments for Queensland Aboriginal councils and outcomes still further. I acknowledge the Torres Strait Island councils in their dealings work done by Mr Robert Walters from the with Commonwealth and state funding agencommittee secretariat and the whole of the cies. We wish the committee well in their secretariat in preparing the report. I commend endeavours. I would like to thank all committhe report to the House. tee members for their valuable contribution to particularly the inquiry secretary, Mr Robert statements on this report has expired. Does Walters. the member for Indi wish to move a motion",14,Committees Recommended A Ban On The Take And Posses
