speakerGroups,speaker,theText,pageNumbers,title
0,"Hous E Of Representatives; Thursday, Took The Chair At 2.30 P.m., And Read Prayers. High Commissioner Of Successor To Mb . Fisher. Prime Minister Whether He Has Observed A Paragraph In To","day'a issue of the Age, SO September, 1920. BY MAJOB-GENEBAI. SIB desire to ask the",19,Setup
1,Mr Speaker (Hon. Sir Elliot Johnson),,19,Appointment
2,Mr Tudor,"Ireporting that at a meeting held in SydneyMajor-General Sir Charles Rosenthal said that Australia must have population l>8foio she could develop or defend herself. If we doubled our population by bringing out suitby the honourable member for Grampians able immigrants we would halve our war debt. was not a very proper one. The High Commissioner in London was a nonentity in MB position. Mr Fisher had never taken any interest In Australia since he had been in England. . . Major-General Rosenthal is mentioned as likely to be appointed Military Commandant for the State of New South Wales. Isi t not possible for the Government to take action to prevent persons occupying high official positions from making assertions of the kind? My knowledge of Mr Fisher satisfies me that his standing in the community, and his reputation as a reliable man, are equal to those of any man in Australia. paragraph, and, therefore, cannot express an opinion in regard to it. I see it is stated that the speech to which the '.honourable member refers was made at a meeting held under the auspices of the Church Social Campaign. Most remarkable statements are made from time to time by different people, and if I took notice of one of them. I should have to take notice of all. I fear that I am not the man to carry on such a business. I am not my brother's keeper. This is a free country, where every one apparently is inclined to say just what he thinks. I haye noticed statements made by different people-includin g Mr Garden, for example-wit h which I do not agree. I agree with Major-General Rosenthal that we must have a larger population. As to the statement made by him concerning Mr Fisher, I can only say that I have had the honour of Mr Fisher's intimate acquaintance and friendship for many years, and am sure that he takes the very keenest interest in Australia. I certainly do not propose to stop people, merely because I do not agree with their views, from saying anything that occurs to them. If any statement calculated to create disorder is made, ho wever, I must take notice of it. I read in the newspapers that, the other evening, during my absence from the House, the honourable member for Grampians ( Mr Jowett) made a statement in regard to subsidizing dances, or something of the sort. I have also read what Mrs. Stein, the Acting Lady Mayoress of Melbourne, has said about dances, andputting two and two together I am bound to Bay that the remark made ber for Grampians did not reflect upon a public official. Mr Fisher is not here to defend himself. ber for Grampians did not reflect upon a public official, but he suggested a course which, if followed by honourable member* of this House, would be most immoral. I do not go about embracing women. has been made to the High Commissioner's office, may I ask the Prime Minister whether he is in a position to make a statement to the House as to the appointment of a successor to Mr Fisher as High Commissioner? ment to make, and it is that at the proper time. I shall make a statement. the Minister for Trade and Customs been called to a paragraph in the press stating that large quantities of goods imported from Italy and France are in boud in Australia, and are likely to be returned to those countries owing to the dilatoriness of the Government in coming to a determination on the question of foreign exchanges in relation to the valuation of goods for Customs purposes? ment are awaiting an opportunity to introduce the necessary legislation. tion addressed to him yesterday by the honourable member for Hunter( Mr Charlton), the Prime Minister said that a Board had not yet been appointed to fix the selling price of coal in Sydney, having regard to the increase in hewing rates",19,Appointment
3,Mr Hughes,I have not seen the,20,Selling Price Of Coal Appointment Of Commission
4,Mr Tudob,But the honourable mem,20,Selling Price Of Coal Appointment Of Commission
5,Mr Hughes,The honourable mem,20,Selling Price Of Coal Appointment Of Commission
6,Mr Mowilliams,Sinc e reference,20,Selling Price Of Coal Appointment Of Commission
7,Mr Hughes,Yes. I have a state,20,Selling Price Of Coal Appointment Of Commission
8,Mr Gregory,Has the attention of,20,Selling Price Of Coal Appointment Of Commission
9,Mr Greene,Yes. The Govern,20,Selling Price Of Coal Appointment Of Commission
