speakerGroups,speaker,theText,pageNumbers,title
0,"Monday, 20 November 1995 The Committee Found No Consistent Usage On This Matter. Moreover, Some Distinguish Between Preferential And Situational Child Sex Took The Chair At 12.30 P.m., And Read Prayers. Paedophiles. Preferential Offenders Are Those Having A Definite Sexual Preference For Chil","but may offend against a child simply because National Crime Authority Committee the child is vulnerable and available at a time Report when an adult partner is not. On behalf of the Joint Committee on the was that most sexual offences against children National Crime Authority, I present the are committed by their relatives and neighcommittee's report entitled Organised crimibours, who are not paedophiles in the strict nal paedophile activity, which incorporates a sense of the term and do not operate in any dissenting report, together with the evidence organised or networked way. To the extent received by the committee. that two or more paedophiles group together Ordered that the report be printed. to commit offences, the numbers involved have almost invariably been very small and That the House take note of the report. peer-to-peer basis. More commonly, where there are contracts between paedophile offendIn February 1994, a review of the Commoners, they consist of loose informal networks wealth law enforcement arrangements said of peer-to-peer contacts. The committee did that there were allegations about the existence not receive any evidence that organised of networks of paedophiles operating in paedophile groups and networks have ever Australia and that the extent of the networks resembled in size, aims, structures, methods and their activities remained unknown. The or longevity the organised crime groups review recommended that organised paedowhich provide the main focus for the NCA's phi Ie networks be added to the areas of major work. organised crime that the National Crime Authority was expected to focus on. The The committee did not receive evidence of government accepted this recommendation. In any commercial production of illegal child December 1994, the committee agreed to pornography in Australia. Most of the current conduct an inquiry into the extent to which illegal material that undoubtedly is possessed organised paedophile networks had become by many paedophiles appears to be made by established in Australia, and related matters them, obtained by the informal trading of such as the adequacy of police resources and homemade material amongst paedophiles the role of the National Crime Authority in assisted by informal networking or obtained tackling this area of criminal activity. from overseas. There is no evidence of the To some extent, the conclusions reached on organised promotion or arrangement of tours the scope of organised paedophile activity by Australian paedophiles to overseas destinadepend upon the breadth or narrowness of the tions known to be attractive to them. Howdefinitions adopted for such key terms as ever, informal networking among paedophiles 'paedophile', 'child pornography' and 'organmay assist some tourists going overseas to ised networks'. These terms are used with commit paedophile offences. widely varying definitions. For example, In the light of evidence on the nature and dictionaries define a paedophile as an adult extent of organised paedophile activity, the who is sexually attracted towards children. committee found it necessary to make only Should 'children' in this context be limited to limited recommendations for change. The prepubescent children or include those up to committee considered it essential that any their mid-teens or even those up to 18? focus by law enforcement agencies on organ-",11,Setup
1,Mr Speaker (Hon. Stephen Martin) Offenders And Regard Only The Former As,,11,Committees Dren Situational Offenders Lack This Preference
2,Mr Cleeland (Mcewen) (12.31 P.m.),The information presented to the committee,11,Committees Dren Situational Offenders Lack This Preference
3,Mr Cleeland,"I move: the groupings very much ad hoc and on aised paedophilia is not at the expense of the detection of child sex tourists overseasresources devoted to the majority of cases of in particular, the revelations in relation to the child sexual abuse. While, clearly, paedophile detection of child sex tourists under the networking should not be ignored, an overemlegislation that was passed by this parliament phasis on it risks distracting community about two years ago. Until the hearing of that attention away from the majority of child sex evidence from the Australian Federal Police, offenders-the lone offenders who are all too there had not been one single prosecution of frequently members of the same family or an Australian child sex tourist for that ofhousehold as their victims. fence. The committee noted that the National We were interested during the hearings to Crime Authority is due to complete its own learn more about this. We heard from Comstrategic intelligence assessment of organised mander Schramm of the Australian Federal paedophile acti vity early in 1996. Mr Police, who made the point that the Thai Sherman, the authority chairperson, told the police force has a total manpower of 300,000 committee in August that if the authority's personnel, yet there are only 10 Thai police assessment matched the committee's he did officers working full time on paedophilia or not propose that the National Crime Authority paedophile related offences. That set the stay around in that area creating a role for priority to a certain extent for the exercises itself. The committee endorsed this view. It involving the police liaison officers who are considered that, unless criminal paedophile stationed in Thailand. With regard to the activity can be shown to be organised in arrangements between the Thai police and the fairly extensive and sophisticated ways that Australian Federal Police, recommendation (v) span state-territory boundaries, there is no reads: justification for bringing the National Crime the Government takes steps to improve the arrangeAuthority's particular expertise and powers to ments ... with a view to improving the detection bear. The specialist units in state and territory and prosecution of Australian child sex tourists. police forces have experience, facilities and Recommendation (vi) reads: expertise in investigating child sexual assault the Government take steps to ensure that all its that the NCA does not have. personnel working overseas in countries believed to be attractive to visiting Australian paedophiles In coming to this view, the committee are made aware that any information that they recognised that there was scope for improvehappen to come across about the illegal activities ment in the way that the various police forces of such paedophiles should be reported to the work together to deal with paedophile offendAustralian Federal Police. The Committee further ers. Police told the committee that cooperation recommends that similar steps be taken in relation amongst their forces was generally good. to the personnel of non-government aid and other organisations funded in whole or in part by the However, they agreed that there could be Australian Government. improvements. For example, the Australian Federal Police told the committee that the Recommendation (vii) reads: single most important issue in this area was the Government seek treaty relationships with the the need for timely and effective exchange of Cambodian and other South-East Asian Governments to assist in the detection and obtaining of information between forces. Accordingly, the evidence to enable the prosecution of Australians committee recommended that the Australasian committing child-sex offences in those countries. Police Ministers Council examine how this During the committee's hearings we heard might best be achieved. (Time expired) evidence in Melbourne from representatives to speak on the tabling of this report by the the response they had received regarding Joint Committee on the National Crime complaints or information they had passed on Authority. I will continue on from the reto the Australian Federal Police. Likewise, marks of the chairman, the honourable memfrom the Australian Federal Police Associaber for McEwen( Mr Cleeland), because he tion we heard evidence that there was disquiet had reached an important area in relation to within the Australian Federal Police at the",11,Committees Dren Situational Offenders Lack This Preference
4,Mr Filing (Moore) (12.35 P.m.),"I rise of World Vision of some dissatisfaction withconcerns-namely, allegations of child sex ing order 102B, the debate is adjourned. The activity by Australians in Cambodia-that the resumption of the debate will be made an Australian Federal Police had not undertaken order of the day for the next sitting Monday. on-site investigations at the time. The member will have leave to continue Those concerns bear investigation by those speaking when the debate is resumed. who have that particular responsibility. The Foreign Affairs, Defence and Trade committee saw fit to make the recommendaCommittee tions I have just mentioned in order to try to overcome the difficulties that are being ReportI note there has now been one prosecution behalf of the Joint Committee on Foreign under the child sex tourism legislation. As a Affairs, Defence and TradeI present the consequence, we hope that with the improved committee's report entitled Australia's relarelations between the Australian Federal tions with Thailand, together with the minutes Police, law enforcement agencies and overof proceedings and evidence received by the seas law enforcement agencies these particular committee. circumstances will improve. Ordered that the report be printed. from the Australian Customs Service that they That the House take note of the report. have virtually little to no opportunity of being able to detect child sex pornography that In the past, the joint standing committee has comes in on CD-ROMs. In other words, they undertaken three inquiries into Australia's do not have the resources or the wherewithal relations with countries in our immediate to be able to detect that type of material as it region. The report I have just tabled is the comes into Australia. As a consequence, we latest in this series and takes its place with the find that child sex pornography that arrives in 1989 report on countries of the South Pacific, Australia either on the Internet or on CDs, in the 1991 report on relations with Papua New the baggage of or with particular passengers, Guinea and the report on relations with Indois virtually unable to be detected unless nesia, tabled in 1993. This report then could somebody can be identified as possessing it be seen as a broadening of the committee's in a form identified as child sex pornography. focus. While Thailand is not as close geographically to this country as PNG is, for That is obviously a concern. There are example, as a mainland state in South-East software packages that are available now to Asia and an important member of both detect these things much earlier. RecommenASEAN and APEC Thailand is an important dation (iii) points out that the Minister for country for Australia. Justice should take steps to ensure that Australian law enforcement agencies contribute to Australia's contacts with Thailand before and draw on the expertise and software tools the Second World War were not great but the of overseas law enforcement agencies. relationship between the two peoples was given form and meaning because of the for statements on this report has expired. Burma-Thailand railway from 1942. It was Does the chairman wish to move a motion in suggested to the committee that post-1945 the connection with the report to enable it to be bilateral relationship was at its peak but has debated on a future occasion? since been allowed to decline somewhat. That the House take note of the report. a wide variety of areas and it is the committee's hope that they will add to the relationI seek leave to continue my remarks later. ship. Having said that, I should add that Leave granted. members did not believe there were any prob-",12,Committees Dren Situational Offenders Lack This Preference
5,Time Of The Allegations Giving Rise To Those Mr Speaker,In accordance with stand,13,Committees Dren Situational Offenders Lack This Preference
6,Encountered In Relation To Child Sex Tourism. Mr Price (Chifley) (12.42 P.m.),On,13,Committees Dren Situational Offenders Lack This Preference
7,The Other Matter Of Concern Was Evidence Mr Price,I move:,13,Committees Dren Situational Offenders Lack This Preference
8,Mr Speaker,Order! The time allotted presence of Australian prisoners of war on the,13,Committees Dren Situational Offenders Lack This Preference
9,Mr Cleeland (Mcewen),"I move: This report makes 57 recommendations inlems between Australia and Thailand. I would ensure relatively small demand programs, like to congratulate the subcommittee chairsuch as Thai studies, remain viable. Funding man, the member for Reid( Mr Ferguson), support for these programs tends to be short whose interest in foreign affairs is well term or project based rather than recurrent. known, the subcommittee members and the Because they do not enjoy the same level of secretariat. enrolment as some other Asian languages, they become very vulnerable if longer term would like to endorse the remarks made by funding support through the Commonwealth, the Chairman of the Joint Standing Commitstate and territory education systems is not tee on Foreign Affairs, Defence and Trade, available to them. the honourable member for Chifley( Mr Price), and welcome the opportunity to add Evidence from groups and individuals my comments on this report, which covers the involved in the field of Asian or Thai studies most significant aspects of Australia's relaand organisations such as the Australia-Thaitions with Thailand. Because of the limited land Business Council consistently argued for time available, I would like to focus on what greater coordination of support at CommonI regard as a vital aspect of the inquiry-the wealth level to ensure that the limited funding need to maintain and strengthen Australia's available was being spent effectively. The relationship with Thailand through a better committee heard differing views on preferred knowledge and understanding of the Thai options for achieving long-term viability for culture, history and language and the pivotal Thai studies programs. However, some form role played by the National Thai Studies of rationalisation in the number of secondary Centre in this regard. Despite the increasing and tertiary academic institutions promoting importance of and opportunities for Australian Thai studies was a consistent theme. The need investment in South-East Asia, there is an to encourage institutions with a proven record acute shortage of Australians who have a of successfully establishing links with the sufficiently well developed grasp of Asian business community and other sources of languages, cultures and business methods. sponsorship was also recognised as a significant factor, as was the advantage of locating Thailand not only plays a major economic teaching institutions close to large catchment and political role and has one of the fastest areas capable of generating greater demand growing economies in South-East Asia but for Thai studies. also is one of Australia's fastest growing export markets. This report examines the During the committee's visit to Thailand in importance of Thai studies to the process of November 1994 the delegation learned of the strengthening Australian-Thai relations and high regard in which the work of the National reviews the arrangements for teaching Thai Thai Studies Centre is held in that country studies in Australian educational institutions. and of the relatively low levels of financial It also highlights the consequences of the support provided by the Commonwealth decision in March 1994 by the Council of government and the Australian National Australian Governments to give priority to the University. Established in 1991 with 'seed' study of only four Asian languages, not funding from the Department of Employment, including Thai, in Australian schools. Education and Training, the NTSC performs The usefulness and relevance of Thai a range of functions in addition to conducting studies for Australians wishing to pursue an undergraduate course in Thai studies. For business interests in Thailand are obvious, but example, it also sponsors the annual Thailand business interests are not the only considerupdate conferences and promotes the rationalation. Greater availability of and participation isation of Thai language teaching through in Thai studies will undoubtedly provide Australia. In fact, the NTSC is the only enormous benefits and advantages in regard academic and public information centre in the to all facets of Australian relations with world which is located outside but dedicated Thailand. That is why it is so important to to contemporary studies of Thailand.",13,Committees Dren Situational Offenders Lack This Preference
