speakerGroups,speaker,theText,pageNumbers,title
0,"Hansard 1989 (Fifth Period) Pursuant To The Resolution Of The House Of Representatives Passed On 16 June 1989, The House Of Representatives Met On Tuesday, 15 August 1989, At 2 P.m. Tuesday, 15 August 1989 Proposal That 'Third Parties' Be Prevented By Legislation","for the first time. ever-from putting their views on poliCies' before the Madam SPEAKER (Hon. Joan Child) electorate during election campaigns is untook the chair at 2 p.m., and read prayers. democratic? As a matter of courtesy I inform the House media and paid election advertising. It also that the Treasurer, Mr Keating, will be abdiscusses the issue of full disclosure of all sent from Question Time today on matters income and expenditure of registered politirelating to the preparation of the Budget. cal parties. AllI wish to say at this stage is Portfolio questions which would normally be that I have received and read the report and addressed to the Treasurer should, in his the Government has these matters under absence, be addressed to the Minister for consideration. Employment, Education and Training, Mr Dawkins. AIRLINE PILOTS DISPUTE aware of the severe disruption being experiMinister for Administrative Services. Will the What action is the Government taking with Minister ensure that the integrity of the Ausregard to this? an assurance that the Government will not member for Chifley for his question. Yes, introduce legislation to amend the Broadindeed, we are acutely aware of the difficulcasting Act to enforce the allocation of soties that are being created by this totally called free time for political"" broadcasting on unjustified action by the pilots. We deplore television and radio for elections in Austhe recent rolling strike action that the dotralia? Also, does the Minister agree that the mestic aircraft pilots have taken, which, I",11,Parliamentary Debates House Of Representatives
1,Mr Westi Have Recently Received And,,11,Political Broadcasting Enced By Passengers Travelling On Domestic
2,Mr Hawke (Wills,Prime Minister)such matters as free time on the electronic,11,Political Broadcasting Enced By Passengers Travelling On Domestic
3,Mr Price,I direct my question to the,11,Political Broadcasting Enced By Passengers Travelling On Domestic
4,Mr Fife,My question is directed to the airlines as a result of the pilots dispute?,11,Political Broadcasting Enced By Passengers Travelling On Domestic
5,Tralian Electoral System Is Protected By Giving Mr Hawke,"I thank the honourabledustrial Relations Commission directives. As did absolutely nothing about the waterfront is well known, I and the Government are or the sea, and after the study by the Intertotally committed to the centralised wages State Commission and a range of other studsystem and we would like to see the air ies the Government put in place the Waterpilots dispute resolved within that system. front Industry Reform Authority. An inThat system, of course, contains rights but it principle agreement was thereby reached that carries as well obligations for those within it. for three months ending in September all I would like to make it clear that if the disputes, demarcation and all the rest of it, pilots refuse to abide by their obligations would be put off and that a package would within the centralised system the Governbe delivered back to the Government. As ment would support any move for the canyou understand, Madam Speaker, the Govcellation or suspension of existing pilots, ernment has put money on the table and the awards and agreements. It must be understevedoring companies are putting money on stood that that would, of course, cancel all the table. Out of a work force that has now the rights and all the protections that are shrunk to about 5,400 A-class waterside provided to them by the centralised system. workers, we are proposing that 3,000 posiIf the pilots choose to go outside the system, tions go. If honourable members think this is this Government will fully support any action a matter that can be negotiated very easily, by the airlines to bring the dispute to an they have another think coming.. The only early end. The matter is quite simple and position I .took was to inform the Wheat straightforward: either the pilots in this Board Chairman of the existence of the country accept the obligations of the award Waterfront Industry Reform Authority, saysystem that entitles them to their rights or ing that this was making good progress and they forfeit those rights. that for the National Farmers Federation or the National Party in Queensland, where it ister for Primary Industries and Energy. In would be a very silly step indeed. This is not the light of the Minister's previous statement enough of an issue to cruel the WIRA procduring the wheat marketing debate regarding ess. the opportunity for the Australian Wheat Board to lower the freight and handling cost This Government is committed to enterto wheat growers, why has the Minister prise employment; this Government is comthreatened the Chairman of the Wheat Board mitted to reforms. and the Board generally over the Board's Mr Lloyd interjectinglogical, legal and overdue action to improve the efficiency of the Brisbane and other grain Madam SPEAKER-Order! The honourterminals? able member has asked his question. He will stop interjecting. Wheat Board. The Australian Wheat Board ments as long as they are not sabotaged by is meeting today to determine its attitude to members of the jihad opposite. this matter. The Aegean Dolphin is due to load in Brisbane on 22 August. The ship is BALLOON ACCIDENT on contract to the Wheat Board and it is to whole problem with this has to do not so dressed to the Minister for Telecommunicamuch with the issue as with the timing. We tions and Aviation Support. It refers to the have put in place a Waterfront Industry very tragic balloon accident which took place Reform Authority (WIRA)-in and around the Alice Springs Airport last Sunday, when, 13 people were killed as a Mr Reith interjecting-result. Can the Minister indicate the progress Madam SPEAKER-Order! The honourwith the investigation of the fatal balloon able member for Flinders! accident near Alice Springs?-",11,Political Broadcasting Enced By Passengers Travelling On Domestic
6,"May Say, Directly Contravenes Australian In",Mr KERIN-The previous Government,12,Grain Terminals Is Getting Increasingly Desperate To Sabotage
7,Mr Lloyd,My question is to the Minall that work for two shifts of five men,12,Grain Terminals Is Getting Increasingly Desperate To Sabotage
8,Mr Kerin,The first thing to state is,12,Grain Terminals Is Getting Increasingly Desperate To Sabotage
9,That I Have Not Threatened The Australian Mr Kerin,We will meet those commit,12,Grain Terminals Is Getting Increasingly Desperate To Sabotage
