speakerGroups,speaker,theText,pageNumbers,title
0,"Wednesday, 3 September 2014 Acknowledgement Of Country And Read Prayers. Law Enforcement Committee Reports Law Enforcement, I Present The Following Reports: Examination Of The Annual Report Of The Australian Federal Police 2012","13 and Examination of the annual report of the Australian Crime Commission 2012-13. Reports made parliamentary papers in accordance with standing order 39(e). Federal Police and its Commissioner, Mr Tony Negus APM, for their hard work and dedication in preparation for the 2012-13 annual report. The committee's report details the AFP's significant success in the meeting the obligations set out in section 8 of the Australian Federal Police Act 1979. Noteworthy achievements in 2012-13 include:  meeting or exceeding all of the AFP's 33 key performance indicators;  a 93 per cent conviction rate for cases reaching court;  a 90 per cent satisfied to very satisfied rating in a survey of stakeholders;  the seizure of 6.5 tonnes of illicit drugs, mitigating an estimated $2.4 billion in harm to the Australian community;  the targeting of criminal wealth and the financial base of crime through restraining some $62.5 million in assets, 59 per cent above the target; and  the finalisation of 490 cases reaching court, which represents a 38 per cent improvement on the previous financial year. Finally, the committee wishes to thank and congratulate Commissioner Negus for his dedicated service to the AFP. Commissioner Negus will end his term on 7 September, and this will conclude his distinguished 32 years service in the Australian Federal Police. Also on behalf of the committee I thank the Australian Crime Commission and its former CEO, Mr John Lawler AM APM, for their hard work and dedication in the preparation of the 2012-13 annual report. The report details the ACC's successes in the destruction of international money laundering operations, having seized drugs with an estimated street value of $500 million and $18 million in cash. Further, Task Force Galilee, tasked with preventing investment fraud, stopped fraud in the order of $113 million against Australian citizens. Other successes during 2012-13 included:  332 charges laid against 185 people;",15,Setup
1,"The Speaker (Hon. Bronwyn Bishop) Took The Chair At 09:00, Made An",,15,Committees
2,Mr Van Manen (Forde) (09:01,On behalf of the Parliamentary Joint Committee on,15,Committees
3,Mr Van Manen,"by leave-On behalf of the committee I wish to thank the Australian $674 million estimated street value of drugs confiscated;  $84 million in proceeds of crime restrained;  The destruction of organised crime operations through information sharing on investment fraud, aviation and maritime security and drugs in sport; and  The establishment of a single Australian Criminal Intelligence Model that helped address challenges in intelligence collection and sharing. The committee acknowledges the work of Mr John Lawler AM APM, the previous ACC chief executive officer who retired on 16 October 2013. The committee thanks Mr Lawler for his contributions and insights, informed by his extensive experience in law enforcement agencies provided throughout his tenure. Finally, I thank the secretariat and the rest of the committee for their wonderful work. Australian Commission for Law Enforcement Integrity Committee Report on the Australian Commission for Law Enforcement Integrity, I present the committee's report on the examination of the annual report of the Integrity Commissioner 2012-13. Report made a parliamentary paper in accordance with standing order 39(e). Integrity, ACLEI, is responsible for preventing, detecting and investigating serious and systemic corruption issues in Australia's law enforcement agencies. ACLEI's annual report details the priorities in 2012-13, including: Operation Heritage Marker, a highly successful investigation that required the input of multiple agencies as well as a pilot surveillance provided by the Australian Crime Commission; preparations to add the Australian Customs and Border Protection Service, CrimTrac and parts of the Department of Agriculture to the Integrity Commissioner's jurisdiction; the establishment of two separate branches in ACLEI, consisting of strategic and secretariat and operations; and also the simplification of recruitment procedures for applicants, in addition to the establishment of an interstate office. The committee notes that ACLEI largely met its KPIs for 2012-13. The committee congratulates the Integrity Commissioner and ACLEI officers for the quality and readability of the 2012-13 annual report and for their cooperation and engagement during this inquiry. In this regard the committee notes that ACLEI received the bronze award in the Small FMA Agency hard copy category for its annual report from the Institute of Public Administration Australia 2012-13 Annual Report Awards. The awards recognise best practice in public sector annual reports. Finally, the committee notes that the 2012-13 annual report marks the last annual report from the inaugural Integrity Commissioner, Mr Philip Moss. The committee thanks Mr Moss for his dedicated service to ACLEI over his seven-year tenure as Integrity Commissioner. Higher Education and Research Reform Amendment Bill 2014 Second Reading Debate resumed on the motion:",15,Committees
4,Mr Matheson (Macarthur) (09:05,On behalf of the Parliamentary Joint Committee,16,Bills
5,Mr Matheson,"by leave-The Australian Commission for Law EnforcementThat this bill be now read a second time. Higher Education and Research Reform Amendment Bill 2014, $37 billion in funding will be committed to higher education by the government over the next four financial years. Our institutions are not just competing domestically. We should always remember this: they are competing increasingly internationally, with some of the highly-recognised universities and higher education institutions around the world-whether they be Yale, Harvard or Oxford. We are competing with these universities as well. Increasingly here in Australia we see excellent examples of universities that are offering online courses-be those at Swinburne or at Deakin University. I will talk in a little more detail about the University of Tasmania later, because it is an important institution in my state of Tasmania. But more generally, huge opportunities exist for regional universities. Deregulation enables universities to position themselves much more effectively and attractively. For example, a regional university might appeal to students from the urban areas of Australia-the cities of Australia-to say, 'Come and do a high-quality degree with us. We have high student satisfaction, good employment outcomes and a great quality of life at a fee that is terribly good value for money.' I can assure you that in terms of quality of lifestyle there is no better in the country than the University of Tasmania. Placing values on courses makes sense. It is what happens every day in our normal life, in everything we do in commerce. The Commonwealth scholarships fund can provide flexibility for universities to offer a range of different packages for students. It might be packages for support with living costs for disadvantaged students or it might include advantages for students who are coming from regional areas of our country: designing packages to suit the market, to suit the needs of students. Much has been said about fees. Ultimately, the market will decide. Some fees will be low, it stands to reason, but of course some fees will be higher. If a law degree or an engineering degree at Melbourne university, for example, is priced out of the market people will simply go elsewhere. It is a fact of life; it is how markets work. The Commonwealth scholarship fund will give students from low-SES-the brightest students from around our country-20 per cent of any fee increases that apply. One dollar in every five will go into a scholarship fund to support students from low-socioeconomic backgrounds, students who are disadvantaged. By freeing up universities to set their own fees to compete for students quality will be enhanced and make providers more responsive to the needs of students but also more responsive to the needs of the labour market. Let us talk a little bit more about students. We have focused very much on institutions until now, and I would like to talk a little bit more about students. The single biggest reform for students is the uncapping of access for those students who do diplomas, advanced diplomas or subdegree courses. This is particularly important for regional universities. Many students go to regional universities in states like Tasmania and in regional areas of Australia, from families who have never had anybody attend university, and the first experience they have with universities is through sub-bachelor or diploma courses. Extending HECS or the Higher Education Loan Program to allow 80,000 more students over four years to access the support is indeed reformist and something that I truly support. It is estimated that the cost of diplomas and associate degrees will cost the Commonwealth an additional $371.5 million over the next",16,Bills
6,Mr Hutchinson (Lyons) (09:08,"As I mentioned last night in my remarks about thethree years. Funding for higher education, including the total of Commonwealth Grant Scheme funding for student places and regional loading, is actually going up-there will be $37 billion for higher education over the forward estimates. We want to support more people to go on to university and other higher education. We want choice in the marketplace. This is, as Australia should be, about equality of opportunity. We cannot deliver in this nation equality of outcomes we can and should as a nation, as a government, be allowing every student from any background, from any socioeconomic circumstance, to access higher education, to get them to the starting line with opportunity equal to that of people from more-privileged backgrounds. Currently, taxpayers pay 60 per cent of students' fees and students pay 40 per cent. Our proposal with these reforms is to ask students, I think quite fairly, to pay 50 per cent and ask the taxpayers of Australia to pay the other 50 per cent. It will ultimately be up to higher education institutions to decide the fees they will charge. The market will play a very important part in what they can and cannot charge. Some courses will have higher fees and some courses will have lower fees, remembering that, regardless of the student, up-front fees will be zero. From whatever background a student comes their upfront fees to go to university will be zero. On the scare campaign about what students may or may not be paying, repaying their HECS debt-this is about choice-only begins when they start earning more than $50,000. All they are obliged to pay at $50,000 is two per cent of their salary. Even when their salary goes to $100,000, the most the government will ask them to repay is a maximum of eight per cent of their salary. It is more than fair. It is more than equitable. We know also that graduates earn more over their lifetime, roughly 75 per cent more, or a million dollars, on average, over their lifetime. It is reasonable for them to make a contribution. In this case we are asking for 50 per cent. We know that graduates have access to more jobs. With these reforms, including access to the Trades Support Loan Program which is within the industry portfolio, removing FEE-HELP and VET FEE-HELP loan fees, we are making accessibility for students, from whatever background they come from, fairer. Regional Australia and regional communities can be the big winners here by offering more courses and by competing to attract more students. Expanding diplomas and associate degrees will benefit regional institutions. I truly believe that this reform will be good for the University of Tasmania. The University of Tasmania is one of Australia's leading research and teaching universities, ranking in the top two per cent of universities worldwide. It is renowned for the quality of its research training program. UTAS is one of the founding universities of Australia. Its long history and strength in research sees it ranked as one of the top 10 universities in Australia. Last year it was ranked, peer reviewed, as the No. 1 teaching university in the country. UTAS ranks in the top 100 universities in the world for the international diversity of its staff and students, and ranks in the top 200 universities for industry income and innovation. The university was assessed in the top 21 of disciplines rated for excellence in research after being proved to have internationally leading strengths in the disciplines of the sciences, law, history and the humanities. Over 90,000 students have graduated from UTAS during its long and distinguished history. There are 106 Rhodes Scholars from the University of Tasmania. The University of Tasmania works with universities around the world to offer students an international experience specialising in Antarctic and Southern Ocean studies; population and community studies; national and state development in agriculture, forestry, mining and tourism; and national environment and wilderness programs. It is well regarded for law and medicine. It is important to the communities of Hobart, Launceston and Burnie. The expansion of diplomas and sub-bachelor degrees will help communities like Launceston and Burnie. We need to allow students to choose. We need to encourage competition. 'How good is my course against the quality indicators of learning and teaching? How good are my teachers? What employment prospects will I have when I finish university?' We can lead as a nation but only if we allow our universities and higher education institutions to compete domestically, globally and online. It is a great opportunity for students, as it is for the institutions. (Time expired) potential and giving every Australian every chance to realise that potential. It is that simple and it is that important. What sort of country do we want to be? The choice is stark and the implications, the consequences, of that choice are frightening if this government's ideological vision for higher education and research in Australia is realised. I acknowledge the sentiments sincerely expressed by the member for Lyons, the previous speaker, about equity and the transformative power of higher education. It is just disappointing, in fact, more than disappointing, it is tragic that they sit so uncomfortably with the legislation and the reform package that is before this House. This government proposes to constrain our future through this legislation and to boost inequality in Australia. It puts before us, once more, a broken promise which is also an agenda that is against our national interest and which would engineer a stark and deep social divide. So, I join with other Labor members in speaking in opposition to the Higher Education and Research Reform Amendment Bill. As the Leader of the Opposition said yesterday, Labor stands proudly for affordable, accessible higher education for all Australians. We stand here committed to fighting for the future and for the vital principle that quality of education must not depend on a person's capacity to pay. Furthermore, that equity and quality, in fact, go hand in hand. We know this. What is morally just, that demonstrated capacity should guide access to university courses, also ensures the best outcomes for individuals and for our nation. This is an inconvenient truth for those opposite, but it is a touchstone for Labor-it is part of the social compact we have built. The Leader of the Opposition yesterday asked members opposite to put themselves in the shoes of the people these decisions will affect, to attempt to understand the barriers to participation in higher education, to attempt to understand the impact. This is an important challenge but one not likely to be taken up by members of this cynical government, especially in the context of this insidious so-called reform agenda. Yesterday evening the member for Gellibrand set out effectively the process-or lack thereof-that took the Abbott government to this point. It is an ambush, not a considered, informed approach-not the methodical and calm approach they spoke of before the election-to a sector so critical to Australia's economy and our society. Once again, it is policy on the run; prejudice and ideology triumphing over method, debate and consultation.",17,Bills
7,Mr Giles (Scullin) (09:17,"This should be a debate about realising the Australia'sI do hope that members opposite seek to understand the reaction of the community. I have learnt so much by listening. This debate is about more than the technicalities of the bill before us, and indeed it is about more than the cuts contained within the legislation. We must seek to do justice to the concerns and the aspirations of the millions of people affected by the decision of this House. Since this government flagged wide-ranging and regressive reform along with deep cuts to higher education amounting to nearly $6 billion, I have been inundated with correspondence from constituents expressing apprehension and anger. At street stalls, too, people right across the Scullin electorate have made it clear to me that this is a major concern for them. With the local impact of the Napthine government's TAFE cuts, people are right to see the future cost of life choices cut off so early as something that we must fight against with all of our strength. I have visited the Bundoora campus of RMIT, in my electorate, and the Bundoora campus of La Trobe, just outside. I met with staff and with students, and I listened. I have also visited Federation University in Ballarat, with the member for Ballarat-I am pleased she is in the House, along with the member for Gippsland, who also has a campus of that university in his electorate-and the University of Melbourne in Parkville so that I can come to this debate in this place with a broad perspective of the impacts. I heard many stories from people affected, and there was one common theme: don’t-don't push ahead with this regressive, ideological and divisive agenda; don't rip up the architecture of a fairer and more productive Australia. I was proud to be in the House yesterday as the Leader of the Opposition gave his passionate account of Labor's position on this bill, but most importantly he outlined Labor values in higher education-the values of fairness and opportunity; values that this legislation would cast aside. This bill seeks to implement the government's budget announcements on higher education, namely to introduced unrestrained student fees, or fee deregulation; to impose a 20 per cent cut to the Commonwealth Grant Scheme for teaching; to make changes to the HECS repayment indexation rate and thresholds; to effect the cessation of the HECS-HELP benefit from next year; to charge fees for higher degrees by research students through the HECS system for the first time; and to change the indexation of university funding back to CPI from a rate that genuinely reflected the costs of institutions, introduced by the Labor government. These are radical changes unsupported by evidence, paving the way for huge fee increases$100,000 degrees have been much spoken of and are a real concern, but of course some degrees such as medicine at sandstone universities could cost considerably more. This is compounded by the prospect of the introduction of real interest rates, accompanied by huge cuts to the public funding of courses. It is important to reflect on the disingenuous if not downright dishonest second reading speech delivered by the Minister for Education. I want to take up a number of the falsehoods contained in that speech. The first is the allegation that this bill will spread opportunities to students. Thanks to changes Labor made, in particular during the Hawke-Keating and RuddGillard governments, students now have unprecedented access to university education. Students from communities across Australia have made the most of this access in record numbers. This is essential if we want to move towards a high-skilled knowledge economy and give a diverse range of people effective access to university education. In that regard I think of all the first-in-family students I have met in the Scullin electorate who have benefited from the most recent expansion of higher education. I ask one question of the minister: can the government point to any evidence that these changes will increase participation? He has had numerous opportunities, and unsurprisingly he has been unable to do so. The only opportunity this bill offers for students is a debt sentence, a lifetime of debt, crippling burdens and a huge disincentive to involvement in higher education. The minister claimed that regional students and regional higher education institutions will benefit significantly from these changes, and, further, that many regional institutions have warmly welcomed this opportunity. I noted with interest that the minister cited Federation University in Ballarat in this regard. I visited Federation University a couple of weeks ago, with the local member, where we heard first-hand from university management, academic staff and students about what the proposed changes would mean to them, and it is difficult to overstate their concerns-what it means for Ballarat the city, as well as the institution. Staff see this as a huge threat to the important work they are doing and indeed to the very ethos and nature of the university they work in. Students, likewise, are more than apprehensive. ManyI spoke with spoke quite movingly about the opportunities that have been opened up to them being denied to others in the future who have shared their circumstances. So many of these people simply could not have travelled to Melbourne to further their education, for financial reasons or sometimes for familial reasons. The second falsehood the minister cites is that this bill supports equity and access. What a cynical statement from that most cynical of politicians. It is easy to see in this light how he can justify to himself how he fought for free education, when it was in his interest as a student politician, and now takes the opposite tack without blinking. Because this bill does the opposite. By burdening students with crippling debt and then pretending that a few scholarships-which would not be needed if it were not for the government's policy-will deal with concerns of access and equity, the minister is taking us back to his, or perhaps former Prime Minister John Howard's, rose-tinted, imagined Menzies era. How does this support equity or access? The policy is like robbing something and replacing the stolen items with a scratchie, and, if they are lucky, their numbers will come up. But the fundamental point is that they would not need to be lucky if it were not for this government carving away opportunities. Getting into university should not be based on happenstance or parental wealth. It should be based on merit. This government is robbing students of previously equitable arrangements and replacing them with huge barriers to entry. It is worth touching a little bit more on the scholarship proposal, because this is a pea and thimble trick. There is no Commonwealth money allocated for these scholarship funds, which means they will be funded on the basis of additional fees charged on students. In the kind of perverse bifurcation this government seems fond of, students will be paying for these scholarships. Federation University's vice-chancellor, David Battersby, has belled the cat on this, particularly from a regional university standpoint, noting that major universities, the 'sandstone group of eight', will be able to charge higher fees, meaning regional universities are disadvantaged in competition. In other words, this scholarship fund will entrench existing positions in market power. So much for meaningful competition. The third falsehood was the minister claiming that cutting funding to universities was equipping universities for change. He leaps from this proposition to cite universities in places like China, Hong Kong and Taiwan as rising through the rankings system. In seeking to draw these together, I ask of the minister and members opposite: where is the evidence that these brutal cuts will somehow equip universities from the challenges of the future? Where is the evidence they will equip universities for anything other than further entrenching their market position, and to give some universities the capacity to greatly increase their fees. The fourth falsehood-no surprise here-is the claim for consultation. The minister has name-dropped Universities Australia in this regard, but Universities Australia chair, Professor Sandra Harding, warned that the changes were being rushed, saying: There are grave risks here. Universities are being asked to set fees in an unprecedented market environment. Previous Labor speakers have made clear the shoddiness of the process here. Going to the consultation, I note that the government has done no consultation whatever with staff at the universities, or their associations. There has been no consultation with the community, none with students and none with staff. The National Tertiary Education Union, which represents the interests of about 28,000 academic, professional and general staff, has done some important research into the government's proposed changes, as I am sure the member for Gippsland would be well aware. If the funding cuts went through and you cost shifted to students, the cost of some degrees would be more than $100,000. The move to a market interest rate would escalate student debts and they would be repaying them for years longer. The debt would run further out of control if the graduate were not earning above the repayment threshold. This scenario is particularly chilling for prospective women students as they realise that they could still be paying their student debt in their 50s, Just as their children want to go to university. Make no mistake: there will be a deleterious impact on university staff, who are already under pressure from insecure work arrangements. Academics, who are the custodians of our future talent, are unsupported by this government in this endeavour. I think it is pretty obvious why the government has only chosen to ask a select few to speak to a select few in this regard. It is only interested in hearing from those who support its position. This is not consultation; this is policymaking by ambush. Of course, the government went to the last election promising that there would be no cuts to education. I think we all remember that. And some of us also remember the 'Real Solutions' policy document. I think some copies may be found somewhere. It stated: We will ensure the continuation of the current arrangements of university funding … Indeed, after the election, the minister stated, 'We're not going to raise fees.' What a joke! The public could be forgiven for thinking that there would be no cuts to education and no rise in fees. That was what the government said and now the government, as with other broken promises, is relying on sophistry to claim disingenuously that it is not directly raising fees. Instead it is looking to blame the universities for this. But this is not the sort of dissembling that has any currency with the Australian people. People in my community in Scullin and around Australia regard this count as a broken promise, because it is. Let us not forget that this government has cut all levels of education from early childhood all the way through to higher education. So much for the clever country! The government has made vicious cuts to universities-$5.8 billion to teaching, learning and research. I spoke yesterday about the concerns of Nick from Mill Park, who expressed his concerns about being able to pursue his PhD in immunology. He said: Cuts to education would mean that instead of educating the best and brightest here in Australia, they may either go overseas and never return or, they are discouraged from higher education, meaning they may never reach their full potential, or are prevented from contributing significantly to Australian society. These cuts, in effect, would stop me from being the best that I could be, not for myself, but for Australia. These cuts don't just deny or discourage students entry, they deny and discourage students following on with their studies. They deny Australia the full use of these students' capacities and talents. Let's not forget that this is not solely about barriers to accessing higher education in the first place; it also impacts on what our best and brightest do next. Labor has a proud record on higher education, from Whitlam, who opened the universities to the general population, to Dawkins, who turbocharged this, and to the Rudd and Gillard governments, who completed the process by removing the cap on places. Labor opened up higher education and Labor continues to stand for affordable, accessible and quality education for all. remind the member for Gippsland of his comment in the corridor a minute ago, before he starts! Thank you, Mr Deputy Speaker Mitchell, and it is terrific to have you in the chair. I respect the authority that you bring to that commanding position! I rise to speak in relation to the Higher Education and Research Reform Amendment Bill 2014. I have spoken in the House many times over the past six years in relation to access to university and higher education. I do find it somewhat bizarre to listen to those opposite lecture the government on issues of equity and access after the way the previous Labor government botched the reforms to youth allowance. For many regional MPs, the issue of youth allowance remains an issue of some great concern and a matter of unfinished business. I know it is not directly part of this bill, but it is associated in terms of the access issues. I continue to receive correspondence from my electorate in relation to the issue of youth allowance and the overall concerns about student income support. It remains a weeping sore for many regional communities, which do not necessarily have a local university that their children can attend and where parents are forced to pay upwards of $15,000 per year in accommodation and living-away-from-home costs. These are up-front costs and as a matter of fairness and a matter of equity, it is an area where I will continue to lobby cabinet ministers and seek the support of those opposite to address in the future. I accept and understand that we have inherited a significant budgetary problem and that it will require diligence from the Treasurer, the finance minister and others to bring the nation's books back into order, but the issue of student income support remains a significant matter of concern. It is National Party policy to support an overhaul of that system. That was endorsed",19,Bills
8,The Deputy Speaker ( Mr Mitchell,I thank the member for Scullin. I will just,23,Bills
9,Mr Chester (Gippsland,"Parliamentary Secretary to the Minister for Defence) (09:33):again on the weekend at National Party federal council here in Canberra, with the federal council calling on the federal government to implement reforms to increase financial support for students in a way that improves mobility and provides opportunities for regional students, communities and universities. Personally, I have advocated for a tertiary access allowance in the order of $10,000 per year to assist regional families with their living away from home costs. It is a public policy debate which flows out of today's discussion, which I am keen to continue to pursue with the relevant ministers and I will seek support from regional members. Having said that, I recognise that today is a pivotal moment for Australia's higher education sector. This parliament has before it a bill that presents new opportunities for Australian students and particularly for Australia's regional students. The parliament has an opportunity today to introduce measures that will increase access to higher education and make our tertiary education system sustainable for the longer term while also making our institutions more competitive on the world stage. But it will also take courage-courage from those on this side and courage from those opposite-to look beyond the scare campaigns, to look beyond the shock and horror tactics of the student union movement and the efforts by those opposite to whip up hysteria without closely considering the facts. I congratulate the minister and the government for having that courage and the vision to take on a task that has been in the too-hard basket for way too long. I reject the suggestion that was made many times during the contributions of those opposite that we have not consulted with the sector or with our communities. The consultation has been extensive at a local level and a national level. I have had the opportunity to meet with the Regional Universities Network and individual vice-chancellors on several occasions, and I also meet with students in my electorate. Quite recently I was invited to participate in a debate at the Gippsland Grammar School where the VCE students were keen to discuss higher education reforms. Obviously the students have a keen interest in the reforms because the students themselves will be among the first to study in the new deregulated environment, if indeed this legislation successfully passes the House and the other place. The students were aware of the scare campaigns and they were keen to get the real information and the real story on what this education reform would mean to them. Within a short time of the discussion beginning the tone changed dramatically as students came to understand that very little was going to change in terms of the up-front costs for them attending university-in fact, access to the loan system would continue to apply for them. They were reassured that the fundamental aims of these reforms, to encourage more students to go on and achieve their full potential, would benefit them in the longer term. I stand here proudly as a member of a regional community saying that I want more young regional people having the opportunity to achieve their full potential, whether that be going to university or TAFE or pursuing some other study after they finish high school. One of the most compelling arguments for the legislation and the reforms put forward by the minister is that by 2018 we will provide an extra 80,000 higher education places supported by government subsidies. It surprises me that those opposite, who like to claim they support higher education, who like to claim they support regional students, are opposed to providing access for more students into the future. Those opposite are mistaken in thinking that there is nothing wrong with the system as it stands today, particularly from a regional perspective. The fact is that university participation rates are low in Gippsland as they are low in every other regional area. Only about 17 per cent of 17to 22-year-olds in Gippsland go to university. The government's higher education reforms will make it easier for students from the country to get a tertiary education if that is the path they choose to follow, because they will have more choice and more options available to them. I fully support the minister in his endeavours to create new pathways and better pathways and exciting opportunities for students in Gippsland, and I will be looking forward to working with him on these issues in particular but also on the broader issue of access and equity when it comes to student income support. It is a bit rich for those opposite to lecture the government when they left us with a legacy of debt and deficit to repay. It is all very well to say education should be free, as if no-one actually pays for this free education. Free education simply means one taxpayer paying for another person's education. The opposition left this government with a legacy of $1 billion per month in debt to repay-every month, month after month, until we get on top of the mess they left behind. If we are going to talk about fairness we should really talk about whether it is fair for the former government to run the nation's books in so appalling manner as to leave us with a legacy of debt and deficit to repay and then stand in the way as we try to clean up the mess. It has become apparent that the current system is no longer sustainable. To ignore that fact would be entirely irresponsible, so I congratulate the minister and the government for taking the hard decisions and moving towards a more sustainable system. The taxpayer currently pays for about 60 per cent of a student's education. We are asking students in the future to pay in the order of 50 per cent. Those opposite say they would like free education. I have heard it said many times. In an ideal world, perhaps, we would be able to pay for it all, and we would be inundated with students going to university with some taxpayers somewhere in this mythical Labor land picking up the tab. What about those who do not go to university? Why should they be picking up the tab for those students who do go to university? Mr Champion interjectingdoctor, and that is why the government is prepared to meetMr Champion interjectinginterjection, but he does not need to keep rambling on incoherently, as he tends to do. I say to him in relation to support for someone becoming a doctor:, yes, we would support them, in the order of 50 per cent. The government is prepared to pay in the order of 50 per cent of that person's fees to go to university and would expect the student to make a contribution themselves. It must be noted, on the upfront costs, that students will still have access to the HECS system that has existed in the past. In fact, upfront costs are not going to be a barrier to people's attending university. Through the program of reforms that the government has announced we recognise the particular challenges that face regional university students and people from lowsocioeconomic backgrounds. The scholarship initiative contained in the reforms will see universities required to allocate $1 in every $5 for additional revenue to the scholarship",23,Bills
