speakerGroups,speaker,theText,pageNumbers,title
0,"Monday, 6 April 1998 Series Now Appear To Have Been Misleading, But I Emphasise That My Response Was A Reaction To What I Saw Happen In The House, Took The Chair At 12.30 P.m., And Read Prayers. In Terms Of The Words I Actually Used, I Leader Of The Opposition ( Mr Gareth Evans) Interpreted My Use Of The Word 'Blackfellas' Intends To Seek My Indulgence. As Itself An Offensive Reference To Indigenous Australians. The Point Needs To Be Made That Leader Of The Opposition) (12.31 P.m.)","I pends on the context and who is using it. seek your indulgence, Mr Speaker, to make a Aboriginal Australians use the term all the statement on the subject matter of the resolutime about themselves, in talking between tion relating to me that was passed by the themselves and with sympathetic white fellas House on our last sitting day. and, in my experience, do not object when someone uses the term in the kind of context Mr Speaker. Last ThursdayI sought to make riginal people. I hope that, having regard to a statement explaining my position on the my own parliamentary record and very close remark I had made that morning about the association with Aboriginal people going all Prime Minister( Mr Howard), but was denied the way back to my role in the establishment leave by the government to do so. Given the of the Aboriginal Legal Service in Victoria in attention that this matter has continued to the early 1970s, no-one could seriously think receive, I think it would be appropriate for me that I could be personally capable of casting to take that opportunity now. a racist slur against any indigenous Australian. The trouble with using colourful words is that they sometimes take on an unintended A number of commentators have seen my life of their own. My words were more remark last week, and the government's colourful and wounding than they should have aggressively political reaction to it, as a sad been, and I very much regret that they have foretaste of what may be to come if the Wik been taken in a number of quarters as inflamstand-off continues and we have a race-based ing the very racial tension that I have spent a double dissolution election. I fear they are large part of my life trying to defuse. I have probably right. It was no part of my intention said in the past, both inside and outside last week to make any such point but, if that parliament, and say again now, that I do not point has now been made, it is one to which think John Howard is personally racist. But I we should all now pay close regard. I simply have also said that he does have a long record hope that we can redouble our efforts in the of real insensitivity on racial issues and, for short remaining time available to find solubetter or worse, I saw what I believed to be tions to the native title issue that are both another demonstration of that insensitivity in workable and acceptable for the key stakehis exuberant reaction in this parliament to holders-indigenous Australians, miners and the news of the Hindmarsh Island Aboriginal pastoralists-although I have to say that what women's defeat. has been said recently by government spokesMy doorstop response was triggered and men cannot give anyone much hope that the reinforced by the newspaper photographs that government is in a mood seriously to go appeared prominently that morning in the down that path. Canberra Times and the Age. The Age photoI have always believed from the outset of graph and one of those in the Canberra Times this debate that, if we could lower the politi-",13,Setup
1,Mr Speaker (Rt Hon. Ian Sinclair) Quite Apart From Any Photographic Record.,,13,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
2,Mr Speaker,I understand the Deputy have been concerned that some people have,13,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
3,Mr Gareth Evans (Holt,Deputy denigratory and derogatory way. It all de,13,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
4,Mr Speaker,"Indulgence granted. that I used it in here, which' was one of",13,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
5,Mr Gareth Evans,"I appreciate that, obviously wholehearted sympathy for Abocal temperature, with everyone focusing on Is the Prime Minister supposed to feel thankthe real issues at stake, such an outcome ful to you that you have made that statement would be readily achievable. To the extent this morning-as if your clearing of him has that my remark-which was not the product given him a new sort of moral certification in of any calculation, but simply my own very this particular debate? strong emotional feeling on the whole race The fact of the matter is that you tried to issue-raised rather than lowered the political put the slur on him. It was a premeditated temperature at this delicate time, I do regret attempt at a cheap, glib headline. You have it. been shocked by the universal distaste of the (12.35 p.m.)Mr Speaker, with your indultors in response to your statement, and what gence, this is a mealy-mouthed statement you should have done today is withdrawn and which does not go nearly to the point which apologised. Until you do so, you will not was raised in the parliament last week. If the have taken away the stain and the slur which Deputy Leader of the Opposition ( Mr Gareth you have sought to put on this debate. Evans) had any decency, he would utter these words: 'I withdraw and I apologise to the COMMITTEES Prime Minister.' That is all he had to say. All he had to do was come in here today and say Foreign Affairs, Defence and Trade that he withdrew them and that he apologised Committee for them. He has come in with a two-page Report prepared statement which is carefully desuch, is totally unacceptable to the Prime behalf of the Joint Standing Committee on Minister( Mr Howard), to the government Foreign Affairs, Defence and Trade, I present and, more importantly, to the people of the committee's report entitled Australia and Australia. The Deputy Leader of the OpposiASEAN: Managing change, together with the tion makes out that this was some very strong minutes of proceedings and evidence received emotional reaction. He says: by the committee. . . . not the product of any calculation, but simply Ordered that the report be printed . my own very strong emotional feeling ... This was a premeditated attack at a doorCommittee on Foreign Affairs, Defence and stop-a very long doorstop. Obviously, Trade-Australia and ASEAN: Managing having thought about the comment for some Change-is its first in this area since 1984. I time, the Deputy Leader of the Opposition got thank Margaret Swieringa, who is in the up-and it was no emotional outburst-and chamber today, for her work in its preparasaid: tion. I do find it somewhat tacky, however, that the Prime Minister reacted with the exuberance that he As all members are aware, a profound so obviously did when he was given the news of change has occurred in the region. The optithe 5: 1 decision against Aboriginal women. mism of the early part of this inquiry that A premeditated statement. He went on: ASEAN economies would continuously grow and prosper has been tempered by the currenThis bloke seems to be never so happy as when he's bashing blackfellas. cy crisis which began in Thailand in July last year and has since affected, in varying deThis was no emotional response; it was a grees, all of East Asia. The crisis has brought prepared one-liner glib attempt to get a expectations of growth back to more standard headline, which he did. If he had any decency levels, has highlighted the complexities of he would be up here apologising and withachieving sustainable development and has drawing. The Deputy Leader of the Opposiemphasised the importance of institutional tion made the absurd comment: development and good governance in that I do not think John Howard is personally racist. process. It has thrown down a challenge to",13,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
6,Mr Costello (Higgins,Treasurer) Australian people and the media commenta,14,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
7,"Signed To Do Neither Of Those Things And, As Mr Taylor (Groom) (12.38 P.m.)",On,14,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
8,Mr Taylor,"This report of the Jointsiveness and its cohesion. way trade in the long run remain solid. The crisis also has altered the strategic However, in other spheres of our relationship outlook for the region, with the strategic with the region, some concerns were expressuncertainty inherent in the reorientation of ed. Many witnesses stressed the importance of great power politics at the end of the Cold paying more attention to the social, cultural War exacerbated by the possible threat to and political relationships between Australia internal political stability in somstates. The and regional countries. Areas of weakness decline in economic circumstances is likely to were perceived in bilateral tensions over worsen the broader security threats of political style or the differences in values, trans border crime, illegal movements of particularly human rights, declining cultural peoples, the outflow of refugees, disputes over representation or the paucity of expenditure environmental degradation and competition on regional cultural activity. for resources. Many of these are issues of concern already on the agenda of the ASEAN Strongly criticised was the withdrawal of regional forum, whose importance is recogour most natural communication with the nised and supported by the committee. region through the closure of Radio Australia. The committee strongly urges a reconsiderThe inquiry took a considerable body of ation of the decision to close the Cox Peninevidence in the early part of 1997 which sula transmitters. stressed the opportunities in the region for Australian trade. Australia's natural, geoThe committee believes that Asian studies graphically based connection to the 'fastest and student exchanges, both of Asian students growing region in the world' appeared to coming to Australia and of Australians studyensure the expansion of Australian export ing in Asia, should be enhanced and imtrade. The report deals in some detail with an proved, and that literary, artistic and cultural analysis of the bilateral and sectoral trade exchanges with the region be increased. To relationship between Australia and the region, this end, the committee endorses the new including regional trade liberalisation under international cultural council and hopes that both AFfA and APEC. it will be adequately funded. The committee does not underestimate the In its 30th anniversary year, which ASEAN seriousness of the current problems or the began as a self-confident, independent and challenges they pose. These are not simple or forceful regional voice, the economic crisis painless matters for countries to resolve. The has provided a challenge to the association's committee was able to take some evidence on ability to retain its cohesion and to act decithe possible causes of the problems and on sively in the interest of the whole region. This the response of the IMF and regional governreport lays down some of these challenges. I ments. The committee endorses the Australian commend the report to the House. government's readiness to participate in the Korea, Thailand and Indonesia. However, honourable member for Lalor back in the with such rapidly developing circumstances House, and I trust his wife is now feeling over recent weeks, our analysis is simply a somewhat better. House on 19 March and the seminar report p.m.)-Yes, a little, Mr Speaker. I am pleased will elaborate on our preliminary findings, to have the opportunity to support the report particularly in respect of Indonesia. on Australia and ASEAN prepared by the The report remains optimistic about longJoint Standing Committee on Foreign Affairs, term trends. It concludes: Defence and Trade. This was the particular Despite the recent economic difficulties in the responsibility of the Foreign Affairs Subcomregion, which are likely to result in depressed mittee, chaired by the honourable member for demand for Australian exports in key ASEAN Groom( Mr Taylor).",14,Deputy Leader Of The Blackfella Is A Word That Can Be Used Either Opposition Sympathetically And Affectionately Or In A
9,Imf Packages Offered To The Republic Of Mr Speaker,I am glad to see the,15,Asean Its Slow Consensual Style Its Deci Markets The Prospects For Continued Growth In Two
