speakerGroups,speaker,theText,pageNumbers,title
0,"Monday, 4 November 1996 Responsibility To Protect Them Under The Terms Of The World Heritage Convention. The Inquiry On Which My Committee Is Reporting Today Obe) Took The Chair At 12.30 P.m., And Read Responsibilities For World Heritage Protection Prayers. And Also Considered The Adequacy Of Funding For The World Heritage Areas. Environment, Recreation And The Arts Ed With The World Heritage Listing Of Many Of Committee Australia's World Heritage Areas. The Queens","land and Tasmanian governments challenged Report the Commonwealth on listings in the High behalf of the Parliamentary Standing Commitin many communities. It was therefore imtee on Environment, Recreation and the Arts, portant for the committee to examine the I present the committee's report entitled effectiveness of the. consultative arrangements Managing Australia's World Heritage, to that have been established for world heritage gether with the minutes of proceedings and areas. evidence received by the committee. All the witnesses to the inquiry were agreed Ordered that the report be printed. that the World Heritage Convention confers follows the inquiry by the Standing CommitAustralia's world heritage areas. There were, tee on Environment, Recreation and the Arts however, differences of opinion about the into the management of Australia's world extent of the Commonwealth's responsibiliheritage areas. The terms of reference for this ties, as distinct from those of the states. The inquiry focused the committee's attention on committee considered that it is the Commonthe management of existing world heritage wealth's prime responsibility to ensure that areas. It did not require the committee to high standards of management are established consider the relative merits of sites or the and maintained in all world heritage areas. processes leading up to the nomination of The committee identified a number of ways new areas or cultural sites to the World in which the Commonwealth should meet Heritage List. these responsibilities: Australia has 11 world heritage properties. it should ensure that all world heritage They are scattered across Australia-only the areas have management plans which are ACT and Victoria have none. All of the based on the areas' world heritage values; properties were nominated for their outstandit should ensure that, where appropriate, ing natural values and some, such as Uluru world heritage values are respected in and the Tasmanian Wilderness, were also regional and strategic plans; nominated for their cultural values. In addition to being physically separated and diverse, it should ensure that the values of world the world heritage properties differ with heritage areas are redefined as new knowrespect to their management. Some of the ledge about the areas accumulates and the properties, like the Northern Territory parksconcept of world heritage evolves, and Kakadu and Uluru-are managed by the that these values are incorporated into Commonwealth. Others are the responsibility any updates of management plans; of the states, and yet others, like the Great it should ensure that consultative bodies Barrier Reef, have combined state and are established for each world heritage Commonwealth management systems. area; While in many cases it is the states which it should sponsor research into world manage the world heritage properties, it is the heritage management, and collect and Commonwealth government that has the disseminate information about best prac-",13,Setup
1,Mr Speaker (Hon. R. G. Halverson Dealt With The Extent Of The Commonwealth's,,13,Committees Considerable Controversy Has Been Associat
2,Mr Truss (Wide Bay) (12.31 P.m.),"On Court, and deep divisions have been created",13,Committees Considerable Controversy Has Been Associat
3,Mr Truss,"The report I table today on the Commonwealth responsibility fortice, for example, in relation to consultaIn addition to Commonwealth funds being tion, monitoring, managing the impact of distributed inequitably, funding is insufficient visitors, and the use of user charges to to establish and maintain high standards of recover some part of the cost of managworld heritage management. On the basis of ing world heritage; the information available to the committee, it is estimated that an additional $20.6 million it should assist with educating the public are needed immediately and then an additionand displaying world heritage; al $16 million per annum if world heritage it should provide funding for world areas are to be managed adequately. The heritage areas on the basis of financial Natural Heritage Trust is expected to make agreements with the states for all state $12 million available to world heritage areas managed world heritage areas to provide over four years; this is welcome but inadlong-term certainty to world heritage equate. managers; and The committee noted that user charges, such it should retain legislation that can be as entry fees, have been introduced in many used to protect world heritage if other world heritage areas. It supported user charges measures fail. as an appropriate way in which to supplement the funds available for world heritage manIn many of these areas, a good start has been agement, provided that the revenue from such made. However, it is important that the charges is returned as extra funding to the momentum so far achieved be maintained and area from which it is collected and does not new initiatives-like establishing systematic simply return to be added to consolidated monitoring of all world heritage areas-be revenue. pursued. The committee considered that user charges The committee has also recommended that, should be more than a token amount and in the future, issues such as the development approved, in principle, the recent decision by of management plans and funding arrangethe Commonwealth government to increase ments be determined before an area is nomithe environmental management charge on nated for the World Heritage List. visitors to the Great Barrier Reef. The committee was very concerned, however, about Funding is one of the critical issues for the manner in which the recent increase in world heritage areas. Some sites, especially fees was introduced on an inequitable base, those administered by the Commonwealth, are without consultation and without adequate reasonably well treated and some state manlead time. aged areas receive sizeable additional funds from the Commonwealth. However, other The committee also noted the plethora of state managed areas have received very little different charges applied by different levels of from the Commonwealth-for example, government in the Great Barrier Reef region, Fraser Island and Lord Howe Island. This is and recommended that the Commonwealth, an inequitable situation which can only be with state cooperation, review these charges resolved from the Commonwealth's viewpoint with a view to devising a more appropriate by distributing Commonwealth funds through way of levying fees. With increasing presa consistent approach based on the needs of sures on world heritage areas and reduced the individual world heritage areas. It is funds with which to manage these pressures, important to stress, though, that the Commonthere is a role for the private sector in providwealth should not be regarded as a bottomless ing works, services and infrastructure, though source of funds. The committee considered any private sector activity in world heritage that the Commonwealth should only provide areas will need to be very carefully controlled funds as a supplement to state funding, and by government managing agencies. state funding should continue at least at the It is obviously preferable that the Commonlevel that existed before world heritage status wealth and state governments cooperate in was conferred. protecting, conserving and presenting world heritage areas to the public, as the world Australia's world heritage areas. But it is also heritage convention requires. However, if obvious that much remains to be done, some world heritage values are threatened and state of it urgently. It is the committee's hope that governments fail to act to protect these the report I am tabling today will assist in the values, the World Heritage Properties Conserprocess of improving world heritage managevation Act empowers the Commonwealth to ment. intervene. While the use of this legislation has The report is the result of nearly two years proved contentious, the committee considers of work by the present Standing Committee that its retention is essential for the protection on Environment, Recreation and the Arts and of world heritage values. The committee its predecessor in the last parliament. Most of recommended that the legislation be strengththe work of the inquiry was carried out by the ened, but did not agree with the suggestion previous committee under the chairmanship of that additional legislation should establish a Mr John Langmore, and it has fallen to the general framework for world heritage managecurrent committee to finish what was an ment by the Commonwealth. almost completed task. I would like to acThere is other legislation that needs examinknowledge the work of Mr Langmore and all ation if we are to be sure that Australia is of the members of the committee, both past meeting its world heritage commitments-for and present, who have contributed to this example, the Environmental Protection (Iminquiry. I particularly would also thank the pact of Proposals) Act. In addition, an overall committee staff: Ian Dundas, Dr Sarah review of the range of state and territory Hn ati uk, Susan Cardell, Marlene Lyons, and legislation would be useful to identify wheththe many others who have assisted with this er there are deficiencies. The committee also considerable work. This is a significant report considered the legal aspects of administering and it certainly gives me very great pleasure, the Great Barrier Reef Marine Park, and in on behalf of the committee, to commend the particular possible solutions to the problems report to the House. that arise from the fact that the boundaries of the marine park and the world heritage area Australia is privileged to have 11 of the do not coincide. world's 469 heritage sites. All of these sites Most of the recommendations in the report are of such outstanding universal cultural or are of a general nature, referring to all world natural significance that, after a rigorous heritage areas. But there are a few recommenprocess of nomination and evaluation, they dations which refer to specific areas-for have been declared a world heritage area or example, the Great Barrier Reef, Fraser monument. The inquiry, the report of which Island, the Riversleigh Fossil Mammal Site, we are just tabling, found that Australia's Kakadu and Uluru. The committee was management of world heritage sites has been concerned about the ineffective community uneven and often inadequate. Only threeconsultation on Fraser Island. It was also Kakadu, Uluru-Kata Tjuta and the Tasmanian concerned by reports of poor relations bewilderness-could be described as well tween the then Australian Nature Consermanaged and just barely adequately funded; vation Agency and the Parks and Wildlife even in those, the rangers and attentive Commission of the Northern Territory, and visitors would have no difficulty with sugrecommended moves to improve the coopergesting improvements. ation between the two agencies. I was pleased In all the others there are some serious to note the very recent decision to have the inadequacies in the structure or implementaCommonwealth's Director of National Parks tion of management and of funding. In all of and Wildlife and the Director of the Northern them dedicated staff, with a sense of the Territory's Parks and Wildlife Commission sit significance of the task in which they are on one another's boards of management. involved, are struggling to cope with insuffiOverall, it appeared to the committee that cient political recognition, unresolved much has been achieved through the listing of intergovernmental conflict, incomplete man-",13,Committees Considerable Controversy Has Been Associat
4,Mr Langmore (Fraser) (12.41 P.m.),"tice, for example, in relation to consultaIn addition to Commonwealth funds being tion, monitoring, managing the impact of distributed inequitably, funding is insufficient visitors, and the use of user charges to to establish and maintain high standards of recover some part of the cost of managworld heritage management. On the basis of ing world heritage; the information available to the committee, it is estimated that an additional $20.6 million it should assist with educating the public are needed immediately and then an additionand displaying world heritage; al $16 million per annum if world heritage it should provide funding for world areas are to be managed adequately. The heritage areas on the basis of financial Natural Heritage Trust is expected to make agreements with the states for all state $12 million available to world heritage areas managed world heritage areas to provide over four years; this is welcome but inadlong-term certainty to world heritage equate. managers; and The committee noted that user charges, such it should retain legislation that can be as entry fees, have been introduced in many used to protect world heritage if other world heritage areas. It supported user charges measures fail. as an appropriate way in which to supplement the funds available for world heritage manIn many of these areas, a good start has been agement, provided that the revenue from such made. However, it is important that the charges is returned as extra funding to the momentum so far achieved be maintained and area from which it is collected and does not new initiatives-like establishing systematic simply return to be added to consolidated monitoring of all world heritage areas-be revenue. pursued. The committee considered that user charges The committee has also recommended that, should be more than a token amount and in the future, issues such as the development approved, in principle, the recent decision by of management plans and funding arrangethe Commonwealth government to increase ments be determined before an area is nomithe environmental management charge on nated for the World Heritage List. visitors to the Great Barrier Reef. The committee was very concerned, however, about Funding is one of the critical issues for the manner in which the recent increase in world heritage areas. Some sites, especially fees was introduced on an inequitable base, those administered by the Commonwealth, are without consultation and without adequate reasonably well treated and some state manlead time. aged areas receive sizeable additional funds from the Commonwealth. However, other The committee also noted the plethora of state managed areas have received very little different charges applied by different levels of from the Commonwealth-for example, government in the Great Barrier Reef region, Fraser Island and Lord Howe Island. This is and recommended that the Commonwealth, an inequitable situation which can only be with state cooperation, review these charges resolved from the Commonwealth's viewpoint with a view to devising a more appropriate by distributing Commonwealth funds through way of levying fees. With increasing presa consistent approach based on the needs of sures on world heritage areas and reduced the individual world heritage areas. It is funds with which to manage these pressures, important to stress, though, that the Commonthere is a role for the private sector in providwealth should not be regarded as a bottomless ing works, services and infrastructure, though source of funds. The committee considered any private sector activity in world heritage that the Commonwealth should only provide areas will need to be very carefully controlled funds as a supplement to state funding, and by government managing agencies. state funding should continue at least at the It is obviously preferable that the Commonlevel that existed before world heritage status wealth and state governments cooperate in was conferred. protecting, conserving and presenting world heritage areas to the public, as the world Australia's world heritage areas. But it is also heritage convention requires. However, if obvious that much remains to be done, some world heritage values are threatened and state of it urgently. It is the committee's hope that governments fail to act to protect these the report I am tabling today will assist in the values, the World Heritage Properties Conserprocess of improving world heritage managevation Act empowers the Commonwealth to ment. intervene. While the use of this legislation has The report is the result of nearly two years proved contentious, the committee considers of work by the present Standing Committee that its retention is essential for the protection on Environment, Recreation and the Arts and of world heritage values. The committee its predecessor in the last parliament. Most of recommended that the legislation be strengththe work of the inquiry was carried out by the ened, but did not agree with the suggestion previous committee under the chairmanship of that additional legislation should establish a Mr John Langmore, and it has fallen to the general framework for world heritage managecurrent committee to finish what was an ment by the Commonwealth. almost completed task. I would like to acThere is other legislation that needs examinknowledge the work of Mr Langmore and all ation if we are to be sure that Australia is of the members of the committee, both past meeting its world heritage commitments-for and present, who have contributed to this example, the Environmental Protection (Iminquiry. I particularly would also thank the pact of Proposals) Act. In addition, an overall committee staff: Ian Dundas, Dr Sarah review of the range of state and territory Hnatiuk, Susan Cardell, Marlene Lyons, and legislation would be useful to identify wheththe many others who have assisted with this er there are deficiencies. The committee also considerable work. This is a significant report considered the legal aspects of administering and it certainly gives me very great pleasure, the Great Barrier Reef Marine Park, and in on behalf of the committee, to commend the particular possible solutions to the problems report to the House. that arise from the fact that the boundaries of the marine park and the world heritage area Australia is privileged to have 11 of the do not coincide. world's 469 heritage sites. All of these sites Most of the recommendations in the report are of such outstanding universal cultural or are of a general nature, referring to all world natural significance that, after a rigorous heritage areas. But there are a few recommenprocess of nomination and evaluation, they dations which refer to specific areas-for have been declared a world heritage area or example, the Great Barrier Reef, Fraser monument. The inquiry, the report of which Island, the Riversleigh Fossil Mammal Site, we are just tabling, found that Australia's Kakadu and Uluru. The committee was management of world heritage sites has been concerned about the ineffective community uneven and often inadequate. Only threeconsultation on Fraser Island. It was also Kakadu, Uluru-Kata Tjuta and the Tasmanian concerned by reports of poor relations bewilderness-could be described as well tween the then Australian Nature Consermanaged and just barely adequately funded; vation Agency and the Parks and Wildlife even in those, the rangers and attentive Commission of the Northern Territory, and visitors would have no difficulty with sugre-ommended moves to improve the coopergesting improvements. ation between the two agencies. I was pleased In all the others there are some serious to note the very recent decision to have the inadequacies in the structure or implementaCommonwealth's Director of National Parks tion of management and of funding. In all of and Wildlife and the Director of the Northern them dedicated staff, with a sense of the Territory's Parks and Wildlife Commission sit significance of the task in which they are -n one another's boards of management. involved, are struggling to cope with insuffi-, Overall, it appeared to the committee that cient political recognition, unresolved mUch has been achieved through the listing of intergovernmental conflict, incomplete man-",15,Committees Considerable Controversy Has Been Associat
5,Mr Langmore (Fraser) (12.41 P.m.),"agement structures, incomplete or poorly needs of each area prepared in consultation maintained infrastructure, inadequate funding with people who know each area well. and insufficient staff. There were great pleasures for those inThese difficulties were readily apparent to volved in this inquiry for we had the opporthe members of the environment committee. tunity to visit and be guided around most of The seriousness of these inadequacies contriAustralia's beautiful world heritage areas. buted to enabling the committee members to This was a privilege. With the help of outreach agreement about our report. I would standing staff, a comprehensive report has like to express warm appreciation to the been prepared which makes concrete and Chair, the honourable member for Wide Bay practical recommendations. ( Mr Truss), and to other members for seeking I would particularly like to thank the staffand finding compromises which all members Ian Dundas, Sarah Hnatiuk, Susan Cardell and could support. Given the diversity of the Marlene Lyons, as the chair has just menmembership of the committee, this is a sigtioned. They did a particularly fine, effective nificant achievement and must be recognised and rigorous job. The thoroughness and as adding weight to our recommendations and openness of the inquiry and rigour and logic urgency to the importance of their impleof the report give authority to the recommentation. mendations. I hope that the government will Amongst the main recommendations are consider them quickly, endorse them and act recognition of the urgency of complete manon them promptly. have them and the crucial importance of The inquiry into the management arrangebuilding tourist infrastructure adequate to ments of world heritage areas is certainly cope with all visitors and to give them a very timely given the controversy of listing significant educative experience. This is both and general management problems associated the best way of minimising damage and of with a number of world heritage listed areas. ensuring that tourists' appreciation of the Because of the significant areas of world natural environment is enhanced by their visit. heritage listing in my electorate and their Every world heritage area should have an impact on the general community of Leichexcellent tourist information centre, informahardt, I was pleased to be able to playa small tive signs, viewing points, pathways and, role in the formulation of this report. where appropriate, boardwalks, lighting or Given that I have limited time to discuss floating barges. The world heritage emblem the report, I will restrict my comments to should be used throughout the areas. Training what I see as some of the key recommendaprograms for a range of staff, particularly for tions. First of all, it was very evident that private tour operators, often need to be upfunding, with the exception of Uluru and graded, as well as there being the need for an Kakadu, was extremely inadequate. I was increase in the number of ranger staff. pleased to see we were able to recommend Funding agreements between the Commonthat significant funding be made available if wealth and Queensland, New South Wales, we are going to maintain the integrity of these South Australia and Western Australian parks. We believe that the amount of $20.6 governments must be quickly completed, in million should be provided and $16 million particular with the Queensland government per annum thereafter. If we are going to set about Fraser Island and Riversleigh fossil site these areas aside as world heritage areas, then and the Western Australian government about it is absolutely critical that funding be providShark Bay. ed for them. Finally, and most important of all, the Another area in which I was pleased to see Commonwealth should provide an additional recommendations was community involve$20.6 million next year and a further additionment. There were very strong recommendaal $16 million a year thereafter. These figures tions to look at ensuring that local people are are the total of reasonable estimates of the involved in the process right from the begin-",17,Committees Considerable Controversy Has Been Associat
6,Agement Plans For Those Sites Which Do Not Yet Mr Entsch (Leichhardt) (12.46 P.m.),"ning and all the way through. I think this is in the world heritage areas of Kakadu and absolutely critical. We have seen incidences Uluru. I feel it is important they have a in my own electorate where the local comstronger involvement. I also believe that munity has been excluded from the process. private enterprise, while it is great to see that As a consequence, there has been a tremenwe are looking to them to provide vital dous amount of hostility and concern with infrastructure, should also have a role in regard to listings of world heritage areas and management. They have a lot of knowledge. a lot of conflict within the community. With We do have ANCA, which is the broader a little effort and significant involvement of umbrella organisation-the watchdog so to the community you are going to suddenly speak-but I believe private enterprise could have community ownership. I think that is play a much greater role. very important. The adoption of the 54 recommendations We have also recognised the need for contained in this report will go a long way to compensation for the loss of use of an area. addressing the current problems in improving I think this is another important recommendaand preserving the quality of our world tion given that once these areas are listed in heritage areas. Therefore, I commend the some cases there are restrictions for the landreport to the House. holders in what they can do. I think it is very Dr LAWRENCE (Fremantle) (12.51 important that we acknowledge the right for p.m.)-I, too, would like to congratulate the compensation for these people. people who have been involved in the develOne of the previous speakers mentioned opment of this report. As a recent member of looking into a user pays system. I think it is the committee, I have to say that most of the absolutely critical given the controversy that work was done by my predecessors and other we created through the increase in the envimembers who have made a contribution who ronmental management charges with the Great are no longer here. But it is important too that Barrier Reef Marine Park operators. I think there is a level of general agreement about we need to look at that sensibly to make sure what needs to be done in the management of that we are totally aware of the impact of our world heritage areas. that. Knowing that we have to move into a I would like to draw to the attention of the user pays system, it is absolutely critical we House today a couple of the recommendations put this on the agenda and have a look at it which I think are critical if a report like this over all the world heritage areas. is to have any weight in the long term. I think We also need to look very closely at definthere is always a suspicion on the part of ing the boundaries of world heritage areas. I committee members, and indeed the public as think it is a mistake to have some form of a whole, that these reports are not necessarily agenda that we are going to take a quota of used later by government as a basis for land. The land has to be determined on its action. I would certainly urge the current world heritage values. When we are doing Minister for the Environment (Senator Hill) these assessments it may well be that there and ministers who have a role in development are additional amounts of land that can be to look very closely at the report's recommentaken. There may also be land that does not dations. meet world heritage value and it should be One of the things I would like to draw to excluded or removed from world heritage the attention of the House is the recommendaareas. These areas do cost a lot of money to tion by the committee-and it went to some maintain and it is important that money is trouble to get these figures fairly preciselyspent in the right areas. of the need for increased funding for the There are a couple of recommendations protection, conservation and presentation of though in which, while I support their general world heritage areas. In fact, the committee thrust, I believe we could have been much recommends that the Commonwealth governstronger. One of those is in regard to the ment-and this is not to exclude additional Northern Territory government's involvement contributions from user pays and from state governments-should provide an additional few to have access to these areas but that it $20.6 million immediately and $16 million a be managed carefully and appropriately year thereafter. funded. I also draw attention to the fact that the In that context, I would like to draw attengovernment did make an explicit promise in tion to the fact that, in this budget we have their pre-election policy to provide, quite been debating in recent weeks, the world apart from the heritage trust, an additional $4 heritage budget in particular has been cut by million to heritage management. Not only has 39 per cent. Some $16.3 million was previthat not been provided but, as I say, cuts have ously allocated and that is down to $9.3 also been made. The Minister for the Environmillion. That is a very significant reduction in ment, Senator Hill, acknowledged in the estifunding available for environmental protection mates committee that managing world heriof world heritage areas. tage areas is a major challenge-something When asked in the estimates committee that is clearly underlined by the committee how they thought the funding should be report-and yet we have seen these reducallocated for the various world heritage areas tions. that are described in this report, the minister We have also seen some significant probsaid that they needed to negotiate it with the lems in relation to the approval of activities states rather than look at some basis in need, which may well diminish the world heritage as is indicated in recommendation 46, which values of very important areas. I draw attensays: tion in that respect to the committee's deliberations in recommendations 7 and 8 on the That the Department of the Environment, Sport and Environmental Protection (Impact of PropoTerritories, in consultation with world heritage area sals) Act. The committee recommends that the management authorities, identify and quantify specific additional funding needs in each of the EP(IP) Act be amended to provide: world heritage areas as a basis for allocating the a) an environmental assessment be required additional funds. where there is the possibility that a proposed action will damage the world heritage values While it is important to negotiate with the of a listed world heritage area. state governments, it is really also a question I do not need to remind members of the of identifying what needs to be done and how controversy that has erupted over the approval much funding needs to be spent in each area. for the Port Hinchinbrook resort. It has been against the advice of the government's world One of the difficulties when the Commonheritage unit and a raft of serious scientific wealth government cuts funding, as it has in concerns, yet there has been no provision for this budget, is that the states move very an assessment of the impact under the EP(IP) quickly to match those cuts. That has certainly happened in the case of the Queensland Act of this very significant development. Similarly, in relation to Kakadu we have very government. So you have a compounding effect of reductions in funding. For example, significant proposals yet to be properly there were significant cuts to the Wet Tropics fleshed out, both in relation to the environManagement Authority budget, from $4.7 mental impact and the impact on the commillion to $2.8 million-a reduction which we munity. understand will again be matched, unfortuFinally, something that I think the commitnately, by the Queensland government. So the tee did not draw attention to was the fact that funds available there, in a recently declared the government has changed its policy in area, will make it extremely difficult to bring relation to the listing of world heritage areas up to speed not only the conservation and to require that in future they will proceed protection of that area but also presentation to only with the agreement of the relevant state the public of that world heritage area. I think and territory governments. Given their relucall members of the committee were very keen tance to do that in the past, I think this means to ensure that it was not left to the privileged that the list we are dealing with at the moment may, in the foreseeable future, be the the Great Barrier Reef Marine Park is a very list and that we are not likely to see any good yardstick for future parks and some of further additions. those existing parks which are totally funded p.m.)-I rise to support the recommendations The other recommendations I would like to in this report of the Standing Committee on quickly brief the House on relate to the the Environment, Recreation and the Arts, management plan and looking at a regular brought down by the member for Wide Bay review--every five years-so that if there are ( Mr Truss). Indeed, I would like to acknowchanges in circumstances with land manageledge the member for Fraser( Mr Langmore), ment and with the stakeholders they will be who was the previous chairman of this comreviewed on a five-yearly basis, along with a mittee. It is a shame that the member for redefinition of the plan. Other recommendaFremantle (Dr Lawrence) is departing this tions relate to looking at managing the imchamber because there was bipartisan support pact, particularly from the tourism angle, to this inquiry. There was a lot of negotiation. looking at areas of sustainable usage and at Certainly the member for Fraser gave some encouraging further education, through pervery useful input, as did many of his colsuasion and adequate addressing of permits, leagues. Regrettably, though, the member for to allow a more flexible usage within those Fremantle was not available for many of those parks, for both the park proprietors and, of dissertations. That obviously partly explains course, the public. That was also demonstratsome of the statements she just made. ed as a need in Kakadu. There are 11 world heritage parks, as was The role of the private sector was also clearly mentioned by the previous speakers. looked at in the report. It is critical to have a We are very lucky in this country to have greater interface between private enterprise, such a diversity both in cultural and physical between those locals earning the income from attributes. WhereI live, in northern New or participating in those parks, and the role South Wales, the central eastern rainforest that the Commonwealth and states have with reserve has over five subregions of world relevant agencies. heritage status. SoI do have some affinity I noted that the member for Fremantle with those particular parks. mentioned that funding was not an issue The terms of reference of this inquiry were raised in our committee meetings. Indeed, to look at the Commonwealth responsibility there was much discussion, and that is why and its international and national obligations there was universal agreement that there to look at the effectiveness of the consultative needed to be an extra $16 million per annum arrangements with relevant stakeholders and going to the parks and also a one-off payment at the funding adequacy for management of of $20 miIlion. Obviously, a large section of those national parks. Indeed, the key recomthis will come from our Natural Heritage mendations that came down were looking at Trust, which it is absolutely critical to get the management structure. through this House, and part of it of course is There certainly has been a lot of controgoing to maintaining, preserving and enhanversy over the management of a number of cing our world heritage parks. these parks, but I am pleased to note that In conclusion, this report should be seen as some of the recommendations in this report, a landmark report for the management of our I believe, will go to alleviating those conworld heritage parks-for better management cerns, particularly in relation to stakeholders, and better structures and, obviously, to protect and encouraging the local community, particuthe very assets; and that is why they were larly the indigenous people and the private listed by UNESCO. Obviously it is looking at sector, to have a role in the management areas in which to recover costs through user plans. This was clearly demonstrated as a charges in a sensible way and to give ownerfurther need with some of the parks being ship back to the local communities, particularmanaged in the Northern Territory. Certainly, ly to the indigenous people.",18,Committees Considerable Controversy Has Been Associat
7,Mr Anthony (Richmond) (12.56 By The Commonwealth.,"There are 54 recommendations in this of the controversy that we have seen in some report. I hope that the Australian media, and of the areas would have been solved if, in no doubt the government agencies, will take fact, as we have recommended, management time in reviewing this report. I would also plans had been in place well before properties like to commend the staff who were involved were nominated. The observation has been with this committee and the two previous made that there must be not only a great deal chairmen, as mentioned, for the work that of consultation with the communities conthey have done. cerned in the formulation of the management Finally, what this is all about is preserving plans but that consultation must continue after our natural world heritage assets and getting the listing. If you look at the success of some a better management structure. It is pleasing of the arrangements to do with some of the that, with the exception of one speaker today, properties, you will see that that success has we had universal support amongst our combeen as a result of the continuing consultation mittee for a bipartisan approach to managing with the various stakeholders that are inour assets so that we can pass them on to volved. That is one of the most important future generations. aspects that we would like to put across about the report. genesis of this report of the Standing CommitOther important recommendations go to tee on the Environment, Recreation and the funding. My colleagues have made mention Arts was born out of the controversy that has, of the recommendation indicating we believe from time to time, surrounded matters to do that $20.6 million should be provided imwith world heritage areas. Hopefully, the mediately and a continuing $16 million a year recommendations that the committee has after that. That funding goes towards the produced might go some of the way to imrequirement of important infrastructureproving the situation in the management and infrastructure required for visitors' amenities continuing development of world heritage. and infrastructure required for proper informaThe Commonwealth government of course tion through such things as signage and has the obligation under the various agreeinformation centres-measures which will all ments that it has entered into, but, like much protect the world heritage values themselves. of our federal system, the success of our The other aspect I should touch upon is that abilities to fulfil those obligations requires a the Environment, Recreation and the Arts great deal of cooperation between the federal Committee of this House has had a tradition government and the states and territories. of producing documents on the basis of Importantly, as other speakers on this report consensus. This is such a document. There have said, doing the right thing by ensuring were many areas in which listeners to this the preservation of world heritage listed areas debate would have got the impression that not only requires the action of government there was a tinge of controversy. But, in the but also requires the action of the community. end, we have produced in a bipartisan way a The diversity of the 11 sites is of great report to which not only this government but interest because it brings up different challenalso a new government-when there is a ges for each of the sites. If you compare areas change of government, hopefully sooner such as Kakadu and the Tasmanian wilderness rather than later-would be committed to on to areas such as the more recently listed both sides of the chamber. That is a very Australian fossil mammal sites at Riversleigh important aspect of' the way in which the and Naracoorte and to Lord Howe Island, you environment committee has always operated. will understand that what we are talking about One of those areas of controversy was in this report is something that is very comwhether the two properties in the Northern plex. Territory should be handed across to the In formulating our recommendations, we Northern Territory government. I think there have made some important observations about will probably be continuing debate about that, the requirements of management plans. Much but the view of the committee is in the report.",21,Committees Considerable Controversy Has Been Associat
8,Mr Jenkins (Scullin) (1m P.m.),"TheThere was also controversy about the contrihowever, focused our attention over the last bution of private enterprise to management, two to three years on our existing sites. and our position is clearly stated in the report. Having scuba dived on the Great Barrier We believe that, at the end of the day, whilst Reef and seen the other world which lives and we would encourage private involvement, the thrives beneath the sea-the vibrant colours decisions are properly in the hands of governof the many strange and beautiful fish and ment and have to be done in a cooperative plant life which we living on the surface tend way. to ignore-having experienced the changing I thank not only the honourable member for colours and terrain and the raw natural beauty Wide Bay( Mr Truss), as the present chair, of Kakadu, having walked in the wet tropics but also the honourable member for Fraser of Queensland and having spent time in the ( Mr Langmore), who was the chair for the central eastern rainforests, r count myself as bulk of the inquiry in the previous parliament, having been most fortunate to have witnessed for the way in which they have led considerthe outstanding natural value of our most ation of this report; and the secretariat, who beautiful, biologically significant and fragile have once again done a fine job, as we now natural jewels. always expect. This report's 54 recommendations offer a The important aspect of this report is not framework for the better management of these that it will lie on a bookshelf somewhere; it valuable sites. These recommendations centre is that the government will see its way clear on issues such as funding obligations between to respond within three months, and I hope the Commonwealth and the states, some of those responses will be very positive. (Time the current problems in the management of expired) existing areas, nomination and listing practices and the need for thorough and early p.m.)-I am very pleased to have had the nomination is considered. This report has also opportunity to be involved in the formation of unearthed some very significant ongoing this report, Managing Australia's World obligations. Heritage. I am delighted to be on the House of Representatives Standing Committee on the I know that other committee members share Environment, Recreation and the Arts and to the view that all governments really have be able to work with so many members who significant financial responsibilities as well as share my concern for the environment and the moral and conservation obligations of have her protection and enhancement as one maintaining our world heritage areas. But, in of their driving passions. current circumstances, the committee has identified an immediate shortfall of $20.6 This report is one of the most wide-ranging million next year and $16 million recurrent and significant reports for the long-term care after that. We are also offering a solution of our precious world heritage areas. Of the through the increased use of private sector 469 properties on the world heritage list, there support and the increased use of user charges, are 350 cultural sites, 102 natural sites and 17 where appropriate, for that funding shortfall. mixed cultural and natural sites in 104 states or countries. In successfully nominating areas for world heritage status, it is crucial that the CommonAustralia's 11 sites-all natural-are easily wealth and state governments work together, amongst the most pristine and beautiful of the that the Commonwealth meet its financial world. They have met the detailed criteria of obligations, that governments ensure that meet the pinnacle criteria: namely, to be of ance with the needs of those areas and that outstanding universal value. Of course, there management plans are both considered and are in Australia other areas which are deservthoughtful. Unfortunately, not all of these ing of world heritage status which will no obligations have been met in the past. doubt be nominated in the future. We have, Amongst some of the findings, we have found",22,Committees Considerable Controversy Has Been Associat
