text,pageNumbers
"             Thursday, 8 June 1995                                  Tertiary Education",12
                                                        Senator SPINDLER (Victoria)-I give,12
"                                                     notice that, on the next day of sitting, I shall",12
   The PRESIDENT (Senator the Hon.                   move:,12
"Michael Beahan) took the chair at 9.30 a.m.,",12
                                                        That the Senate notes-,12
 and read prayers.,12
"                                                        (a) the claim by the Minister for Employment,",12
                   PETITIONS                                 Education and Training ( Mr Crean) that,12
                                                             additional tertiary places have been funded,12
   The Clerk-A petition has been lodged for                  on a national basis 'without any redistribu-,12
presentation as follows:                                     tion of existing places from other States';,12
"                    Sex Guide                           (b) that this claim is a sleight of hand since,",12
                                                             although there have been no cuts for the,12
"To the Honourable the President and Members of               1995-96 financial year for Victoria, so-",12
the Senate in Parliament assembled:                          called 'pipeline' places for 1997-98 have,12
   The petition of the undersigned citizens of               been reduced by 463 places;,12
Australia respectfully showeth that:                    (c) that Victorian universities already have the,12
 1. We are opposed to the sex guide endorsed by              highest number of qualified applicants,12
"     Ms Lawrence, Minister for Health in the                 unable to gain entry to tertiary studies;",12
"      Keating Government, and published in the          (d) that Victoria is dependent upon education",12
     December issue of Cleo.                                 and research to switch from labour-intensive,12
2. We believe that the sex guide encourages                  manufacturing to higher technology and,12
     dangerous sexual practices which could have             service industries; and,12
     serious medical and moral effects.                 (e) that the Minister should review his decision,12
                                                             and reinstate the tertiary education places,12
   We calIon Ms Lawrence to withdraw her                     for Victorian universities he now proposes,12
endorsement of this sex guide and for the Prime,12
                                                             to cut for 1997-98.,12
"Minister, Mr Keating, to indicate his disapproval.",12
"   And your petitioners, as in duty bound, will ever            Banking: Maternity Leave",12
pray.                                                   Senator NEAL (New South Wales)-I give,12
"by Senator Herron (from 326 citizens).               notice that, on the next day of sitting, I shall",12
   Petition received.                                move:,12
                                                        That the Senate-,12
           NOTICES OF MOTION                            (a) notes the decision by the Westpac Banking,12
                     CSL Ltd                                Corporation to introduce paid maternity,12
                                                            leave for its 18 000 female employees;,12
   Senator COULTER (South Australia)-I                  (b) acknowledges that this decision will-con-,12
"give notice that, on Wednesday, 21 June                      siderably improve gender equality in the",12
"1995, I shall move:                                          workplace, as well as providing additional",12
   A motion to provide that several aspects of the          support for the family; and,12
conduct of the Commonwealth Serum Laboratories          (c) congratulates Westpac and the Finance,12
(CSL) and circumstances surrounding the                     Sector Union for coming to this agreement,12
privatisation of the CSL be referred to the Com-            and extending the concept of paid maternity,12
munity Affairs References Committee for inquiry             leave to one of the private sector's biggest,12
and report.                                                 employers.,12
       Sales Tax on Building Materials                  Aboriginal and Torres Strait Islander,12
   Senator WATSON (Tasmania)-I give                                     Commission,12
"notice that, on the next day of sitting, I shall        Senator CHAMARETTE (Western Aus-",12
"move:                                                tralia)-I give notice that, on the next day of",12
"   That the Senate regrets that thousands of small   sitting, I shall move:",12
"joinery factories around Australia will be affected     That there be laid on the table, by the Leader of",12
by the unfair financial impact of the extension of   the Government in the Senate (Senator Gareth,12
"the Government's hardware sales tax.                 Evans), on or before 4 p.m. on 20 June 1995:",12
,12
"   (a) all notes, briefing papers, minutes and like         (iii) Mr Coudounaris is the secretary of Mr",13
"         documents, including drafts of such written              Keating's family company, Pleuron Pty",13
"         or typed matter, that are not items of Cabi-            Ltd, and had been Mr Keating's nominee",13
         net-in-confidence nature which are in De-               on the board of the piggery holding,13
"         partment of Prime Minister and Cabinet file:             company,",13
"      (i) No. 9411826,                                      (iv) unless the Indonesian half-ownership of",13
"      (ii) No. 94/2415,                                           the Keating piggery knows who really",13
"      (iii) No. 94/3082,                                          will have the right to exercise the option,",13
                                                                  it faces the prospect of being locked into,13
"      (iv) No. 94/3824,                                           a commercial 'blind date', and",13
"      (v) No. 94/3862,",13
                                                            (v) Mr Keating has not indicated any con-,13
"      (vi) No. 94/5279, and                                       tinuing interest of any kind in his former",13
      (vii) No. 94/5965;                                          piggery group in his declaration of inter-,13
            including the full text of documents that             est; and,13
"            were tabled in the Se!late on Tuesday,",13
"            6 June 1995, which were partially cen-",13
                                                         (b) calls on the Prime Minister to assure the,13
                                                               Parliament that there is no agreement or,13
            sored or had parts of the text obscured or,13
                                                               understanding of any kind under which he,13
            a signed statement from the Leader of the,13
"            Government in the Senate stating the               will, directly or indirectly, be offered the",13
            reason for the manner of presentation of           right to repurchase a one-third interest in his,13
"            such documents; and                                piggery, in view of his advice to the Parlia-",13
                                                               ment that he had disposed of his interest,13
   (b) a statement by the Leader of the Govern-               and recognising that an agreement to exer-,13
         ment in the Senate providing the name and             cise a purchase option represents a material,13
"         current employed position, if in the                  interest in a company.",13
"         Commonwealth Public Service, of the writer",13
         of the handwritten notes of the meeting of                       Small Business,13
          16 June 1994 between the Prime Minister,13
         ( Mr Keating) and Aboriginal and Torres          Senator TIERNEY (New South Wales)-I,13
         Strait Islander people on the draft Land,13
"         Fund Bill that were tabled in the Senate on   give notice that, on the next day of sitting, I",13
"         Tuesday, 6 June 1995.                         shall move:",13
             Prime Minister: Piggery                     That the Senate-,13
"   Senator MICHAEL BAUME (New South                      (a) condemns the Minister for Small Business,",13
"Wales)-I give notice that, on the next day of                  Customs and Construction (Senator",13
"sitting, I shall move:                                         Schacht), who is washing his hands of this",13
                                                               small business crisis with lame excuses that,13
   That the Senate-                                           he has no power to provide solutions at the,13
"   (a) notes that:                                             Federal level, for his continuing failure to",13
"      (i) documents presented, in a liquidation                instigate immediate reforms to the Trade",13
"            action, to the New South Wales Supreme             Practices Act;",13
"            Court reveal that, in a memorandum of",13
"            understanding, 3 days before the Prime       (b) reminds Senator Schacht that he has the",13
"            Minister ( Mr Keating) sold his shares, the         power to amend the Trade Practices Act to",13
            Indonesian purchaser of Mr Keating's               stop the abuse of market power and uncon-,13
"            half-ownership of his piggery group                scionable conduct by large chain stores, but",13
            agreed to the issue of an option to pur-          is refusing to act with urgency to assist,13
            chase one-third of the piggery's capital           small family businesses; and,13
"            within 10 years, so that ownership would     (c) acknowledges that local government zoning",13
