text,pageNumbers
"         Wednesday, 21 September 2011                 The speeches read as follows-",15
                                                           COAL MINING INDUSTRY (LONG,15
   The PRESIDENT (Senator the Hon.                        SERVICE LEAVE) LEGISLATION,15
"John Hogg) took the chair at 9:30 am, read                     AMENDMENT BILL 2011",15
"prayers and made an acknowledgement of                This Bill gives effect to proposals, developed",15
"country.                                           by an Industry Working Party, to reform the",15
                                                   portable long service leave arrangements in the,15
                     BILLS                         black coal mining industry.          The Industry,15
  Coal Mining Industry (Long Service               Working Party comprised of representatives from,15
"                                                   the NSW Minerals Council Limited, the",15
  Leave) Legislation Amendment Bill,15
"                                                   Queensland Resources Council, the Construction,",15
"                       2011                        Forestry, Mining and Energy Union – Mining and",15
"        Social Security Legislation                Energy Division, the Electrical Trades Union, the",15
"   Amendment (Family Participation                 Australian Manufacturing Workers Union, the",15
"                                                   Association of Professional Engineers, Scientists",15
"             Measures) Bill 2011                   and Managers Australia, the NSW Colliery",15
                 First Reading                     Officials Association and the Mine Managers,15
                                                   Association of Australia.,15
   Bills received from the House of,15
Representatives                                       I commend the industry participants on their,15
                                                   collaborative approach and their commitment to,15
   Senator LUDWIG: I present the bills             the future success of the unique black coal mining,15
and move:                                          industry long service leave scheme.,15
   That the following bills be introduced: A Bill     This Bill will amend the Coal Mining Industry,15
"for an Act to amend the law relating to long       (Long Service Leave Funding) Act 1992, the Coal",15
"service leave in the black coal mining industry,   Mining Industry (Long Service Leave) Payroll",15
"and for related purposes-Coal Mining Industry      Levy Act 1992, the Coal Mining Industry (Long",15
(Long Service Leave) Legislation Amendment         Service Leave) Payroll Levy Collection Act 1992,15
Bill 2011; and a Bill for an Act to amend the      and the Coal Mining Industry (Long Service,15
"social security law, and for related purposes-    Leave) Amendment Act 2009.",15
Social Security Legislation Amendment (Family,15
                                                      Employees in the black coal mining industry,15
Participation Measures) Bill 2011.,15
                                                   have accessed portable long service leave,15
   Question agreed to.                             entitlements under the terms of Federal Awards,15
   Bills read a first time.                        since 1949 which in turn were funded by an,15
                                                   excise on coal production. Since 1993 the funding,15
               Second Reading                      of entitlements has been through an employer,15
   Senator        LUDWIG          (Queensland-    levy scheme and administered by the Coal,15
"Minister for Agriculture, Fisheries and            Mining Industry (Long Service Leave Funding)",15
"Forestry, Manager of Government Business           Corporation. Employers are reimbursed when",15
in the Senate and Minister Assisting the           they have made a payment to an eligible,15
                                                   employee in respect of their entitlement.,15
Attorney-General on Queensland Floods,15
Recovery) (09:31): I present the explanatory          A priority concern of the Industry Working,15
                                                   Party was to ensure that the long service leave,15
memoranda and I move:,15
                                                   entitlement applied universally in the black coal,15
   That these bills be now read a second time.     mining industry. Amendments were made in,15
I seek leave to have the second reading            2009 to address this concern. Schedule 2 of the,15
speeches incorporated in Hansard.                  Coal Mining Industry (Long Service Leave,15
                                                   Funding) Amendment Act 2009 extended the,15
   Leave granted.                                  preserved award-based long service leave,15
,15
entitlements to all the eligible employees who did   and extended to non-award employees by,16
not otherwise have an award-derived long service     Schedule 2 of the Coal Mining Industry (Long,16
leave entitlement from 1 January 2010.               Service Leave Funding) Amendment Act 2009) to,16
   While the 2009 amendments addressed the           the new statutory long service leave scheme,16
priority concerns of the Industry Working Party      established by this Bill.,16
this Bill seeks to further the 2009 reforms by           The government is happy to facilitate these,16
providing for the remaining proposals of the         amendments proposed by the Industry Working,16
Industry Working Party.                              Party which will benefit both employers and,16
   The Bill legislates the minimum long service      employees in the black coal mining industry.,16
leave entitlement for all eligible employees in the      I commend this bill.,16
black coal mining industry based on the precursor            SOCIAL SECURITY LEGISLATION,16
award entitlement. Provision is made for all           AMENDMENT (FAMILY PARTICIPATION,16
"eligible employees, whether full-time, part-time                  MEASURES) BILL 2011",16
"or casual, to accrue long service leave in the black",16
                                                         The Bill introduces amendments to the Social,16
coal mining industry. An eligible employee will,16
                                                     Security Act 1991 and the Social Security,16
be entitled to long service leave when they have,16
                                                     (Administration) Act 1999 (the Administration,16
"completed a period, or periods, of qualifying",16
                                                     Act) for the teenage parent and jobless families,16
service totalling 8 years or more.,16
                                                     trials which were announced in the Building,16
   A key imperative of the Industry Working          Australia's Future Workforce package in the,16
Party proposals was to improve the operation of      2011-12 Budget. The trials will be implemented,16
the scheme so that the amounts that employers are    in ten disadvantaged locations across Australia.,16
reimbursed from the Coal Mining Industry (Long       The Bill will be accompanied by a legislative,16
Service Leave) Fund in respect of long service       instrument     which      will    outline    limited,16
leave payments more closely correspond to the        circumstances where a Parenting Payment,16
amounts that they have paid into the Fund by way     recipient with a youngest child aged less than six,16
of levy. The Bill therefore changes the basis on     years can be required to attend interviews and,16
which levy is imposed and facilitates changes to     develop a participation plan with the Department,16
the employer reimbursement arrangements.             of Human Services. For teenage parent trial,16
"   The Bill provides for a greater compliance role   participants, parents can also be required to do the",16
for the Corporation. The Corporation will have       activities set out in the participation plan. Trial,16
the power to require persons to produce              participants who do not meet these new,16
information or documents and standing to pursue      requirements can have their income support,16
alleged contraventions of a civil penalty provision  payment suspended until they comply. Once they,16
on behalf of the Commonwealth. Additional            comply their payment will be re-instated and they,16
penalty provisions have been included and            will receive full back-pay. Family Tax Benefit,16
existing penalty levels have been increased in line  will continue to be paid even where income,16
with contemporary standards.                         support is suspended.,16
   The Bill makes changes to the structure and           Joblessness among families is a significant,16
representation of the Board of Directors of the      social and economic problem in Australia and,16
Corporation to better reflect the current industry   Australia has one of the highest proportion of,16
representative status of certain employee-          children living in jobless families in the OECD.,16
"representative     and      employer-representative  There are currently some 257,000 jobless families",16
"groups, and to increase the terms of directors       with dependent children who are on income",16
from 2 to 4 years.                                   support and who have no reported income over,16
   The Bill also establishes a regime for transition the last year or more. Being in a jobless family,16
from the award-derived long service leave            where no adult has a job for a significant period,16
"scheme (preserved under section 113 of the Fair      of time is associated with higher rates of poverty,",16
Work Act 2009 in respect of award employees          poorer health status and lower education,16
                                                     attainment for both parents and their children.,16
,16
"   There are around 11,000 teenage parents on         resources from which they can sometimes feel",17
Parenting Payment in Australia. Over 90 per cent      excluded.,17
of these parents do not have Year 12 education            By introducing requirements for teenage,17
and over a quarter only have primary school as        parent trial participants which mean they must,17
"their highest level of attained education. There are  access local services and attend activities, the",17
some teenage parents who do very well for             Government is sending a clear message that it is,17
themselves and their children. However there is       the responsibility of the parent to make the most,17
also clear evidence that becoming a teenage           of opportunities available to them. The trial,17
