text,pageNumbers
                            ;    J,13
                                                    VES. J      Answers to Questions.,13
                                                              Senate.,13
"                                                    Tuesday, 4 November,     195S.",13
                                              The     PRESIDENT     (Senator   the    Hon.,13
                                           Edward Mattner) took the chair at 3.30,13
"                                           p.m., and read prayers.",13
                                                       ASSENT TO BILLS .,13
                                              Assent to the following bills reported:-,13
                                              Overseas Telecommunications Bill 1952.,13
                                              Nationality and Citizenship Bill 1952.,13
                                              Northern Territory (Administration) Bilt,13
                                                1952.,13
                                              Stirling North to Brachina Railway Bill,13
                                                1952.,13
                                              Loan (International Bank for Reconstruc-,13
                                                tion and Development) Bill 1952.,13
                                              Pharmaceutical Benefits Bill 1952.,13
                                              Seamen's War Pensions and Allowances Bill,13
                                                 (No. 2) 1952.,13
                                                             SHIPPING.,13
                                              Senator GUY -I s the Minister f o r,13
                                           Shipping and Transport aware when the,13
                                           service that is maintained by the steamer,13
                                           Taroona between Melbourne and Tas-,13
                                           mania will next be interrupted for the,13
,13
-overhaul or repair of the vessel or for any             Senator TANGNEY -I s the Minis-,14
-other purpose? I n view of the fact that ter representing the Minister who is act-,14
 Taroona maintains the only passenger ing for the Postmaster-General aware,14
"-connexion by sea with Tasmania, will the that the delay in the construction of a",14
 Minister make early endeavours to secure telephone exchange in West Perth Ls,14
:another vessel to maintain the service causing great inconvenience to the busi-,14
-while Taroona is out of action?                     ness community? I point out that equip-,14
      Senator MoLEAY - I understand that ment and materials have been available,14
"                                                     on the site for more than two years, and",14
"  Taroona will be overhauled, in July, 1953. that the job should have been completed",14
"  I assure the honorable senator that every hy the contractors, W. Fairweather and",14
"-effort is being made to arrange for the Sons, more than eighteen months ago.",14
" service to be continued by another vessel In these circumstances, will the Minister",14
" while Taroona is not operating.                     consider cancelling the present contract,",14
                                                     and entering into another contract with,14
            POSTAL DEPARTMENT.                       n firm that is prepared to complete thc,14
"      Senator COOPER - On the 23rd work with the minimum of delay, so that",14
"-October, Senator Pearson asked the telephones may be provided to many busi-",14
  following question:-                              ness people in South Perth whose appli-,14
     By way of explanation of a question which T cations have been outstanding for a long,14
-addressed to the Minister representing the period ?,14
" Minister acting for thu Postmaster-General, I",14
-state that my attention was recently drawn by           Senator COOPER - I am not per-,14
 a member of the Soutli Australian Parliament        sonally aware of the matters that have,14
 to the fact that the Postal Department has,14
 proceeded        with the erection of certain       heen mentioned by the honorable sena-,14
"  premises in the Adelaide metropolitan area for     tor, but I shall be very pleased to direct",14
" the housing of certain equipment and that           the attention of my colleague, the Minis-",14
those premises do not conform to the standards       ter who is acting for the Postmaster-,14
 t h a t havt; been laid down by the Local Govern-,14
"  ment authority in the area. This circumstance      General, to the representations, and",14
 led to conflict between the Postal Department       obtain a considered reply for her at an,14
  and the local government authority. W i l l the    early date.,14
 Minister furnish the Senate with a statement,14
 -as to whether i t is the practice of the Postal        Senator COOPER -O n the 22nd,14
"  Department to confer with the local authority      October, Senator O'Byrne asked the",14
 concerned before proceeding with the erection        following question:-,14
 of such premises? f f i t is not the policy will,14
  the department seriously consider making it: its      Have any of the tenders called for the con-,14
 policy?                                              struction of line yards for the Postmaster-,14
"                                                     Goneral's Department at Deloraine, Oatlands,",14
"      The Minister acting for the Post-             St. Mary's, Cygnet, Scottsdale and Wynyard",14
"                                                     been accepted? Is the Minister aware ""that",14
 master-General has furnished the follow-           the conditions under which the employees,14
 ing information:-                                   work at these line yards could scarcely be,14
      It is the regular practice of the Postal        worsened? Has the Minister any information,14
"   Department and thc Department of Works,            regarding the construction of depots for the",14
  which is. the constructional authority for a l l    .Postmaster-General's Department at Sheffield,14
"  Coin mull wealth buildings, to consult the local    and Huonville?",14
 government authorities prior to the commence-      The M i n i s t e r a c t i n g f o r the Postmaster-,14
  ment of huilding works within the areas con-      General has f u r n i s h e d me w i t h the f o l l o w-,14
  trolled by them.,14
"      However., i t is not always practicable to     ing i n f o r m a t i o n i n r e p l y to the houor-",14
"  adhere strictly to local building'regulations, as  able senator's question:-",14
  it is sometimes necessary to erect a temporary         The department lias instituted action to pro-,14
 structure in order to provide adequate facili-      vide modern line depot buildings at all the,14
  ties for the department's activities pending tho   centres mentioned by the honorable senator.,14
 t'l-cction of a permanent building.                  Contracts have already been let for the con-,14
"      f t is regretted that a case occurred recently struction work at St. Mary's, Cygnet. Wyn-",14
"  in South Australia where the local council         yard, Deloraine and Oatlands, and work has",14
  was not consulted during the development of        commenced at the two last-mentioned centres.,14
  plans for a temporary structure adjoining the       Tenders have been received for Scottsdale a.ml,14
"  Walkerville Post Office. Subsequently, an           are under consideration by the Department",14
  officer of the Department of Works waited on       of Works. Contracts have also been let for,14
  the Council and following discussions amend-       the erection of new line depots at Sheffield,14
  ments were made to the proposed building to         and Huonville and construction work should,14
  the satisfaction of the council.                   i-onimenee at an early date.,14
,14
"            THE PARLIAMENT.                                   short breaks i n May and August, staff cadets",15
"                                                              may, i f they so de;,i""<:, go to their homes at",15
    'Senator COLE -No w that the hurt of                      their own expense. The question of air travel,15
"  the Elinders by-election has healed a little,              'has received careful consideration on a num-",15
" T should like the Minister for Trade and                     ber of occasions, but as cadets are able to-",15
                                                             spend more time at home during their seven,15
  Custonis to answer the relevant portion                     weeks' Christmas leave than other service-,15
  of a question that I asked him a fortnight                  personnel during their three weeks' annual       1,15
"  ago. I inquired whether, with a view to                     leave, i t would be unfair to extend special",15
  ensuring stability of government in the                     facilities to cadets and not to all service per-,15
                                                              sonnel proceeding on leave.,15
"  next few years, he would investigate",15
  means to resolve deadlocks between the,15
  two houses of this Parliament. I t seems                        TRADE WITHTHEUNIT ED,15
  certam that after the Senate elections next                           STATES OF AMERICA.,15
" year, and again after the 1954 House of                         Senator ARMSTRONG - Has the",15
" Representatives elections, deadlocks will                    Minister for Trade and Customs",15
 occur.                                                       seen a report that the United States of,15
      Senator O'SULLIVAN - I am sorry                         America has totally banned the sale of,15
  the honorable senator was hurt by the                       Australian butter in that country and,15
