text,pageNumbers
                                                   in Tasmania under Mr Justice Powers',4
                                                   award: -,4
                                                       1. Is i t a fact that a number of post-offices,4
"                                                   in Tasmania, which were entitled to be raised",4
                                                   in classification under Mr Justice Powers',4
"                                                   award from 1st January, 1016, have not been",4
                                                   BO advanced?,4
                                                       2. Are postmasters in Tasmania receiving,4
                                                   differential treatment from those of the main-,4
"                                                   land; if so, why 7",4
                                                       3. Will the Postmaster-General take imme-,4
                                                   diate steps to see that the Judge's award is,4
                                                   honoured in Tasmania as well as i n the other,4
                                                   States?,4
                                                       4. Should any cases be found where officers,4
"                                                   should have been raised from 1st January, 1916,",4
"                                                   and have not been, will the Deputy Postmaster-",4
"                                                    General be instructed, that those who have",4
                                                    been performing the duties are paid for all,4
                                                    back time at the proper rate?,4
                                                   I should like t o know whether the Minis-,4
                                                    ter is now i n a position to furnish a reply,4
                                                   to those questions.,4
                                                         Senator LYNCH  - T h e answers are-,4
                                                        1. No.,4
"                                                        2, No.",4
                                                        3..Necessary steps have been taken.,4
                                                        4. There are no such cases.,4
                                                                  ASSENT TO BILLS .,4
                                                         Assent to the following Bills re-,4
                                                    ported : -,4
                                                        Supply Bill (No. 3) 1916-17 (No. 2).,4
                                                        Supply (WorkB and Buildings) Bill (No. 3),4
                                                           1916-17.,4
                                                            CAS EOFD . L . GILCHRIST .,4
                                                         Senator TTJRLEY  - I s the Minister,4
                                                     for Works now i n a position t o make a,4
"                                                     statement as to the action, i f any, which",4
"                                                     the Government have decided to take, i n",4
                                                     view of the references to Mr D . L . Gil -,4
                                                     christ i n the report of the Royal Commis-,4
                                                     sion appointed to inquire .into hischarges,4
                                                     in connexion w i t h the Kalgoorlie to Por t,4
                                                     Augusta railway?,4
                                                         Senator LYNCH  - A l l that I can say,4
                                                     i n reply is t h a t the matter was referred to,4
                                                     the Attorney-General's Department f o r,4
"                   Senate.                           advice, and so f a r no advice has been re-",4
                                                     ceived f r o m that Department.,4
"       Monday,     18 December,       -1916.",4
                                                                 HANSARD REPORTS.,4
   The PRESIDENT took the             chair   at 3        Senator O ' KEEFE  - ( B y leave) ' I wish,4
" p.m., and read prayers.                             to make a personal explanation. On",4
                                                      Saturday last I made some reference to,4
          CLASSIFICATION OP             the fact that I believed that certain state-,4
              POSTMASTERS.                            ments which I had made in a speech OH,4
    Senator READY  - I recently asked the        the previous day had been censored f r o m,4
" Minister representing the Postmaster-               the Hansard report. Y o u , sir, pointed",4
 General the following questions w i t h re-       - out t h a t t h at could not be. On your,4
" ference to the classification of postmasters         statement, I unreservedly withdrew what",4
,4
 I said. I wish now to make a further ex-       have just made with respect to the manner,5
"planation. I said that, according to. the        in which honorable senators deal with their",5
" best of my recollection, something had          proofs, when they get them, should be",5
"been omitted from my speech which I              supplemented by specific instances, stat-",5
thought should not have been omitted.            ing the honorable senators who have,5
"I promised to go more carefully over the          offended, and what they have done.",5
"speech, and I have done so. I have dis-",5
                                                    The PRESIDENT -Th e honorable,5
covered that i t was I who made the mis-,5
                                                 senator is not entitled to speak at this,5
"take. I do not, and. never have, desired,",5
"during my public career, that any blame          stage, unless by way of a personal ex-",5
should rest upon an officer of Parliament        planation. .,5
for any mistake of mine. I may be per-              Senator DELARGIE  - I s i t possible,5
mitted to say that I was reading the proof       to have a more complete statement on the >,5
"of-my speech, and was called out. of the         lines of that which you have just made?",5
chamber. This was during the all-night              The PRESIDENT  - I          have  only,5
"sitting, and when I came back to take up         stated what I found i n a general way. I",5
"the reading of the proof again things            adhere to that general statement, unless",5
were pretty lively. Instead of beginning         some action be taken which will compel,5
where I had lef t off my reading of the          me to disclose particular instances.,5
"proof, I missed a portion of th© report. I",5
have discovered that Hansard ' d i d not                   STEAM - SH IP FARES .,5
"make any mistake, and that a f u l l report",5
of my remarks was given. I take the first           Senator DELARGIE  - I ask the As-,5
opportunity to remove any blame which            sistant Minister whether the fixing of,5
may have been cast upon the Hansard              steam-ship fares and freights would come,5
Staff through my mistake.                        within the power for the framing of,5
                                                 regulations under the War Precau-,5
"   The PRESIDENT  - I am glad that tions. A c t .             I f so, is the honor-",5
Senator O'Keefe -has made this explanaable senator aware that steam-ship -,5
tion. The facts were as I stated. The companies trading to Western Australia,5
"Government exercise no control over Hanhave ceased to issue return tickets, and",5
