text,pageNumbers
                                          Senate .,12
"                                Wednesday, Ik May, 1924.",12
                          The PRESIDENT (Senator the Hon. T.,12
"                      Givens) took the chair at 3 p.m., and",12
                      read prayers.,12
                                           PAPERS.,12
                          The following papers were presented:-,12
                         Conciliation and Arbitration Act-Rul e of,12
"                           Court-Statutor y Rules 1024, No. 66.",12
                         Defence Act-Regulation s amended-Statu -,12
"                           tory Rules 1924, Ko. 63.",12
                         Lands Acquisition Act-Lan d acquired for,12
"                           Postal purposes, at Garden Vale East, Vic-",12
                           toria.,12
                       ' Northern Territory-Ordinanc e Noi 10 of 1924,12
                           -Aboriginals .,12
                         Public Service Act-Regulation s amended-,12
"                           Statutory Rules 1024, No. 52.",12
                               SUPERANNUATION ACT.,12
                        MILITARY      STAFF-SERGEANT'S PENSIO N.,12
                          Senator GARDINER asked the Minis -,12
                      ter representing the Minister f o r De-,12
"                      fence, upon notice-",12
                         1. Is i t a fact that-a staff-sergeant who has,12
                      been retired from tho Defence Department has,12
                      been granted a retiring allowance of 5s. 8Jd.,12
                      per. week?,12
                         2. Is i t a fact that the Department made a,12
"                      claim for the payment of over £30, and received",12
                      such amount from the officer in question ?,12
                         3. Is i t a fact that the amount was paid on,12
                      the understanding that the officer in question,12
                      when retired would' receive an allowance of,12
                      £130 per annum? -,12
                         4. Have similar caseB arisen in the carrying,12
                      out of the Act?,12
                         5. I f the present Act does not permit thc,12
"                      payment of the amounts contracted for, is it",12
                      the intention of the Government to introduce,12
"                      an amending Bill, to deal with same f",12
"                         6. I f so, when will tlie' measure be intro-",12
                      duced?,12
,12
    .Senator PEAROE - The Treasurer                 Senator GARDINER (New South,13
has supplied the following answers:-            Wales) [3.6] -Thi s is one of the mea-,13
    1. Yea.                                      sures that have come before us in conse-,13
"    2. Yea, under the first proviso of section   quence of tbe iniquitous Tariff imposed",13
.12 (2) of tlic Act.                             four years ago by tbe then National Go-,13
"    3. No. A pension of £130 per annum, would    vernment. No Protectionist could, by",13
have been payable had the staff-sergeant at-,13
"tained 65 years on retirement, or had been       the widest stretch of imagination, regard -",13
retired on the ground of infirmity. He retired   as protective a Customs Tariff through,13
"tit 60, tlie maximum age in his case.            which the Government collect annually",13
"    4. Yes.                                      £36,000,000. I am beginning to alter my",13
    5. The pension being paid is that contracted,13
 for under section 20 (6) of the Act.            attitude upon tbe question of bounties.,13
    6. See answer to No. 5.                      Whenever I have had the opportunity I .,13
For the information of the honorable sena-      have tried to make i t clear that no per-,13
" tor, i t is explained that the staff-sergeant   manent benefit could come to the people",13
"was 59 years of age when he commenced            of Australia by subsidizing any one section,",13
" to contribute, ancl he retired when he at-     of the community. On the other side of",13
" tained 60 years, which was the maximum          this Chamber is a party which declares",13
age of retirement i n his case. He con-         that .it will not approve any Govern-,13
 tributed twelve months' payments for            ment enterprise likely to come into,13
" five units of pension, viz., £130 per           competition with private business. To be",13
 annum-       The ful l pension of £130 per     logieal i t should .not go out of its way to,13
 annum would have been payable had he            have bounties paid to people engaged in,13
" attained the age of 65 years, or been re-      private business. Tbere is a fixed prin-",13
" tired owing to infirmity. The pension           ciple underlying this Bill, aud I am",13
 being paid is fixed by section 29 b of          wondering how long the people of the,13
" the Superannuation Act, which provides          Commonwealth will continue ladling out",13
" tbat where the age for retirement is fixed      a little benefit here, and a smaller benefit",13
" by law at an earlier age than 65 years,         somewhere else, while securing no per-",13
 the pension shall be tbe actuarial equiva-     manent advantage to tbe country. Erom,13
 lent of the contributions made or to be         the Bill itself i t would appear that the,13
" made by the contributor, and. of the share      Government are more anxious to assist",13
  of pension payable by the Commonwealth.         the canners than the fruit-growers. There,13
  The total amount of contributions paid by       was a time in tbis Senate wben in my,13
  the staff-sergeant-includin g tbe amount        lone-handed struggle for tbe principle of,13
"  of £30 16s. 9d. referred to in question 2-     individual liberty, I was assured of a",13
"  was £36 10s. 2d. Tbe actuarial equiva-         leader, i f not a supporter, in the person of",13
"  lent of that amount, together with the          Senator Drake-Brockman, but that honor-",13
"  share of pension by the Commonwealth,           able senator has now become tbe Govern-",13
"  is a pension of £14 18s. 9d. per annum-        ment Whip, and ""just for a handful of",13
"  5s. 8^d. per week.                              silver "" has left me.        His voice ig no",13
                                                  longer heard in tbe struggle for individual,13
            LEAVE OP ABSENCE.                     liberty.,13
      Motion (by Senator PEAECE) agreed               Senator NEEDHAM -H e has left your,13
  to-                                            party ?,13
     That leave of absence for two months be          Senator GARDINER - I was never,13
"  granted to Senator Wilson, on account of",13
