text,pageNumbers
                                        Senate.,12
"                             Wednesday, 28 September. 1986.",12
                           The PRESIDENT (Senator the Hon. T.,12
"                         Givens) took the chair at 8 p.m., and read",12
                         prayers.,12
                                POLITICAL LEADERS.,12
                           Senator GARDINER -Som e weeks ago,12
                        I received from the Ministers of State for,12
                         the Commonwealth an invitation request-,12
                         ing my presence at a dinner at Federal,12
                         Parliament House to-morrow night in,12
                         honour of the Governor-General. This,12
                         week the two leaders of the ^National Go-,12
"                         vernment, Mr Bruce and Dr. Earle Page,",12
                         have referred to certain political leaders,12
,12
as criminals. I ask the Leader of the             Australian Imperial Force Canteens Funds,13
Government in the Senate whether Minis-            Act-Repor t by Auditor-General on the,13
                                                    audit of tbe books and accounts of the,13
ters wish to force the Governor-General             Trustees of the Fund for the year 1924-25.,13
to sit with criminals at the same dinner          Commonwealth Bank Act-Aggregat e bal-,13
table?                                              anco-sheet of the Commonwealth Bank of,13
"                                                    Australia at 30th June, 1925, together with",13
   Senator PEAECE-D o I understand                  Statement of Liabilities and Assets of the,13
Senator Gardiner to say that the Prime              Note Issue Department; and Auditor-,13
Minister has referred to him as a cri-             General's Reports thereon.,13
minal ?                                           Inscribed Stock Act-Dealing s and trans-,13
"                                                    actions I'OT year ended 30th June, 1925.",13
   Senator GAEDINEE - I do. Dr.                   Navigation Act-Particular s of Permits issued,13
Earle Page also made the same reference.            under section 286 of the Act during the,13
                                                    past three years.,13
   Senator PEAECE -Knowin g the                   Northern Territory-Ordinanc e No. 2 of 1925,13
"Prime Minister as I do, I am quite sure             -Licensin g (No. 2),",13
tlic honorable senator has misunderstood          Public Service Ordinance-Regulations .,13
"hi in.                                            Papuan Oilfields-Repor t for month of July,",13
"                                                    1925, by Commonwealth Representative.",13
               DISSOLUTION.                       Publio Service Act-Appointments-Depart -,13
                                                    ment of Works and Bailways-,13
"   Senator HANNAN -Wha t object has                    A. Beech, C. C. Boyle, L . S. Bradshaw,",13
"the Government in obtaining a dissolu-                  G. L. Cockrell, J. N. Deebie, G.",13
"tion of the House of Represen tatives?                   Franklyn, W. T. Haslam, W. S. Hock-",13
"                                                         ing, W. G. Lawrie, A. MacLacblan,",13
"What additional power does it hope to                    J. D. O'Brien, ' A. L. Richmond,",13
"gain by an appeal to tbe people, seeing                  E. W. H . Solly, L . R. Weidner, H . T.",13
"that, it now has a majority in both                   . Wisdom, J. P. Whyte, S. J. Young.",13
Houses ?                                          Publio Servioe Act-Regulation s amended-,13
"                                                    Statutory Bules 1925, Nos. 152, 155, 156,",13
"    Senator      PEAECE -Th e reasons               157, 158, 159, 101, 102.",13
prompting the .Government in advising             Tariff Board's .Reports and Recommenda-,13
                                                    tions on-,13
