text,pageNumbers
                                                         Senator DRAKE -Befor e making any,13
                                                     change I shall carefully consider and com-,13
                                                     pare the systems in operation i n the several,13
                                                     States. .,13
                                                             ROTATION OF SENATORS.,13
"                                                         Senator O'CONNOR (New South Wales,",13
                                                     Vice-President of the Executive Council) -,13
                                                     I move-,13
"                     Senate.                            That, in pursuance of section 13 of the Con-",13
"                                                     stitution of the Commonwealth, the senators-",13
"              Thursday, 4 July, 1901.                chosen for each State'shall be divided into two",13
"                                                     classes, as follows :-",13
                                                        1. There shall be for each State a roll recording,13
     The PRESIDENT took the chair at 2.30            the names of the senators elected for the State.,13
"p.m., and read prayers.                                 2. The name of the senator, returned by the",13
                                                     highest number of votes shall be placed first on,13
"                    PETITIO N.                 the roll, and the name of the senator returned",13
     Senator KEATING presented a petition      by the next greater number of votes shall be,13
"                                                     placed uext, and so on in rotation.",13
"from 5,109 citizens and ratepayers of the               3. Thc senators whose names are placed first,",13
"State of Tasmania, praying the Senate not to         second, and third on the roll shall be senators",13
"enact clause 54 of the Post and Telegraph            of the second class, and the senators whose names",13
"Bill in its present form.                            are placed fourth, fifth, and sixth on the roll Bhall",13
                                                     be senators of the first class.,13
 - Petition received.,13
                                                     The motion which I now have the honour,13
      CHAIRMAN OP COMMITTEES.                 to move is rendered necessary by section 13,13
"                  CASTING VOTE.                      of the Constitution Act, which provides for",13
    Senator CLEMONS (Tasmania). Mr what is called the rotation of senators. The,13
President - I wish to draw your attention            object of the section is to insure that there,13
"to the Jownals of tbe Senate for to-day,             shall bo every six years a renewal of half",13
"where you will see i t is stated that in              the senators, so that the Senate shall be",13
"committee, last night-                              brought into direct touch with - the people.",13
                                                     The section also provides that the Senate',13
"    The number of the ayes and noes being equal,",13
"tho Chairman gave his casting vote with the ayes.    shall be a continuous body-tha t is jto say,",13
"I submit, sir, that, i n accordance with your        that there shall be always i n the Senate a",13
"ruling on that question, the Chairman did             number of members who have at all events",13
not give a casting vote. I f this statement          had three years' experience in thp Parlia-,13
"is allowed to remain on the Journals, i t may        ment.      Therefore, the periods of retire-",13
create a veiy bad precedent on the subject           ment are arranged in such a way that,13
 which was thoroughly thrashed out and               although they take place every three,13
"decided yesterday. I think you will agree            years, and half the Senate has to bo-",13
"with me that tlmt vote-howeve r i t may              re-elected i n that period, half the Senate is",13
have been designated by the Chairman                 always continuous. . For that reason i t is,13
-coul d only have been sucli a vote as               necessary to make a starting point at,13
"i t was within his power to give, namely, a          the beginning of the Parliament; and",13
"deliberative vote. Therefore, the statement          it is provided that in order to arrive",13
 in the Journals that the Chairman gave a             at a starting point half the Senate at,13
"casting vote, is not strictly accurate.               the end of the first three years shall",13
                                                      retire for re-election and that thc remainder,13
     The PRESIDENT - I think the best                shall retire at the end of six years. I t ',13
 way to avoid all difficulty will be to strike       becomes requisite under this section to,13
" out the word ""casting."" I will see that             devise a method by which the half of the",13
i t is done.                                         Senate that is to retire at the end of three,13
       REGISTRATIO N OF POSTAL                       years shall be selected. A motion be-,13
                   ARTICLES.                         comes necessary because the Constitution,13
     Senator HIGGS asked the Postmaster-            has thrown upon the Senate itself the duty',13
" General, upon notice-                              of determining in what way the division -",13
    1. Will he compare the system of registration    shall be made. Honorable senators will,13
of postal articles in vogue in Victoria with Uiat in remember that the section does not provide,13
nse in Queensland 1                                  any statutory method or any method which',13
    2. WiU he adopt the Victorian practice ?,13
,13
"will endure beyond the occasion which has          class retires at the end of two years, the",14
"made i t necessary. During the present             next at the end of four yea.rs, and the third",14
"period, therefore, we shall have to come to        at the end of six years.          I t was left",14
a conclusion as to the best method of mak-        perfectly open to the Senate of the United,14
"ing the division; and a new Senate will,           States to arrive at a division, and the",14
be perfectly free to make its own division         method adopted was to arrange -the rotation,14
i n any way i t thinks fit. I mention that         by lot. They divided the Senate into,14
"because I think i t is necessary in considering    three classes, and then a representative",14
what we have to do to look at the imme-           from each class drew by lot to deter-,14
diate circumstances. We need have no con-         mine which senators should be i n the,14
"cern witli possible cases. The mode of             first class, which in the second, and which",14
"division on any future occasion, which may         in the third.       I n several of the State",14
"present different circumstances, will be made      Constitutions in America- I think i n ten",14
then by a different Senate. We now have            altogether-ther e are similar provisions for,14
to do with the circumstances that concern          the rotation of senators. I n all these cases,14
us. Those who have taken any interest in           the method is directed to be by lot. I,14
the construction of our Constitution may           do not know of any State Constitution,14
remember that as i t was originally drafted        in America where the rotation is to,14
before the Convention held i n Adelaide            be by any other method. Those prece-,14
tbe clause provided that the division should       dents certainly satisfy one that there is a,14
be by lot. The provision remained in that          great deal to be said in favour of that method,14
"position during tlie Convention in Sydney,         of arriving at a division. But on the other",14
"but during tlie Convention in Melbourne            hand, the method of taking the senators",14
was amended by striking out the words              according to the number of votes they re-,14
"""by lot,"" thus leaving i t to the Senate           ceived, is not without example i n Australia.",14
"to determine i n what way the division              I find that, according to the Constitu-",14
should be made. We have a perfectly free           tions of South Australia and Western Aus-,14
"hand i n determining by what method the             tralia, where there is a rotation, and mem-",14
Senate shall be divided into two classes.           bers have to retire at the end of a certain,14
"The Constitution provides that there shall          time, i t is provided that the retirement",14
be a division into two classes; tliat those of the  shall be in accordance with the number of,14
first class shall retire at the end of the third     votes polled at the election.,14
"year from the commencement of their term,               Senator Sir FREDERICK SARGOOD -An d i n",14
and that those of the second class shall retire     the original Constitution of Victoria.,14
at the end of six.years from the commence-             Senator O'CONNOR. - I was not aware,14
ment of their term. I t seems to me that there      of that.,14
"are only two possible ways in which the                 Senator GLASSEY,-N o matter by what",14
"division can be made-eithe r by lot, or             means those votes were procured?",14
by taking the number of votes received                  Senator O'CONNOR -Th e way i n which,14
 by each senator at the elections. I n other        the votes were procured is. a matter into,14
" words, we may either provide that lot shall        which we cannot go.",14
"settle the question, or that the three highest          Senator BARRETT -I n all those cases i t",14
on the poll in each State shall remain mem-        is provided by lot.,14
"bers of the Senate for six years, whilst the            Senator O'CONNOR -An d i n all those",14
three lowest shall remain members for three         cases the method of retirement appears on,14
 years. I must confess that at first I was          the face of the Constitution itself. I t is,14
 very much inclined to take the view that           to be understood that the election of a man,14
 under all the circumstances the method              carries with i t his right to remain for a,14
" likely to arrive at the best results in the        longer or shorter period, according to his",14
 interests of the Commonwealth itself was           place upon the poll. I merely mention these,14
 to make the division by lot.                  No   matters with the view of showing that i n,14
 doubt there are a number of very good              whatever way we look at the matter i t is,14
 arguments for that method of settling               not    without precedent and         example.,14
" the question. One section of the Ameri-            Really we have to decide, after the best",14
" can Constitution provides for the renewal           consideration that can be brought to bear,",14
 of the Senate. There are three classes              which is the method for tlie Senate to adopt.,14
 of senators. Six years is the whole period          After some fluctuation of opinion the,14
 for which a senator is elected. The first           Govemment has thought that the better,14
                                                               o,14
,14
 plan to submit for the indorsement of the            Senator Sir JOSIAH SVMON -H e must run,15
 Senate would be that which is embodied i n        the gauntlet of an election.,15
 this motion. I t provides that there shall           Senator STEWART  - I read section 15,15
 be prepared a roll of the senators for each      of the Constitution Act differently-,15
 State. The names of the senators returned           If the place of a senator becomes vacant,15
 by the greatest number of votes shall be         before tlie expiration of his term of office the,15
 placed first upon the roll. The names of         House of Parliament of the State for which he,15
" the senators elected by the next greatest        was chosen shall, sitting and voting together,",15
                                                  choose « person to holdfcheplace until the expira-,15
" number of votes shall be placed second, and      tion of the term or until the election of a suc-",15
" so on, by rotation. The senators whose names     cessor, as hereinafter provided, whichever first",15
" are placed first, second, aiid third on the      happens.",15
 roll shall be senators of the second class;      When we come to the next paragraph of,15
" and those wliose names are placed fourth,        the section we find i t provides that-",15
" fifth, and sixth on the roll shall be senators      Afcfchenext general election of members of the",15
" of the first class. That plan insures that       House of Representatives, or at the next election",15
" the senators lowest on the poll in each State    of senators for the State, whichever first happens,",15
"                                                  a successor shall, if the term has not then ex-",15
" --tha t is, the senators described i n this      pired, be chosen to hold the place from the date",15
 motion as of the first class-shal l retire       of his election until the expiration of the term.,15
" within three years, and the senators of the      My reading offchesection is that if a senator",15
 second class at the end of six: years. I t       of the second class were to die to-morrow,15
 appears to the Government that taking            his successor would have to run the gauntlet,15
" everything into consideration, that method       of an election at the first election.",15
 is the fairest and the most obvious way of          Senator DOBSON (Tasmania) -. 1 can-,15
 arranging the division which has to take         not say that the mode which my honorable-,15
 effect under section 13 of the Constitution.    friend has selected on behalf of the Govern-,15
 The matter is important i n this sense : that    ment for dividing senators into two classes,15
i t is necessary that the Senate shall come to   is unfair. Ifc appears to me that the tliree,15
"a conclusion as early as possible, because i n    men who headed the poll in each State may be",15
" the event of any vacancy occurring, the per-   said to more fully representfchechoice of the",15
 son who is elected will be returned for the reelectors than the three who stood lowest on,15
mainder of the term of the senator whose seat     the list. Therefore I have no objection to,15
"has been vacated. I can understand a difficult   this proposal. I desire to point out, how-",15
" question arising i f a vacancy should occur     ever, tliat the election of senators for Tas-",15
"before this question is settled. That makes      mania is . slightly, i f not greatly, removed",15
 i t important in point of time. B ut i t is     from tlie principles which govern the elec-,15
also important to individual senators and        tions in the other States - As honorable,15
"to the States who havesent them here that      senators are aware, we liave in Tasmania a",15
" the fairest and best method of arriving at a    system of proportional voting, the very idea",15
division shall be come to by the Senate.         of that system being that minorities shall,15
     Senator STEWART (Queensland) - I            be represented.         Before we could obtain,15
entirely agree with the motion. I think i n      any knowledge of the position in which the-,15
all the circumstances ifc provides fche proper   honorable senators for that State really,15
"way of settling fche term for which senators     stand i n the minds of the electors,",15
shall hold office. I t appears to me thafc those I take i t that we should have to analyze,15
 senators who received the highest number        most carefully every vote given upon each,15
"of votes for the time, at any rate, enjoy the    ballot-paper.      I may say at once that",15
confidence of the electors in a greater degree   Senator Keating and Senator Clemons are,15
than those who polled the lesser number.         undoubtedly first and second on the poll for,15
"There is one matter, however, i n connexion      Tasmania. No scrutiny of the ballot-papers",15
with this motion about which I am not            would alter the positions that they hold in,15
"quite clear. Am I to understand that i f a       the minds of the electors. Then, sir, comes",15
"senator of the second class were to die,         Senator O'Keefe, while I come fourth,",15
"his successor would hold office forfcheperiod    Senator Cameron fifth, and Senator Macfar-",15
of six years?                                    lane sixth. I t would be almost impossible,15
"     Senator GLASSEY -No , he would hold         for any one to say, without a thorough",15
"office forfchebalance of the term.               scrutiny of the ballot-papers,'which of the",15
     Senator DRAKE -Tha t is quite right for     four stands first in the minds of the electors.,15
the second class.                                I do not raise the point so as to involve any,15
                                    o,15
,15
question between Senator O'Keefe and               very principle for which people support it..,16
myself; but what I desire to point out is          I t has the effect of allowing a section of the-,16
