text,pageNumbers
"            Thursday, 25 August 1988                         has proved to be flexible and should not be",9
                                                             radically altered.,9
                                                         2. our deep concern that the recommendations of,9
    The PRESIDENT (Senator the Hon.                          the Constitutional Commission and its advisory,9
" Kerry Sibraa) took the chair at 10 a.m., and                committees which propose radical changes to",9
 read prayers.                                               the Constitution are threatening to reduce our,9
                                                             rights as citizens of the Commonwealth.,9
                     PETITIONS                           3. our strongest opposition to any referendum,9
    The Clerk-Petitions have been lodged for                 proposals of the Hawke Government which,9
                                                             gives more power to the Government and less,9
presentation as follows:                                     to the people and which concentrates that,9
     Australian Broadcasting Corpol'ation:                   power in Canberra at the expense of the States,9
                                                             and weakens the role of the Senate.,9
             Commercial Sponsorship,9
To the Honourable the President and members of        by Senator Durack (from 79 citizens).,9
the Senate of the Commonwealth Parliament,9
assembled.                                                       Proposed Identification Card,9
   The petition of these residents of the Common-    To the Honourable the President and members of,9
wealth of Australia.                                  the Senate in Parliament assembled.,9
   Respectfully showeth                                  The petition of the undersigned citizens of Aus-,9
                                                      tralia respectfully showeth:,9
      that the Australian Broadcasting Corporation,9
   provides the citizens of the Commonwealth of          (I) That we are totally opposed to the introduc-,9
"   Australia with the only nation-wide, independent           tion of the Labor Government's Identity Card.",9
   radio and television service.                         (2) That this form of national and compulsory,9
"      that the independence of the Australian Broad-         identification will be intrusive, costly for tax-",9
   casting Corporation must be preserved in the in-          payers and business and will not be effective,9
   terests of the citizens of the Commonwealth of             in combating the growing problems of tax,9
"   Australia.                                                 evasion, illegal immigrants or social security.",9
      that the introduction of commercial sponsorship    (3) That we are deeply concerned at the Labor,9
   or any form of advertising material from commer-          Government's inability to provide effective,9
"   cial sources, would destroy the independence of            and efficient methods to combat tax and so-",9
   the Corporation.                                           cial security fraud without resorting to expen-,9
"   Your petitioners therefore humbly pray that the            sive, ineffective and authoritarian measures",9
Honourable Senators will oppose the introduction of           which are alien to the Australian way of life.,9
any form of sponsorship or advertising material from     (4) That we call upon the Labor Government to,9
commercial sources into the programs of the Austra-          improve management systems within the Aus-,9
lian Broadcasting Corporation.                                tralian Taxation Office and other departments,9
   And your petitioners as in duty bound will ever            to crack down on tax evasion and fraudulent,9
pray.                                                         practices.,9
by Senator Jones (from 27 citizens).                    And your petitioners as in duty bound will ever,9
                                                      pray.,9
           Australia Card: Referendum                 by Senator Jones (from 422 citizens).,9
To the President and senators in Parliament assem-,9
"bled, your humble petitioners showeth that the pro-    Report of the Joint Select Committee on",9
