text,pageNumbers
"            Tuesday, 22 May 2001                where the insured is an Australian citizen,",19
                 -----                         permanent resident or small business; will,19
                                                pay 100 cents in the dollar for claims for a,19
   The PRESIDENT (Senator the Hon.              total loss on a primary place of residence,19
"Margaret Reid) took the chair at 2.00 p.m.,     where the insured is an Australian citizen or",19
and read prayers.                               permanent resident; and will pay 100 cents in,19
    MINISTERIAL ARRANGEMENTS                    the dollar for claims where the insured is an,19
   Senator ALSTON (Victoria-Deputy              Australian not-for-profit organisation. The,19
Leader of the Government in the Senate)         government will also give 90 cents in the,19
(2.00 p.m.)-by leave-I inform the Senate        dollar support for other claims where the,19
"that Senator Robert Hill, the Minister for the  insured is subject to an income test and",19
"Environment and Heritage, the Minister rep-    where the family taxable income is less than",19
"resenting the Prime Minister and the Minis-    $77,234. It increases by $3,139 for each ad-",19
ter representing the Minister for Reconcilia-  ditional child. A policyholder qualifies re-,19
tion and Aboriginal and Torres Strait Islander  gardless of the size of their claim. There will,19
"Affairs, the Minister for Trade, the Minister   also be a cover of 90 cents in the dollar",19
for Foreign Affairs and the Minister for For-  where claims have been lodged for Austra-,19
"estry and Conservation, will be absent from     lian small businesses that have 50 employees",19
question time today. The minister is attend-   or fewer.,19
ing the funeral ceremony for an Uluru elder        There are a number of other aspects of the,19
in Central Australia. During Senator Hill's     claim. Those matters not covered are claims,19
"absence, I shall be the Minister representing   where the insured is not an Australian citizen",19
the Prime Minister and the Minister repre-     or permanent resident and claims for reinsur-,19
senting the Minister for Reconciliation and     ance contracts. We will not be paying insur-,19
"Aboriginal and Torres Strait Islander Affairs,  ance mandated by state and territory gov-",19
"the Minister for Foreign Affairs and the        ernments, we will not be paying for any",19
Minister for Trade. Senator Minchin will        business that is not an Australian business or,19
represent the Minister for the Environment      does not meet the definition of a small busi-,19
and Heritage and the Minister for Forestry      ness and we will not be paying for claims,19
"and Conservation.                               where the insured was a director, an officer",19
    QUESTIONS WITHOUT NOTICE                    or an associate of a director or officer of any,19
               HIH Insurance                    company within HIH three years before its,19
"                                                failure, nor will we pay claims where the",19
   Senator CONROY (2.01 p.m.)-My                insured was an individual or an associate of,19
"question is to Senator Alston, representing     an individual who was in a position to influ-",19
the Prime Minister. Can the minister inform     ence or advise the directors or officers of any,19
the Senate whether the $500 million HIH         companies within HIH three years before its,19
bailout package announced yesterday by the      failure.,19
Prime Minister will cover the cost of HIH,19
"policyholders who are being sued and wish          Senator CONROY-Madam President, I",19
to defend their claims?                         ask a supplementary question. Will any of,19
   Senator ALSTON-The package is de-           the government's $500 million taxpayer,19
signed to essentially stand in the shoes of     funded bailout of HIH go to policyholders in,19
"HIH Insurance so that, to the extent that       the building industry, whether it be home",19
those people have claims against the com-      owners who wish to sue their builders or,19
"pany, those claims will be dealt with in the    builders who are being sued by their clients?",19
normal manner. I think we have already             Senator ALSTON-In relation to the,19
"made it clear how that will be brought about.   building industry, that matter is the responsi-",19
"The package will pay 100 cents in the dollar    bility of state governments. Those schemes,",19
for people with salary continuance policies     together with a number of other schemes that,19
and disability policies who are Australian      fall within the responsibility of the state gov-,19
"citizens or permanent residents; will pay 100   ernments, are matters to be dealt with by",19
cents in the dollar for personal injury claims  them. We will not be paying insurance man-,19
,19
dated for compulsory third-party motor vehi-   a demonstrated need and ongoing commer-,20
"cle insurance, workers compensation, build-    cial viability will be eligible for funding un-",20
ers warranty and professional indemnity for     der that scheme.,20
legal practitioners to the extent that that is     Particularly significant for those who want,20
compulsory in some states. If Senator Con-     high-speed access to the Internet is the,20
roy is concerned about matters arising out of   minimum guarantee in relation to data bit,20
"builders warranty-in other words, people        rates that will increase what is effectively a",20
"who take out insurance for indemnity from       2.4 kilobit rate to a 19.2 kilobit rate, which",20
an insurance company in respect of claims-     gives people sufficient bandwidth capability,20
those claims are dealt with under state and     to web browse and to have email and chat,20
territory government legislation and are not    services. This generally puts them on a par,20
the responsibility of the federal government.   with those in metropolitan areas. To the ex-,20
"        Rural and Regional Australia:           tent that they want higher bit rates, they will",20
"             Telecommunications                 be able to obtain that from other services,",20
                                                and our digital data service capability is al-,20
   Senator CALVERT (2.05 p.m.)-My               ready legislated for.,20
question is to the Minister for Communica-,20
"tions, Information Technology and the Arts,        The real answer to the second part of",20
Senator Alston. What recent commitments         Senator Calvert's question is: there is only,20
"has the coalition government made to further    one risk to all of this package, and that is",20
improve phone and Internet services in re-     Labor. Labor has form on reneging on these,20
gional Australia? Is the minister aware of      sorts of policy commitments. Senator,20
"any risks to the early delivery of these im-   Schacht, who is not here-and who, in any",20
"portant commitments?                            event, will not be here for much longer-was",20
                                                the high-water mark of this during the last,20
   Senator ALSTON-Last week we an-             election. Mr Crean is on record in recent,20
nounced a package of $163 million to ad-       times as making all these sliding around,20
"dress the recommendations of the Besley         promises: ‘Yes, we will review commitments",20
