text,pageNumbers
"                                    Wednesday, 15 November 2017",15
"   The PRESIDENT (Senator the Hon. Scott Ryan) took the chair at 09:30, read prayers",15
and made an acknowledgement of country.,15
                                          DOCUMENTS,15
                                                Tabling,15
"   The Clerk: I table documents pursuant to statute, as listed on the Dynamic Red.",15
   Details of the documents also appear at the end of today's Hansard.,15
                                         COMMITTEES,15
                                               Meeting,15
   The Clerk: Proposals to meet have been lodged as follows:,15
   Environment and Communications References Committee-private meeting otherwise than in,15
"accordance with standing order 33(1) on Thursday, 16 November 2017, from 1.05 pm.",15
"   Finance and Public Administration Legislation Committee-public meeting today, from 4.30 pm, for",15
the committee's consideration of the 2017-18 supplementary Budget estimates.,15
   Public Accounts and Audit-Joint Statutory Committee-private meetings otherwise than in,15
"accordance with standing order 33(1), from 9.30 am, on Wednesday, 29 November and Wednesday, 6",15
December 2017.,15
   The PRESIDENT (09:31): I remind senators that the question may be put on any,15
proposal at the request of any senator.,15
                      PARLIAMENTARY REPRESENTATION,15
                                          South Australia,15
"   The PRESIDENT (09:31): I have received, through the Governor-General, from the",15
Governor of South Australia a copy of the certificate of the choice by the houses of,15
parliament of South Australia of Rex Patrick to fill the vacancy caused by the resignation of,15
Senator Xenophon. I table the document.,15
                                           Senators Sworn,15
   Senator Rex Patrick made and subscribed the oath of allegiance.,15
                                            BUSINESS,15
                                    Days and Hours of Meeting,15
"   Senator FIFIELD (Victoria-Manager of Government Business in the Senate, Minister",15
"for Communications, Minister for the Arts and Acting Minister for Regional",15
"Communications) (09:35): At the request of Senator Brandis, I move:",15
   That the days of meeting of the Senate for 2018 be as follows:,15
   Autumn sittings:,15
"   Monday, 5 February to Thursday, 8 February",15
"   Monday, 12 February to Thursday, 15 February",15
   Autumn sittings (2):,15
,15
"   Monday, 19 March to Thursday, 22 March",16
"   Monday, 26 March to Wednesday, 28 March",16
   Budget sittings:,16
"   Tuesday, 8 May to Thursday, 10 May",16
   Winter sittings:,16
"   Monday, 18 June to Thursday, 21 June",16
"   Monday, 25 June to Thursday, 28 June",16
   Spring sittings:,16
