text,pageNumbers
                                                        column of the table that the paper was,14
"                      Senate.                           already in type, but had not been ordered",14
                                                        to be circulated amongst honorable sena-,14
"             Friday,   23 August, 1-907.",14
                                                       -tors.     Believing it was a paper of some,14
"                                                       importance, the Committee recommended",14
      The PRESIDENT took the chair at 10.30.            that it should be printed and circulated.,14
"   a.m.,. and read prayers.                                 Senator TRENWITH (Victoria) [3.36].",14
  STATE REFERENDUMATFEDERAL          - I desire to suggest to the Printing Com-,14
"                  "" ELECTIONS.                          mittee what I think would be an improve-",14
      Senator STEWART asked the Vice-           ment in the form of presenting their report.,14
"   President of the Executive Council, u-pon           It came as a temporary shock to me yester-",14
  notice-                                             day afternoon when the report was being,14
     1. Has the attention of the Government been       read to learn that they had recommended,14
   called to a statement recently made by Mr        that several very important papers should,14
"   Kidston, Premier of Queensland, to the effect       not be printed.        But it occurred to me",14
   that he proposes to take a referendum on the,14
"  reading of the Bible in' State schools, at the       almost at once that the papers were in",14
"  next Federal election ?                              print, and that that was the reason' for",14
     2. Is it the intention of the Government to       the recommendation.           I would suggest to,14
  permit the minds of the Federal electors to be       the Printing Committee that in any future,14
  distracted by the introduction in this fashion       case of that kind they should indicate in,14
  of highly controversial questions of State,14
  policy ?                                             their report that the paper is already in,14
                                                       print.,14
      Senator BEST  - I believe that some cor-,14
  respondence has taken place in regard to                 Question resolved in the affirmative.,14
  this and similar matters. I have not yet,14
  had an opportunity to make myself ac-                      BILLS OF EXCHANGE BILL.,14
"  quainted with it, and I ask my honorable                 In Committee (Consideration resumed",14
"  friend to renew the question on Wednesday from 23rd August, vide page 2210).",14
  next.                                                    Postponed clauses 3 and 4 agreed to.,14
           PRINTING COMMITTEE.                             First schedule.,14
      Consideration of Printing Committee's                Senator GIVENS (Queensland) [10.40].,14
"  report, presented 22nd August (vide page - I understand, sir, that the proper pro-",14
  2179).                                               cedure is not to consider the schedule of,14
     Senator HENDERSON (Western Ausa B i l l until the B i l l has been finally dealt,14
  tralia) [10.34] - I move-                           with.      Both Senator Walker and myself,14
     That the report be adopted.                       propose to move the insertion of new,14
"  So far as it has been able, the Printing clauses.",14
  Committee has carried out the desire of the              The CHAIRMAN  - T h e proper course,14
"  Senate in respect of the tabulating of for an honorable senator to pursue is, when",14
"  papers, both printed and imprinted. The I put the motion to report the B i l l , to",14
"  report which honorable senators are now move, as an amendment, that .the B i l l be",14
  asked to adopt discloses the title of each reconsidered for the purpose of dealing,14
 paper which was considered by the Commitwith proposed new clauses.,14
" tee at its lasfmeeting, and its recommenda-",14
                                                          Senator GIVENS  - B u t the schedule,14
 tion in each case. I may explain that some -,14
                                                      will have been considered.,14
 of the papers which are recommended not,14
" to be printed, such as the regulation under              The CHAIRMAN  - T h e whole B i l l can",14
"'the Defence Acts, have already been printed be reconsidered at that stage.",14
"  as statutory rules, and consequently the                 First schedule agreed to.",14
 Committee took no action in respect of them.             Second schedule.,14
 The Committee recommended the paper FORM OF PROTEST WHICH MAY BE USED WHE N,14
" headed "" Lands Acquisition Act "" not to                 THE    SERVICES OF , A NOTARY CANNOT BE",14
" be printed, because it was considered to                 OBTAINED.",14
" be of an unimportant character, so far as               Know all men that I, A . B . [householder], of",14
" giving information to honorable senators in the Commonwealth             in the State of                ,",14
"                                                                               of Australia, at the re-",14
" was concerned, and also because it had quest of CD . , there being no notary public",14
"  already appeared in the Gazette.            The available, did on the                               day",14
" Committee recommended the Report of the of                             . , 19 , at                      ,",14
 Conference of Statisticians to be printed' demand               payment [or acceptance] of the bill of,14
"                                                      exchange hereunder      written, from   E.F., to",14
 It will be seen from the remark in the third which demand he made answer [stale answer.,14
     . [8i]- - 2,14
,14
"i f any], wherefore I now, in the presence of        100 restored to the form in which ""it was",15
"6 . H . and J . K . , do protest the said bill of - presented, and in which the Government",15
exchange.,15
            (Signed)           A.B.                  think it ought to leave the Senate.,15
                                                         Amendment agreed to.,15
                                *j K ' } Witnesses.      Senator GIVENS -I s it necessary that I,15
"    N.B -Th e bill itself should be annexed, or",15
 a copy of the bill and all that is written          should move to amend the heading of the,15
thereon should be underwritten.                      schedule in the way suggested?,15
    Senator WALKER (New South Wales)           . The CHAIRMAN -Th e                     suggested,15
 [10.42] -I n the States promissory notes            amendment will be taken as consequential.,15
"are eclipsing bills of exchange, and, there-            Amendment, by Senator WALKER, pro-",15
" fore, I ask the Minister in charge of the           posed-",15
"                                                         That after the word ""exchange,"" line 11,",15
"Bill to consider whether it will not be well         the words "" or promissory note"" be inserted.",15
"to insert the words, ""or promissory note,""",15
 in this schedule. According to the defini-             Senator KEATING (Tasmania-Minis -,15
" tion clause, a bill of exchange does not in-      ter of Home Affairs) [10.47] - I point out to",15
clude a promissory note.                             the honorable senator that a bill of ex-,15
                                                     change is not defined ih the interpretation,15
"     Senator GIVENS (Queensland) [10.43].            clause. We provide that "" b i l l "" means a",15
"-I n order to bring the schedule into line           bill of exchange, and "" note"" means a",15
" with clause 100, as amended, I mov&-               promissory note."" I question whether there",15
    That the following words be left out :-         would be any great advantage derived from,15
" "" there being no notary public available.""          the amendment.",15
 It will be remembered that we struck out of             Senator WALKER -Par t IV. of the Bill,15
"clause 100 the words providing that the ser-        deals with "" Promissory Notes.""",15
 vices of a notary public should be obtained,15
" where such an official was available.                   Senator KEATING -Yes , but as I",15
"                                                     have already pointed out, the term ""bill",15
"    Senator KEATING (Tasmania-Minis -        of exchange "" used in its widest sense covers",15
"ter of Home Affairs) [10.44] - I wish it to          not only what is known as an acceptance,",15
be understood that whilst I do not pro-             but also a promissory note and a cheque.,15
" pose to ask the Committee to divide, that           It might be that it would be advisable to",15
 is not to be construed into a recognition           retain the words as they stand at present.,15
 that it will have done wisely if it accepts          I do not know that any great harm would,15
"this consequential amendment. At a later             be done by accepting the amendment, but I",15
stage I propose to ask the Senate to re-            do not think that it is necessary.,15
"commit clause 100, and then, if it is re-               Senator WALKER -W e might in the in-",15
"committed and restored to its original form,         terpretation clause define "" bill. of ex-",15
" it will, if this amendment is carried, be           change "" to mean a bill or promissory",15
 necessary to make a consequential altera-          note.,15
" tion in the schedule, restoring it to its               Senator KEATING -Whe n the Bill is",15
 present form. . For the purpose of har-            recommitted I promise the honorable senator,15
" mony, however, a prior amendment should             that I shall consider that.",15
"be made in the schedule. The heading                     Amendment, by leave, withdrawn.",15
"should be altered by striking out after the               Second schedule, as amended, agreed to.",15
" word "" protest "" the words "" which may be                Motion (by Senator GIVENS) agreed to-",15
 used when the services of a notary cannot               That the B i l l be reconsidered for the pur-,15
"be obtained.""                                        pose of considering new clauses 7A, 8 IA , and",15
                                                     94A.,15
    Senator GIVENS -I s not the title of a,15
clause or a schedule necessarily altered in              (Reconsideration.),15
accordance with any amendment made                       Senator GIVENS (Queensland) [10.52].,15
therein ?                                            - I move-,15
"     Senator KEATING  - I do not know             That, the following new clause be inserted to",15
"that it is, but no harmcould be done by            follow clause 7 :-",15
"making the heading consistent with clause                "" 7A -(1 ) From and after the thirtieth day of",15
                                                     June One thousand nine hundred and eight,15
" too in its amended form.                I suggest   a bill of exchange, cheque, or promissory note",15
 that the words to which I have referred              drawn or made within the Commonwealth,15
"should be struck out for. no other purpose           shall not be"" invalid or inadmissible in evidence",15
 than that when the Bill leaves the Com-            by .reason that it - is not stamped with a duty,15
"                                                      stamp under, the law of any State.",15
 mittee it shall be without any inconsisten-          - (2) A person shall not be liable to a penalty,15
" cies in this respect. Hereafter, as I said,          for indorsing, negotiating, using, transferring,",15
" I shall take the proper course to have clause       or presenting for payment a bill of exchange,",15
,15
" -cheque, or promissory note which is not stamped          taxation in one State, light taxation in",16
  with a duty stamp under the law of any State.,16
     Provided that this sub-section shall only,16
"                                                           another, and might not be taxed at all",16
 ^apply to a penalty for enforcing the payment             in a third. Merchants making use of these,16
 -of stamp duty or for securing the affixing of           instruments in one portion of the Common-,16
"  a duty stamp on any instrument.""                         wealth might be placed at a great dis-",16
  As clause 7 was originally submitted to the advantage as compared with competitors,16
  Committee it contained a provision limiting in other parts of the Commonwealth. Some,16
  the right of the States to impose stamp persons hold that what I propose in this,16
" ^taxation on bills of exchange, cheques, matter is an interference with the States'",16
" .and promissory notes. That provision was right of taxation, and an unwarrantable",16
"  struck out, and as the clause stands the interference with those rights.",16
  States have unlimited powers to impose                      Senator W . RUSSELL  - S o it is.,16
 taxation upon these instruments of trade                     Senator GIVENS  - T h e fact is that the,16
" -and commerce, which under the ConstituFederal Parliament, in carrying a proposal",16
" tion should.be controlled by the Federal of the sort, would not interfere in the",16
" authority. As introduced, clause 7 conslightest degree with the rights of the",16
 tained the following sub-clause-                        States.     The States are in exactly the same,16
"     "" Billsof exchange, cheques, and promissory position as the Commonwealth.                       They do",16
 notes drawn or made after the commencement,16
 of this Act shall not be subject to stamp duty not possess an iota of power that they do,16
" under the laws of any State other than-                 not derive from the people, nor does the",16
       (a) in the case of a bill of exchange (not Commonwealth.,16
              being a cheque)-th e State in which             Senator W . RUSSELL  - W h a t the honor-,16
              the bill is drawn :,16
       (i) in the case of a cheque-th e State in able senator proposes would take away one,16
