text,pageNumbers
                                           is produced for the purpose of using car-,11
                                           bide in the manufacture of synthetic,11
                                           rubber.,11
                                              Senator COLLINGS- I have not,11
                                           read the article referred to by the honor-,11
"                                           able senator, but I shall obtain a copy",11
                                           of it and take action along the lines,11
                                           suggested by him.,11
                                                   ABOLITION OF STATE,11
                                                       PARLIAMENTS.,11
                                              Senator FOLL -I n view of the state-,11
                                           ment by the Government yesterday to,11
                                           the effect that it proposes to submit at,11
                                           an early date certain proposals for an,11
"                                           alteration of the Constitution, will the",11
                                           Leader of the Senate state whether at,11
                                           the same time the Government will givi-,11
                                           to the people of Australia an oppor-,11
                                           tunity to record their vote as to whether,11
                                           they are in favour of the abolition of,11
                                           State Parliaments?,11
                                              Senator COL-LINGS -Th e honorable,11
                                           senator is aware that the intentions of,11
                                           the Government with regard to matters,11
                                           of policy are not disclosed in reply to,11
                                           questions.,11
                                              -Senator FOLL -Wil l the Government,11
                                           give consideration to the proposal?,11
                                              Senator COLLINGS - I shall give no,11
                                           answer other than that already supplied.,11
                                              JOIN T COMMITTEE ON WAR,11
                                                       EXPENDITURE .,11
                                              Senator A. J. MCLACHLAN -I n,11
"                                           accordance with its terms of reference,",11
                Senate .                   I present a statement from the Joint,11
"       Thursday, S September, 1942.        Committee on War Expenditure indicat-",11
                                           ing subjects on which confidential memo-,11
                                           randums have been addressed to the,11
   The   PRESIDENT     (Senator the   Hon. Prime Minister for the consideration of,11
"J. Cunningham) took the chair at 3 p.m.,   the War Cabinet.",11
and read prayers.,11
                                                DISTRIBUTION OF MOTOR,11
        SYNTHETIC RUBBER.                                   TYRES.,11
   Senator LAMP -Ha s the Leader of           Senator AYLETT -Wil l the Minister,11
the Senate read an article published in    representing the Minister for Supply and,11
the Sydney Daily Telegraph on the 20th     Development state the number of motOT,11
"August last, and written by Mr A. E.      tyres applied for in Tasmania, for",11
"Penfold, Curator of the Sydney Techno-    which delivery is now awaited under",11
"logical Museum, pointing out the possi-   priorities Nos. 1, 2, 3 and 4? What was",11
bility of manufacturing synthetic rubber   the number of tyres sold in Tasmania in,11
