text,pageNumbers
                                          Senate .,19
"                              Wednesday, S November, 1980.",19
                           The PBEaroBNT (Senator the Hon. T.,19
"                        Givens) took the chair at 3 p.m., and",19
                        read prayers.,19
                                   SOLDIEES' HOMES.,19
                          Senator DE LARGIE - I ask the,19
                        Minister for Defence (Senator Pearce),19
                        whether he is yet in a position to reply,19
                        to the question put to him by Senator,19
"                        Gardiner, i n reference to soldiers' homes,",19
                        as far back as the 17th September last*,19
                          .Senator PEAROE -Whe n the ques-,19
"                        tion was asked by Senator Gardiner, the",19
                        reply given was that the desired infor-,19
                        mation was being compiled. The state-,19
"                        ment is of a very lengthy character, and",19
"                        I shall, therefore, lay i t upon the table",19
                        of the Senate.,19
                                          PAPERS.,19
                           The following papers were presented:-,19
                          Defence Act -Regulation s amended -Statu -,19
"                            tory Rules 1020, Nos. 17S, 170, and 180.",19
                          Distillation Act -Regulation s amended -,19
"                            Statutory Rules 1920, No. 184.",19
                          Excise Act -Regulation s amended -Statu -,19
"                            tory Rules 1920, No. 183.",19
"                          Houses built by War Service Homes ""Com-",19
"                            missioner up to 31st July, 1920-Particu -",19
                            lars re (in answer to question by Senator,19
                            Gardiner).,19
                          Public Service A c t -,19
"                            Appointment of A. Dunn, Department of",19
                                 the Treasury.,19
"                            Promotion of 7. C. Lindsay, Attorney-",19
                                 General's Department.,19
                          Railways Act -By-la w No. 16.,19
                              ADJOURNMENT              (Formal).,19
                                   PlT-FERINC o.v WHABFS .,19
                           The PRESIDENT (Senator the Hon.,19
                        T. Givens) - I have received from Sena-,19
                        tor Earle an intimation that he desires,19
                        to move the adjournment of the Senate,19
                        in order to call attention to a matter of,19
"                        urgent public importance, .and one in-",19
"                        volving the good name of Australia, viz.,",19
"                        ""the pilfering which is alleged to be",19
                        going on .upon the wharfs of the Com-,19
"                        monwealth.""",19
,19
      Senator EAR LE (Tasmania) [ 3 . 4 ]  -       These statements are indeed alarming. I,20
I move-                                               come now to the special article to which,20
"     That the Senate, at its rising, adjourn until     I have previously referred, an extract",20
 9 a.m. to-morrow.                                     f r o m which reads-,20
"      Four honorable senators having             risen     An organized gang of thieves, banded to-",20
" in their places in support of the motion,             gether as a bunch o f conspirators, is included",20
                                                        amongst the select and exclusive organization .,20
      Senator EARLE  - I have submitted           of workers who operate on the wharfs of Com-,20
  this motion i n order that a question                 monwealth ports.,20
 which is of v i t a l importance to the good          S t i l l another extract reads-,20
" name of Australia may be discussed, and,",20
                                                           I f our water fronts are to be made the happy,20
" i f possible, some effort made towards the            hunting grounds of gangs of tlie worst type",20
" maintenance of that good name, assum-                 of criminals, and if to clear our ships we must",20
" i n g that the statements which I am about             employ such creatures, then, indeed, i t is time",20
 to read should prove to be true. Those                 we considered whether a White Australia is,20
                                                        worth while. We pride ourselves in the know-,20
 statements are contained i n the Indus-               ledge that Australia is white-ski n deep-bu t,20
 t r i a l Australian and M i n i n g Standard of       a black soul is infinitely worse than a black,20
"  Tuesday, 28th October last. Before i n -            skin. We challenge the Waterside Workers Fede-",20
" dulging i n any comment, I propose to                  ration of Australia to deny that i t has in its",20
"                                                        membership lists men who, combined, comprise",20
  read a few extracts f r o m two articles ap-         a gang of the worst type of thief. The Water-,20
" pearing i n that publication, which w i l l ,          side Workers Federation, as far as we are able",20
" I think , impress honorable senators w i t h           to ascertain, has taken no steps whatever to",20
                                                        cull out the criminal from its ranks. Con-,20
  the necessity f o r taking some action i n            viction for pilfering is no bar to membership,20
  this connexion.                                       of this organization. A member caught red-,20
       Senator ELLIOTT  - W h o wrote the        handed taking that which is not his is re-,20
"                                                        garded as unlucky- "" stiff "" as the "" wharfies """,20
"  articles ?                                            term it: After being fined, or after serving a",20
"       Senator EARLE  - O n e was written by       short term of imprisonment, he returns to the",20
"  the editor o f the journa l in, question, and         wharf, is ""picked up,"" and those who own",20
"  the other article is unsigned, but was                the ships and the cargo the ships carry,",20
                                                        dare not point the finger at him. I f this con-,20
"  published w i t h the authority of the                 victed thief is refused work, the charge of",20
  paper. The first extract f r o m the lead-            victimization is hurled at the employer. Such,20
  i n g article to which I desire to direct at-        is the condition of labour on tbe water front.,20
  tention reads-,20
                                                         The article then proceeds to give a num-,20
      The facts and statistics which we publish in      ber of the claims made last year f o r com-,20
  another column indicate that tbe annual toll,20
"  exacted by the water-front thieves exceeds             pensation, either f r o m shipping or insur-",20
"  £500,000. But this estimate is evidently far           ance companies, f o r pillage f r o m d i f -",20
"   under tbe mark, for i t takes no account of the       ferent ships.          These claims number",20
"   immense number of petty pilferinga which, al-        seventy-eight, and involve a loss o f",20
"   though vast in aggregate bulk, are considered         £ 5 , 1 2 7 17s. They r u n f r o m a few shil-",20
   individually too small to warrant special,20
   claims on the shipping and insurance com-            lings u p t o £ 9 0 0 . Included among them,20
"   panies, and are suffered by the victims in            are the Sussex, Philadelphia t o Mel-",20
"   silence. Were a strict census to be made of           bourne, £ 1 5 15s.; Ormonde, London to",20
"   these larcenies, the yearly pillage would prob-      Melbourne, £ 9 13s.; Demosthenes, L o n -",20
"   ably be found to amount to substantially up-         don to Melbourne, £ 2 4 2 ; Demosthenes,",20
"  wards of £1,000,000.",20
"                                                         London t o Melbourne, £ 1 0 8 ; Ceylon,",20
"        Senator KEATING  - I n Australia?         Ceylon to Sydney, £ 2 9 14s.; Waitemata,",20
"       -Senator EARLE  - Y e s . Another exSydney t o Auckland, £ 3 4 8s. 8 d . ; E u r i -",20
"                                                         pides, London t o Melbourne, £ 3 5 0 ; and",20
   tract reads-,20
"                                                         the Marathon, London t o Melbourne,",20
