text,pageNumbers
"           Thursday, 10 November 2005                     (iii) encourages the Russian Federation and",15
                     -----                                     the US to implement fully the Treaty,15
                                                                on Strategic Offensive Reductions and,15
   The PRESIDENT (Senator the Hon.                              to undertake nuclear arms reductions,15
Paul Calvert) took the chair at 9.30 am and                     beyond those provided for by the,15
"read prayers.                                                   treaty, while welcoming the progress",15
"                     NOTICES                                    made by nuclear weapon states, includ-",15
                                                                ing the Russian Federation and the US,15
"                    Presentation                                on nuclear arms reductions,",15
   Senator Allison to move on the next day                (iv) urges all states that have not yet done,15
of sitting:                                                     so to sign and ratify the CTBT at the,15
   That the Senate-                                            earliest opportunity with a view to its,15
"   (a) notes and welcomes:                                      early entry into force, and stresses the",15
                                                                importance of maintaining existing,15
"        (i) the L28 resolution, ‘Renewed determi-              moratoriums on nuclear weapon test",15
"            nation towards the total elimination of             explosions, pending the entry into force",15
"            nuclear weapons', sponsored by Aus-                of the CTBT,",15
"            tralia, Bangladesh, Chile, Italy, Japan,",15
"            Nepal, Nicaragua, Spain, Switzerland           (v) calls on states not party to the NPT to",15
            and Ukraine and passed by the United                accede to it as non-nuclear weapon,15
            Nations (UN) General Assembly First                 states without delay and without condi-,15
"            Committee with unprecedented support                tions and, pending their accession, to",15
            and only India and the United States of             refrain from acts that would defeat the,15
"            America (US) voting against it, and                 objective and purpose of the NPT, and",15
                                                                to take practical steps in support of the,15
"       (ii) the L26 resolution on the Comprehen-               treaty,",15
            sive Nuclear-Test-Ban Treaty (CTBT),15
"            sponsored by Andorra, Australia, Czech        (vi) emphasises the importance of the im-",15
"            Republic, Finland, Mexico, New Zea-                mediate commencement of negotia-",15
            land and South Africa and was passed                tions on a fissile material cut-off treaty,15
"            with only the US voting against it;                 (FMCT) and its early conclusion, and",15
                                                                calls on all nuclear weapon states and,15
   (b) notes that resolution L28:                               states not party to the NPT to declare,15
        (i) calls for the nuclear weapon states to              moratoriums on the production of fis-,15
"            further reduce the operational status of            sile material for any nuclear weapons,",15
            nuclear weapons systems in ways that                pending the entry into force of the,15
"            promote international stability and se-            FMCT,",15
"            curity,                                      (vii) calls on all states to redouble their ef-",15
       (ii) encourages further steps leading to                 forts to prevent and curb the prolifera-,15
"            nuclear disarmament, to which all                   tion of nuclear and other weapons of",15
            states party to the Nuclear Non-                   mass destruction (WMD) and their,15
"            Proliferation Treaty (NPT) are commit-             means of delivery, and",15
"            ted under Article VI, including deeper      (viii) stresses the importance of further ef-",15
"            reductions in all types of nuclear weap-           forts for non-proliferation, including",15
"            ons, and emphasises the importance of               the universalisation of International",15
            applying irreversibility and verifiabil-           Atomic Energy Agency comprehensive,15
"            ity, as well as increased transparency in           safeguards and the Additional Protocol",15
"            a way that promotes international sta-             on strengthened safeguards, and the full",15
"            bility and undiminished security for all,           implementation of UN Security Coun-",15
            in the process of working towards the               cil resolution 1540; and,15
"            elimination of nuclear weapons,",15
,15
    (c) reaffirms the importance of:                            from the threat of a Free Trade Area of the,16
        (i) the continued development of the                    Americas.,16
"            CTBT verification regime, including           Senator Murray to move on the next day",16
"            the international monitoring system,       of sitting:",16
       (ii) all states party to the NPT complying         That the Senate-,16
            with their obligations under all the arti-,16
                                                          (a) notes that:,16
"            cles of the treaty, and stresses the im-",16
"            portance of an effective treaty review             (i) Senator Calvert, in his capacity as a",16
"            process and the universality of the                     senator for Tasmania, has written to the",16
"            NPT,                                                    Prime Minister ( Mr Howard) suggest-",16
                                                                    ing that the question of regularising,16
      (iii) the early entry into force of the CTBT,16
                                                                    daylight saving and examining time,16
            and of all efforts made by Australia to,16
                                                                    zones be listed for discussion at the,16
"            further that aim,",16
                                                                    next Council of Australian Govern-,16
"      (iv) the nuclear disarmament and non-                        ments (COAG) meeting, and",16
            proliferation goals and the balanced,16
                                                              (ii) Australia's time zones date from the,16
            approach to nuclear disarmament and,16
                                                                    1880s and that individual approaches,16
            non-proliferation contained in the final,16
                                                                    by states and territories to daylight sav-,16
            document of the 2000 NPT Review,16
"                                                                    ing have a significant, continuing and",16
"            conference and the L28 resolution, and",16
                                                                    detrimental economic impact on Aus-,16
       (v) international efforts to prevent the ac-                tralian commerce and communications;,16
            quisition and the use by terrorists of                  and,16
"            nuclear or other WMD, and radioactive",16
                                                          (c) supports the call for this important matter,16
"            materials and sources, including",16
                                                                to be discussed at COAG as an important,16
            strengthened international protection of,16
"                                                                step in examining this economic handicap,",16
            WMD-usable materials and relevant,16
                                                                and urges the Prime Minister to raise this,16
"            equipment, facilities and technology.",16
                                                                important matter of reform with the Pre-,16
    Senator Nettle to move on the next day of                   miers and Chief Ministers of the states and,16
sitting:                                                        territories.,16
"    That the Senate-                                     Senator Siewert to move on Monday,",16
    (a) notes:                                         28 November 2005:,16
        (i) the recent widespread protest and op-        That the Senate-,16
            position across Latin America to the          (a) notes the imminent arrival of the Japanese,16
            President of the United States of Amer-            whaling fleet in the Southern Ocean and,16
"            ica (US), George W Bush and his pro-               its intention to commence whaling under",16
"            posed Free Trade Area of the Americas,              the greatly expanded JARPA II whaling",16
       (ii) the concern of Latin Americans that                 program;,16
            such an agreement would reinforce             (b) recognises the leadership the Australian,16
            economic inequality in the region and               Government has shown to date on this is-,16
"            political domination by the US, and                 sue;",16
      (iii) the failure of American leaders to agree      (c) notes the changed legal context owing to,16
            to further negotiations on the agree-              the radical expansion of the Japanese,16
            ment; and                                           whaling program;,16
    (b) commends the Argentinean people and               (d) supports the submission of JARPA II to an,16
         Latin American leaders for their campaign              environmental impact assessment under,16
         to defend their culture and economies                  the provisions of the Protocol on Envi-,16
,16
         ronmental Protection to the Antarctic       Eight sitting days after today,17
         Treaty;                                     Business of the Senate 1RWLFHVRI0RWLRQ1RV,17
   (e) supports the monitoring and documenta-       (1) Health Insurance (Obstetric Item 15999),17
"         tion of the whaling program by Australian        Determination HS/02/2005, made under sub-",17
         inspection vehicles;                             section 3C(1) of the Health Insurance Act,17
   (f) urges that Australia requests:                     1973.,17
        (i) the Commission for the Convention on     (2) Variation to Licence Area Plan for Scottsdale,17
"            the Conservation of Antarctic Marine          Radio-No. 1 of 2005, made under subsec-",17
            Living Resources to undertake an in-         tion 26(2) of the Broadcasting Services Act,17
            vestigation of JARPA II at the earliest       1992.,17
"            possible opportunity, and                I seek leave to incorporate in Hansard the",17
       (ii) that a diplomatic conference be con-    committee's correspondence concerning,17
            vened to amend Article VIII of the In-  these instruments.,17
            ternational Convention for the Regula-,17
            tion of Whaling ; and                       Leave granted.,17
   (g) urges Australia to:                              The correspondence read as follows-,17
        (i) commence a claim against Japan in an     Australian Passports Determination 2005 and,17
            Annex VII Arbitral Tribunal under the    Foreign Passports Determination 2005,17
            provisions of the 1982 United Nations    11 August 2005,17
            Convention on the Law of the Sea chal-  The Hon Bruce Billson MP,17
"            lenging the legality of JARPA II, and",17
                                                     Parliamentary Secretary to the Minister for For-,17
       (ii) seek an order for provisional measures   eign Affairs,17
            to halt the conduct of JARPA II from,17
            the International Tribunal for the Law   Suite R2.85,17
"            of the Sea, pending the establishment    Parliament House",17
            of the Annex VII Arbitral Tribunal.      CANBERRA ACT 2600,17
   Senator WATSON (Tasmania) (9.32                   Dear Parliamentary Secretary,17
am)-Following the receipt of satisfactory            I refer to the following Determinations made un-,17
"responses, on behalf of the Standing Com-           der section 57 of the Australian Passports Act",17
"mittee on Regulations and Ordinances, I give         2005 and section 8 of the Australian Passports",17
notice that on the next day of sitting I shall       (Application Fees) Act 2005 and section 24 of the,17
withdraw 5 notices of disallowance as fol-          Passports Act 1938 respectively,17
lows:                                                Australian Passports Determination 2005,17
Business of the Senate 1RWLFHVRI0RWLRQ1RV        The Committee raises the following matters con-,17
"(1) Australian Passports Determination 2005,         cerning this Determination.",17
"     made under section 57 of the Australian         First, subsection 2.1(3) lists the special circum-",17
     Passports Act 2005 and section 8 of the Aus-   stances in which the Minister may issue a pass-,17
     tralian Passports (Application of Fees) Act     port to a child even though a person with parental,17
     2005.                                           responsibility for the child has not given consent,17
"(2) Foreign Passports Determination 2005, made       to the child travelling internationally. Paragraph",17
     under section 24 of the Passports Act 1938.     2.1(3)(g) specifies the issue of a family violence,17
"                                                     order, as defined under Part VII of the Family",17
"(3) Public Accounts and Audit Committee Regu-       Law Act 1975, against the non-consenting parent",17
"     lations 2005, as contained in Select Legisla-  as one such special circumstance. The definition",17
     tive Instrument 2005 No. 127 and made un-      of ‘family violence order' under the Family Law,17
     der the Public Accounts and Audit Committee     Act includes interim orders (see section 60D(1)).,17
     Act 1951.,17
,17
An interim order may be issued without evidence      the nature of that consultation. The Committee,18
and in the absence of the party accused of vio-     also seeks an assurance that future explanatory,18
lence. The Committee seeks your advice on            statements will provide information on consulta-,18
whether it is intended that a passport may be is-   tion as required by the Legislative Instruments,18
"sued to a child in such circumstances and, if so,    Act.",18
whether a passport that is issued on the basis of    The Committee would appreciate your advice on,18
"an interim family violence order may be can-        the above matters as soon as possible, but before",18
"celled if the interim order is not subsequently      2 September 2005, to enable it to finalise its con-",18
confirmed.                                           sideration of this Determination. Correspondence,18
"Secondly, section 17 of the Legislative Instru-     should be directed to the Chairman, Senate Stand-",18
"ments Act 2003 directs a rule-maker to be satis-    ing Committee on Regulations and Ordinances,",18
"fied that appropriate consultation, as is reasonably Room SG49, Parliament House, Canberra.",18
"practicable, has been undertaken particularly        Yours sincerely",18
where a proposed instrument is likely to have an,18
                                                     John Watson,18
effect on business. Section 18 of the Act provides,18
that in some circumstances consultation may be       Chairman,18
unnecessary or inappropriate. The definition of                         -----,18
‘explanatory statement' in section 4 of the Act      8 November 2005,18
requires an explanatory statement to describe the,18
nature of any consultation that has been carried     Senator John Watson,18
"out or, if there has been no consultation, to ex-   Chairman",18
plain why none was undertaken. The Explanatory       Standing Committee on Regulations and Ordi-,18
"Statement that accompanies this Determination,       nances",18
"though detailed, makes no reference to consulta-    Australian Senate",18
tion. The Committee therefore seeks your advice      Parliament House,18
"on whether consultation was undertaken and, if",18
"so, the nature of that consultation. The Committee   CANBERRA ACT 2600",18
also seeks an assurance that future explanatory      Dear Senator Watson,18
statements will provide information on consulta-    Thank you for your letter dated 11 August 2005,18
tion as required by the Legislative Instruments      seeking advice on Determinations made under,18
Act.                                                 section 57 of the Australian Passports Act 2005,18
Foreign Passports Determination 2005                 and section 8 of the Australian Passports (Appli-,18
The Committee notes that section 17 of the Legis-   cation Fees) Act 2005. I apologise for the delay in,18
lative Instruments Act 2003 directs a rule-maker     replying.,18
"to be satisfied that appropriate consultation, as is Australian Passports Determination 2005",18
"reasonably practicable, has been undertaken par-    Each application to issue a passport to a child in",18
ticularly where a proposed instrument is likely to   accordance with paragraph 2.1(3) (g) of the Aus-,18
have an effect on business. Section 18 of the Act    tralian Passports Determination 2005 would be,18
"provides that in some circumstances consultation     considered on an individual basis, and this in-",18
may be unnecessary or inappropriate. The defini-    cludes interim orders. Passport issue would also,18
tion of ‘explanatory statement' in section 4 of the  be determined in accordance with paragraph,18
Act requires an explanatory statement to describe    2.1(2).,18
"the nature of any consultation that has been car-   A passport issued under 2.1(3) (g), on the basis of",18
"ried out or, if there has been no consultation, to   an interim family violence order that was not",18
"explain why none was undertaken. The Explana-       subsequently confirmed, would not be automati-",18
"tory Statement that accompanies this Determina-     cally cancelled. However, consideration may be",18
tion makes no reference to consultation. The         given to cancellation of the passport in accor-,18
Committee therefore seeks your advice on             dance with Section 22(2) (e) of the Australian,18
"whether consultation was undertaken and, if so,      Passports Act 2005.",18
,18
Public consultations were undertaken with inter-      Dear Mr Chairman,19
ested groups prior to the introduction of the Aus-    I refer to your letter of 15 September 2005 to the,19
"tralian Passports Bill into Parliament to ensure the   Senator the Hon Chris Ellison, Minister for Jus-",19
"revised legislation met the needs of Australian        tice and Customs, requesting details of the nature",19
passport holders. This process involved the set-      of the consultations carried out in relation to the,19
ting up of a Passport Legislation Consultative         Australian Passports Act 2005 and the Foreign,19
Group to allow key stakeholders to be briefed on       Passports (Law Enforcement and Security) Act,19
the proposed legislation and comment on the            2005.,19
changes. Participants of the group were drawn,19
                                                       Public consultations were undertaken with inter-,19
"from privacy, human rights, consumer, family",19
"law, police and citizenship groups and from            ested groups prior to the introduction of the Aus-",19
                                                       tralian Passports Bill into parliament to ensure the,19
"travel, financial and biometrics industries with ex",19
officio participation by the Privacy Commis-          revised legislation met the needs of Australian,19
                                                       passport holders. This process involved the set-,19
sioner.,19
                                                       ting up of a Passport Legislation Consultative,19
The first of three meetings was held in Canberra       Group to allow key stakeholders to be briefed on,19
on 23 February 2004. Public meetings were also         the proposed legislation and comment on the,19
"arranged in Sydney, Melbourne and Canberra to          changes. Participants of the group were drawn",19
"allow members of the public the opportunity to         from privacy, human rights, consumer, family",19
"comment on the revised legislation. Written sub-      law, police and citizenship groups and from",19
"missions were also sought from interested mem-        travel, financial and biometrics industries with ex",19
bers of the public. Proposals from these consulta-    officio participation by the Privacy Commis-,19
tions were fed directly into the drafting of the bill. sioner.,19
Details on the level of consultation undertaken on     The first of three meetings was held in Canberra,19
legislative changes will be included in explana-      on 23 February 2004. Public meetings were also,19
"tory statements in future.                             arranged in Sydney, Melbourne and Canberra to",19
Foreign Passport Determination 2005                    allow members of the public the opportunity to,19
This information has previously been provided in       comment on the revised legislation. Written sub-,19
"response to your letters of 15 September 2005,         missions were also sought from interested mem-",19
