text,pageNumbers
                    Senate.                              Piece Goods-Waterproofe d Cloth pre-,10
"                                                            pared with rubber, oil, celluloid or",10
                                                            nitro-cellulose.,10
"        Wednesday, 3 March, 1988.                        Printers' Typo including Spaces and",10
"                                                            Quads, Lino and other Slugs, Metal",10
                                                            Furniture nnd Quotations.,10
   The PRESIDENT (Senator the Hon. W.                    Printing and Stencilling Inks.,10
"                                                         Spray Pumps, Garden Syringes and",10
"Kingsmill) took the chair at 3 p.m., and                    Lawn Sprinklers.",10
read prayers.                                            Tobacco-,10
                                                         Toilet Combs.,10
                    PAPERS.                              Trochus and Pearl Buttons.,10
                                                         Wheels nnd Axles for Railways and,10
   The following papers were presented:-                   Tramways.,10
  Defence Act-Kegulation s amended-Statu -        Superannuation Act-Nint h Annual Report,10
"    tory Rules 1032, No22.                          of the Superannuation Board, year ended",10
  New Guinea Act-                                    30th June. 1931.,10
       Ordinances of 1931-                        Commonwealth Public Service Act-Regula -,10
"         No. 33-Louu .                                tions amended-Statutor y Rules 1932,",10
         No. 34-Suppl y (No. 4) J031-1932.           No. 23.,10
       Ordinances uf 1932-,10
         No. 1-Superannuation .,10
         No. 2-Suppl y (No. 5} 1931-1932.                         EMPIRE DAY.,10
  .Northern Territory Acceptance Act and           Senator Sir GEORGE PEARCE -,10
    Northern      Territory (Administration),10
"    Act-                                       On the 26th February, Senator E. P-",10
"       Ordinances of 1932-                     Johnston asked the following questions,",10
         No. 1-Dentists ' Registration.         upon notice:-,10
         No. 2-Administration and Trobate.,10
         No. 3-Ding o Destruction.                 1. Is i t a fact that Empire Day is honoured,10
         No. 4-Earl y Closing.                  at the capital cities of Australia with the,10
         No. o-Norther n Territory Govern-     firing of royal salutes of 21 guns by the Com-,10
            ment.                               monwealth Defence Forces?,10
         No. 0-Stoc k Diseases.                    2. Is i t recorded that Empire Day is simi-,10
         No. 7-Lan d Tax.                       larly honoured throughout the Empire?,10
         No. 8-Scaffoldin g Inspection.            3. Has the Prime Minister received from,10
         No. 9-Marriage .                 '     the Patriotic Life-saving Mission of Western,10
  Northern Territory Representation Act and     Australia copies of the following docu-,10
    Commonwealth Electoral Act-Regulation s     ments:-,10
"    amended-Statutor y Rules 1932, No. 21.             (a) The        Patriotic    Address-Petition",10
  Tariff Board-Report s and Recommenda-                        (printed 1 addressed by Australian,10
    tions-                                                    citizens to their Majesties the King,10
       Arsenic Peutoxido.                                      and Queen in connexion with their,10
       Blacking; Dressings and Polishes for                    Coronation in 1911.,10
"         Boots, Shoes and other articles of-          (M Hor Majesty's Royal Mandate (19th",10
"         attirc;     Dressings,  Inks, Stains,                 June, 1911), returning, through",10
"         Pastes and Polishes for Leather; Fur-                Mr P. Lyon Wise, Her Majesty's",10
