text,pageNumbers
"         Wednesday, 21st August, 1963.             Research Organization refers to continual",12
                                                   references which are published regarding,12
                                                   the necessity to explore the possibility of,12
"     The PRESIDENT (Senator the Hon. Sir           obtaining more food from the sea, and par-",12
"  Alister MCMuliin) took the chair at 3 p.m.,      ticularly to a statement by Mr Martin",12
"  and read prayers.                                Thornhill M.C, F.R.G.S., expressing the",12
                   TELEVISION.                     opinion that present world fish supplies will,12
                                                   soon become inadequate. Mr Thornhill,12
                      Petition.                    stated that the present fish supply is about,12
"     Senator BRANSON presented a petition          20,000,000 tons per annum compared with",12
"from 167 residents of the shire of Three           the supply of 250,000,000 tons of wheat,",12
 Springs praying that the Government pro-        the primary food grain. He stated further,12
" vide television services and facilities in that  that, acre for acre, the oceanic food poten-",12
 area.                                             tial is probably greater than that of the land.,12
     Petition received and read.                  He suggests that this potential will be,12
                                                  realized only when the fish crop is properly,12
                   ABORIGINES.                    cultivated by protection of fish species,12
    Senator BENN -Doe s the Minister re-         against their enemies and by the fertilizing,12
 presenting the Minister for Territories          of sheltered areas to produce more plankton,12
" recollect having made a statement in the         -tha t great, living, drifting mass of marine",12
" Senate on 9th April last and quoting infor-     plants and animals, some of them minute",12
 mation supplied to the Minister for              in size-whic h is the primary source of,12
 Territories by the Methodist Board of            food for fish. Will the Minister indicate,12
" Missions . concerning the welfare of            what research has been made, the results",12
" aborigines of Gove Peninsula, Arnhem            that have been achieved, and what steps",12
 Land? Will the Minister now inform me           are proposed to increase this valuable,12
 whether further discussions have been held       source of food supply?,12
 by the persons and parties mentioned in his,12
                                                      Senator GORTON -Thi s question has,12
statement concerning the natural rights of,12
                                                  not been asked strictly without notice. I,12
 the aborigines at the Yirrkala mission and       have had an opportunity to get a reply,12
 elsewhere?,12
                                                  from the Commonwealth Scientific and,12
    Senator PALTRIDGE -Th e Minister for          Industrial Research Organization. There,12
Territories advises that continuously-bot h       are two kinds of plankton-plan t and,12
 before 9th April and since-th e officers of      animal-eac h of which raises a different,12
the welfare branch of the Northern Terri-       set of questions with regard to the assess-,12
"tory Administration have been in consulta-       ment of its present quantity, its cultivation,",12
