text,pageNumbers
"               Friday, 23 October 1987                         I. We believe that it represents potentially undesira-",9
                                                                   ble interference in the lives of honest Australians,9
                                                                   and is a grave interference in the civil liberties of,9
                                                                   Australian citizens:,9
   The PRESIDENT (Senator the Hon. Kerry,9
"Sibraa) took the chair at 9 a.m., and read                     2. That it will not address the problems of tax eva-",9
                                                                   sion and social security fraud;,9
prayers.,9
                                                               3. That it will create unnecessary expansion of the,9
                       PETITIONS                                   bureaucracy;,9
   The Clerk-Petitions have been lodged for                 and calls on the Senate to reject the legislation.,9
presentation as follows:                                       And your petitioners as in duty bound will ever pray.,9
              Australia Card Legislation                    by Senator Brownhill (from 268 citizens).,9
"To the President and Senators in Parliament assembled,         Petition received.",9
your humble petitioners showeth that the proposed Aus-,9
tralia Card will have a dramatic impact on the lives of                    Australia Card Legislation,9
"all Australians, and your petitioners therefore request a   To the Honourable the President and members of the",9
national referendum on the Australia Card Bill before       Senate in Parliament assembled. The petition of the,9
the proposal is reSubmitted to Parliament.                  undersigned citizens of Australia respectfully showeth:,9
"   As in duty bound your petitioners will ever pray.        we wish the legislation introducing the 10 card, known",9
"                                                            as the Australia Card, to be rejeoted.",9
"by Senators Brownhill (from 140 citizens) and                  Your petitioners most humbly pray that the Senate,",9
"Reid (from 219 citizens).                                   in Parliament assembled, should not vote for this legis-",9
   Petitions received.                                      lation as it will affect the civil liberties of every,9
                                                            Australian.,9
              Australia Card Legislation                       And your petitioners as in duty bound will ever pray.,9
To the Honourable the President and members of the          by Senator MCLean (from 65 citizens).,9
Senate in Parliament assembled.,9
   The petition of the undersigned citizens of South            Petition received.,9
Australia respectfully showeth:,9
                                                                           Australia Card Legislation,9
   I. We reject in principle the need for a national 1.0.,9
                                                            To the Honourable the President and members of the,9
       card on the basis that it will be a gross violation,9
       of individual liberty.                               Senate in Parliament assembled. The petition of the,9
                                                            undersigned Australian citizens shows that:,9
   2. We reject the notion that the government can,9
                                                                  An ID Card numbering system for all Australians,9
       claim a mandate for the proposed legislation and,9
       state categorically it does not reflect our will.       would give future governments tremendous power to,9
                                                               collect sensitive information and use it against us.,9
"   3. We believe that, as with the proposed Bill of",9
"       Rights legislation, the government's methods and           Criminal elements could benefit by forging cards",9
"       arguments in promoting this legislation have been       and documents needed to obtain them, or by illegally",9
       under-handed and undemocratic.                          accessing the data in the system. The dangers are,9
                                                               much greater than with current systems such as,9
"   4. We believe as a matter of faith and judgement            Medicare, as the Australia Card number could link",9
       that the proposed legislation is anti-God and that      so many different confidential records.,9
       its implementation will result in further attacks on,9
                                                                  The cost to government and private enterprise of,9
"       individual freedom and responsibility, the family",9
"                                                               implementing the ID Card would be enormous, out-",9
       and the Church and that the real intent is the,9
                                                               weighing any gains. Tax cheats can be stopped more,9
       promotion of a powerful secular humanist 'big,9
                                                               effectively by better checks in the present system ..,9
       brother' government.,9
"   Your petitioners most humbly pray that the Senate,          Your petitioners therefore pray that you will reject",9
                                                            the Australia Card Bill.,9
"in Parliament assembled, should together with the House",9
of Representatives take action to reject this proposed      by Senator Messner (from 354 citizens).,9
legislation.,9
                                                                Petition received.,9
   And your petitioners as in duty bound will ever pray.,9
by Senator Brownhill (from 420 citizens).                                  Australia Card Legislation,9
   Petition received.                                       To the Honourable the President and members of the,9
                                                            Senate in Parliament assembled.,9
              Australia Card Legislation                       The petition of the undersigned citizens of the Com-,9
To the Honourable the President and members of the          monwealth of Australia respectfully showeth:,9
Senate in Parliament assembled:                                (I) That we are opposed to the introduction of the,9
"   We the undersigned are deeply concerned at the impact             ""Australia Card"" national identification card;",9
of the proposed Australia Card legislation on the follow-     (2) That this form of national identification will be,9
ing grounds:                                                         intrusive into the personal and private lives of,9
,9
"         all Australians, and from birth, give thema num-  and",10
         ber; and,10
                                                               In view of the contrast between the openness daily,10
   (3) That this identification system does not respect        shown in media by our U.S. cousins in their open and,10
"         the rights of the individual, especially that of      televised inquiry into the ""Contragate"" arms for Iran",10
"         privacy and the right to be left alone, and seek      scandal, and the almost total absence of debate during",10
"         to uphold them, but rather seeks to limit them        the recent election on what was supposed to be the",10
         severely.                                             constitutional trigger for that election:,10
   Your petitioners most humbly pray that the Senate        Your petitioners therefore humbly 'pray that the Senate,10
in Parliament assembled should reject the Australia Card    in Parliament assembled will,10
legislation forthwith.                                            Neither pass nor reject nor fail to pass the Australia,10
   And your petitioners as in duty bound will ever pray.       Card Bill but rather refer the Bill to an open Senate,10
                                                               enquiry,10
by Senator Reid (from 41 citizens).                               That that enquiry be held in public,10
    Petition received.                                            And that every assistance be given to the broadcast,10
"                                                               media, both public and private to record and/or",10
               Australia Card Legislation                      broadcast the proceedings of that enquiry in its,10
                                                               entirety.,10
To the Honourable the President and members of the,10
Senate in Parliament assembled.                                And your petitioners as in duty bound will ever pray.,10
   The petition of the undersigned citizens of Australia    by Senator Reid (from three citizens).,10
respectfully showeth:,10
                                                               Petition received.,10
      That the proposed national ID Card and number-,10
   ing system threatens the privacy of law-abiding Aus-                    Smoke Free Air Travel,10
   tralians opening the door to computer matching of        To the Honourable the President and members of the,10
"   personal information, will cause inconvenience to        Senate in Parliament assembled.",10
"   rural people in particular, and will result in massive",10
"   compliance costs for private business.                      The humble petition of we, the undersigned citizens",10
"                                                            of Australia, respectfully showeth that:",10
      That the Joint Parliamentary Select Committee Re-,10
"   port of 1986 showed that the Australia Card will not           We, the undersigned citizens, call on the Common-",10
   be effective in combating taxation and social security      wealth Government to introduce a ban on smoking,10
"   fraud and illegal immigration, as its cost savings are      on flights of 90 minutes or less. This ban should be",10
   based on faulty estimates.                                  introduced irrespective' of the stand-off attitudes,10
                                                               adopted by the airlines at present.,10
   That accordingly the Senate and Parliament should,10
reject the Australia Card Bill.                                And your petitioners as in duty bound will ever pray.,10
   And your petitioners as in duty bound will ever pray.    by Senator Vallentine (from 67 citizens).,10
by Senator Reid (from 97 citizens).                            Petition received.,10
    Petition received.                                        Human Embryo Experimentation Legislation,10
                                                            To the Honourable the President and members of the,10
               Australia Card Legislation                   Senate in Parliament assembled.,10
To the Honourable the President and members of the             The petition of the undersigned expresses concern,10
Senate in parliament assembled: the humble petition of      that some scientists in Australia are intent on under-,10
the undersigned citizens of Australia respectfully showeth: taking destructive experimentation on human embryos.,10
                                                            This subject was examined exhaustively by the 1985-86,10
That                                                        Senate Select Committee on Senator Harradine's Human,10
   In view of the number of expert witnesses and gov-      Embryo Experimentation Bill which received 27 submis-,10
"   ernment departments that have cast doubts on the         sions and more than 2,000 pages of evidence. The report",10
"   cost, inadequate safeguards and purported benefits of    of the Senate Committee recommended in October 1986",10
   the Health Department's claims for the proposed          that the Commonwealth Government make unlawfiJl,10
   Australia Card                                           any destructive experiment which frustrated the devel-,10
                                                            opment of the human embryo.,10
and,10
                                                               Your petitioners therefore request the Senate and the,10
   In view of the radical change in the proprietal rela-   Government of the Commonwealth of Australia to:,10
   tionship between Australian citizens and the,10
                                                               Implement without delay the major recommendation,10
   bureaucracy implied in the Australia Card Legislation       of the Senate Select Committee to outlaw destructive,10
and                                                            experiments on human embryos.,10
   In view of the demonstrated inability of the                And your petitioners as in duty bound will ever pray.,10
   bureaucracy in general and the Health department in      by Senator Harradine (from 22S citizens).,10
"   particular, to protect the privacy of information",10
  entrusted to them                                            Petition received.,10
,10
                 X-Rated Video Material                            many US military activities short of nuclear war,11
                                                                are also co-ordinated by Pine Gap. These include the,11
To the Honourable the President and members of the,11
                                                                war against Vietnam and the invasion of Lebanon by,11
Senate in Parliament assembled.                                 US marines in 1984;,11
   The humble petition of the undersigned citizens of,11
Australia respectfully showeth:                                    Pine Gap spends only a tiny percentage of its time,11
"                                                                monitoring arms control agreements, and even then",11
"   That we, the undersigned, having great concern be-          the data gathered is so top-secret Australia has no",11
cause of the spread of moral pollution in our nation call       access to it;,11
upon the Government to introduce immediate legislation:,11
                                                                   Pine Gap's role will be expanded under Reagan's,11
"   I. To provide strict controls over importation, pro-        Star Wars schemes to extend the arms race to outer",11
"        duction, sale, hire or mailing of video-cassettes       space, threatening the existence of our planet.",11
"        with the open sale of only G, PG, and M rated",11
