text,pageNumbers
"             Thursday, 28 November 1974                             That such a concept of marriage will destroy the contrac-",20
"                                                                 tual nature of marriage, undermine the total commitment of",20
                                                                 two persons to each other and threaten the integrity of family,20
                                                                 life which is the basis ofour society;,20
    The PRESIDENT (Senator the Hon. Justin                          That a Bill with such serious implications deserves to be,20
"O'Byrne) took the chair at 10.30 a.m., and read                  considered as a matter of public importance and be the",20
                                                                 object ofthe community debate which it warrants.,20
prayers.,20
                                                                    Your petitioners most humbly pray that the Senate in Par-,20
                        PETITIONS                                liament assembled should vote against the Bill in its present,20
"                                                                 form, allow public consideration of amendments and then",20
             Taxation: Education Expenses                        vote to so amend the Bill as to strengthen and support mar-,20
                                                                 riage and the family in a manner acceptable to the people of,20
    Senator BAUME- I present the following pet-                 Australia.,20
"ition from 147 ciuzens of the Commonwealth:                         And your petitioners as in duty bound will ever pray,",20
To the Honourable the President and Members ofthe Senate,20
in Parliament assembled. The humble petition ofthe under-        by Senator Sir Magnus Cormack.,20
signed citizens of the Commonwealth respectfully showeth:            Peution received.,20
    Whereas the Treasurer of the Australian Government has,20
proposed that the concessional deduction for education ex-                      NOTICES OF MOTION,20
penses be reduced from $400 to $ 150.                                              Meetings of the Senate,20
"    We the undersigned, humbly petition the Senate to return",20
any legislation which could give effect to such a proposal to        Senator DOUGLAS MCCLELLAND (New,20
the House of Representatives and request that the conces-       South Wales-Manage r of Government Business,20
sional deduction for education expenses be restored to $400      in the Senate)- I give notice that on the next day,20
for each child attending an approved school or college.,20
                                                                 of sitting I shall move:,20
   And your petiuoners as in duty bound will ever pray.             That the Sessional Order relating to the days andtimesof,20
    Peution received and read.                                    meeting of the Senate be varied as follows:,20
"    The Clerk-Th e following petitions have been                    (1) That, unless otherwise ordered, the Senate shall sit on",20
                                                                 6 December and 13 December at 10am.,20
lodged for presentation.,20
                                                                    (2) The Sessional Order relating to the adjournment of the,20
                        Family Law Bill                          Senate take effect at 5pm on Fridays.,20
"To thc Honourable, the President and members ofthe Sen-                            Australian Territories",20
ate of Australia in Parliament assembled. The humble pet-,20
ition of the undersigned citizens of Australia respectfully          Senator SIM (Western Australia)- I give,20
showeth:                                                          notice that on the next day of sitting I shall move:,20
"   Thut in modern society which accepts divorce, the law of         That there be referred to the Senate Standing Committee",20
