text,pageNumbers
"         Wednesday, 16th May, 1962.              junction with their trade union ""activities",11
                                            '1,11
                                                 far  exceed in number the workers that we,11
                                                  have available to us. The Liberal Party,11
     The PRESIDENT (Senatoi the Hon. Sir collects its funds on a voluntary basis. It,11
" Alister MCMullin) took the chair at 3 p.m., does not raise money by levies or other",11
 and read prayers.                               compulsory methods. I have not taken any,11
                                                 personal part in collecting money for some,11
    LIBERAL PARTY OF AUSTRALIA.                  years now. I refute most emphatically the,11
                                                  allegation that any funds that we receive,11
     Senator KENNELLY - I ask a question are subject to any strings or any reserva-,11
 without notice of the Leader of the Governtions at all. We leave it to the Labour,11
 ment in the Senate. Has the Minister seen Party to pay for favours rendered. We on,11
 a series of articles that have appeared this side of politics do not do that.,11
" recently in the "" Sydney Morning Herald """,11
 setting out in the most objective manner,11
 the way in which the Liberal Party has be-                    TELEVISION.,11
 trayed the liberal principles that it enun-        Senator MARRIOTT -I n oider to raise,11
" ciated in 1949? In particular, I ask the the proceedings out of the party political",11
" Minister whether he has seen the statement mud, I direct a question to the Minister",11
" in to-day's "" Sydney Morning Herald "" that representing the Postmaster-General. Is",11
 lately his influence-                          there any truth in the rumours current in,11
    . . . has been strengthened by the fact that radio and television circles that the new,11
" he is one of the few remaining "" go-betweens"" Melbourne television channel 0 telecasts",11
 for major contributions to party funds.         possibly will cause interference with Hobart,11
 Does the Minister in fact collect donations ABT channel 2 telecasts?,11
 from big business in order to finance the           Senator WADE - I assure Senator,11
very expensive campaigns conducted by the Marriott that the Postmaster-General's,11
"Liberal Party? Has he ever collected money Department is confident that channel 0,",11
"from the banks, the Broken Hill Proprietary when it commsnces operations in Mel-",11
"Company Limited or other large monobourne, will not interfere with channel 2 in",11
"polies? Will he tell the Senate how much Tasmania. In point of fact, channel 0 has",11
" he has collected, and from whom he has been chosen for the Melbourne area in",11
"collected it, so that the public may under-",11
"stand the reasons for the introduction of order to avoid, as far as possible, inter-",11
many of the pieces of legislation submitted ference with other stations operating at the,11
by this Government?                              present time.,11
                                                               SAFETY BELTS.,11
"    Senator SPOONER -Yes , I have read              Senator POKE - I preface my question,",11
with great interest the articles referred to. which I address to the Minister for Customs,11
"Senator Kennelly calls them objective and Excise, by saying that it does not involve",11
articles. I heard an honorable senator beparty funds. In view of the consistent,11
hind me interject and refer to the articles recommendations of the Australian Road,11
"as objectionable. I prefer the description Safety Council, the Senate Select Committee",11
"given by my colleague to that given by on Road Safety and police authorities, and",11
Senator Kennelly. As for the collection of the ever-increasing toll of death in road,11
"party funds with which to finance the exaccidents, does the Minister agree that car",11
"pensive election campaigns, as Senator safety belts offer a real measure of protec-",11
"Kennelly described them, I only hope that tion, and can be a very important factor in",11
some day the Liberal Party will be able to saving the lives of people involved in car,11
afford to run campaigns as expensive as accidents? Will the Minister advocate dur-,11
those that are run by the Australian Labour ing the forthcoming Budget discussions the,11
Party. I only wish that the Liberal Party had elimination of sales tax on safety belts in,11
at its disposal funds as large as those at the order to offer a further inducement to,11
disposal of the Labour Party. There is a vast motorists to install these life-saving devices,11
difference between the amounts available in their cars?,11
to the two parties. Labour's funds are,11
vastly in excess of our funds. The people           Senator HENTY - I have read with great,11
who work for the Labour Party in coninterest various items of literature on this,11
,11
subject which I have received recently from    what fund or funds will the Australian,12
the Australian Road Safety Council and         component of this enterprise come? Has,12
manufacturers of safety belts. I believe that  the Government in the past provided any,12
in some accidents they are a great factor in   part of such fund or funds? Is it true that,12
saving life. The honorable senator has         the proposed company will arrange for the,12
asked me a question about sales tax. I         formation and establishment of operating,12
should have thought that he had been in the    companies and plants in various Asian,12
Senate long enough to know that sales tax      countries to process dairy products,12
"comes under the control of the Treasurer.      from Australian raw materials, such",12
Apparently he does not know that. If he        as butter oil and skim milk powder?,12
"puts. his question on the notice-paper,        Will any Australian nationals be employed",12
"addressed to the Treasurer, my colleague       by these companies and in these plants?",12
"will furnish him with a reply.                 If so, what will be the proportion?",12
                                               Before giving support to a plan involving,12
"                                               the expenditure of this money in Asia, did",12
             SPACE RESEARCH.                   the Minister explore every possibility of,12
    Senator VINCENT -Ha s the Leader of        having Australian dairy products processed,12
 the Government in the Senate seen a state-   in Australian factories and then sent to,12
 ment in to-day's press to the effect that the the Asian market? I have in mind par-,12
" Soviet Union has asked the Australian         ticularly the great lift that such factories,",12
" Government for permission to construct a      specially geared for Asian outlets, would",12
"satellite tracking station somewhere in Aus-  give to South Australian dairy products,",12
" tralia? Can the Minister inform the           particularly in the Mount Gambier, Penola",12
Senate whether that press statement is true?   and Millicent areas.,12
" If it is true, can he tell the Senate the",12
 nature of the request and any other cir-        Senator WADE -Th e project to which,12
 cumstances that would be of interest to Senator Laught refers does not involve,12
 the Senate?                                   Government backing or the use of Govern-,12
                                               ment funds. The money required for the,12
"    Senator SPOONER -Som e negotiations project is, I understand, being supplied by",12
" are proceeding. As yet, they have not been the Australian Dairy Produce Board. It",12
 concluded. We have received a request. is available as a result of levies that have,12
 We have referred that request to Great been imposed by that board. The money,12
 Britain and the United States of America. will be used specifically for the purpose of,12
 Both those countries have replied to the promoting the sales of dairy products and,12
 effect that great scientific advantages would allied commodities. I cannot tell the,12
" accrue, from such a station being located honorable senator to what degree, if at all,",12
 in Australia. The matter is still under Australians will be employed in this under-,12
" negotiation and consideration.                taking, but I point out to him that there is",12
                                               a possibility that the establishment of,12
                                               undertakings of this kind in the countries,12
                 DAIRYING.                     mentioned will give rise to a great demand,12
    Senator LAUGHT -M y question is for our products. Such a demand would be,12
