text,pageNumbers
"         Thursday, 27 February 1997                 On a number of occasions in this place I",17
                                                 have said that I believe there will be children,17
                                                 of parents who are prepared to pay in order,17
    The PRESIDENT (Senator the Hon.              to get their son or daughter into the university,17
" Margaret Reid) took the chair at 9.30 a.m.,     or the course of their choice. That will mean",17
 and read prayers.                               that a previously government-funded student,17
                                                 who has won a government-funded place will,17
     QUESTIONS WITHOUT NOTICE                    move out of the government-funded place into,17
"                                                 a place for which they pay, 'leaving the",17
                University Fees                  government-funded place free for a student,17
    Senator BOLKUS-My question is direct-       who otherwise definately would not have got,17
" ed to the Minister for Employment, Educa-      in.",17
" tion, Training and Youth Affairs. I ask:          I hear from people such as you, Senator",17
" Minister, are you aware of a recently released Bolkus, and from others of your ilk-and a",17
 schedule of fees for full fee-paying students lot of students-'Make the rich pay'. This,17
" in 1998? Are you also aware of reports that government is prepared to let the rich pay, but",17
 the entry requirement for full fee-paying you are complaining about it. You should be,17
" students at Melbourne University is expected pleased, Senator Bolkus, that this government",17
"to be about 10 per cent, a substantial amount has provided a mechanism whereby people",17
"less than for publicly-funded places? Minister, who can afford to pay full fees can choose to",17
 will you now admit that fees of up to do so. They are not being made to do so. If,17
"$110,000 for a degree make a mockery of they choose to do so, why would you be",17
your claims that educational equity would not worried about it? Why would you be worried,17
be harmed by such higher education measif a wealthier person moves their kid out of,17
"ures? Minister, in these circumstances how do a government-funded place, leaving that place",17
you further justify your decision to set no free for a less wealthy kid who otherwise,17
limits on the amount universities can charge would not have got in? How can you possibly,17
"in such private fees?                           complain about that? It shows the twisted,",17
"   Senator VANSTONE-Senator Bolkus, I demented attitude that you people-born",17
"am sorry, you simply still fail to understand ideologues who lost touch with the battlers-",17
the government's changes to higher education had to politics.,17
policy as they relate to Australian students       Let me tell you this: the kids who miss out,17
being able to buy places. You simply fail to by one or two points on getting in at the,17
understand.                                     moment will be very pleased to have some,17
"   The situation is, and will be, that before a students who get in easily with a higher TER",17
university can sell a place in a course the move out of government-funded places into,17
government-funded places in that course must up-front fee places that they pay for. That will,17
"have been filled. For example, we have more give more kids opportunities they otherwise",17
undergraduate government-funded places than would not have had to get into government-,17
"we had last year. In addition to that, next funded places.",17
"year, Senator Bolkus, when---on a course-by-      Let me tum briefly to the question of price.",17
"course basis-those places have been filled by As I have said, this is not a prison sentence.",17
"government-funded students, other students If people do not think it is worth whatever it",17
"will be able to buy a place at a university if is Melbourne University wants to charge, they",17
"they choose to do so.                           will not pay. And if they do not pay-that is,",17
   This is not a prison sentence; it is not a if people do not purchase the full up-front fee,17
penalty; this is purely a matter of choiceplaces-then those wealthy people will stay,17
something that your government was never in government-funded places. One of my col-,17
very fond of offering people. It was not fond leagues thinks his son mayor may not get,17
of giving them the opportunity to exercise into commerce at Melbourne University. He,17
"their own minds and their own preferences.      is prepared to pay to ensure that he does, so",17
,17
the boy will move out of a government-               attitudes of the Australian Labor Party on this,18
funded place into a place funded by his               important issue?,18
"parents, and someone else will get a                     Senator ALSTON-Alan Rudge, the",18
"chance.(Time expired)                                 Deputy Chief Executive of British Telecom,",18
"   Senator BOLKUS-Madam President, I                  did have some very wise words of advice to",18
ask a supplementary question. I will tell you         offer. He pointed out that customers now get,18
"why we are concerned, Minister. We are                better service and a quicker, more responsive",18
concerned because a lot of intelligent not-so-       and efficient company which is still growing,18
