text,pageNumbers
                                                   and that £ 5 0 -was lodged with him as security,13
                                                   for costs.,13
                                                       Question resolved in the amrmative.,13
                                                       Senator O'CONNOR - I move-,13
                                                       1. That the petition be referred to the Elec-,13
                                                   tions and Qualifications Committe for inquiry and,13
                                                   report.,13
                                                      2. That upon such inquiry the committee have,13
"                                                   power to seiid for.persons, papers, and records.",13
                                                      3. That the President shall fix the timo for,13
                                                   the first meeting of the committee.,13
                                                      i . That of the committee four shall form a,13
                                                   quorum.,13
                                                   The first and second paragraphs speak for,13
"                                                   themselves. W i t h regard to the third, I",13
"                                                   understand that, as a general rule, nnder the",13
"                                                   standing orders, the mover for a committee",13
"                                                   fixes the time for the first meeting, and",13
                                                   them the committee inaugurate their pro-,13
                                                   ceedings. As there is no mover for this,13
"                                                   oommittee, I have taken the liberty of",13
"           Thursday,     27 June,    1901.         asking tho President to fix the time for the",13
                                                   first meeting.,13
                                                        Question resolved in the affirmative.,13
     The PRESIDENT took the chair at 2.30,13
" p.m., and read prayers.                           PROPERTY FOB PUBLIC PURPOSES",13
                                                                ACQUISITION BILL .,13
"        .   ELECTI ON PETITIO N.        . B i l l presented by Senator O'CONNOR,",13
          SAUNDERS VERSUS MATHESON.                and read a first time.,13
     Senator O'CONNOR (New SouthWales-                 USE OF PARLIAMENT HOUSE.,13
 Vice-President of the Executive Council) - I,13
 beg to present a petition from Henry John              Senator    Lt -Col. NEILD  - I desire,13
" Saunders, describing himself as an elector of     to ask the Postmaster-General a question,",13
"                                                   without notice. Some few weeks ago, i n",13
" Western Australia, his residence being Perth.",13
"                                                   answer to a question by me, he indicated",13
 I t is a petition agaanst the return of Senator,13
                                                   Ms willingness to lay upon the table of the,13
 Matheson. Certain facts are set out i n i t .,13
                                                   Senate a copy of the agreement about tp be,13
" I t is respectfuUy w.orded, and i t concludes      entered into for the use of these buildings.",13
 -with the prayer that i t may be declared that    He indicated that he would do so as soon as,13
 the said Alexander Percival Matheson is           a copy was available) and as I hrve waited for,13
" not duly elected and returned as a member          about three week's, perhaps the honorable",13
" of the said Senate, and that the petitioner       and learned gentleman will tell the Senate",13
 may have such further and other relief as          whether a copy is yet available?,13
 the justice of tho case demands. I m o v e -,13
                                                        Senator DRAKE  - I believe an agreement,13
    That the petition be received.,13
                                                   has not yet been entered into.,13
 I have taken this action solely as the repre-,13
                                                        Senator Lt -Col. NEILD -Th e honorable,13
" sentative of the Government in the Senate,",13
                                                    member is under a misapprehension. The,13
" charged, as i t seems to me, with, the duty of",13
                                                   desire of myself and others was that v e,13
 seeing that petitions which are brought,13
                                                   should have an opportunity of seeing the,13
 beforo this House claiming the redress of         agreement before i t was entered into.,13
" say' grievance, shall be before the Senate",13
                                                        Senator DRAKE -Th e draft agreement),13
 in such form that they will have considera-,13
                                                        Senator Lt -CoL NEILD -Yes . I t was,13
  tion. I know nothing whatever about the          laid before the State Parliament some,13
"  facts of the petition or as to its merits. I     time ago, and surely -wo might have a copy",13
.express no opinion about it.          I am simply as well.,13
"- taking this action formally, i n order that",13
                                                        Senator DRAKE  - I understood that the,13
  the petition may be brought before the           honorable senator -was asking for the,13
  Senate. I t appears by a certificate in-        agreement as - completed.            I will make,13
"  dorsed' upon i t that the. petition was de-     inquiries, and see whether I can get a copy",13
"  livered to the Clerk on the 23rd May, 1901,       of the draft.",13
,13
"      ACTS INTERPRETATIONBILL .       with a jury of twelve, and a dozen gentle-",14
"             ADOPTION OP REPOBT.                       men of the legal profession, to decide what",14
"                                                      is a libel, and then they do not always",14
     Senator O'CONNOR (New South W a l e s -         reach a definite conclusion. To give any,14
  Vice-President of the Executive Council).           Deputy Postmaster-General power to define,14
 - I move-                                           what is libellous without inquiry is,14
    That the report be now adopted.                   carrying legislation to an absurdity. I have,14
 I Avould like to satisfy 1113^ honorable and         as much respect for the feelings of indi-,14
" learned friends, Senator Sir Josiah Symon            viduals as any one, but I do not think that",14
" and Senator Clemons, that there is very              we should place a provision i n an A ct of",14
" high authority for use of the word ""regnal           Parliament that would make our conduct",14
" yeai'"" i n tins Bill. I find that the phrase         look absurd i n the eyes of the people. I f",14
 is used i n section 35 of the Acts Interpreta-      there is any necessity for such legisla-,14
" tion A c t of 1889.                                  tion, i t should be effected i n some otheiway.",14
    Senator Sir JOSIAH SV/'MON -Th e English          Many Acts of Parliament may have to be,14
 Act?                                                passed respecting the carrying of letters and,14
    Senator O'CONNOB -Yea . Section 35               other documents in which offensive carica-,14
 provides-                                          tures and printsof that description can be,14
"   In auy Act, instrument, or document an Act        dealt witli. They ought to be dealt with,",14
"may be cited by reference to the short title, if     but such a provision is out of place i n this",14
"any, of the Aet, either with or without a refer-    Bill.",14
ence to the chapter or by reference to the regnal,14
year in whieh the Act is passed.                         Senator DBAKE  - I do notproposeto add,14
                                                     anything to what I have alreacty said i n,14
    Question resolved in the affirmative.,14
                                                     regard to this clause. I t is not necessary on,14
    Beport adopted.,14
                                                     the outside of a letter to give anything,14
     POST ANDTELEGBAPHBILL .          more than a man's name and address.,14
    I n Coimrvittee (consideration resumed from          Senator CLEMONS - A post-card has two,14
"26th June, vide page 1617):                          outsides.",14
    Clause 4 1 -                                        Senator DBAKE -Quit e so; but i f a,14
                                                     post-card contains anything offensive or,14
   The Postmaster-General or Deputy Postmaster-,14
General may at any time cause any postal article     libellous i t should be stopped at once. The,14
"having anythiug profane, blasphemous, indecent,      mere fact of such matter being put upon a",14
"obscene, offensive, or libellous written or drawn    post-card shows that the sender desires to",14
                                                                                           -,14
"on the outside thereof, or any obscene enclosure     hold the intended recipient up to ridicule.",14
"in any postal article, to be forthwith destroyed.",14
                                                     The difference i n cost between a letter and,14
Upon which Senator MCGregor had moved                post-card is so small that the fact of a post-,14
by way of amendment-                                card being used for the purpose of insulting,14
"   That the words "" offensive or libellous,"" line 4, a person indicates that the intention",14
be omitted.                                          was to allow other persons to see the,14
    Senator MCGBEGOR (South Australia).              libel. The postal authorities should have,14
- I hope that honorable senators will give           power to stop such a communication at once.,14
"fair consideration to this clause, and par-         A libellous post-card has to go through",14
"ticularly to these two words. Every one              the hands of numerous postal officials, as",14
"knows that so far as the word "" offensive ""          well as, perhaps, into the hands of a man's",14
"is concerned, i t would be very hard to de-         servants, and the members of his house-",14
fine its meaning. What might be offensive            hold.,14
to one individual might be the contrary to               Senator STANIFOETH SMITH -An d i t may,14
"some one else. Therefore, seeing that the be an anonymous communication.",14
"Deputy Postmasters-General, as well as the               Senator DBAKE -Eve n i f the sender",14
"Postmaster-General himself, have the power signs his name, a man who wonld resort to",14
to deal with anything i n the shape of such conduct towards a fellow creature,14
ti post-card or any other document that would probably be such a person as had no,14
may be supposed to be offensive by means of effectively answering for his,14
one individual and not by another and miscoriduct if he were prosecuted.,14
"to destroy without further investigation,                Senator PEABCE (Western Australia) -",14
we should be careful not to make the power While I might agree with the sentiments ex-,14
"too wide. As far as the term "" libel "" is pressed by the Postmaster-General, every-",14
"concerned, i t often takes a bench of Judges thing depends upon the meaning attached to",14
,14
"the word ""libellous."" The Postal department        remaining in the BilL I therefore trust that",15
of Victoria has stopped sueh a newspaper as        the Postmaster-General will see his way,15
