text,pageNumbers
                                   Senate.,11
"                             Friday, 19 April, 191,0.",11
                      The PRESIDENT (Senator the Hon J. B.,11
"                    Hayes) took the chair at 11 a.m., and",11
                   read prayers.,11
                   CONVENTION BETWEEN UNIT ED,11
                     KINGDOM AND SWITZERLAND.,11
                      Senator COLLETT - I lay on the,11
                   table of the Senate-^,11
                     Copy of Convention between the United,11
                   Kingdom and' the Swiss Federal' Council,11
"                   regarding legal proceedings (London, 3rd",11
"                   December, 1937).",11
                      This convention was signed in London,11
"                   on the 3rd December, 1937. His",11
                   Majesty's accession to the convention in,11
                   respect of the Commonwealth of Aus-,11
"                   tralia, including the Territories of",11
"                   Papua and Norfolk Island, and the Man-",11
                   dated Territories of New Guinea and,11
"                   Nauru, was notified to the Swiss Govern-",11
"                   ment on the l l t h January, 1940, and",11
"                   took effect as from the l l t h February,",11
                   1940.,11
,11
"      FLINDERS ISLAN D EADIO                     and the Imperial Government, relating to the",12
"        TELEPHON E SERVICE.                      sale of wool, on the table of tbe Senate?",12
"                                                    2. I f so, when?",12
    Senator LAMP asked the Minister,12
                                                     Senator M c BRIDE  - T h e Minister for,12
"representing       the    Postmaster-General,",12
                                                 Commerce has supplied the following,12
upon notice-                                    answer:-,12
   Can tbe Minister give any information,12
regarding the establishment of the radio tele-      1 and 2. As has been stated already by the,12
"phone link to Flinders Island, and when i t is   Prime Minister, the details of the agreement",12
likely to be in operation?                       will be made available to honorable senators,12
                                                 as soon as all outstanding pointB have been,12
   Senator M o BRIDE  - T h e Postmaster-  agreed upon - -,12
General - has supplied the following,12
answer:-                                          ' Senator E . B . JOHNSTON asked the,12
                                                 Minister representing the'Minister f o r,12
   Negotiations are proceeding between tbe,12
"Postmaster-General's Department and the          Commerce, upon .noftce-",12
Department of Civil Aviation for the use of         What-action has been taken by the Govern-,12
tbe proposed aeradio station at Flinders         ment in regard to the repeated requests made,12
Island for the purpose of establishing a com-   by Western Australian wool-growers for the,12
mercial radio telephone service between the      establishment of wool' appraisement centres at,12
island and the rest of the Commonwealth. I t     Albany and Geraldton?,12
is not. possible at present to indicate when,12
this service is likely to be in operation.           Senator M c BRIDE  - T h e Minister for,12
                                                 Commerce has supplied the following,12
                 GOLD TAX .                    answer:-,12
   Senator E . B . JOHNSTON asked the        The several requests made in this connexion,12
"Minister representing the Treasurer,             were carefully considered but were not",12
upon notice-                                    approved. The matter is again under review,12
                                                 by the Government.,12
   1. Has the attention of the Government been,12
drawn to tbe action of the Government of the         Senator E . B . JOHNSTON asked tlie,12
TJnion of South Africa in reducing the inci-    Minister representing the Minister f o r,12
"dence of the gold tax on low-grade ores?         Commerce, upon notice-",12
   2. Is i t a fact that tho present gold tax,12
has a very detrimental effect on the working      . 1. Has the Government received a resolu-,12
-f mines containing large deposits' of low-     tion from the Australian 'Wool Growers',12
