text,pageNumbers
"                Wednesday, 20 October, igog.",14
           The PRESIDENT took the chair at 2.30,14
"        p.m., and read prayers.",14
                            PAPERS.,14
           MINISTERS laid upon the table thp,14
        following papers-,14
           . Seat of Government: Agreement between,14
                   the Commonwealth and the State of,14
"                    New South Wales, dated 18th October -",14
            College f o r the training and instruction,14
                   of Cadets and Officers f o r Australian,14
                   Navy -Cop y of letter fro m the Lord,14
                   Mayor of Sydney to the Prime Minis-,14
"                   ter, dated 13th October, 1909.",14
            Public Service Act 1902-,14
              (1) Amendment (Provisional) of Regula-,14
"                     tion 57 -Statutor y Rules 1909, No.",14
                   - 119.,14
              (2) Amendment of Regulation 171 -,14
"                     Statutory Rules 1909, No. 120.",14
            Papua -Repor t by the Hon. Staniforth,14
"                Smith, Administrator, on the Progress",14
"                of ihe Territory; dated 25th September,",14
                1909.,14
           Audit Acts 1901-1906 -Amendmen t of Trea-,14
                sury Regulation 96 («) -Statutor y Rules,14
"                1909, No. 107.",14
          Senator PEARCE -Ough t not the Senate,14
      to order the paper relating to the Capital,14
"       Site agreement to be printed, so that it",14
      may be quickly circulated amongst honor-,14
      able senators?,14
,14
     Senator MILLEN -Th e paper is being                          the supernumeraries should be classified,15
"printed, and will, I hope, be circulated                          and placed on the permanent staff of the",15
"                                                                  Commonwealth Public Service.""",15
"in the course of a few minutes.                              The witness, replying to questions, said that",15
"                                                                  though classed as a supernumerary, and",15
"              LAND IN VICTORIA.                                  not placed on the permanent staff, she",15
                                                                  had been in the employ of the Depart-,15
      Senator FINDLEY -Wit h reference to                         ment for eighteen years. Two of the,15
the question asked by Senator St Ledger                           supernumeraries had been in the De-,15
"about the possibility of settling 30,000                          partment twenty-two years, and two",15
more people on the northern irrigable areas                       others besides herself eighteen years.,15
"                                                                   Witness' salary was ,£52 a year, and",15
"of Victoria, and the suggestion that the in-                      those with twenty-two years' experience",15
"formation should be circulated in England,                         were getting the same amount. Her",15
"will the Vice-President of the Executive                           duties were those of a stamp perforator,",15
"Council, before giving a decision, also con-                      and her hours were from 8.30 in the",15
                                                                   morning to 5-30 in the evening. She,15
sider the following statement which was                            had applied to be placed on the per-,15
