text,pageNumbers
                                                 Senate.,9
"                                   Wednesday,     15 September, 1937.",9
                               The      DEPUTY      PRESIDENT      (Senator,9
"                             Sampson) took the chair at 10 a.m., and",9
                             read prayers.,9
                                               ' PAPERS.,9
                                The following papers were pre-,9
                             sented :-,9
                               Science and Industry Research Act-,9
                                  Eleventh Annual Report of the - Council,9
"                                 for .Scientific and Industrial Research, for",9
                                  the year ended 30th June. 1937.,9
                               Iron and Steel Products Bounty Act-Retur n,9
"                                  for year ended 30th June, 1937.",9
                               AUSTRALIAN BROADCASTING,9
                                            COMMISSION.,9
                                           ADMINISTBATION .,9
                               Senator COLI.LWGS asked the Post-,9
"                             master-General, upon notice-",9
                               1. Will he inform the Senate as to the nature,9
                             of the services rendered to the Australian,9
                             Broadcasting Commission by-,9
                                   (a) the son of Chief Justice Street;,9
                                   ib) the son of Sir Charles Rosenthal;,9
                                   (c) Mr Alexander Hordern;,9
                             and state in each case the commencing date and,9
                             duration of each engagement and the salary,9
                             paid?,9
,9
"     2. Is i t a fact that a so-called "" vigilance            Bills (on motions by Senator A. J.",10
"-committee "" has been established by the Aus-            MCLACHLAN), read a first time-",10
" tralian Broadcasting Commission; if so, will",10
  be inform tbe Senate as to its personnel and                National Oil Proprietary Limited Agreement,10
  whether or not such committee is in the nature                 B i l l 1937.,10
"-of a secret service within the commission, con-             Australian Soldiers' Repatriation B i l l 1937.",10
"-cerning itself with the private affairs and con-         "" Customs Tariff Validation B i l l 1937.",10
-duct of the employees of the commission?                     Customs Tariff (Exchange Adjustment) Vali-,10
                                                                 dation B i l l .1937.,10
     3. W i l l he explain to the Senate why he said          Customs Tariff (Canadian Preference) Vali-,10
" in his letter of the 29th October. 1930, in reply               dation B i l l 1937.",10
 to questions asked by Senator Collings on the                Excise Tariff Validation B i l l 1937.,10
"-8th October, 1936, tliat no representations had",10
ibeen made to the Broadcasting Commission to                  Bills (on motions by Senator BREN-,10
" retain in Australia the services of Dr. Malcolm          NAN), read a first time-",10
" Sargent, when on the 14th October, fifteen days",10
" previously, Senator Collings was informed that               States Grants (Fertilizer) B i l l 1937.",10
 the commission wa3 trying to arrange for Dr.                 Papua and New Guinea Bounties B i l l 1937.,10
'Sargent's return to Australia in 1937?                       Apple and Pear Bounty Bill 1937.,10
                                                              Citrus Fruits Bounty B i l l 1937.,10
"     4. Will he inform the Senate why, if the",10
" payment of £2,000 to Mr Cleary is justified,                   DAIRY PRODUCE EXPORT",10
  it. is still necessary to keep and pay two,10
-officials as manager?                                                   CONTROL BILL 1937.,10
                                                            ' Bill returned from the House of Rep-,10
      Senator A. J. MCLACHLAN -Th e,10
 following information has been furnished                 resentatives without amendment.,10
 by the Australian Broadcasting Com-,10
 mission :-                                                        DRIED FRUITS EXPORT,10
      1. (n) The commission has not at any time,10
                                                                         CONTROL BILL 1937.,10
                 employed any son of Chief justice            Bill returned from the House of Rep-,10
                 Street.                                  resentatives without amendment.,10
         (fc) The son of Sir Charles Rosenthal was,10
"                 selected, after a series, of tests, from",10
                 a large number of applicants for         NATIONAL OIL PROPRIETARY,10
"                 the position of-announcer, joining       LIMITED AGREEMENT BILL 1937.",10
                 the commission's New South Wales,10
"                 staff on the 6th April, 1935; he                            SECOND READING.",10
                 was transferred to the Victorian             Senator A. J. MCLACHLAN (South,10
"                 staff on the 24th A p r i l, 1937, as",10
                 studio supervisor nnd is still em-      Australia-Ministe r             in Charge of,10
                 ployed in Melbourne in that              Development) [10.35 a.m.]- I move-,10
                 capacity.                                    That the bill be now read a second time.,10
"         (c) Tbe commission has not at any time,",10
"                 employed Mr Alexander Hordern.              Briefly, the object of this measure is",10
     2. The commission has not established any            to ratify an agreement between the Go-,10
" ""'vigilance committee"".                                  vernments of - the Commonwealth and",10
"     3. Shortly after Dr. Sargent's arrival in            New South Wales, and the National Oil",10
" Australia, the commission sounded him regard-           Proprietary Limited, in respect of the",10
 ing a return visit for a longer period.                  Newnes shale oil undertaking.,10
     4. The commission employs only one official              I t seems hardly necessary for me to,10
 as general manager.,10
                                                          stress the importance of the supply of oil,10
" BILLS RECEIVED EROM THE for various purposes in Australia, and",10
    HOUSE OF REPRESENTATIVES. especially for national uses. The Govern-,10
                                                          ment has been unflagging in its endeav-,10
"      The following bills were received from ours to aid prospecting for flow oil, and",10
 the House of Representatives.                            to foster the production of petrol from,10
      Standing and Sessional Orders susshale deposits that exist in extensive,10
 pended.                                                  quantities in various parts of the Com-,10
      Bills (on motions by Senator Sir monwealth.                               Parliament has already,10
" GEORGE PEARCE), read a first time-                      voted £250,000 to assist the search for",10
     Superannuation Bill 1937.                            flow oil. The present measure represents,10
"     War Service Homes Bill 1937.                         a positive attempt by two Governments,",10
     High Commissioner Bill 1937.                         in combination with an outstanding in-,10
     Science and Industry Research Bill 1937.             dustrialist- Mr George Davis-t o de-,10
"     Defence Equipment ""Bill 1937.",10
     States Grants (Youth Employment) Bill velop the shale oil industry. The ob-,10
        1937.                                             jective is the production in Australia of,10
,10
"oil in commercial quantities, so ensuring       Newnes is situated in the valley of the",11
"some degree of independence from Wolgan, in the Blue Mountains, some 130",11
"outside sources.                             miles from Sydney.           Yesterday, there",11
   I t is needless to emphasize the ramifiwere in that valley but few of the pros-,11
cations into which this important product perous community of other days; those,11
"extends, and its great value for commerwho         remained were sustained by",11
"cial and industrial purposes. Eor defence    memories      of former activity, and an",11
 reasons alone the expenditure that is       enduring    faith  in the ultimate revival of,11
 being incurred in this venture is fully     a  great   industry.      A different picture,11
justified. The ordinary demands of the       confronts    us  to-day.    Activity has been,11
"Defence Forces for oil and petrol on a       resumed,     and    new    hope   inspires the",11
"peace basis are very great, but are not      people,   not   only   of   Newnes,   but also",11
 comparable to the immense quantities        of  the  whole   of  the  vast middle-west  of,11
that would be required in the event of       New     South    Wales.      Those   hills and,11
hostilities. Great expense is being invalleys of the Blue Mountains will,11
curred to-day for the storage of supplies of shortly be the scene of great industrial,11
"oil for defence, much of which would be activity and ever-increasing employment-",11
obviated by the successful development          Much has been said recently about the,11
"of local resources. Therefore, aparr. nationalization of oil production at",11
"from all other considerations, however Newnes. I t is of importance, therefore,",11
"great and extensive, the importthat I should clear up any misconceptions",11
ance of providing local supplies of petrol which may exist in this regard. I would,11
"and oil for defence necessities, is a sound point out that the policy of the Scullin",11
"and adequate reason, i f none other existed, Government was consistent with that of",11
for the present vigorous and comprehenthe present Government in connexion with,11
"sive effort.                                 nationalization. I n October, 1931, the",11
"                                             Scullin Government, when approving of",11
"   There is another aspect to which I an expenditure of- £30,000 on exploratory",11
"should refer. The enterprise is of great work at.Newnes, imposed the condition",11
value and potentiality in relation to emthat any further work there must be,11
ployment. I t will provide direct employcarried out by private enterprise. There,11
"ment for from 600 to 700 men, in addition is a substantial doubt, too. as to whether,",11
"to indirect employment for probably over if the project were nationalized, the Com-",11
"2,000 people. Should it succeed, marked monwealth Government would legally be",11
expansion of the shale oil industry may competent to compete with private enter-,11
"be anticipated, to include such fields as prise.       Cockatoo Dock, when under",11
"Latrobe in Tasmania, and Baerami, Murgovernment control, was restrained from",11
"rurundi, Marrangaroo and other localities entering into such competition. At",11
"in New South Wales, thus greatly widenpresent the two governments interested",11
ing the avenues of employment.               can take only a small proportion of the,11
"                                             expected output of Newnes, and the com-",11
"   Newnes will provide the nucleus of an pany will, therefore, need to market the",11
"oil production organization which could, major part of its production in direct",11
"in case of need, be extended at short competition with private enterprise.",11
"notice. What is equally important, it will",11
become the training ground for young,11
Australian fuel technologists and indus-       Before proceeding to explain the details,11
"trial chemists, who will be of great of the agreement, T should like to say a",11
value to our secondary industries in word or two on the Davis Gelatine,11
"the future.        At present the opinterests, wliich have been responsible for",11
portunities for young men who the formation of the National Oil Pro-,11
" qualify for a mining and engineering prietary Limited, the company which",11
course in Australian universities are all proposes to develop Newnes. The Davis,11
"too few. They have, as a general rule, Gelatine business in Australia employs",11
"to leave their own country and seek posiabout 1,000 people, and branches of it,",11
"tions in other lands, where to-day radiating from Australia, have been estab-",11
"many of them are occupying high and lished in the United Kingdom, South",11
responsible positions.                       Africa and New Zealand.,11
      Senator A. J. MCLachlan.,11
,11
"    Offers were publicly invited by the     duced from imported crude oil, to the",12
"Commonwealth Government on the 28th         extent of the customs duty, excise duty",12
"May, 1936, from persons and companies       and primage at present operating, for the",12
"desirous of undertaking the production      period ending on the 31st December,",12
"and marketing of petrol and oil from        1964. I f these rates are reduced, a",12
shale in the Newnes-Capertee field.         bounty equivalent to the amount of the,12
"This invitation did not meet with any       reduction will be paid, by the Common-",12
"response, and Mr George Davis was then     wealth on petrol produced by the",12
approached regarding the establishment      company.,12
of the industry. Because of past failures      The Commonwealth will permit the,12
"Newnes was like a dog with a bad name,      entry into Australia, free of customs duty,",12
and many people were not slow to use its    of the cracking plant required by the com-,12
"unfavorable record in trying to dissuade    pany, and of such other plant as, in the",12
Mr Davis from undertaking the enter-      opinion of the company and the Common-,12
"prise. This did not, however, daunt him,    wealth, cannot be satisfactorily and eco-",12
and his decision to embark on the enter-   nomically manufactured in Australia. I n,12
"prise is now the subject of this measure.   addition, products required by the com-",12
    I come now to the main provisions of    pany for ethylizing its petrol will also,12
the agreement. National Oil Proprietary     be admitted duty free.,12
Limited will subscribe capital to an           The Commonwealth and the State of,12
"Amount of £166,667, conditional upon the    New South Wales will, as far as may be",12
"Commonwealth Government providing           considered practicable, give preference to",12
"debenture capital amounting to £334,000,    the company for a period of 25 years",12
and the State of New South Wales pro-      from the date of the ratification of the,12
"viding debenture capital of £166,000.       agreement, in purchases of petrol for'",12
"This debenture capital will carry interest  government departments, provided that",12
"at 4$ per cent., and the principal will be  the prices and quality of its petrol are",12
repayable as a first charge against profits equal to those of other petrols.,12
"at the rate of l/20th each year, subject to    Another matter of considerable local",12
the complete repayment of any balance       importance is that the company will pay,12
"due within thirteen months after the        to the Commonwealth, within one month",12
close of a period of nineteen years. I n    from the date of the ratification of the,12
addition to this annual repayment of        agreement by the Parliaments of the Com-,12
" l/20th of the capital, the company is      monwealth and the State of New South",12
"required, after meeting working expenses,   Wales, a sum of £3,500 in respect of the",12
"taxation and depreciation, and paying a     option which the Commonwealth holds",12
"cumulative dividend of 10 per cent, per     over certain machinery, plant and other",12
"annum, to apply any additional profits      property, at Newnes. I t is the intention",12
 towards the further redemption of the      to apply the whole of this sum towards,12
 debenture capital. No advances will be     the payment of wages of men and certain,12
 made to the company by the Common-        other debts which were contracted by a,12
" wealth or the State of New South Wales     Mr A. E. Broue, who held an option over",12
" until 166,667 shares of £1 each in the     plant and machinery at Newnes during",12
 company have been subscribed and           1931. The disposition of this money was,12
" allotted, subject to the payment of the    set out in an agreement which Mr Broue",12
" whole amount in cash, and have been paid   entered into with the Shale Oil Develop-",12
 for to an amount of 5s. a share. The       ment Committee Limited.,12
 company has covenanted to establish the,12
" industry by the 1st January, 1940.             Some further explanation of this pro-",12
 Failure to do this will involve the pay-  vision of the agreement is probably neces-,12
" ment to the Commonwealth and the State      sary.   During 1930, the plant and",12
 of New South Wales of damages totalling    machinery at Newnes was purchased,12
" £16,000.                                   from Messrs. John Fell and Company by",12
                                             a company known as Shale Oil Investiga-,12
"     The Commonwealth will grant protec-    tions Proprietary Limited, which was",12
"  tion, to petrol produced by the company    formed for this purpose by certain of the",12
" up to 10,000,000 gallons per annum,         Broken H i l l mining companies. I n 1931,",12
  against imported petrol and petrol pro-   Shale Oil Investigations Proprietary,12
,12
" Limited granted an option over this plant      the company that it is to be, and shall",13
" and machinery to Mr A. E. Broue, who         -remain, under the control of persons who",13
 carried out certain work at Newnes. I n        are British subjects. No foreigner shall,13
" tho same year, the Scullin Government          be qualified to hold office as a director",13
 appointed the Shale Oil Development            of the company or to be employed as one-,13
" Committee Limited. The functions of            of the principal officers of the company,",13
 this committee were to conduct investiga-     and no share in the company shall be held,13
" tions into the production of oil from shale   by, or in trust for, or be in any way",13
" at Newnes, and to endeavour to influence       under the control of, any foreigner or",13
" private enterprise to operate the project.     foreign corporation, or any corporation",13
" Tlie committee, in turn, obtained an           under foreign control. This provision",13
 option over the plant and machinery from      should be interesting to those who feet,13
" Mr Broue, on the understanding that, if      strongly that oil production in Australia",13
" the option were exercised, a sum of            should be under British control.",13
" £3,500 would be paid by the committee             I trust that the measure will be ac-",13
 iu respect of wages and other debts in-       corded the support that a new national,13
 curred by Mr Broue in connexion with          enterprise of such magnitude and impor-,13
 Newnes. Although the Commonwealth              tance merits. Successive governments,13
 Government has now no legal obligation         have for years conducted investigations-,13
" in this regard, as the agreement between       into the possibilities of the production of",13
 Mr Broue and the committee has expired        potrol from shale in this country. This,13
" through effluxion of time, the committee       bill represents a real effort to achieve",13
