text,pageNumbers
                                 PARLIAMENTARY DEBATES,17
                                   JOINT SITTING,17
                                              SENATE,17
                                                  AND,17
                          HOUSE OF REPRESENTATIVES,17
                                             Hansard,17
                                                 1981,17
     The Joint Sitting convened pursuant to section 9 of the Senate (Representation of Territories) Act,17
"1973 met in the Senate Chamber, Parliament House, Canberra.",17
"                Tuesday, 5 May 1981                       Mr MALCOLM FRASER (Wan non-Prime",17
                                                       Minister) (2.17)- Mr Chairman and Mr,17
"                                                       Speaker, I propose Margaret Elizabeth Reid as",17
                                                       the choice of the Senate and the House of Rep-,17
      OPENING OF THE JOINT SITTING                     resentatives sitting together to be the person to,17
     The Joint Sitting met at 2.15 p.m.                hold the place in the Senate rendered vacant by,17
                                                       the death of Senator John William Knight. Mrs,17
"     The President of the Senate, as Chairman of the   Reid has indicated that she is willing to hold the",17
" Joint Sitting, took the chair. The Speaker of the     vacant place if chosen. I am informed that Mrs",17
 House of Representatives took a seat on the dais.     Reid is eligible to be chosen for the Senate and,17
                                                       that the nomination is in accordance with sub-,17
     SENATE REPRESENTATION OF THE                      section 9 (3) of the Senate (Representation of,17
"      AUSTRALIAN CAPITAL TERRITORY                     Territories) Act 1973, as amended by the Senate",17
     The CHAIRMAN-Honourable senators and               (Representation of Territories) Amendment Act,17
 honourable members of the House of Representa-        1980.,17
" tives, pursuant to the provisions of section 9 of the",17
" Senate (Representation of Territories) Act 1973,          Mrs Reid is well qualified to be a member of the",17
 as amended by the Senate (Representation of           Senate and to represent Canberra and the Aus-,17
" Territories) Amendment Act 1980, and resol-          tralian Capital Territory. She has been a resident",17
" utions of the Senate and of the House of Rep-        of the Territory for 16 years; but, having lived and",17
" resentatives, this Joint Sitting is being held to     worked elsewhere in Australia, she is also well",17
" choose a person to hold the place in the Senate, in   able to cast an overall national perspective on the",17
  the representation of the Australian Capital Ter-   affairs that come before the Senate. Mrs Reid has,17
"  ritory, rendered vacant by the death of Senator       been active in Canberra's affairs on the Council of",17
" John William Knight.                                   the Australian National University, as a member",17
                                                       of the Family Law Sub-committee of the Law So-,17
     In accordance with the rules adopted by both      ciety of the Australian Capital Territory and as,17
"  Houses, the Joint Sitting will now proceed to         President of the Australian Capital Territory Div-",17
" ,fhoose such a person. Is there a proposal?           ision of the Liberal Party, where she has made a",17
,17
major contribution to the work of my own party's              and that has been a perversion of the proper con-,18
organisation.                                                 ventions in this sort of matter. I think it appropri-,18
                                                              ate to go on the record at this time so that some,18
    Mrs Reid knows Canberra well. She has prac-,18
                                                              among us do not forget that there is the occasional,18
tised in Canberra as a solicitor. She is widely,18
"                                                              smirch, at least, on the record of their",18
"known and respected in this city. It is unfortunate,",18
                                                              performance.,18
"though, Mr Chairman, that we are called to this",18
place on this occasion because of the premature                   In 1974 in this chamber there were 29 ALP,18
"death of Senator John Knight, whom we all knew                senators and 29 Liberal-Country Party senators.",18
and respected greatly. Mrs Reid will be a very                There were two Independents-Senator,18
"effective representative, if chosen by this Joint Sit-       Townley, who very quickly returned to his spiri-",18
"ting, of the Australian Capital Territory.                    tual home in the Liberal Party, and Senator Steele",18
"                                                              Hall, who had a somewhat more circuitous re-",18
"    The CHAIRMAN-Is the proposal seconded?                    turn. The upshot was, Senator Townley finding",18
"    Senator CARRICK (New South Wales-                        himself back in his spiritual home, that t!"")e Liberal",18
Leader of the Government in the Senate)                       and Country parties had 30 senators and the,18
"(2.19)- Mr Chairman and Mr Speaker, I am                       Labor Party had 29 senators. In those days at",18
privileged to second the nomination of Mrs Reid.              least-one hopes that enlightenment will strike,18
I have known Mrs Reid for some 15 years or                    Mr Steele Hall again in the near future-----':Senator,18
more. I have been privileged to see her journey               Steele Hall declared his independence by support-,18
"through studenthood, through the development                  ing the Labor Party on a number of important",18
"of her professional skills and qualities and through          issues, specifically the issue of Supply.",18
"the development of her participation in public                  . However, the death of Senator Bert Milliner",18
life. She brings to the Senate very considerable              occurred in June 1975; and that is when the per-,18
"skills and talents and, of course, admirable tem-            version, the corruption, of these processes oc-",18
"perament and judgment. I am sure that she will be             curred. Senator Milliner, instead of being",18
a considerable acquisition to the Senate. She con-           replaced by a representative from his own party,18
"forms to the requirements of the Electoral Act                chosen by his own party, consistent with the prac-",18
and other legislation. I am happy to commend                  tices which had always prevailed in these sorts of,18
"Mrs Reid to the Joint Sitting.                                situations, was replaced ultimately, through the",18
    Mr HAYDEN (Oxley-Leader of the Oppo-                     determination and the corruption of those,18
"sition) (2.20)- Mr Chairman and Mr Speaker, I                  processes by the Queensland Premier, by a man",18
